Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
GCF_000151685.1_JCVI_RCG_1.1_genomic.fna	119358	64779	64754	64753	64784	64825	64819	.95850	.98450	.98400	.98400	.98450	.98450	.98450
GCF_000184155.1_FraVesHawaii_1.0_genomic.fna	655673	656269	655562	655125	654805	654541	230394	.90200	.90300	.90200	.90100	.90050	.90050	.96250
GCF_000188115.4_SL3.0_genomic.fna	230453	230284	230283	230358	230268	371584	371502	.96300	.96200	.96200	.96250	.96200	.95650	.95650
GCF_000208745.1_Criollo_cocoa_genome_V2_genomic.fna	371421	371445	371548	371448	484689	485252	484586	.95600	.95600	.95650	.95600	.95850	.95950	.95850
GCF_000214015.3_version_140606_genomic.fna	484363	484329	484266	1833847	1940300	1831636	1764823	.95800	.95800	.95750	.81600	.86350	.81500	.78550
GCF_000226075.1_SolTub_3.0_genomic.fna	1712560	1705207	120034	120213	119927	119915	119960	.76200	.75900	.94000	.94100	.93900	.93900	.93900
GCF_000231095.2_ObraRS2_genomic.fna	119861	138821	138758	138742	138795	138873	138850	.93800	.96350	.96300	.96300	.96350	.96400	.96350
GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna	712626	712794	712434	712317	712425	712363	1010401	.96950	.97000	.96950	.96900	.96950	.96900	.92000
GCF_000263155.2_Setaria_italica_v2.0_genomic.fna	1019973	1009822	1005697	1002648	1000268	86209	86309	.92900	.91950	.91600	.91300	.91100	.94350	.94450
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna	86134	86190	86234	86104	144682	144644	144595	.94250	.94300	.94350	.94150	.97400	.97350	.97350
GCF_000313045.1_ASM31304v1_genomic.fna	144630	144712	144687	96087	96093	96040	96072	.97350	.97400	.97350	.94650	.94650	.94600	.94650
GCF_000313855.2_ASM31385v2_genomic.fna	96138	96091	148030	148363	147879	147797	147780	.94650	.94600	.91900	.92100	.91800	.91750	.91700
GCF_000315295.1_Pbr_v1.0_genomic.fna	147665	259850	259979	259751	259745	259826	259746	.91650	.97250	.97300	.97200	.97200	.97250	.97200
GCF_000317415.1_Csi_valencia_1.0_genomic.fna	176351	176666	176186	176231	176265	176039	176082	.95850	.96000	.95750	.95750	.95750	.95650	.95650
GCF_000327365.1_Graimondii2_0_genomic.fna	627679	629182	627393	626843	626643	626490	193508	.96200	.96450	.96150	.96100	.96050	.96000	.90850
GCF_000331145.1_ASM33114v1_genomic.fna	194393	193187	193115	192802	192092	1036814	1036875	.91250	.90700	.90650	.90500	.90150	.97050	.97050
GCF_000340665.1_C.cajan_V1.0_genomic.fna	1036462	1036225	1036222	1036134	673618	674112	673364	.97000	.97000	.97000	.96950	.96250	.96300	.96200
GCF_000341285.1_ASM34128v1_genomic.fna	673071	672992	672905	188316	188295	188146	188156	.96150	.96150	.96150	.96650	.96600	.96550	.96550
GCF_000346465.2_Prunus_persica_NCBIv2_genomic.fna	188234	188162	384325	384759	384078	383923	383909	.96600	.96550	.96600	.96700	.96550	.96500	.96500
GCF_000346735.1_P.mume_V1.0_genomic.fna	383770	385057	385220	384641	384471	384386	384079	.96450	.92950	.92950	.92850	.92800	.92750	.92700
GCF_000350225.1_ASM35022v2_genomic.fna	244130	244037	244012	244038	244128	244091	293870	.97250	.97200	.97200	.97200	.97250	.97200	.96350
GCF_000365185.1_Chinese_Lotus_1.1_genomic.fna	293935	293602	293562	293657	293636	726171	726201	.96400	.96300	.96250	.96300	.96300	.97050	.97050
GCF_000375325.1_Caprub1_0_genomic.fna	725895	725795	725934	725879	310639	310777	310484	.97000	.97000	.97000	.97000	.96400	.96450	.96350
GCF_000390325.2_Ntom_v01_genomic.fna	310488	310565	310469	298286	298948	298077	297984	.96350	.96400	.96350	.96200	.96400	.96150	.96100
GCF_000393655.1_Nsyl_genomic.fna	297975	297709	232822	232821	232714	232741	232841	.96100	.96000	.97900	.97900	.97850	.97850	.97900
GCF_000414095.1_ASM41409v2_genomic.fna	232822	100394	100335	100283	100269	100237	100134	.97850	.94600	.94550	.94500	.94500	.94400	.94300
GCF_000442705.1_EG5_genomic.fna	154868	154769	154696	154744	154833	154774	154783	.96750	.96650	.96600	.96650	.96700	.96650	.96650
GCF_000463585.1_ASM46358v1_genomic.fna	47426	47385	47369	47402	47449	47440	47452	.96650	.96550	.96500	.96550	.96600	.96550	.96550
GCF_000471905.2_AMTR1.0_genomic.fna	259007	259036	258871	258906	259003	258934	602599	.97200	.97250	.97150	.97200	.97200	.97150	.90800
GCF_000478725.1_Eutsalg1_0_genomic.fna	601780	601834	601758	601825	601639	233591	234759	.90700	.90700	.90700	.90700	.90650	.87250	.87650
GCF_000493195.1_Citrus_clementina_v1.0_genomic.fna	233328	233144	232630	231781	308111	309046	307888	.87150	.87050	.86850	.86550	.94650	.94950	.94600
GCF_000495115.1_PopEup_1.0_genomic.fna	307660	307638	307559	78953	79212	78841	78854	.94500	.94500	.94500	.87950	.88250	.87850	.87850
GCF_000499845.1_PhaVulg1_0_genomic.fna	78827	78628	116980	116980	116895	116924	116979	.87800	.87550	.95750	.95750	.95650	.95700	.95700
GCF_000504015.1_Mimgu1_0_genomic.fna	116952	271082	271306	270745	270456	270338	270135	.95700	.94250	.94300	.94100	.94000	.93950	.93900
GCF_000511025.2_RefBeet-1.2.2_genomic.fna	520723	558128	520341	505078	496474	495625	303195	.75850	.81300	.75800	.73550	.72300	.72200	.90550
GCF_000512975.1_S_indicum_v1.0_genomic.fna	303127	302924	302858	302895	302781	230491	230499	.90550	.90450	.90450	.90450	.90400	.94600	.94600
GCF_000611645.1_mono_v1_genomic.fna	230316	230321	230400	230321	174481	175361	174295	.94500	.94500	.94550	.94500	.91250	.91700	.91150
GCF_000612285.1_Gossypium_arboreum_v1.0_genomic.fna	173985	173857	173854	122588	122569	122483	122516	.91000	.90900	.90900	.94900	.94850	.94800	.94850
GCF_000633955.1_Cs_genomic.fna	122606	122549	122543	146743	146788	146629	146640	.94900	.94800	.94800	.94750	.94750	.94650	.94650
GCF_000686985.2_Bra_napus_v2.0_genomic.fna	146735	146608	1061398	1069712	1060595	1056834	1054019	.94700	.94600	.93700	.94400	.93600	.93250	.93000
GCF_000695525.1_BOL_genomic.fna	1051979	89326	89463	89187	89415	89168	88542	.92850	.91550	.91700	.91400	.91650	.91350	.90700
GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0_genomic.fna	88722	157000	157006	156876	156870	156948	156924	.90850	.94750	.94750	.94700	.94650	.94700	.94700
GCF_000715135.1_Ntab-TN90_genomic.fna	156876	253603	253580	253392	253389	253490	253458	.94650	.96650	.96650	.96550	.96550	.96600	.96550
GCF_000733215.1_ASM73321v1_genomic.fna	230016	230472	229902	229685	229562	229305	293483	.91600	.91750	.91550	.91450	.91400	.91300	.96700
GCF_000741045.1_Vradiata_ver6_genomic.fna	293682	293322	293257	293334	293299	457773	459021	.96750	.96650	.96600	.96650	.96600	.93050	.93300
GCF_000801105.1_Rs1.0_genomic.fna	457297	456764	456295	455704	223766	223740	223663	.92950	.92850	.92750	.92650	.95050	.95000	.95000
GCF_000816755.2_Araip1.1_genomic.fna	223677	223787	223764	165413	165290	165258	165293	.95000	.95000	.95000	.96050	.96000	.95950	.96000
GCF_000817695.2_Aradu1.1_genomic.fna	165394	165333	181548	181507	181465	181481	181583	.96050	.96000	.97200	.97150	.97150	.97150	.97200
GCF_000826755.1_ZizJuj_1.1_genomic.fna	181566	369510	380954	369131	364550	361975	361203	.97150	.84000	.86600	.83900	.82850	.82250	.82100
GCF_000987745.1_ASM98774v1_genomic.fna	138247	138473	138142	138176	138202	137974	243618	.93650	.93800	.93600	.93600	.93600	.93450	.91950
GCF_001190045.1_Vigan1.1_genomic.fna	243712	243039	243471	242221	240250	247754	248083	.92000	.91750	.91900	.91400	.90650	.95500	.95600
GCF_001263595.1_ASM126359v1_genomic.fna	247452	247450	247055	246248	381261	382351	380549	.95350	.95350	.95200	.94900	.92300	.92550	.92100
GCF_001406875.1_SPENNV200_genomic.fna	380501	379444	377380	49144	49115	49113	49138	.92100	.91850	.91350	.96000	.95900	.95900	.95950
GCF_001411555.2_Walnut_2.0_genomic.fna	49183	49188	49166	684284	688446	683743	682058	.96000	.95950	.95900	.92550	.93150	.92500	.92250
GCF_001433935.1_IRGSP-1.0_genomic.fna	680822	679419	1470382	1473790	1469247	1466677	1464074	.92100	.91900	.95700	.95950	.95650	.95450	.95300
GCF_001531365.1_CcrdV1_genomic.fna	1461009	371057	372663	370423	369687	366909	364361	.95100	.82100	.82450	.81950	.81800	.81150	.80600
GCF_001540865.1_ASM154086v1_genomic.fna	134673	134655	134617	134645	134725	134714	67587	.97000	.96950	.96950	.96950	.97000	.97000	.96000
GCF_001605985.2_ASM160598v2_genomic.fna	67550	67533	67563	67619	67599	279123	279494	.95950	.95900	.95950	.96000	.95950	.93300	.93450
GCF_001625215.1_ASM162521v1_genomic.fna	278776	279245	278100	276098	352414	356501	351688	.93200	.93350	.92950	.92300	.87100	.88100	.86900
GCF_001633185.1_ValleyOak3.0_genomic.fna	350535	348983	347029	510601	518062	509157	506957	.86600	.86250	.85750	.85400	.86650	.85150	.84800
GCF_001654055.1_ASM165405v1_genomic.fna	503193	498483	270044	269977	269968	270020	270113	.84150	.83400	.98200	.98150	.98150	.98150	.98200
GCF_001659605.1_Manihot_esculenta_v6_genomic.fna	270067	809489	810360	808111	805684	803534	802175	.98150	.93500	.93600	.93300	.93050	.92800	.92650
GCF_001683475.1_ASM168347v1_genomic.fna	2149293	2182444	2147863	2127451	2103809	2090280	221824	.87750	.89100	.87700	.86850	.85900	.85350	.94300
GCF_001865875.1_LupAngTanjil_v1.0_genomic.fna	221498	221508	221570	221647	221559	265987	266106	.94150	.94150	.94200	.94200	.94150	.96850	.96900
GCF_001876935.1_Aspof.V1_genomic.fna	265893	265877	266004	265933	493298	495439	492468	.96850	.96800	.96850	.96850	.92250	.92650	.92100
GCF_001879085.1_NIATTr2_genomic.fna	492072	490630	488276	44779	44762	44745	44776	.92050	.91750	.91300	.97500	.97400	.97350	.97450
GCF_001879475.1_Asagao_1.1_genomic.fna	44822	44815	44818	97451	97382	97350	97385	.97500	.97450	.97400	.96350	.96250	.96250	.96250
GCF_001995035.1_ASM199503v1_genomic.fna	97444	97412	319490	319999	319258	319130	319138	.96300	.96250	.95850	.96000	.95750	.95700	.95700
GCF_002007265.1_ASM200726v1_genomic.fna	318938	474272	475764	474000	473447	473286	473267	.95650	.95300	.95600	.95250	.95150	.95100	.95100
GCF_002114115.1_ASM211411v1_genomic.fna	362399	363989	361989	361438	361003	360289	273612	.91150	.91550	.91050	.90900	.90800	.90600	.95550
GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.fna	274182	273401	273254	273240	273056	188546	189193	.95750	.95500	.95450	.95400	.95350	.94200	.94500
GCF_002162155.1_WEW_v2.0_genomic.fna	188305	188310	188239	187759	187907	128010	128332	.94050	.94050	.94000	.93750	.93800	.93200	.93400
GCF_002168275.1_ASM216827v2_genomic.fna	127888	127897	127915	127697	180680	180844	180581	.93050	.93100	.93050	.92900	.94700	.94750	.94600
GCF_002207925.1_PAV_r1.0_genomic.fna	180568	180625	180488	180476	330919	332571	330556	.94600	.94600	.94550	.94550	.89750	.90200	.89650
GCF_002211085.1_PHallii_v3.1_genomic.fna	330080	328846	327338	210393	210901	210244	210154	.89550	.89200	.88800	.94150	.94350	.94050	.94050
GCF_002220235.1_ASM222023v1_genomic.fna	210150	209959	226259	227185	226038	225963	225789	.94000	.93900	.92800	.93200	.92700	.92700	.92600
GCF_002303985.1_Duzib1.0_genomic.fna	225343	60262	60298	60172	60356	60234	59753	.92400	.89450	.89500	.89300	.89600	.89350	.88600
GCF_002575655.1_Aet_v4.0_genomic.fna	189635	189686	188645	188485	186384	183071	119118	.63050	.63100	.62750	.62700	.61950	.60850	.91850
GCF_002738345.1_Cmax_1.0_genomic.fna	119264	118988	119038	119049	118836	527348	574206	.91950	.91700	.91750	.91750	.91550	.73000	.79500
GCF_002738365.1_Cmos_1.0_genomic.fna	526940	507809	497136	495797	149925	149884	149745	.72950	.70300	.68800	.68650	.95050	.95050	.94950
GCF_002742605.1_O_europaea_v1_genomic.fna	149760	149809	149723	149723	562214	563653	562002	.94950	.94950	.94900	.94900	.95700	.95950	.95650
GCF_002806865.1_ASM280686v2_genomic.fna	561494	561387	561106	1238850	1288326	1237400	1212017	.95550	.95550	.95500	.84800	.88200	.84700	.83000
GCF_002870075.1_Lsat_Salinas_v7_genomic.fna	1193265	1186194	263271	263663	263163	263145	263240	.81700	.81200	.96850	.97000	.96800	.96800	.96850
GCF_002906115.1_CorkOak1.0_genomic.fna	263063	344772	345082	344560	344426	344432	344351	.96750	.95200	.95250	.95150	.95100	.95100	.95050
GCF_002994745.2_RchiOBHm-V2_genomic.fna	262037	262904	261758	261764	261543	260695	260893	.93650	.93950	.93550	.93550	.93450	.93150	.93200
GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3_genomic.fna	260485	260793	260300	260242	260314	260201	122680	.96350	.96450	.96250	.96250	.96250	.96200	.93500
GCF_003473485.1_MtrunA17r5.0-ANR_genomic.fna	122870	122524	122678	122668	122256	198001	198039	.93650	.93400	.93500	.93450	.93150	.96600	.96600
GCF_003573695.1_ASM357369v1_genomic.fna	197876	197891	197975	197913	348722	350057	348567	.96550	.96550	.96600	.96550	.95950	.96350	.95900
GCF_003576645.1_ASM357664v1_genomic.fna	348206	348088	347679	231278	232568	230874	230786	.95800	.95800	.95650	.90850	.91350	.90650	.90650
GCF_003713205.1_Ceug_1.0_genomic.fna	230192	229112	279590	279602	279454	279402	279461	.90400	.89950	.96250	.96250	.96200	.96200	.96200
GCF_003713225.1_Cara_1.0_genomic.fna	279468	265493	265422	265315	265334	265429	265370	.96200	.96850	.96800	.96750	.96800	.96800	.96800
GCF_003935025.1_Abrus_2018_genomic.fna	391594	393390	390403	388157	386247	383952	199807	.88350	.88750	.88100	.87600	.87150	.86650	.97300
GCF_004118075.1_ASM411807v1_genomic.fna	199816	199691	199715	199805	199800	199756	2937742	.97300	.97250	.97250	.97300	.97300	.97250	.96150
GCF_004153795.1_AHAU_CSS_1_genomic.fna	2946199	2936218	2929185	2923898	2921478	882979	888939	.96400	.96050	.95850	.95650	.95600	.91350	.91950
GCF_004193775.1_ASM419377v2_genomic.fna	881957	878851	876015	873955	41217	41210	41190	.91200	.90900	.90600	.90400	.95750	.95700	.95650
GCF_004353265.1_EGFV_Vit.rip_1.0_genomic.fna	41218	41265	41236	41259	329265	329233	329125	.95700	.95750	.95650	.95650	.97700	.97700	.97650
GCF_004799145.1_ASM479914v1_genomic.fna	329161	329283	329229	382283	382391	382078	382027	.97650	.97700	.97700	.97150	.97150	.97050	.97050
GCF_005239225.1_ASM523922v1_genomic.fna	382143	382095	1161697	1181690	1159181	1150960	1137652	.97100	.97050	.82200	.83600	.82000	.81450	.80500
GCF_005286985.1_Setaria_viridis_v2.0_genomic.fna	1126459	174937	175376	174751	174745	174747	174468	.79700	.95100	.95300	.95000	.95000	.94950	.94800
