Identifier	DNA_Length	AA_Length
GCF_000151145.1_ASM15114v1_genomic	3061979	4531893
GCF_000151335.2_JCVI-cpa1-1.0_genomic	1597188	2367719
GCF_000151355.1_v2.0_genomic	2755190	4270793
GCF_000151425.1_ASM15142v1_genomic	1131451	1663174
GCF_000151505.1_ASM15150v1_genomic	2051500	3091662
GCF_000151645.1_ASM15164v1_genomic	3079817	5957164
GCF_000167675.1_v2.0_genomic	4777910	8125815
GCF_000170995.1_TRIVI_v2.0_genomic	3153633	4848520
GCF_000171015.1_TRIAT_v2.0_genomic	2537087	3723325
GCF_000181695.1_ASM18169v1_genomic	4697444	7016675
GCF_000182565.1_S_punctatus_V1_genomic	4592520	6290318
GCF_000182765.1_ASM18276v2_genomic	948750	1283660
GCF_000182805.2_ASM18280v2_genomic	3000878	4703401
GCF_000182895.1_CC3_genomic	4213743	6333250
GCF_000182925.2_NC12_genomic	2820373	4532262
GCF_000182965.3_ASM18296v3_genomic	5344430	7740302
GCF_000184455.2_ASM18445v3_genomic	3445761	4690511
GCF_000185945.1_ASM18594v1_genomic	4822491	7123649
GCF_000187245.1_Hansenula_2_genomic	2510034	3761628
GCF_000187405.1_MetAcr_May2010_genomic	2763784	4218368
GCF_000187425.2_MAA_2.0_genomic	1337089	2089986
GCF_000192795.1_Vavr_culi_floridensis_V1_genomic	2100857	2685828
GCF_000203795.1_v1.0_genomic	3106684	3660673
GCF_000204055.1_v1.0_genomic	1906190	2687825
GCF_000209165.1_ASM20916v1_genomic	2629743	3290650
GCF_000213175.1_v2.0_genomic	1815628	2925587
GCF_000218685.1_v1.0_genomic	1142962	2072736
GCF_000219625.1_MYCGR_v2.0_genomic	2341891	3790609
GCF_000221225.1_CTHT_3.0_genomic	4990625	7760878
GCF_000223465.1_Candida_tenuis_v1.0_genomic	3574501	4686331
GCF_000223485.1_Spathaspora_passalidarum_v2.0_genomic	1689027	2107442
GCF_000225545.1_AOL24927_1.0_genomic	3993120	5689333
GCF_000225605.1_CmilitarisCM01_v01_genomic	1686075	3143598
GCF_000226095.1_ASM22609v1_genomic	1017065	2214043
GCF_000226115.1_ASM22611v1_genomic	2633843	4725548
GCF_000226395.1_PenChr_Nov2007_genomic	4257202	5867359
GCF_000226545.1_ASM22654v1_genomic	3360555	5553049
GCF_000227115.2_ASM22711v2_genomic	3074568	3970334
GCF_000230375.1_ASM23037v1_genomic	1607271	3729362
GCF_000230625.1_Exop_derm_V1_genomic	6288835	9703583
GCF_000231115.1_Vitt_corn_V1_genomic	2524040	3128755
GCF_000235365.1_ASM23536v1_genomic	2376382	2814387
GCF_000236905.1_ASM23690v1_genomic	2553682	3335530
GCF_000237345.1_ASM23734v1_genomic	1636206	2013642
GCF_000240135.3_ASM24013v3_genomic	4481855	6187771
GCF_000243375.1_ASM24337v1_genomic	3907475	4587552
GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic	3216552	4731617
GCF_000260195.1_FO_II5_V1_genomic	4237249	5807261
GCF_000263375.1_Wallemia_sebi_v1.0_genomic	2443398	2642326
GCF_000264905.1_Stehi1_genomic	1996842	3128688
GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic	2548309	4097456
GCF_000271585.1_Trametes_versicolor_v1.0_genomic	4048037	7131087
GCF_000271605.1_Fomme1_genomic	2187311	3303270
GCF_000271625.1_Conpu1_genomic	6474406	9031186
GCF_000271645.1_Treme1_genomic	5422673	8315104
GCF_000271745.1_FO_FOSC_3_a_V1_genomic	2301297	2896175
GCF_000275845.1_Dichomitus_squalens_v1.0_genomic	4359300	6913943
GCF_000277815.2_ASM27781v3_genomic	2090657	2756074
GCF_000280035.1_ASM28003v2_genomic	2012107	2494181
GCF_000280675.1_ASM28067v1_genomic	2822153	4481249
GCF_000281105.1_Coni_apol_CBS100218_V1_genomic	6286350	9675197
GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic	4455623	6985170
GCF_000293215.1_Trichosporon_asahii_1_genomic	5415276	9738878
GCF_000298775.1_ASM29877v1_genomic	1233386	3462272
GCF_000300555.1_Agabi_varbur_1_genomic	2033264	2644916
GCF_000300575.1_Agabi_varbisH97_2_genomic	3805230	5187183
GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic	1727389	2633061
GCF_000303195.2_FP7_genomic	3985998	5621146
GCF_000304475.1_Ka_CBS2517_genomic	3445779	4242840
GCF_000313485.1_ASM31348v1_genomic	1255666	1769484
GCF_000313525.1_ASM31352v1_genomic	2460845	3938539
GCF_000315645.1_PdigPd1_v1_genomic	7154384	9925487
GCF_000315875.1_ASM31587v1_genomic	1416139	1810631
GCF_000315915.1_ASM31591v1_genomic	1902135	2787910
GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic	4463022	7587169
GCF_000320585.1_Heterobasidion_irregulare_v2.0_genomic	8181491	12768511
GCF_000320785.1_RHOziaDV1.0_genomic	3374750	7508932
GCF_000328475.2_Umaydis521_2.0_genomic	3644895	6065921
GCF_000338955.1_Bauco1_genomic	3680823	5761991
GCF_000338995.1_Cocsa1_genomic	4132283	6044965
GCF_000340215.1_Mycfi2_genomic	2654223	4846878
GCF_000344685.1_Glotr1_1_genomic	2648508	3879149
GCF_000348985.1_ASM34898v1_genomic	2887783	3987017
GCF_000349005.2_Pneumo_murina_B123_V4_genomic	4056945	7509912
GCF_000349305.1_ASM34930v2_genomic	1613513	2830426
GCF_000354255.1_CocheC4_1_genomic	1861455	2829099
GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic	4198324	6705644
GCF_000365145.1_Phia_euro_CBS_101466_V1_genomic	3681761	5624071
GCF_000365165.1_Clad_carr_CBS_160_54_V1_genomic	4255395	6782526
GCF_000392275.1_UCRPA7V03_genomic	3502873	4735547
GCF_000400465.1_Wallemia_ichthyophaga_version_1.0_genomic	9083411	11215267
GCF_000403515.1_ASM40351v1_genomic	2814393	4935319
GCF_000409485.1_GLAREA_genomic	4259906	5701602
GCF_000417875.1_Pflocc_1.0_genomic	5629335	12729504
GCF_000439145.1_ASM43914v3_genomic	1682901	3952057
GCF_000464535.1_EPUS_genomic	3585243	5793013
GCF_000497045.1_PSEUBRA1_genomic	2299495	4128647
GCF_000507465.1_Kwon_mang_CBS8507_V2_genomic	4769349	6384649
GCF_000512565.1_Cryp_deje_CBS10117_V1_genomic	2479880	3482865
GCF_000512585.1_Cryp_best_CBS10118_V1_genomic	4690273	6659343
GCF_000512605.1_Cryp_pinu_CBS10737_V1_genomic	4005129	5069820
GCF_000516985.1_PFICI_genomic	1158697	1716480
GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic	2405136	3631190
GCF_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic	1998881	3053004
GCF_000527765.1_Cochliobolus_victoriae_v1.0_genomic	3454191	5086551
GCF_000576695.1_AUH_PRJEB4427_v1_genomic	1810955	2454288
GCF_000585515.1_Clad_yegr_CBS_114405_V1_genomic	6950884	10868351
GCF_000585535.1_Clad_psam_CBS_110553_V1_genomic	3652324	5469805
GCF_000585565.1_Capr_epim_CBS_606_96_V1_genomic	3269162	5213882
GCF_000585585.1_Capr_coro_CBS_617_96_V1_genomic	3256867	5066947
GCF_000600275.1_Eurhe1_genomic	3891617	5566388
GCF_000708205.1_Mixia_osmundae_v1.0_genomic	1968549	3277715
GCF_000709125.1_Exop_aqua_CBS_119918_V1_genomic	1950204	2662897
GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic	2107650	3526982
GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic	3630439	5478810
GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0_genomic	3853371	5973227
GCF_000721775.1_Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0_genomic	1521824	2252998
GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0_genomic	3233108	4906759
GCF_000732125.1_ScApio1.0_genomic	2179633	3523375
GCF_000747765.1_ASM74776v1_genomic	1243931	2471973
GCF_000760515.2_UGP1.1_genomic	2655742	3798707
GCF_000769745.1_ASM76974v1_genomic	1723494	2456031
GCF_000803265.1_ASM80326v1_genomic	2138703	2592467
GCF_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome_genomic	2390839	3961508
GCF_000814965.1_MBR_1.0_genomic	1981846	3019168
GCF_000820605.1_S_brasiliensis_5110_v1_genomic	5157817	9536348
GCF_000835455.1_Fons_pedr_CBS_271_37_V1_genomic	7332816	11381173
GCF_000835475.1_Clad_bant_CBS_173_52_V1_genomic	3558518	5278444
GCF_000835495.1_Clad_immu_CBS83496_V1_genomic	1438396	2129373
GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic	2434604	3718363
GCF_000835515.1_Exop_olig_CBS72588_V1_genomic	1504802	2305769
GCF_000835555.1_Rhin_mack_CBS_650_93_V1_genomic	5841876	8678802
GCF_000836115.1_Exop_spin_CBS89968_V1_genomic	3694838	5578150
GCF_000836275.1_Exop_meso_CBS40295_V1_genomic	2999248	4340063
GCF_000836295.1_O_gall_CBS43764_genomic	847051	1215711
GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic	1678037	2613746
GCF_000938715.1_LALA0_genomic	4716067	6010439
GCF_000961545.1_S_schenckii_v1_genomic	4931379	8858603
GCF_000968595.1_ASM96859v1_genomic	2244492	3531060
GCF_000988165.1_ASM98816v1_genomic	1153363	2277458
GCF_001027345.1_Triol1_genomic	3285469	6255414
GCF_001204775.2_ASM120477v2_genomic	3002723	3956966
GCF_001278385.1_MalaPachy_genomic	1998619	3227068
GCF_001298625.1_SEUB3.0_genomic	3655489	4763271
GCF_001299255.1_ASM129925v1_genomic	3745015	5671176
GCF_001329695.1_Rhoba1_1_genomic	1051590	3100492
GCF_001417885.1_Kmar_1.0_genomic	9844203	12406803
GCF_001447935.2_debFab1.1_genomic	1420659	1647560
GCF_001477535.1_Pneu_jiro_RU7_V2_genomic	5358429	9827515
GCF_001477545.1_Pneu_cari_B80_V3_genomic	2210550	3686585
GCF_001481775.2_TGAM01v2_genomic	3388168	4998548
GCF_001500285.1_Phisc1_genomic	2579618	3634133
GCF_001548555.1_ASM154855v1_genomic	2583516	2982785
GCF_001561935.1_ASM156193v1_genomic	4057245	5784109
GCF_001619985.1_Xylona_heveae_TC161_v1.0_genomic	6935273	10290784
GCF_001625195.1_ASM162519v1_genomic	1163960	2279371
GCF_001632365.1_Laesu1_genomic	2740129	4128624
GCF_001636725.1_ISF_1.0_genomic	1866869	3160411
GCF_001638985.1_Phybl2_genomic	1778965	3176905
GCF_001640025.1_ASM164002v2_genomic	3254989	4585132
GCF_001641265.1_ASM164126v1_genomic	3279438	5767400
GCF_001642045.1_Parsp1_genomic	4100602	6165261
GCF_001642055.1_Altal1_genomic	2550037	3700713
GCF_001642475.1_ASM164247v1_genomic	1214946	1887823
GCF_001646965.1_ASM164696v1_genomic	5991551	9403588
GCF_001651985.1_ASM165198v1_genomic	1850642	2875801
GCF_001653235.2_ASM165323v2_genomic	4188687	6159814
GCF_001653265.1_ASM165326v1_genomic	1626054	2920427
GCF_001661235.1_Picme2_genomic	2911280	4077998
GCF_001661255.1_Wican1_genomic	2538583	3253201
GCF_001661265.1_Saico1_genomic	1861031	3058871
GCF_001661335.1_Babin1_genomic	2693642	3561450
GCF_001661345.1_Ascru1_genomic	1656780	2798447
GCF_001661395.1_Hypbu1_genomic	10070337	13545528
GCF_001661405.1_Cybja1_genomic	2846917	3743871
GCF_001661415.1_Canta1_genomic	4909891	6655379
GCF_001662655.1_ASM166265v1_genomic	2270042	3367491
GCF_001664035.1_Metbi1_genomic	1830343	2688830
GCF_001664045.1_Hanpo2_genomic	2317126	3170529
GCF_001672515.1_ASM167251v1_genomic	4808476	7949319
GCF_001720155.1_Tsuc_wing_CBS7118_V1_genomic	2197467	3599629
GCF_001720205.1_Cryp_amyl_CBS6039_V3_genomic	5183174	8619999
GCF_001773325.1_ASM177332v1_genomic	4541566	6174268
GCF_001792695.1_ASM179269v1_genomic	1818744	2449189
GCF_001831195.1_CORC01_genomic	3347363	5837188
GCF_001883845.1_ASM188384v1_genomic	2995868	5466420
GCF_001890105.1_Aspzo1_genomic	1415198	2240403
GCF_001890125.1_Aspve1_genomic	3414071	4880915
GCF_001890705.1_Aspsy1_genomic	10568524	15001126
GCF_001890725.1_Aspwe1_genomic	6346709	9306190
GCF_001890805.1_Aspgl1_genomic	2683337	3942218
GCF_001890905.1_Aspac1_genomic	4475821	6869731
GCF_001896365.1_ASM189636v1_genomic	4412677	5706579
GCF_001907595.1_ASM190759v1_genomic	3004156	4418026
GCF_002072235.1_ASM207223v1_genomic	2490871	3405374
GCF_002079055.1_ASM207905v1_genomic	1899911	2428305
GCF_002102565.1_Kocim1_genomic	2524292	3795215
GCF_002104995.1_Linpe1_genomic	3492342	6016229
GCF_002105095.1_Pseve2_genomic	1920401	2824519
GCF_002105105.1_Prola1_genomic	2964773	4497902
GCF_002105155.1_Lobtra1_genomic	3463503	5361469
GCF_002117355.1_PosplRSB12_1_genomic	4162239	6412005
GCF_002237265.1_ASM223726v2_genomic	4606321	6375540
GCF_002251995.1_ASM225199v2_genomic	3093483	4277117
GCF_002708625.1_Rhimi1_1_genomic	2242543	3080600
GCF_002742065.1_CB0940_V2_genomic	2532753	3980303
GCF_002775015.1_Cand_auris_B11221_V1_genomic	1364293	1680592
GCF_002846915.1_Aspergillus_ochraceoroseus_IBT_24754_v1.1_genomic	2932452	5098909
GCF_002847045.1_Aspcand1_genomic	3115827	4928083
GCF_002847465.1_Aspnov1_genomic	3288000	4523666
GCF_002847485.1_Aspcam1_genomic	2185990	3452695
GCF_002849105.1_Aspste1_genomic	2760998	4535815
GCF_002865645.1_Melbi2_genomic	2162815	5371268
GCF_002926055.2_CanHae_1.0_genomic	3727935	5184263
GCF_002926085.2_CanDuoHae_v1.0_genomic	4226293	5862104
GCF_003013735.1_Cand_pseudohaemulonii_B12108_genomic	6489052	9079946
GCF_003019875.1_Amore1_genomic	9669169	15293186
GCF_003025095.1_Triha_v1.0_genomic	1066724	1476529
GCF_003025105.1_Trias_v._1.0_genomic	2607707	3844761
GCF_003025115.1_Trici_v4.0_genomic	2464313	3989526
GCF_003054445.1_ASM305444v1_genomic	9603573	11890234
GCF_003144115.1_Tilwa1_genomic	2349777	6113562
GCF_003144135.1_Rhodsp1_genomic	1462650	2583481
GCF_003144195.1_Cersp1_genomic	5389508	9293296
GCF_003144205.1_Meimi1_genomic	1900494	2741062
GCF_003144245.1_Jamsp1_genomic	1950593	3658136
GCF_003144295.1_Acain1_genomic	1214050	2383315
GCF_003184525.1_Aspscl1_genomic	2975292	4637442
GCF_003184535.1_Aspeuc1_genomic	2536741	3762272
GCF_003184545.1_Asphet1_genomic	3384900	5793146
GCF_003184585.1_Aspsac1_genomic	5277286	7811156
GCF_003184595.1_Asplac1_genomic	5077295	7309108
GCF_003184625.1_Aspneo1_genomic	1718843	2568554
GCF_003184695.1_Aspbru1_genomic	4369303	7042513
GCF_003184745.1_Aspuva1_genomic	7030039	10807694
GCF_003184755.1_Asppip1_genomic	3234558	4769915
GCF_003184765.1_Aspacu1_genomic	5841439	9649980
GCF_003184785.1_Aspjap1_genomic	3063068	4735262
GCF_003184825.1_Aspfij1_genomic	5249314	8380407
GCF_003184835.1_Aspcos1_genomic	3546942	5544136
GCF_003184845.1_Aspibe1_genomic	3616562	6073291
GCF_003184865.1_Asphom1_genomic	2858063	4396894
GCF_003184925.1_Aspvad1_genomic	21674998	31726950
GCF_003290485.1_ASM329048v1_genomic	4540185	7335015
GCF_003316985.1_ASM331698v1_genomic	3670273	5034335
GCF_003344945.1_Aspwel1_genomic	4558642	6661779
GCF_003357145.1_ASM335714v1_genomic	5060316	6724540
GCF_003369625.1_ASM336962v1_genomic	1468870	3306653
GCF_003426965.1_ASM342696v1_genomic	3166733	4418389
GCF_003711515.1_Sodal1_genomic	1325363	2338681
GCF_003724135.2_ASM372413v2_genomic	1106018	1873443
GCF_003851025.1_SCP_1.1_genomic	1739576	2744850
GCF_003942205.1_ASM394220v1_genomic	1754406	3358913
GCF_004011695.1_Arabiei_Me14_genomic	1886497	3118359
GCF_004022145.1_Paevar1_genomic	2168526	3140729
GCF_004154835.1_ASM415483v1_genomic	2722208	3977691
GCF_004337985.1_ASM433798v1_genomic	1992474	4007137
GCF_004353045.1_ASM435304v1_genomic	1200830	1995078
GCF_004355905.1_ASM435590v1_genomic	2886589	4906734
GCF_005498985.1_PGRAM_IIB_1.0_genomic	3729926	6548455
GCF_006535985.1_ASM653598v1_genomic	2250580	2899242
GCF_007821495.1_CFIA_Lhya_EG2017_genomic	2109126	2865940
GCF_008629635.1_Kwon_shan_CBS_12478_V1_genomic	1447161	2209319
GCF_008694065.1_Dalch_JS-1345_genomic	1355088	1792351
GCF_008704595.1_ASM870459v1_genomic	2475628	3458644
GCF_009176365.1_Aspalli1_genomic	3219679	4290507
GCF_009193445.1_Asppset1_genomic	2683336	3512097
GCF_009193585.1_Aspcae1_genomic	2006819	2554057
GCF_009193645.1_Asppsen1_genomic	4964920	6669756
GCF_009771025.1_ASM977102v1_genomic	4140386	6351765
GCF_010015565.1_Disac1_genomic	2019686	3136760
GCF_010015585.1_Erebi1_genomic	5382850	8206728
GCF_010015615.1_Cucbe1_genomic	3618502	5283090
GCF_010015735.1_Aaoar1_genomic	5263780	7836498
GCF_010015815.1_Dotsy1_genomic	3616121	5939578
GCF_010093505.1_Horac1_genomic	618262	1105872
GCF_010093535.1_Linin1_genomic	2164070	3181546
GCF_010093595.1_Mytre1_genomic	2420053	3494136
GCF_010093625.1_Macan1_genomic	2162561	3341067
GCF_010093815.1_Psehy1_genomic	2615056	3910486
GCF_010093885.1_Aplpr1_genomic	1706603	2929631
GCF_010093935.1_Zasce1_genomic	1134359	1864463
GCF_010094035.1_Trepe1_genomic	2472765	3881516
GCF_010094085.1_Wesor1_genomic	2341774	3772177
GCF_010094145.1_Didex1_genomic	3675633	5630816
GCF_010724455.1_ASM1072445v1_genomic	2000089	2784543
GCF_011074865.1_ASM1107486v2_genomic	2051336	2505888
GCF_011075155.1_ASM1107515v1_genomic	3468079	5558561
GCF_011692745.1_ASM1169274v1_genomic	2957048	4137718
GCF_011745365.1_Crypa2_genomic	3042623	4921144
GCF_011947395.1_ASM1194739v2_genomic	3276958	5377160
GCF_012550715.1_ASM1255071v1_genomic	2674186	5158920
GCF_012971845.1_ASM1297184v1_genomic	7093048	11496366
GCF_013036055.1_ASM1303605v1_genomic	6611360	9315336
GCF_013340325.1_ASM1334032v1_genomic	3115748	4587927
GCF_013368755.1_ASM1336875v1_genomic	1146760	1654418
GCF_013390185.1_ASM1339018v1_genomic	6929637	10972734
GCF_013390195.1_ASM1339019v1_genomic	2398744	3825866
GCF_013396075.1_ASM1339607v1_genomic	8891848	12196390
GCF_013396195.1_ASM1339619v1_genomic	2734515	3702811
GCF_013402915.1_ASM1340291v1_genomic	3163457	4055638
GCF_013461495.1_Bfra_R1V1_genomic	9871009	13409584
GCF_014066305.1_Lecol_v1.0_genomic	855429	2308848
GCF_014066315.1_Lelup_v1.1_genomic	156312	2913112
GCF_014133895.1_ASM1413389v1_genomic	5932830	7514387
GCF_014235925.1_CTRU02_genomic	2752645	4003513
GCF_014461135.1_ASM1446113v1_genomic	1783112	2753345
GCF_014466165.1_ASM1446616v1_genomic	3903959	5571855
GCF_014898295.1_ASM1489829v1_genomic	2758812	3857019
GCF_014898435.1_ASM1489843v1_genomic	2082347	3123159
GCF_014898465.1_ASM1489846v1_genomic	2779635	4122756
GCF_014898535.1_ASM1489853v1_genomic	13008826	18421431
GCF_015039405.1_Cananz1_genomic	2618464	5846939
GCF_015533775.1_ASM1553377v1_genomic	4485464	6174905
GCF_900007375.1_ASM90000737v1_genomic	2542508	3414407
GCF_900067095.1_F._proliferatum_ET1_version_1_genomic	5715879	7664550
GCF_900074925.1_version_1_genomic	2228195	3444485
GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2_genomic	5912693	8423950
GCF_902498895.1_sapIngB_genomic	1826922	3853279
