Identifier	DNA_Length	AA_Length
10269271	156213	136502
10271200	155944	136373
10273126	157199	138377
10275067	157029	137173
10277006	156174	136882
10278935	156613	137081
10280869	156598	137716
10282803	156642	137706
10284737	155687	134940
10286660	155699	136078
1028685	323047	288514
10288583	155965	137530
10290509	157006	136928
10292448	156592	137308
10294382	156029	136325
10296309	156219	136583
10298238	157430	137592
10300182	157534	137054
10302127	156828	137890
10304064	157325	138551
10306007	156746	138804
10307943	156165	138231
10309872	156576	137387
10311806	167553	155432
10313875	158333	145054
10315830	161002	142399
103171	139344	131210
10317818	159012	148649
10319782	155703	147842
10321705	151528	134764
10323576	174667	157402
10325733	155867	139820
1032674	206004	127781
10327658	163569	157223
10329678	142426	133723
10331437	162155	150526
10333440	162179	150378
10335443	123909	103887
10336973	126898	105660
10338540	156757	143357
10340476	160290	146599
10342455	158069	144768
10344407	159988	146370
10346382	160271	144725
10348361	158351	143020
10350317	156572	143964
1035218	164803	147529
10352251	162678	154157
10354260	164173	152700
10356288	155787	146464
10358212	155274	146041
10360130	153872	139194
10362030	154123	144920
10363933	153570	144178
10365830	153236	143146
10367723	153402	142811
10369618	153645	144297
10371516	153216	142819
1037253	164887	147270
10373408	152546	143513
10375292	153416	144710
10377187	153367	143958
10379081	155000	144594
10380995	159548	145739
10382965	155328	143556
10384883	154593	142714
10386792	156685	144327
10388727	162036	153899
10390728	162199	149758
10392731	156462	145895
1039289	164821	146958
10394663	162618	140930
10396671	161030	147705
10398660	153008	144255
10400550	156919	141450
10402488	157069	142860
10404428	157050	141574
10406367	157605	142264
10408313	159242	145453
10410280	162088	153937
10412282	150539	137320
1041325	164744	147156
10414141	157593	147684
10416087	153952	142482
10417988	158640	145013
10419947	153914	143102
10421848	165495	148925
10423892	151618	141506
10425765	160584	152836
10427748	159959	140013
10429724	155943	144935
10431650	156265	145202
10433580	150657	139701
1043360	156081	147259
10435440	153693	142687
10437338	153718	142565
10439236	153876	143337
10441136	153696	142969
10443034	159422	143116
10445003	156715	143947
10446938	163296	146180
10448955	152430	139534
10450838	156508	142115
10452771	155495	139780
1045288	162621	142887
10454691	151504	140953
10456562	165057	151689
10458601	163298	146887
10460618	126102	86088
10462175	154932	142384
10464088	154064	141583
10465991	161882	157855
10467990	155197	141187
10469907	157145	145555
10471848	157452	143798
1047296	149208	137451
10473793	154720	146335
10475704	158356	145229
10477660	158535	144745
10479618	119588	96910
10481095	120366	97424
10482581	123383	113423
10484105	162518	155008
10486112	156384	147445
10488043	163786	156920
104892	158346	148284
10490065	30003	14895
10490436	158937	145507
1049139	132075	90810
10492399	173640	117462
10494543	158420	147785
10496499	156565	142050
10498432	153400	144295
10500327	161256	149464
10502318	156957	144658
10504257	160680	144988
10506241	157546	141505
1050770	34665	20256
10508187	160520	150047
10510169	159105	147996
1051198	166279	162478
10512134	158946	149323
10514097	189805	155187
10516441	136796	126244
10518131	161896	157563
10520130	160667	148874
10522114	160799	149036
10524100	164176	159141
10526128	155080	144202
10528043	152960	141144
10529932	162416	141526
10531938	155616	144442
1053252	73672	57607
10533860	141499	133844
10535608	156674	138498
10537543	169765	148940
10539640	159009	151365
10541604	159236	145125
1054162	138134	130220
10543571	154301	144253
10545477	156417	144949
10547409	158619	143924
10549368	123780	112635
10550897	155938	148519
10552823	160245	150275
10554802	164900	147451
10556839	159234	144207
1055868	158199	148324
10558806	156960	145739
10560745	158685	146630
10562705	157914	150009
10564655	157688	149784
10566603	158399	150601
10568559	198547	202259
10571011	159197	148418
10572977	154590	140787
10574886	126711	105927
10576451	160145	144286
1057822	158015	147860
10578429	149081	136951
10580270	155410	139681
10582189	154540	139585
10584098	158747	145510
10586059	126615	86292
10587622	154598	140542
10589531	154229	140841
10591436	160720	156129
10593421	160644	155879
10595405	160643	156410
10597389	154231	140653
1059773	153607	154515
10599294	159364	146072
10601262	159368	145973
10603230	158869	145874
10605192	158896	145949
10607154	158248	145543
10609108	158327	150173
10611063	153398	137538
10612958	158911	151443
10614921	157945	149424
1061670	141671	134434
10616872	157627	150116
10618819	170754	172603
10620928	154153	139342
10622832	122397	106508
10624343	148948	120984
10626182	164617	145607
10628215	172179	150620
10630341	153917	137719
10632242	204490	204927
1063420	143167	135402
10634767	154167	141122
10636671	154296	140787
10638577	154316	140767
10640483	154256	140804
10642388	170407	151550
10644492	166561	147503
10646549	164847	146086
10648585	153973	123013
10650486	163031	151308
1065188	143202	135241
10652499	138651	130421
10654211	154711	146336
10656122	157959	141509
10658073	154446	141611
10659980	151780	135318
10661854	160522	152118
10663836	160689	155916
10665821	115725	101311
10667250	159454	155898
10669219	121090	106373
1066957	155967	137854
10670714	160617	155446
10672698	160601	155547
10674681	160646	155996
10676665	160692	156116
10678649	160565	155525
10680632	160612	155867
10682616	160466	155687
10684598	160547	155877
106848	158433	146597
10686581	160492	155513
10688563	165237	147477
1068883	155934	138800
10690603	141787	128596
10692354	120853	105560
10693846	157279	141146
10695788	153180	138143
10697680	160279	155944
10699659	154079	139600
10701562	160597	156110
10703545	160460	155677
10705527	162186	149247
10707530	122174	106886
1070809	155864	138851
10709039	162051	145789
10711040	161936	146676
10713040	161015	139448
10715028	154021	136659
10716930	163362	151538
10718947	149912	134212
10720798	121304	105889
10722296	160528	155900
10724278	160367	156753
10726259	160489	156309
1072734	162545	144560
10728241	160476	155751
10730223	160624	155314
10732207	160703	155960
10734192	160122	143823
10736170	154231	140653
10738075	162866	151093
10740086	120873	106080
10741579	120670	104975
10743069	147801	119091
10744894	153241	123009
10746786	150669	120159
1074741	177743	159337
10748647	31091	16182
10749031	140970	133684
10750772	163266	153501
10752788	162169	145518
10754791	151650	120939
10756664	162201	154788
10758667	162345	156087
10760672	158800	148474
10762633	150963	135064
10764497	157854	142514
10766447	110115	86287
10767807	177080	158916
1076936	166813	148348
10769994	124036	101720
10771526	160595	146600
10773509	154279	138393
10775414	155052	139035
10777329	155104	138573
10779245	155081	138883
10781160	154003	138126
10783062	111013	87895
10784433	126264	90452
10785992	160902	146672
10787979	151179	136709
10789846	87873	76153
1078996	97262	63448
10790932	154466	142452
10792840	155651	137135
10794762	161916	153123
10796762	99685	79704
10797993	153137	138525
10799884	98385	80337
10801099	115258	103160
1080198	155826	144501
10802523	167044	151779
10804586	153361	139728
10806480	152885	139070
10808368	152853	138501
10810256	156427	147162
10812188	162699	149931
10814197	163729	151030
10816219	165846	146213
10818267	164780	144783
10820302	152971	138187
1082122	176468	157726
10822191	161003	146917
10824179	176830	160550
10826363	160122	151262
10828341	162780	155987
10830351	163398	157549
10832369	161335	145764
10834362	159323	143596
10836330	158484	140477
10838287	155417	140565
10840206	160598	146354
10842189	163751	151165
1084301	155873	140922
10844211	160810	152811
10846197	154773	142717
10848109	106456	95003
10849424	157698	146159
10851372	154161	138376
10853276	165194	146966
10855316	154367	141978
10857223	154337	145499
10859129	177068	158741
10861316	167567	154796
1086226	126209	85236
10863385	160962	144564
10865373	156201	147116
10867302	161392	149507
10869295	177004	159206
10871481	177077	158738
10873668	157628	141282
10875615	161972	150790
10877615	154395	141083
1087785	168709	164667
10879522	153699	136341
108805	158990	144621
10881420	153936	138098
10883321	124443	103750
10884858	162118	149135
10886860	160620	156009
10888844	153562	139368
10890741	146871	131859
10892555	166804	155768
10894615	161639	149331
10896611	176938	158503
1089868	165708	160797
10898796	178816	161798
10901004	160807	141753
10902990	153359	142368
10904884	154941	125812
10906798	183679	194131
10909066	165964	154451
10911116	161256	146811
10913108	161596	147275
10915104	161529	147497
10917099	161911	146608
10919099	157880	145188
1091914	155769	143917
10921049	162114	158012
10923051	187302	116618
10925364	153901	135797
10927265	38001	22881
10927735	167506	117578
10929804	159119	119244
10931769	198384	152055
10934219	136246	128839
10935902	158517	143888
10937860	72623	67928
1093838	143028	134926
10938757	161951	156753
10940757	157916	146632
10942707	162189	155009
10944710	163878	154749
10946734	158617	152715
10948693	167045	120304
10950756	193476	137089
10953145	119900	84988
10954626	136273	128051
1095604	137192	129638
10956309	70966	58408
10957186	137353	95455
10958882	121262	86325
10960380	123103	90127
10961901	203373	195352
10964412	160521	143859
10966395	35496	19621
10966834	152666	138083
10968720	226768	170352
10971520	167248	160419
1097298	11575	6868
10973586	70089	48880
1097441	15447	8797
10974452	220732	223613
1097632	157051	147285
10977178	162673	155360
10979187	162691	154021
10981196	157186	143002
10982	158946	144092
10983137	118905	86573
10984606	130492	92190
10986218	138355	128006
10987927	138241	127767
10989634	142572	134881
10991395	162384	147215
10993400	142190	135141
10995156	162933	154821
1099572	154371	146966
10997168	157133	146451
10999109	154225	121280
11001014	155886	126742
11002939	74314	44004
11003857	159058	144200
11005821	152459	137380
11007704	156488	140756
11009637	152225	133426
11011517	156521	138687
11013450	156740	137938
1101479	161621	145678
11015386	157108	138813
11017326	156238	140242
11019256	156737	139324
11021192	155668	139131
11023115	157205	139903
11025056	155263	137184
11026974	154629	138793
11028884	156161	139304
11030813	136287	126224
11032496	118714	112021
11033962	137613	100507
1103475	156623	137338
11035662	159808	154395
11037636	154582	139133
11039545	150472	146512
11041403	161058	150551
11043392	165507	157797
11045436	197583	118541
11047876	123099	111147
11049397	87888	76154
11050483	164131	153890
11052510	86415	75925
11053578	137031	125489
1105409	156595	137224
11055271	158271	150587
11057226	127000	117119
11058795	155802	146911
11060719	168084	144082
11062795	167882	163465
11064868	162158	147122
11066871	109417	108220
11068223	166928	161923
11070285	165471	160561
11072329	163532	147431
1107343	156593	137463
11074349	164414	151466
11076380	133521	114135
110769	152389	136812
11078029	153722	140367
11079928	121287	114690
11081426	140622	115874
11083163	161426	112782
11085157	161675	151440
11087153	136955	126776
11088844	199067	143257
11091302	126944	106919
1109277	156015	138280
11092870	35606	20459
11093310	116843	78626
11094753	119255	112056
11096226	116412	114041
11097664	110948	102950
11099034	124224	82030
11100568	102938	84692
11101840	81279	74463
11102844	116023	107314
11104277	165963	150024
11106327	73557	69068
11107236	132892	89471
11108877	161994	153435
11110878	121738	108879
1111203	156904	138402
11112382	90789	72653
11113503	95590	73313
11114684	158682	146162
11116644	141151	132998
11118387	125609	101044
11119938	137811	127870
11121640	145643	187489
11123439	141204	133543
11125183	142565	135359
11126944	155408	128819
11128863	141769	96762
11130614	154778	142809
1113140	159106	151485
11132526	163239	120755
11134542	158706	144645
11136502	78750	70101
11137475	163650	145317
11139496	153218	133065
11141388	157298	144894
11143331	140208	133313
11145063	122592	107516
11146577	123753	107735
11148106	148380	137296
11149939	142251	105024
1115105	161954	149051
11151696	160505	149697
11153678	154346	151603
11155584	86670	91102
11156655	152519	152770
11158539	145020	86134
11160330	527747	521959
11166846	151939	128079
11168722	157784	164725
11170671	132502	133305
1117105	111037	103450
11172308	157798	150594
11174257	130453	132364
11175868	120848	115421
11177361	108525	101301
11178702	162200	148050
11180705	159820	143189
11182679	135036	105245
11184347	162871	146197
1118476	155215	147414
11186358	147179	133015
11188176	35260	20277
11188612	143637	102268
11190386	161258	145975
11192378	59990	47074
11193119	118459	114114
11194582	177986	219150
11196780	155475	137395
11198700	155330	151061
11200618	122001	109273
11202125	119148	112207
11203597	118509	111128
1120393	156347	144721
11205061	118765	111566
11206528	117994	110987
11207985	118352	109542
11209447	157708	142583
11211395	162329	147659
11213400	163267	147140
11215416	120560	95114
11216905	157892	146440
11218855	126196	111314
11220414	165303	157384
11222456	157884	146777
1122324	154661	142597
11224406	157964	146837
11226357	152645	137103
11228242	157918	146293
11230192	152633	136917
11232077	185109	124934
11234363	141477	133884
11236110	141488	133924
11237857	141505	134329
11239605	141662	133990
11241354	141297	133686
1124234	155432	146581
11243099	141276	134249
11244844	161727	157800
11246841	171517	144748
11248959	170875	142546
11251069	164783	154239
11253104	141424	134573
11254851	158035	143444
11256803	161980	145970
11258804	157873	146191
11260754	124061	116443
1126154	159240	151192
11262286	155472	141981
11264206	93268	73261
112651	158706	144886
11265358	138316	129601
11267066	141517	133975
11268814	138066	129951
11270519	153536	134654
11272415	153595	133368
11274312	149105	129192
11276154	153692	135113
11278052	99630	78183
11279283	126609	83606
11280847	136301	128913
1128120	125756	118008
11282530	159007	152785
11284494	272468	202752
11287859	154828	137320
11289771	148110	133669
11291600	158996	148306
11293564	150886	137493
11295427	136284	128816
1129673	155289	135829
11297110	154381	133321
11299017	206444	152206
11301566	143026	135017
11303332	136231	128794
11305015	161986	151675
11307016	143023	134922
11308782	186260	121472
11311082	158328	148666
11313037	156363	132398
11314968	157293	143173
1131591	155260	136273
11316911	106686	85423
11318229	152557	129564
11320113	155797	146788
11322037	157954	146083
11323988	150909	136554
11325852	154732	141511
11327763	157949	146059
11329714	157760	145930
11331662	40147	22276
11332158	194413	137975
11334559	162366	147882
1133508	139166	129878
11336564	157378	144956
11338508	154175	136585
11340412	158799	145554
11342373	156894	139897
11344311	162444	147873
11346317	162398	147652
11348322	162380	147623
11350327	162502	147798
1135227	148989	137307
11352334	162294	147606
11354338	162024	146651
11356339	131485	115283
11357963	131487	115289
11359587	68531	47811
11360434	178306	160162
11362636	116494	84447
11364075	159127	144256
11366040	75764	49898
11366976	152990	138386
11368865	163373	146757
1137067	148830	137917
11370883	155936	145831
11372809	154941	136133
11374723	164517	145659
11376755	122115	103694
11378263	133467	105063
11379911	140067	139718
11381641	161696	157660
11383638	164578	156236
11385671	152939	138761
11387560	129330	105796
1138905	148827	137425
11389157	140735	133236
11390895	134985	119382
11392562	163991	151395
11394587	157897	141675
11396537	159863	149203
11398511	160245	151656
11400490	159895	146869
11402465	96531	75956
11403658	159294	150056
11405625	167520	160032
1140743	160562	148905
11407694	153282	144104
11409587	225424	157440
11412371	162198	157683
11414374	155178	123599
11416291	153025	138553
11418181	182404	120822
11420434	137019	127059
11422126	134882	124132
11423792	137039	125604
11425485	136922	125331
11427176	156496	139020
1142726	138227	130065
11429109	273288	183143
11432484	122005	93581
11433991	158524	142292
11435949	153644	132773
11437847	136080	113618
11439528	104005	93834
11440813	157611	143097
11442760	157629	142866
1144433	132254	113816
11444707	181287	118943
11446946	137971	114435
11448650	159337	147594
11450618	198118	141202
11453064	143913	133419
11454841	166586	157393
11456898	168087	159589
11458974	157575	144837
1146067	136340	128270
11460920	158324	144918
114611	162480	152512
11462875	157660	145217
11464822	137092	116397
11466515	116515	113443
11467954	121295	113494
11469452	123104	115017
11470973	133117	110398
11472617	154075	140265
11474520	158951	145187
11476483	154719	135843
1147751	136794	126085
11478394	158719	144285
11480354	151650	219311
11482227	157331	144255
11484170	134319	111310
11485829	156978	144671
11487767	193723	132652
11490159	158378	157206
11492115	159287	156554
11494082	154366	136194
1149440	136197	125738
11495988	155014	137169
11497902	154505	136071
11499810	154798	136213
11501722	154607	135961
11503631	154773	136157
11505542	153583	151457
11507439	119013	86906
11508909	116399	84514
11510347	119109	86770
1151122	135624	125576
11511818	159024	144409
11513782	119362	87918
11515256	157483	144333
1152797	137406	128953
1154494	136876	128076
1156184	137630	128637
1157884	162608	153175
1159892	160379	153042
1161873	160315	153254
1163853	163920	157856
1165877	162439	153970
116618	153008	140112
1167883	164166	157728
1169910	159752	153059
1171883	162696	154088
1173892	154904	148022
1175805	163000	150177
1177818	155641	144120
1179740	163319	152609
1181757	162915	150553
1183769	154473	142588
118508	153011	139936
1185677	155610	144019
1187599	155334	143733
1189517	159459	147841
1191486	161326	147513
1193478	154936	146413
1195391	163144	146453
1197406	136599	125613
1199093	27628	19288
1199435	167189	162864
1201500	167490	163140
1203568	195501	143607
120398	153005	139975
1205982	156537	138347
1207915	156933	137826
1209853	156747	137342
1211788	155058	135869
1213703	165260	148769
1215744	184870	116296
1218027	162012	157760
1220028	162063	157741
1222030	162088	157903
122288	152970	140006
1224032	161494	158193
1226027	162128	157611
1228029	162158	158252
1230032	162103	157956
1232034	223201	186933
1234790	168930	134782
1236876	104086	90385
1238161	191381	146194
1240524	195694	123961
124177	46306	37130
1242940	195248	149534
1245351	167884	129323
1247424	210189	176864
124749	153027	139604
1250019	154544	145596
1251928	155013	144414
1253842	152154	139839
1255721	151884	139478
1257597	151788	139341
1259472	141630	134851
1261221	140080	118831
1262951	159263	99148
1264918	73614	49116
1265827	72534	50871
126639	152982	139968
1266723	158532	146381
1268681	137085	129521
1270374	159581	148619
1272345	158709	147916
1274305	195387	174172
1276718	68378	47852
1277563	35854	27980
1278006	138961	105317
1279722	154410	144231
1281629	157514	146533
1283574	158241	142292
128528	153005	139898
1285528	181307	170387
1287767	151683	144800
1289640	152079	145236
1291518	152089	145024
1293396	152086	144277
12945	158639	144074
1295274	152070	145189
1297152	152209	145439
1299032	152227	145397
1300912	152119	145628
1302791	151695	145145
130418	153008	139937
1304664	141421	134189
1306410	125192	104437
1307956	157972	149064
1309907	159019	145950
1311871	148412	137540
1313704	118805	112406
1315171	157545	144943
1317117	157432	144530
1319061	193914	128493
1321456	176988	115599
132308	153656	137126
1323642	182155	120490
1325892	196658	136690
1328321	158898	148621
1330283	141010	133409
1332025	142258	135078
1333782	141946	134486
1335535	142524	134851
1337295	154164	143982
1339199	157447	146718
1341144	137491	128713
134206	161562	147501
1342842	135471	126702
1344515	137119	127942
1346209	137205	127802
1347904	140293	131089
1349637	137063	126261
1351330	134617	125761
1352993	125679	85006
1354545	188017	121325
1356867	163528	150841
1358886	149689	137547
1360735	153136	137962
136201	161474	146427
1362626	163636	151029
1364647	158839	141939
1366609	154565	138767
1368518	161164	154059
1370508	159068	152005
1372472	159245	151618
1374439	159729	152813
1376412	159202	151968
1378378	158382	149432
1380334	161869	152134
138195	161686	146362
1382333	161773	151411
1384331	159190	149400
1386297	160531	150664
1388280	127887	117264
1389860	160992	150483
1391848	159067	150106
1393813	159944	150236
1395788	159734	150349
1397761	161128	150728
1399751	160424	150433
1401732	159544	150291
140192	162204	147073
1403702	161055	151242
1405691	160493	151176
1407673	165328	149064
1409715	157303	149047
1411658	156018	148060
1413585	156327	147910
1415516	155786	147270
1417440	160694	150137
1419425	160774	150789
1421411	160185	150053
142195	162308	147630
1423389	160901	148490
1425376	161794	151261
1427374	132608	121898
1429012	160545	150798
1430995	159899	150691
1432970	159383	147726
1434938	158872	147350
1436900	158752	145524
1438861	168386	167706
1440941	156745	143000
144200	161088	146326
1442877	158884	145825
1444839	162611	152969
1446847	168780	160015
1448931	168902	160664
1451017	158480	145074
1452974	159958	147398
1454950	158900	161709
1456912	136158	134822
1458594	162095	158235
1460596	158086	143470
146189	157468	144332
1462548	158692	144185
1464508	204300	204899
1467031	158857	145333
1468993	158995	145801
1470957	85664	68080
1472015	159053	145726
1473979	153067	139697
1475869	159078	145710
1477834	158828	145528
1479795	159916	144817
148134	154832	136919
1481770	158923	145803
1483733	164510	147982
1485765	162183	155042
1487768	163811	147519
1489791	141879	124277
14904	166910	158646
1491543	156274	143748
1493473	155125	143460
1495389	80499	55775
1496384	160740	149104
1498369	153023	139526
1500259	158208	144297
150046	105192	97473
1502213	136859	129215
1503903	163543	150138
1505923	142457	135016
1507683	142521	135438
1509443	152447	142689
1511326	87877	57640
1512412	150704	137360
151345	162974	152663
1514273	154180	136596
1516177	159081	151470
1518142	178554	117515
1520347	158637	150863
1522306	156630	138443
1524240	156748	137316
1526176	156823	138391
1528112	156890	138485
1530049	156382	137502
1531980	156668	138332
153358	160763	149173
1533915	165485	148151
1535959	142422	135865
1537718	203951	193514
1540236	157698	150861
1542184	162226	146796
1544188	155611	137073
1546110	160834	149497
1548096	157003	138267
1550035	156991	138276
1551974	164685	147410
155343	155680	143221
1554008	164307	155122
1556037	160090	145422
1558014	164221	147672
1560042	164274	148039
1562071	164809	147885
1564106	163977	147466
1566131	164179	147755
1568159	164012	147259
1570185	164009	147751
1572211	164131	147762
157266	63143	49198
1574238	164131	147612
1576265	164152	147756
1578292	164106	147337
1580319	164375	147481
158046	66414	51991
1582349	164201	147301
1584377	164381	147546
1586407	164419	147009
1588438	164390	148046
158867	157023	141686
1590468	164880	147365
1592504	165020	148128
1594542	164748	147905
1596577	164434	146950
1598608	164428	148424
1600639	161439	144651
1602633	166351	149546
1604687	164866	148290
1606723	164768	148201
160806	158338	143334
1608758	164536	147459
1610790	164291	147916
1612819	164644	147487
1614852	164402	148012
1616882	164409	147044
1618912	164316	147474
1620941	164706	146528
1622975	164756	147499
1625010	164272	146858
1627039	164484	147023
162762	85707	61456
1629070	164771	146975
1631105	164579	147952
1633138	164747	147430
1635173	164608	147907
1635	163670	152336
1637206	159893	143016
163821	182068	120075
1639180	166057	150643
1641231	152804	137422
1643118	142675	135513
1644880	142942	135543
1646645	141706	133969
1648395	139244	131095
1650114	141921	133909
1651867	142651	134509
1653629	141084	133742
1655371	141554	133006
1657119	142911	134872
1658884	141735	133710
1660634	141092	134274
166069	162964	149599
1662376	140997	132757
1664117	142051	134884
1665871	164418	148025
1667902	158828	145462
1669864	141475	133687
1671611	140195	132405
1673342	142328	134015
1675100	137738	131299
1676801	142199	134159
1678557	142493	135070
1680317	142013	134592
168082	162808	150684
1682071	141006	134412
1683812	142679	135761
1685574	142658	134393
1687336	139450	132348
1689058	140073	132752
1690788	141965	135799
1692541	141725	133477
1694291	141001	133997
1696032	163991	152332
16965	158629	144235
1698057	158583	147310
1700015	161036	151401
170093	142447	134492
1702004	95828	89145
1703187	161094	150809
1705176	159062	147117
1707140	107797	96420
1708471	161809	151261
1710469	84315	73854
1711510	157992	145974
1713461	111707	103185
1714841	118326	113701
1716303	118327	114363
1717765	119282	116961
171852	162722	145970
1719238	154626	143360
1721148	152488	138567
1723031	153279	140109
1724924	155353	137566
1726843	153140	138566
1728734	159757	146206
1730707	159814	146573
1732681	154569	143329
1734590	154601	143303
1736499	157769	148856
1738447	141677	133958
173862	135469	119577
1740197	153714	139449
1742095	143061	135169
1743862	155091	143980
1745777	159627	145629
1747748	159618	145815
1749719	141537	132316
1751467	158632	143162
1753426	155408	142517
1755345	186382	124570
175535	106908	80930
1757647	175725	174201
1759817	196643	138928
1762245	192888	136985
1764627	182451	120616
1766880	195427	140075
176855	153053	139477
1769293	179367	119442
1771508	184796	116446
1773790	19704	13672
1774034	154305	143852
1775939	162123	144985
1777941	186766	123677
1780247	183357	122468
1782511	186315	124834
1784812	194600	127385
1787215	177436	114741
178745	141359	133634
1789406	184777	124202
1791688	207404	130614
1794249	173837	115005
1796396	262732	169179
1799640	192159	131466
1802013	173597	110882
1804157	158602	145928
180491	162009	146171
1806116	159692	145069
1808088	154707	148847
1809999	154841	149499
1811911	154860	149600
1813823	173166	171154
1815962	173430	172819
1818104	205350	207821
1820640	173874	174410
1822787	172404	169663
1824916	170909	167765
182492	129404	108485
1827027	173709	170425
1829172	175427	173841
1831338	175505	177116
1833505	172769	169987
1835639	202111	204584
1838135	175643	176864
1840304	245676	249489
184090	129435	108348
1843338	142213	134743
1845094	164013	153719
1847119	83092	60314
1848145	179138	181893
1850357	152131	140317
1852236	154904	146377
1854149	133957	113638
1855803	163152	145871
185689	129431	108246
1857818	163316	146529
1859835	117277	74686
1861284	132852	117633
1862925	160419	145891
1864906	160054	145208
1866883	162428	142637
1868889	171261	161002
1871004	163044	150115
187288	129318	108604
1873017	161468	147140
1875011	160468	151874
1876993	153263	140173
1878886	153408	140343
1880781	158089	143455
1882733	153271	138627
1884626	153008	138446
1886516	157721	148470
1888464	164564	155734
188885	108882	81772
1890496	154447	143302
1892403	157865	148747
18924	35285	17284
1894352	159078	148915
1896316	157900	148927
1898266	157722	148438
1900214	143529	101384
1901987	151257	142166
190230	115599	104251
1903855	152798	137398
1905742	155821	136363
1907667	154702	145567
1909577	153807	144991
1911476	156559	146115
1913409	156556	146121
1915342	155641	143545
191658	115034	104524
1917264	83087	67040
1918290	84125	68618
1919329	89693	72584
1920437	92728	76373
1921582	157998	146790
1923533	160880	152113
1925520	153311	140489
1927413	137643	128273
1929113	156471	146166
193079	163416	151410
1931045	184820	141979
1933327	188100	137264
1935650	186782	124284
19360	158477	147230
1937956	183557	124647
1940223	187128	132209
1942534	185289	140843
1944822	185730	135287
1947115	185684	136268
1949408	185877	129256
195097	168312	159949
1951703	185616	144863
1953995	192011	136000
1956366	186168	143992
1958665	185302	139285
1960953	155144	140749
1962869	155076	143188
1964784	161696	142890
1966781	161645	141942
1968777	162198	154627
1970780	159097	151674
197176	161562	145307
1972745	153291	140060
1974638	153313	140174
1976531	161310	143325
1978523	154210	142674
1980427	154054	140249
1982330	159086	143870
1984294	162255	153286
1986298	161914	142990
1988298	152457	142022
1990181	157389	143393
199171	159768	143108
1992125	153219	138822
1994017	29918	15530
1994387	29825	15847
1994756	161337	146910
1996749	158507	143493
1998706	158101	143728
1	132279	91795
2000658	157916	144350
2002608	158041	143979
2004559	157792	143679
