Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
GCF_000142905.1_TheTra_May2010_genomic	515724	502834	494880	490281	491852	1127336	1125088	.89150	.86900	.85550	.84750	.85000	.98500	.98300
GCF_000142945.1_ASM14294v1_genomic	1122153	1119307	1117606	1118390	241746	239664	238577	.98050	.97800	.97650	.97750	.96350	.95500	.95100
GCF_000149405.2_ASM14940v2_genomic	237828	237519	237861	2450039	2508026	2432003	2370010	.94800	.94650	.94800	.85950	.88000	.85350	.83150
GCF_000149755.1_P.sojae_V3.0_genomic	2314031	2315796	200579	199858	199809	199688	199648	.81200	.81250	.94800	.94450	.94400	.94350	.94350
GCF_000150955.2_ASM15095v2_genomic	199758	229210	228728	228337	227974	227910	228056	.94400	.96550	.96350	.96150	.96000	.96000	.96050
GCF_000151545.1_ASM15154v2_genomic	680726	682161	676625	672855	670428	671770	429686	.95550	.95750	.94950	.94450	.94100	.94250	.94050
GCF_000151665.1_ASM15166v1_genomic	429105	428807	428497	428245	428479	437089	431970	.93950	.93850	.93800	.93750	.93800	.94000	.92900
GCF_000165345.1_ASM16534v1_genomic	429473	424882	422785	423607	416336	420562	413691	.92350	.91400	.90950	.91100	.88500	.89400	.87900
GCF_000165365.1_ASM16536v1_genomic	408093	402148	403269	634858	634571	626772	620065	.86750	.85450	.85700	.90850	.90800	.89700	.88750
GCF_000165395.1_ASM16539v1_genomic	613766	615059	121925	121746	121391	121210	121001	.87850	.88000	.86300	.86200	.85950	.85800	.85650
GCF_000165425.1_ASM16542v1_genomic	121058	183302	182003	180403	179690	179257	179724	.85650	.94500	.93800	.93000	.92600	.92350	.92600
GCF_000186865.1_v_1.0_genomic	996298	996721	991253	987362	985147	985897	212302	.96500	.96550	.96050	.95650	.95450	.95500	.68400
GCF_000189635.1_JCVI-TTA1-2.2_genomic	222623	209520	202355	196266	196950	265822	268304	.71750	.67500	.65200	.63250	.63450	.87900	.88700
GCF_000190715.1_v1.0_genomic	259315	255880	253803	255337	111279	114010	110624	.85700	.84600	.83900	.84400	.55650	.57000	.55300
GCF_000194455.1_ASM19445v1_genomic	109387	107574	107500	107229	340668	341049	337853	.54700	.53750	.53700	.53600	.92100	.92200	.91350
GCF_000203815.1_DFas_2.0_genomic	336815	336351	336560	620155	619683	618062	615711	.91050	.90950	.91000	.90600	.90500	.90300	.89950
GCF_000208865.1_ASM20886v2_genomic	612997	613734	268263	268615	265797	265018	264545	.89550	.89650	.95850	.96000	.94950	.94700	.94500
GCF_000208925.1_JCVI_ESG2_1.0_genomic	265180	2027029	2030046	2016207	2002467	1994295	1995322	.94750	.95050	.95200	.94550	.93900	.93550	.93600
GCF_000209065.1_ASM20906v1_genomic	728248	727451	723709	720662	719501	719956	404098	.95100	.95000	.94500	.94100	.93950	.94000	.98800
GCF_000209125.1_JCVI_EDISG_1.0_genomic	402745	402810	402654	402660	402687	502210	502370	.98450	.98450	.98400	.98400	.98400	.97150	.97200
GCF_000210295.1_ASM21029v1_genomic	498568	496754	495969	496659	526050	522240	522250	.96450	.96100	.95950	.96050	.92200	.91550	.91550
GCF_000220395.1_JCVI-IMG1-V.1_genomic	520015	519266	519552	515877	511889	509920	507277	.91150	.91000	.91050	.97250	.96500	.96100	.95600
GCF_000223845.1_GNI3_genomic	506257	507064	438047	436879	434502	432309	431577	.95400	.95550	.96050	.95800	.95250	.94750	.94600
GCF_000227135.1_ASM22713v2_genomic	432008	1093705	1094536	1087881	1082946	1080832	1081678	.94700	.95900	.95950	.95350	.94950	.94750	.94800
GCF_000234665.1_ASM23466v4_genomic	426556	423484	420508	419032	418273	419286	282976	.97200	.96500	.95850	.95500	.95300	.95550	.93400
GCF_000240725.1_ASM24072v1_genomic	283080	280433	279200	278599	279042	470678	470560	.93450	.92550	.92150	.91950	.92100	.96150	.96150
GCF_000247585.1_PP_INRA-310_V2_genomic	468229	466177	464805	465709	607384	610979	603792	.95650	.95250	.94950	.95150	.92650	.93200	.92100
GCF_000257125.1_ENU1_v1_genomic	598553	595474	596382	635581	640826	621384	609164	.91300	.90850	.91000	.93500	.94250	.91400	.89600
GCF_000281045.1_Sap_diclina_VS20_V1_genomic	602223	605617	1660140	1655156	1651636	1647188	1644832	.88550	.89050	.98250	.97950	.97750	.97500	.97350
GCF_000313135.1_Acastellanii.strNEFF_v1_genomic	1645726	906516	907782	902071	898875	897229	897985	.97400	.96150	.96300	.95650	.95350	.95150	.95250
GCF_000315625.1_Guith1_genomic	453558	451989	451176	450646	450508	450827	250762	.98450	.98100	.97950	.97850	.97800	.97850	.94950
GCF_000321355.1_PcynB_1.0_genomic	251862	246349	244490	243626	244451	1168544	1166826	.95350	.93250	.92550	.92250	.92550	.96800	.96650
GCF_000330505.1_EIA2_v2_genomic	1158649	1149646	1144225	1146290	304321	303508	302023	.96000	.95250	.94800	.94950	.96500	.96250	.95800
GCF_000342415.1_JCVI-bewag-v1.1_genomic	301350	301128	301427	578487	574754	573891	573164	.95550	.95500	.95600	.98150	.97500	.97350	.97200
GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0_genomic	572806	573362	1018184	1013940	1012590	1010794	1010245	.97150	.97250	.98250	.97850	.97700	.97550	.97500
GCF_000499385.1_ENH001_genomic	1010670	254905	254341	254273	254100	254085	254234	.97550	.96700	.96500	.96450	.96400	.96350	.96400
GCF_000499425.1_EAH001_genomic	873866	871517	867975	862489	860915	861684	310720	.96500	.96250	.95850	.95250	.95100	.95150	.97250
GCF_000499545.2_ETH001_genomic	309006	308886	308665	308604	308770	5940892	5937810	.96700	.96650	.96600	.96550	.96600	.96900	.96850
GCF_000499605.1_EMW001_genomic	5915754	5881836	5847043	5849143	137615	137176	135568	.96500	.95950	.95400	.95400	.89400	.89150	.88100
GCF_000499745.2_EMH001_genomic	135228	135020	135240	1032067	1026779	1023508	1020652	.87850	.87700	.87850	.97150	.96650	.96350	.96050
GCF_000520075.1_Apha_asta_APO3_V1_genomic	1019312	1020298	1515005	1522378	1503903	1486549	1474534	.95950	.96050	.95400	.95900	.94700	.93600	.92850
GCF_000520115.1_Apha_inva_NJM9701_V1_genomic	1478064	629692	628302	625640	623504	622858	623249	.93100	.94550	.94350	.93950	.93600	.93500	.93550
GCF_000524495.1_Plas_inui_San_Antonio_1_V1_genomic	761790	758795	757075	754586	751981	752589	131945	.91650	.91250	.91050	.90750	.90450	.90500	.91650
GCF_000691245.1_Tgr_V1_genomic	131426	131072	130848	130730	130886	242915	241348	.91250	.91000	.90850	.90750	.90850	.97450	.96850
GCF_000691945.2_ASM69194v2_genomic	240240	239603	239372	239823	331361	330339	330292	.96400	.96150	.96050	.96200	.95050	.94750	.94750
GCF_000740895.1_ASM74089v1_genomic	330088	329993	330143	731216	731807	720984	713190	.94700	.94650	.94700	.94700	.94800	.93400	.92350
GCF_000743755.1_ASM74375v1_genomic	709242	711261	676419	683218	673847	670094	668604	.91850	.92100	.92650	.93550	.92300	.91750	.91550
GCF_000755165.1_ASM75516v1_genomic	668987	378747	377904	375949	374913	374305	374766	.91600	.94050	.93850	.93350	.93100	.92950	.93050
GCF_000787575.1_Asub_2.0_genomic	200430	199556	199513	199536	199525	199586	199506	.97950	.97550	.97500	.97500	.97500	.97550	.97500
GCF_000956335.1_Plas_frag_nilgiri_V1_genomic	490295	490968	485110	481170	478575	480746	834010	.96650	.96800	.95650	.94850	.94350	.94750	.98750
GCF_000981445.1_Bbig001_genomic	831687	830950	830296	829963	830317	797754	794413	.98450	.98350	.98300	.98250	.98300	.97900	.97500
GCF_001293395.1_ASM129339v1_genomic	792989	791912	791687	791982	430258	427811	427045	.97350	.97200	.97150	.97200	.97000	.96450	.96300
GCF_001601855.1_ASM160185v1_genomic	426143	426080	426260	2492472	2495439	2485952	2471950	.96100	.96050	.96100	.98100	.98200	.97850	.97300
GCF_001602025.1_ASM160202v1_genomic	2452444	2457771	1604626	1603478	1598469	1589799	1579545	.96500	.96700	.92450	.92400	.92100	.91600	.91000
GCF_001680005.1_ASM168000v1_genomic	1580941	486085	487713	483979	480669	478086	478617	.91100	.89700	.90000	.89300	.88700	.88200	.88300
GCF_001865345.1_ASM186534v1_genomic	766506	773755	762128	752811	742425	743810	179371	.86700	.87550	.86250	.85150	.84000	.84150	.90250
GCF_002087225.1_Tth_v3_genomic	178736	178627	178448	178357	178489	178445	2038584	.89950	.89850	.89800	.89700	.89800	.89750	.87550
GCF_002095265.1_B_xinjiang1.0_genomic	2046574	2031745	2012575	1976847	1974949	1836820	1835786	.87900	.87250	.86450	.84900	.84850	.92650	.92600
GCF_002157705.1_Pgonderi_assembly01_genomic	1825799	1814320	1799744	1800666	230009	229939	228284	.92100	.91500	.90750	.90800	.89900	.89900	.89250
GCF_002563875.1_Bbes1.0_genomic	227054	226185	226612	226485	181745	181930	180348	.88750	.88400	.88550	.88500	.91050	.91150	.90350
GCF_002897235.1_Bovata_7.1_genomic	179543	178868	179372	179209				.89950	.89600	.89850	.89750			
