Identifier	Size1	Size2	Size3	Size4	Size7	Level1	Level2	Level3	Level4	Level7
GCF_000006335.3_ASM633v3_genomic.fna	692926	688084	688442	687971	688521	0.931866	0.925354	0.925836	0.925202	0.925942
GCF_000006445.2_ASM644v2_genomic.fna	1511579	1494195	1494600	1493932	1494613	0.944515	0.933653	0.933906	0.933488	0.933914
GCF_000026365.1_ASM2636v1_genomic.fna	1058710	1052469	1053240	1052494	1053338	0.954692	0.949064	0.94976	0.949087	0.949848
GCF_000026945.1_ASM2694v1_genomic.fna	1071266	1062944	1062856	1062569	1062957	0.932136	0.924895	0.924818	0.924569	0.924906
GCF_000027005.1_ASM2700v1_genomic.fna	1553890	1550570	1552917	1550709	1553116	0.96069	0.958637	0.960088	0.958723	0.960211
GCF_000091025.4_ASM9102v4_genomic.fna	1510971	1506001	1505810	1505613	1505952	0.943989	0.940884	0.940764	0.940641	0.940853
GCF_000091045.1_ASM9104v1_genomic.fna	1116942	1109800	1110501	1109609	1110586	0.949933	0.943859	0.944456	0.943697	0.944528
GCF_000091225.1_ASM9122v1_genomic.fna	1638888	1603784	1604268	1603472	1604009	0.887514	0.868504	0.868766	0.868335	0.868626
GCF_000142805.1_ASM14280v1_genomic.fna	1323176	1320135	1322012	1320217	1322174	0.956999	0.954799	0.956157	0.954859	0.956274
GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna	645270	635816	633636	635438	633587	0.925185	0.911629	0.908504	0.911087	0.908433
GCF_000143185.1_v1.0_genomic.fna	2891121	2864617	2863003	2863318	2863097	0.928748	0.920234	0.919715	0.919816	0.919745
GCF_000143365.1_ASM14336v1_genomic.fna	1427653	1408734	1407485	1408047	1407415	0.909226	0.897177	0.896382	0.89674	0.896337
GCF_000143535.2_ASM14353v4_genomic.fna	2558443	2546524	2544050	2545608	2544197	0.960276	0.955802	0.954874	0.955459	0.954929
GCF_000143565.1_V1.0_genomic.fna	920474	863084	854239	862055	853470	0.811053	0.760485	0.752692	0.759578	0.752014
GCF_000145635.1_Gae_graminis_V2_genomic.fna	1611873	1605618	1606637	1605068	1606795	0.928912	0.925307	0.925895	0.92499	0.925986
GCF_000146045.2_R64_genomic.fna	607154	602972	603534	603009	603562	0.937117	0.930663	0.93153	0.93072	0.931573
GCF_000146465.1_ASM14646v1_genomic.fna	1394532	1388377	1391048	1388444	1391200	0.944958	0.940787	0.942597	0.940833	0.9427
GCF_000146915.1_ASM14691v2_genomic.fna	2759617	2655806	2625549	2648963	2623748	0.923587	0.888844	0.878717	0.886553	0.878114
GCF_000146945.2_ASM14694v2_genomic.fna	2823611	2765894	2756478	2763717	2756041	0.922556	0.903699	0.900622	0.902987	0.900479
GCF_000149035.1_C_graminicola_M1_001_V1_genomic.fna	2858822	2832515	2827160	2830995	2826941	0.940438	0.931784	0.930022	0.931284	0.92995
GCF_000149205.2_ASM14920v2_genomic.fna	1308690	1303741	1305883	1303757	1306036	0.95381	0.950203	0.951764	0.950215	0.951876
GCF_000149245.1_CNA3_genomic.fna	719252	716727	717680	716688	717748	0.953691	0.950343	0.951607	0.950292	0.951697
GCF_000149335.2_ASM14933v2_genomic.fna	1125933	1118382	1118275	1118378	1118326	0.946677	0.940328	0.940238	0.940325	0.940281
GCF_000149385.1_ASM14938v1_genomic.fna	1957486	1951396	1952823	1951135	1953034	0.95488	0.951909	0.952606	0.951782	0.952708
GCF_000149425.1_ASM14942v1_genomic.fna	1245464	1239459	1241100	1239493	1241206	0.956926	0.952312	0.953573	0.952338	0.953654
GCF_000149555.1_ASM14955v1_genomic.fna	1002372	1001036	1002707	1001082	1002844	0.958605	0.957327	0.958925	0.957371	0.959056
GCF_000149585.1_ASM14958v1_genomic.fna	1232572	1198967	1195980	1198505	1195392	0.80865	0.786603	0.784643	0.7863	0.784258
GCF_000149615.1_ASM14961v1_genomic.fna	1749827	1745652	1746951	1745516	1747168	0.949405	0.94714	0.947845	0.947066	0.947962
GCF_000149645.2_ASM14964v3_genomic.fna	3209185	3189092	3189268	3188330	3189365	0.949376	0.943432	0.943484	0.943206	0.943512
GCF_000149685.1_ASM14968v1_genomic.fna	1629952	1615543	1611020	1614528	1611091	0.914164	0.906083	0.903546	0.905514	0.903586
GCF_000149845.2_SJ5_genomic.fna	2225810	2210402	2211736	2210096	2211894	0.954049	0.947445	0.948017	0.947314	0.948085
GCF_000149925.1_ASM14992v1_genomic.fna	3114196	2874105	2828405	2865560	2824428	0.868364	0.801417	0.788674	0.799035	0.787565
GCF_000149955.1_ASM14995v2_genomic.fna	1531435	1529143	1531346	1529178	1531544	0.955994	0.954563	0.955938	0.954585	0.956062
GCF_000149985.1_ASM14998v1_genomic.fna	1470745	1335148	1324593	1332783	1322938	0.713101	0.647355	0.642238	0.646209	0.641435
GCF_000150035.1_ASM15003v1_genomic.fna	949668	928916	926967	928541	926408	0.768919	0.752117	0.750539	0.751813	0.750086
GCF_000150505.1_SO6_genomic.fna	3241485	3207099	3206333	3206097	3206425	0.94552	0.935489	0.935266	0.935197	0.935293
GCF_000150675.1_ASM15067v2_genomic.fna	2189207	2183751	2185069	2183255	2185275	0.935582	0.93325	0.933814	0.933038	0.933902
GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna	1764943	1736715	1731199	1735940	1730764	0.933237	0.918311	0.915395	0.917902	0.915165
GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna	3899192	3864323	3859153	3862608	3859213	0.953482	0.944956	0.943691	0.944536	0.943706
GCF_000150825.1_ASM15082v1_genomic.fna	1244285	1238302	1239371	1238158	1239509	0.941794	0.937265	0.938074	0.937156	0.938179
GCF_000150975.2_MS_CBS118893_genomic.fna	668447	666224	667150	666196	667240	0.954848	0.951673	0.952996	0.951633	0.953124
GCF_000151125.1_ASM15112v2_genomic.fna	2904665	2899804	2901500	2899454	2901814	0.95181	0.950217	0.950773	0.950103	0.950876
GCF_000151145.1_ASM15114v1_genomic.fna	2299059	2271719	2267583	2270612	2267330	0.939037	0.927871	0.926181	0.927418	0.926078
GCF_000151335.2_JCVI-cpa1-1.0_genomic.fna	1217339	1202550	1201270	1202303	1201245	0.951686	0.940125	0.939124	0.939932	0.939104
GCF_000151355.1_v2.0_genomic.fna	2188738	2185229	2186943	2184875	2187215	0.948632	0.947111	0.947854	0.946958	0.947972
GCF_000151425.1_ASM15142v1_genomic.fna	841698	834238	832994	833905	832972	0.936766	0.928463	0.927079	0.928093	0.927054
GCF_000151505.1_ASM15150v1_genomic.fna	1588078	1579760	1577514	1579108	1577567	0.950807	0.945827	0.944482	0.945436	0.944514
GCF_000151645.1_ASM15164v1_genomic.fna	2885099	2641834	2582204	2634104	2577510	0.896466	0.820878	0.802349	0.818476	0.800891
GCF_000167675.1_v2.0_genomic.fna	4133431	4124902	4122469	4123388	4122859	0.941578	0.939635	0.939081	0.93929	0.93917
GCF_000170995.1_TRIVI_v2.0_genomic.fna	2499271	2494364	2495978	2493953	2496280	0.95415	0.952277	0.952893	0.95212	0.953008
GCF_000171015.1_TRIAT_v2.0_genomic.fna	1921147	1916848	1918626	1916670	1918851	0.955085	0.952948	0.953832	0.952859	0.953944
GCF_000181695.1_ASM18169v1_genomic.fna	3596476	3583179	3586240	3582829	3586446	0.948764	0.945256	0.946064	0.945164	0.946118
GCF_000182565.1_S_punctatus_V1_genomic.fna	3267195	3250732	3253542	3250496	3253832	0.961424	0.956579	0.957406	0.95651	0.957492
GCF_000182765.1_ASM18276v2_genomic.fna	663727	660196	661172	660227	661249	0.957088	0.951996	0.953404	0.952041	0.953515
GCF_000182805.2_ASM18280v2_genomic.fna	2376095	2328239	2321430	2326439	2321385	0.935113	0.91628	0.9136	0.915571	0.913582
GCF_000182895.1_CC3_genomic.fna	3238535	3217663	3218433	3216954	3218673	0.94653	0.94043	0.940655	0.940223	0.940725
GCF_000182925.2_NC12_genomic.fna	2327391	2319927	2318566	2319110	2318840	0.950532	0.947484	0.946928	0.94715	0.94704
GCF_000182965.3_ASM18296v3_genomic.fna	3933828	3904364	3902554	3902559	3902743	0.940741	0.933695	0.933262	0.933263	0.933307
GCF_000184455.2_ASM18445v3_genomic.fna	2423725	2416920	2419230	2416890	2419515	0.956479	0.953794	0.954706	0.953782	0.954818
GCF_000185945.1_ASM18594v1_genomic.fna	3305950	3262278	3264960	3261734	3264849	0.859026	0.847678	0.848375	0.847537	0.848346
GCF_000187245.1_Hansenula_2_genomic.fna	1941841	1935135	1936737	1934821	1936918	0.955543	0.952243	0.953031	0.952089	0.953121
GCF_000187405.1_MetAcr_May2010_genomic.fna	2169324	2153453	2153730	2152995	2153930	0.951902	0.944938	0.94506	0.944737	0.945147
GCF_000187425.2_MAA_2.0_genomic.fna	1076774	1074576	1076118	1074545	1076266	0.95366	0.951713	0.953079	0.951686	0.95321
GCF_000192795.1_Vavr_culi_floridensis_V1_genomic.fna	1389270	1379025	1380103	1378871	1380215	0.957461	0.9504	0.951143	0.950294	0.95122
GCF_000203795.1_v1.0_genomic.fna	1864510	1839162	1838388	1838651	1838446	0.942793	0.929975	0.929584	0.929717	0.929613
GCF_000204055.1_v1.0_genomic.fna	1379155	1352131	1349830	1351507	1349699	0.949783	0.931173	0.929588	0.930743	0.929498
GCF_000209165.1_ASM20916v1_genomic.fna	1671281	1655342	1656884	1655188	1656948	0.940113	0.931148	0.932015	0.931061	0.932051
GCF_000213175.1_v2.0_genomic.fna	1501824	1496719	1497523	1496462	1497719	0.950208	0.946978	0.947486	0.946815	0.94761
GCF_000218685.1_v1.0_genomic.fna	923535	857391	843323	856231	842074	0.824749	0.76568	0.753117	0.764644	0.752002
GCF_000219625.1_MYCGR_v2.0_genomic.fna	1916631	1899590	1898377	1899074	1898411	0.935927	0.927606	0.927013	0.927354	0.92703
GCF_000221225.1_CTHT_3.0_genomic.fna	3967325	3951875	3949962	3950538	3950216	0.946236	0.942551	0.942095	0.942232	0.942155
GCF_000223465.1_Candida_tenuis_v1.0_genomic.fna	2436730	2427600	2429393	2427419	2429645	0.962469	0.958863	0.959571	0.958792	0.959671
GCF_000223485.1_Spathaspora_passalidarum_v2.0_genomic.fna	1089893	1085061	1086518	1085072	1086636	0.957284	0.95304	0.954319	0.953049	0.954423
GCF_000225545.1_AOL24927_1.0_genomic.fna	2948383	2944518	2946243	2944183	2946605	0.959257	0.958	0.958561	0.957891	0.958679
GCF_000225605.1_CmilitarisCM01_v01_genomic.fna	1572914	1532397	1518719	1530222	1518007	0.926169	0.902312	0.894258	0.901031	0.893839
GCF_000226095.1_ASM22609v1_genomic.fna	1033082	991225	975415	989957	974409	0.863697	0.828702	0.815485	0.827642	0.814644
GCF_000226115.1_ASM22611v1_genomic.fna	2359458	2321787	2309571	2319372	2309300	0.924214	0.909458	0.904673	0.908512	0.904567
GCF_000226395.1_PenChr_Nov2007_genomic.fna	3035937	3027180	3029014	3026879	3029341	0.957773	0.95501	0.955589	0.954915	0.955692
GCF_000226545.1_ASM22654v1_genomic.fna	2845113	2837870	2838247	2837390	2838578	0.948376	0.945961	0.946087	0.945801	0.946197
GCF_000227115.2_ASM22711v2_genomic.fna	2023523	2002562	2002888	2001986	2003050	0.943395	0.933623	0.933775	0.933354	0.93385
GCF_000230375.1_ASM23037v1_genomic.fna	1541316	1393416	1360523	1386835	1357258	0.765014	0.691606	0.67528	0.68834	0.673659
GCF_000230625.1_Exop_derm_V1_genomic.fna	5006871	4989457	4990748	4988490	4991179	0.955095	0.951774	0.95202	0.951589	0.952102
GCF_000231115.1_Vitt_corn_V1_genomic.fna	1606102	1592933	1593485	1592592	1593561	0.950198	0.942407	0.942733	0.942205	0.942778
GCF_000235365.1_ASM23536v1_genomic.fna	1457318	1452847	1455032	1452895	1455194	0.95848	0.955539	0.956976	0.955571	0.957083
GCF_000236905.1_ASM23690v1_genomic.fna	1698487	1688891	1689934	1688549	1690094	0.942562	0.937237	0.937815	0.937047	0.937904
GCF_000237345.1_ASM23734v1_genomic.fna	1037822	1032714	1034273	1032735	1034406	0.95401	0.949315	0.950748	0.949334	0.95087
GCF_000240135.3_ASM24013v3_genomic.fna	3206233	3202301	3205516	3202153	3205888	0.959121	0.957945	0.958906	0.9579	0.959018
GCF_000243375.1_ASM24337v1_genomic.fna	2381581	2372095	2374574	2372062	2374782	0.960941	0.957114	0.958114	0.9571	0.958198
GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic.fna	2378345	2329139	2320954	2326770	2320546	0.930417	0.911168	0.907966	0.910241	0.907806
GCF_000260195.1_FO_II5_V1_genomic.fna	3002084	2993999	2995993	2993698	2996277	0.956894	0.954317	0.954953	0.954221	0.955043
GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna	1364709	1360216	1361786	1360222	1361963	0.956018	0.952871	0.95397	0.952875	0.954094
GCF_000264905.1_Stehi1_genomic.fna	1604583	1595439	1595936	1595148	1596112	0.949319	0.94391	0.944204	0.943737	0.944308
GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna	2080635	2067378	2068942	2066839	2069075	0.939927	0.933938	0.934645	0.933694	0.934705
GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna	3562438	3512479	3506278	3510211	3505964	0.924707	0.911739	0.910129	0.91115	0.910048
GCF_000271605.1_Fomme1_genomic.fna	1600586	1503321	1483619	1500295	1482100	0.896907	0.842403	0.831363	0.840708	0.830512
GCF_000271625.1_Conpu1_genomic.fna	4420354	3969657	3931878	3960586	3927755	0.905993	0.813618	0.805875	0.811759	0.80503
GCF_000271645.1_Treme1_genomic.fna	3872767	3705129	3683006	3700091	3679775	0.862117	0.824799	0.819874	0.823677	0.819155
GCF_000271745.1_FO_FOSC_3_a_V1_genomic.fna	1502880	1500881	1503191	1500958	1503379	0.960532	0.959255	0.960731	0.959304	0.960851
GCF_000275845.1_Dichomitus_squalens_v1.0_genomic.fna	3492857	3461611	3460613	3460480	3460818	0.93512	0.926755	0.926488	0.926452	0.926543
GCF_000277815.2_ASM27781v3_genomic.fna	1397298	1388617	1391069	1388671	1391184	0.938449	0.932619	0.934265	0.932655	0.934343
GCF_000280035.1_ASM28003v2_genomic.fna	1285625	1281294	1283637	1281342	1283804	0.954111	0.950897	0.952635	0.950932	0.952759
GCF_000280675.1_ASM28067v1_genomic.fna	2292376	2287561	2288568	2287080	2288829	0.946889	0.9449	0.945316	0.944702	0.945424
GCF_000281105.1_Coni_apol_CBS100218_V1_genomic.fna	4930762	4911087	4902895	4908806	4903209	0.943337	0.939572	0.938005	0.939136	0.938065
GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna	3558776	3507887	3504181	3506159	3504241	0.943053	0.929568	0.928586	0.92911	0.928602
GCF_000293215.1_Trichosporon_asahii_1_genomic.fna	4862493	4838013	4835928	4835578	4836168	0.924193	0.91954	0.919144	0.919077	0.919189
GCF_000298775.1_ASM29877v1_genomic.fna	1612540	1406534	1342179	1396359	1337665	0.862108	0.751972	0.717566	0.746532	0.715152
GCF_000300555.1_Agabi_varbur_1_genomic.fna	1368964	1363606	1365364	1363619	1365512	0.95806	0.95431	0.95554	0.954319	0.955644
GCF_000300575.1_Agabi_varbisH97_2_genomic.fna	2631381	2574588	2571128	2573215	2570620	0.938998	0.918732	0.917497	0.918242	0.917316
GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic.fna	1313173	1263009	1256662	1261717	1256236	0.923153	0.887888	0.883426	0.886979	0.883126
GCF_000303195.2_FP7_genomic.fna	2911699	2906153	2908573	2905915	2908920	0.958813	0.956987	0.957784	0.956909	0.957898
GCF_000304475.1_Ka_CBS2517_genomic.fna	2182877	2166560	2167988	2166278	2168127	0.952325	0.945206	0.945829	0.945083	0.94589
GCF_000313485.1_ASM31348v1_genomic.fna	893801	887663	887694	887451	887733	0.934989	0.928568	0.928601	0.928347	0.928642
GCF_000313525.1_ASM31352v1_genomic.fna	1942982	1879925	1861658	1878513	1860914	0.913158	0.883523	0.874938	0.882859	0.874588
GCF_000315645.1_PdigPd1_v1_genomic.fna	5136389	5104958	5104854	5103806	5105224	0.957896	0.952035	0.952015	0.95182	0.952084
GCF_000315875.1_ASM31587v1_genomic.fna	939399	936007	937705	936068	937826	0.960357	0.956889	0.958625	0.956951	0.958749
GCF_000315915.1_ASM31591v1_genomic.fna	1402554	1389260	1388558	1388760	1388583	0.931222	0.922396	0.92193	0.922064	0.921946
GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic.fna	3829463	3776601	3765277	3773714	3764643	0.934266	0.921369	0.918607	0.920665	0.918452
GCF_000320585.1_Heterobasidion_irregulare_v2.0_genomic.fna	5942869	4966763	4867915	4953150	4856933	0.861526	0.720022	0.705692	0.718048	0.7041
GCF_000320785.1_RHOziaDV1.0_genomic.fna	3640762	3619334	3610873	3616497	3610909	0.897484	0.892201	0.890116	0.891502	0.890125
GCF_000328475.2_Umaydis521_2.0_genomic.fna	3090839	3084975	3087253	3084466	3087670	0.943175	0.941385	0.94208	0.94123	0.942208
GCF_000338955.1_Bauco1_genomic.fna	2944595	2939429	2942836	2939123	2943183	0.945944	0.944284	0.945379	0.944186	0.94549
GCF_000338995.1_Cocsa1_genomic.fna	3103573	3077350	3074796	3076156	3074832	0.950344	0.942314	0.941532	0.941948	0.941543
GCF_000340215.1_Mycfi2_genomic.fna	2175068	2002617	1960273	1993640	1956076	0.83066	0.764801	0.748629	0.761372	0.747027
GCF_000344685.1_Glotr1_1_genomic.fna	1974307	1961131	1962432	1960852	1962590	0.942086	0.935799	0.93642	0.935666	0.936495
GCF_000348985.1_ASM34898v1_genomic.fna	2052327	2035326	2036220	2034960	2036400	0.95282	0.944927	0.945342	0.944757	0.945426
GCF_000349005.2_Pneumo_murina_B123_V4_genomic.fna	3734519	3705919	3701454	3703513	3701088	0.920476	0.913426	0.912326	0.912833	0.912236
GCF_000349305.1_ASM34930v2_genomic.fna	1430738	1427579	1428125	1427134	1428239	0.935666	0.9336	0.933957	0.933309	0.934032
GCF_000354255.1_CocheC4_1_genomic.fna	1463155	1460758	1462334	1460626	1462519	0.957315	0.955746	0.956777	0.95566	0.956898
GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic.fna	3384797	3330770	3321099	3328049	3320773	0.934339	0.919426	0.916756	0.918675	0.916666
GCF_000365145.1_Phia_euro_CBS_101466_V1_genomic.fna	2884058	2880524	2883348	2880343	2883712	0.949217	0.948054	0.948984	0.947995	0.949103
GCF_000365165.1_Clad_carr_CBS_160_54_V1_genomic.fna	3479077	3473787	3477060	3473447	3477450	0.949478	0.948035	0.948928	0.947942	0.949034
GCF_000392275.1_UCRPA7V03_genomic.fna	2448712	2380780	2372489	2378619	2372428	0.95715	0.930597	0.927356	0.929752	0.927332
GCF_000400465.1_Wallemia_ichthyophaga_version_1.0_genomic.fna	5746560	5696287	5692654	5694471	5692944	0.948442	0.940145	0.939545	0.939845	0.939593
GCF_000403515.1_ASM40351v1_genomic.fna	2499836	2495471	2497854	2494969	2498163	0.937581	0.935944	0.936838	0.935755	0.936953
GCF_000409485.1_GLAREA_genomic.fna	2949036	2926338	2925599	2925571	2925573	0.957405	0.950036	0.949796	0.949787	0.949788
GCF_000417875.1_Pflocc_1.0_genomic.fna	6125436	6108678	6099401	6103940	6099647	0.890713	0.888277	0.886928	0.887588	0.886963
GCF_000439145.1_ASM43914v3_genomic.fna	1928110	1873700	1861260	1870717	1860893	0.903069	0.877585	0.871759	0.876188	0.871587
GCF_000464535.1_EPUS_genomic.fna	2950416	2853889	2824063	2848053	2822839	0.942738	0.911895	0.902365	0.910031	0.901974
GCF_000497045.1_PSEUBRA1_genomic.fna	2077902	2074407	2076295	2073945	2076529	0.931601	0.930034	0.93088	0.929827	0.930985
GCF_000507465.1_Kwon_mang_CBS8507_V2_genomic.fna	3304862	3300324	3303285	3299897	3303672	0.95814	0.956824	0.957682	0.9567	0.957795
GCF_000512565.1_Cryp_deje_CBS10117_V1_genomic.fna	1800316	1797511	1800071	1797459	1800319	0.956807	0.955317	0.956677	0.955289	0.956809
GCF_000512585.1_Cryp_best_CBS10118_V1_genomic.fna	3440552	3435115	3437911	3434595	3438328	0.956333	0.954822	0.955599	0.954677	0.955715
GCF_000512605.1_Cryp_pinu_CBS10737_V1_genomic.fna	2620704	2617867	2619152	2617534	2619461	0.956837	0.955801	0.95627	0.955679	0.956383
GCF_000516985.1_PFICI_genomic.fna	892061	888899	889945	888878	890067	0.961985	0.958575	0.959703	0.958552	0.959835
GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna	1875690	1873215	1874535	1872961	1874774	0.956147	0.954885	0.955558	0.954756	0.95568
GCF_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic.fna	1575779	1573017	1574268	1572773	1574463	0.955389	0.953715	0.954473	0.953567	0.954591
GCF_000527765.1_Cochliobolus_victoriae_v1.0_genomic.fna	2629056	2625453	2627049	2625074	2627354	0.956729	0.955418	0.955999	0.95528	0.95611
GCF_000576695.1_AUH_PRJEB4427_v1_genomic.fna	1275481	1272328	1274464	1272423	1274610	0.961969	0.959591	0.961202	0.959662	0.961312
GCF_000585515.1_Clad_yegr_CBS_114405_V1_genomic.fna	5579034	5566670	5569799	5565944	5570348	0.950184	0.948078	0.948611	0.947955	0.948705
GCF_000585535.1_Clad_psam_CBS_110553_V1_genomic.fna	2819440	2804089	2804552	2803519	2804737	0.954121	0.948926	0.949083	0.948733	0.949145
GCF_000585565.1_Capr_epim_CBS_606_96_V1_genomic.fna	2677801	2671043	2672234	2670562	2672585	0.950669	0.94827	0.948693	0.948099	0.948818
GCF_000585585.1_Capr_coro_CBS_617_96_V1_genomic.fna	2610241	2606285	2609662	2606146	2609991	0.953557	0.952112	0.953346	0.952061	0.953466
GCF_000600275.1_Eurhe1_genomic.fna	2879414	2869056	2870039	2868577	2870317	0.957509	0.954065	0.954392	0.953906	0.954484
GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna	1656591	1651696	1654667	1651599	1654893	0.935528	0.932763	0.934441	0.932708	0.934569
GCF_000709125.1_Exop_aqua_CBS_119918_V1_genomic.fna	1381232	1379320	1381627	1379384	1381802	0.960118	0.958789	0.960393	0.958834	0.960514
GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.fna	1794899	1792712	1794408	1792508	1794628	0.941996	0.940849	0.941739	0.940742	0.941854
GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic.fna	2824174	2819780	2822903	2819583	2823225	0.954152	0.952668	0.953723	0.952601	0.953832
GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0_genomic.fna	3076444	3071103	3074023	3070752	3074367	0.95335	0.951695	0.9526	0.951586	0.952707
GCF_000721775.1_Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0_genomic.fna	1164035	1162235	1164253	1162256	1164414	0.956352	0.954873	0.956531	0.95489	0.956663
GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0_genomic.fna	2530692	2525463	2527850	2525228	2528119	0.954678	0.952706	0.953606	0.952617	0.953708
GCF_000732125.1_ScApio1.0_genomic.fna	1801507	1793696	1791704	1792981	1791872	0.946432	0.942329	0.941282	0.941953	0.94137
GCF_000747765.1_ASM74776v1_genomic.fna	1230650	1226328	1226901	1225877	1227042	0.921517	0.918281	0.91871	0.917943	0.918815
GCF_000760515.2_UGP1.1_genomic.fna	1968334	1949655	1950677	1949446	1950695	0.959126	0.950024	0.950522	0.949922	0.95053
GCF_000769745.1_ASM76974v1_genomic.fna	1270613	1259034	1258256	1258612	1258298	0.957617	0.94889	0.948304	0.948572	0.948336
GCF_000803265.1_ASM80326v1_genomic.fna	1332646	1325827	1327120	1325600	1327213	0.951511	0.946643	0.947566	0.946481	0.947632
GCF_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome_genomic.fna	2013330	2000865	2001211	2000404	2001402	0.940734	0.93491	0.935071	0.934694	0.935161
GCF_000814965.1_MBR_1.0_genomic.fna	1559163	1556919	1558778	1556877	1558976	0.955909	0.954534	0.955673	0.954508	0.955795
GCF_000820605.1_S_brasiliensis_5110_v1_genomic.fna	4816520	4795139	4788480	4792247	4788652	0.934897	0.930747	0.929454	0.930185	0.929488
GCF_000835455.1_Fons_pedr_CBS_271_37_V1_genomic.fna	5865349	5851034	5852586	5850099	5853096	0.953936	0.951608	0.95186	0.951456	0.951943
GCF_000835475.1_Clad_bant_CBS_173_52_V1_genomic.fna	2724273	2719376	2722405	2719256	2722749	0.955338	0.953621	0.954683	0.953579	0.954804
GCF_000835495.1_Clad_immu_CBS83496_V1_genomic.fna	1097255	1093258	1094812	1093245	1094939	0.953824	0.95035	0.9517	0.950338	0.951811
GCF_000835505.1_Exop_xeno_CBS118157_V1_genomic.fna	1921447	1918296	1921408	1918342	1921635	0.956509	0.95494	0.95649	0.954963	0.956603
GCF_000835515.1_Exop_olig_CBS72588_V1_genomic.fna	1193598	1191976	1194065	1192003	1194236	0.958197	0.956895	0.958572	0.956916	0.958709
GCF_000835555.1_Rhin_mack_CBS_650_93_V1_genomic.fna	4488018	4460892	4460887	4459951	4461250	0.95721	0.951425	0.951424	0.951224	0.951501
GCF_000836115.1_Exop_spin_CBS89968_V1_genomic.fna	2876059	2872257	2875348	2872117	2875706	0.954377	0.953116	0.954141	0.953069	0.95426
GCF_000836275.1_Exop_meso_CBS40295_V1_genomic.fna	2251061	2248503	2251620	2248506	2251909	0.960072	0.958981	0.96031	0.958982	0.960433
GCF_000836295.1_O_gall_CBS43764_genomic.fna	627158	626278	627600	626308	627701	0.954903	0.953563	0.955576	0.953608	0.955729
