Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
1028597	357	361	360	388	405	422	661	.99900	.99250	.98900	.98900	.99250	.99250	.95950
1028816	671	679	679	706	720	738	201	.95800	.96150	.96150	.95950	.95650	.95800	.98700
1029012	214	217	217	245	262	278	13343	1.00000	.98100	.98100	.98100	.98700	.98100	.93300
1029217	13333	13335	13347	13372	13374	812	825	.93200	.93150	.93250	.93200	.93100	.97050	.97300
1029416	829	828	856	874	890	649	661	.97050	.96900	.96900	.97200	.97050	.95050	.95200
1033177	664	665	693	711	727	760	774	.94700	.94850	.94850	.95200	.95050	.94300	.94700
1033502	777	777	805	822	838	4836	4851	.94300	.94300	.94300	.94400	.94300	.98150	.98250
1034405	4856	4858	4880	4899	4915	829	840	.98200	.98250	.98100	.98200	.98150	.95500	.95500
1035325	844	846	875	890	907	757	768	.95250	.95500	.95600	.95500	.95500	.96150	.96150
1036632	773	773	802	818	834	745	759	.96050	.96050	.96150	.96150	.96050	.97050	.97450
1036843	763	763	791	807	824	30212	30221	.97200	.97200	.97200	.97200	.97200	.96650	.96650
1037067	30217	30227	30261	30268	30280	988	1002	.96650	.96650	.96700	.96650	.96650	.97400	.97700
1037277	1006	1007	1034	1051	1069	354	365	.97500	.97600	.97500	.97600	.97700	.98150	.98150
1039	370	371	398	415	431	12662	12674	.97850	.98150	.97850	.98150	.97850	.96600	.96600
1045510	12679	12684	12708	12725	12737	250	264	.96600	.96650	.96600	.96600	.96550	1.00100	1.01600
1045650	267	267	294	311	328	806	820	1.00100	1.00100	.99650	1.00100	1.00100	.97150	.97550
1048974	824	824	851	867	885	450	465	.97300	.97300	.97150	.97150	.97300	.97950	.98900
1049168	469	469	495	512	529	718	729	.98400	.98400	.97950	.98200	.98200	.94750	.94750
1049377	736	736	766	778	795	781	790	.94900	.94900	.95150	.94600	.94600	.93450	.93200
1049590	793	798	827	839	856	597	607	.92850	.93450	.93600	.93100	.93100	.95600	.95450
1049799	612	614	643	656	676	853	866	.95250	.95600	.95800	.95250	.95800	.96750	.96950
1050010	871	871	898	915	933	865	876	.96850	.96850	.96750	.96850	.96950	.96850	.96850
1050218	882	883	910	925	944	668	676	.96850	.96950	.96850	.96700	.96950	.94450	.94000
1050427	683	687	716	727	745	502	516	.94150	.94750	.94900	.94150	.94300	.95500	.96100
1050636	521	521	548	565	582	490	503	.95900	.95900	.95700	.95900	.95900	.95200	.95650
1050840	509	508	535	551	569	442	456	.95650	.95450	.95200	.95200	.95450	.97250	.97950
1051047	460	459	488	503	520	857	870	.97500	.97250	.97500	.97250	.97250	.95750	.96000
1051254	874	875	905	920	935	273	287	.95750	.95850	.96100	.96000	.95750	.98050	.99350
1051448	290	290	318	335	352	595	609	.98050	.98050	.98050	.98500	.98500	.97100	.97650
1051655	613	613	640	656	674	670	681	.97300	.97300	.97100	.97100	.97300	.94450	.94450
1051847	685	688	716	728	745	866	877	.94150	.94600	.94600	.94000	.94000	.97350	.97350
1052055	881	883	912	927	945	561	570	.97100	.97350	.97450	.97350	.97450	.94750	.94400
1052265	574	577	605	619	638	242	254	.94000	.94550	.94550	.94200	.94550	.98500	.99000
1052473	257	257	285	302	318	268	281	.97450	.97450	.97450	.98000	.97450	.97900	.98800
1052751	286	285	313	329	346	81666	81739	.98350	.97900	.97900	.97900	.97900	.95400	.95450
1052926	81627	81639	81685	81649	21769	21773	21772	.95300	.95350	.95350	.95300	.92900	.92850	.92850
1053136	21805	21814	21776	21793	362	367	374	.92950	.92900	.92650	.92650	.92900	.91150	.91450
10567	378	406	419	435	29553	29556	29539	.92650	.92650	.91750	.91450	.93650	.93600	.93550
107227	29564	29599	29575	72782	72785	72781	72797	.93600	.93650	.93500	.97050	.97050	.97050	.97050
107398	72831	72835	72843	688	700	705	705	.97050	.97050	.97050	.97450	.97600	.97450	.97450
1078133	732	748	765	346	358	364	364	.97300	.97300	.97300	.96550	.96850	.96850	.96850
1101001	390	406	423	1060	1074	1080	1078	.96200	.96200	.96200	.97550	.97850	.97850	.97650
1101211	1106	1122	1139	451	463	468	467	.97650	.97650	.97650	.97250	.97450	.97250	.97000
1101409	495	511	528	782	796	801	800	.97000	.97000	.97000	.97200	.97600	.97500	.97350
1101979	828	846	861	4587	4602	4608	4609	.97350	.97600	.97350	.98400	.98500	.98500	.98500
1102179	4634	4652	4615	4630	4635	4636	4662	.98450	.98500	.98450	.98500	.98500	.98500	.98500
1102620	4680	4609	4625	4630	4631	4656	4674	.98500	.98500	.98600	.98600	.98600	.98550	.98600
1103931	4601	4616	4622	4622	4648	4666	4613	.98450	.98500	.98500	.98500	.98500	.98500	.98450
1105242	4629	4634	4635	4661	4678	4619	4634	.98550	.98550	.98550	.98500	.98550	.98450	.98500
1106551	4639	4641	4666	4684	319	332	335	.98500	.98550	.98450	.98500	.99100	.99800	.98700
1107857	335	362	380	396	461	474	477	.98700	.98350	.99100	.98700	.98100	.98600	.97850
1109166	478	505	522	538	812	824	827	.98100	.97850	.98100	.97850	.95700	.95800	.95450
1110476	828	854	873	887	576	565	574	.95550	.95300	.95700	.95300	.75400	.72250	.72700
1110672	577	602	617	819	824	831	834	.73150	.72700	.72550	.93850	.93150	.93250	.93600
1110885	865	876	894	843	854	860	860	.94000	.93350	.93500	.96000	.96000	.96000	.96000
1111493	890	904	921	664	674	680	680	.96250	.96000	.96000	.95400	.95250	.95250	.95250
1112043	708	722	741	267	279	282	283	.95250	.94950	.95250	.98450	.98900	.97550	.98000
1112260	311	328	344	424	435	441	443	.98000	.98450	.98000	.92000	.92000	.92000	.92500
1112468	471	483	501	620	630	637	637	.92500	.91500	.91750	.99450	.99250	.99450	.99450
1112676	665	680	698	437	448	454	453	.99450	.99250	.99450	.97500	.97500	.97500	.97250
1112869	481	495	513	764	772	779	781	.97250	.96750	.97000	.94050	.93650	.93750	.94050
1113054	809	820	836	768	778	784	786	.94050	.93400	.93250	.93750	.93600	.93600	.93850
1113283	815	826	844	802	810	816	819	.94000	.93350	.93450	.94900	.94500	.94500	.94900
1113469	848	862	878	810	821	827	828	.95000	.94750	.94650	.94600	.94600	.94600	.94700
1113680	857	870	887	819	829	836	838	.94800	.94450	.94450	.94950	.94850	.94950	.95200
1113892	866	880	897	819	828	833	836	.95200	.94950	.94950	.94550	.94300	.94200	.94550
1114104	864	876	895	787	796	800	804	.94550	.94050	.94300	.95000	.94750	.94500	.95000
1114314	833	846	864	763	775	779	783	.95100	.94750	.94850	.93400	.93500	.93250	.93750
1114525	813	821	839	737	749	753	755	.94050	.93000	.93100	.96800	.96950	.96650	.96950
1114735	784	797	816	806	816	818	821	.97100	.96650	.96950	.96750	.96600	.96100	.96500
1114947	851	864	881	298	310	315	315	.96750	.96350	.96350	.97200	.97600	.97200	.97200
1115163	342	359	375	301	309	317	320	.96800	.97200	.96800	.90550	.89500	.90200	.91250
1115379	350	359	377	476	490	494	494	.92000	.89500	.89850	.98150	.98850	.98400	.98400
1115587	520	537	556	874	887	890	890	.97950	.98150	.98650	.97050	.97300	.96950	.96950
1115793	918	935	804	810	817	821	852	.96950	.97050	.93800	.93200	.93300	.93800	.94200
1115965	862	878	789	801	806	806	834	.93450	.93300	.96100	.96200	.96100	.96100	.96100
1116167	851	867	335	349	351	352	379	.96200	.96100	.98650	.99650	.98300	.98650	.98300
1116376	396	741	754	758	758	786	802	.98650	.97100	.97400	.97100	.97100	.97100	.97100
1116587	819	330	344	348	347	374	391	.97100	.98850	.99900	.99200	.98850	.98500	.98850
1116796	408	824	833	839	841	869	884	.98850	.95700	.95450	.95450	.95700	.95700	.95550
1117000	903	201	215	218	218	245	262	.95800	.99200	1.01150	.99200	.99200	.98550	.99200
1117210	279	448	461	465	466	492	509	.99200	.98150	.98650	.98150	.98400	.97900	.98150
1117409	404	421	422	421	449	467	483	.96250	.97850	.96500	.96250	.96250	.96750	.96500
1117628	513	525	531	530	557	574	590	.99950	1.00150	1.00150	.99950	.99750	.99950	.99750
1117821	420	433	438	437	464	481	498	.99250	.99800	.99550	.99250	.99000	.99250	.99250
1118006	836	847	852	853	883	896	915	.95850	.95850	.95700	.95850	.96100	.95700	.95950
1118195	647	661	664	664	692	710	726	.97300	.97800	.97300	.97300	.97300	.97650	.97500
1118388	511	525	529	529	556	573	590	.97900	.98500	.98100	.98100	.97900	.98100	.98100
1118570	876	887	891	893	922	936	955	.96850	.96850	.96650	.96850	.97000	.96750	.97000
1118778	879	891	895	897	926	940	958	.97000	.97100	.96900	.97100	.97250	.97000	.97100
1118998	868	879	883	885	914	928	946	.96750	.96750	.96500	.96750	.96900	.96650	.96750
1119200	867	879	883	885	913	928	908	.96900	.97000	.96800	.97000	.97000	.96900	.97150
1119409	919	925	926	953	968	987	589	.97150	.97150	.97250	.97150	.97050	.97250	.96650
1119618	604	607	607	634	651	668	798	.97350	.96850	.96850	.96650	.96850	.96850	.95900
1119827	812	815	815	844	859	876	822	.96300	.95900	.95900	.96050	.95900	.95900	.98500
1120036	835	839	838	866	882	647	656	.98750	.98500	.98350	.98350	.98350	.95000	.94700
1120244	662	663	692	706	721	328	338	.94700	.94850	.95000	.94700	.94400	.97400	.97050
1120461	344	344	371	387	404	792	805	.97050	.97050	.96700	.96700	.96700	.97000	.97250
1120670	808	809	837	854	815	827	831	.96900	.97000	.97000	.97150	.96900	.97050	.96800
1120878	832	861	876	892	839	846	850	.96900	.97050	.96900	.96800	.94950	.94500	.94250
1121093	854	883	898	913	1223	1228	1234	.94700	.94850	.94700	.94500	.97350	.96850	.96850
1121278	1234	1264	1277	622	636	639	640	.96850	.97000	.96750	.95800	.96300	.95800	.95950
1121486	667	685	699	624	638	642	641	.95800	.96150	.95650	.96400	.96900	.96550	.96400
1121694	669	687	702	621	635	639	638	.96400	.96750	.96400	.96650	.97200	.96850	.96650
1121910	666	684	707	720	723	723	752	.96650	.97000	.94400	.94650	.94250	.94250	.94400
1122453	768	785	831	843	848	848	876	.94400	.94400	.93100	.93250	.93100	.93100	.93100
1123344	894	908	703	714	719	720	748	.93350	.93000	.95850	.95850	.95750	.95850	.95850
1124155	763	33158	33169	33158	33201	33213	33162	.95750	.94450	.94450	.94400	.94550	.94500	.94300
1124966	33186	4603	4618	4624	4624	4650	4667	.94300	.98500	.98550	.98550	.98550	.98500	.98550
1125935	1845	1846	1848	1846	1874	1861	1907	.88000	.87500	.87300	.87200	.87200	.85800	.87200
1126799	650	663	667	667	694	712	728	.98450	.98800	.98450	.98450	.98300	.98600	.98450
1126995	622	633	638	638	666	683	699	.98250	.98250	.98100	.98100	.98100	.98250	.98100
1135480	11390	11387	11387	11396	11421	11427	11446	.94900	.94800	.94750	.94800	.94800	.94700	.94750
1136789	1078	1093	1096	1097	1124	1142	1159	.96900	.97250	.96950	.97050	.96950	.97150	.97150
1137751	633	647	651	650	678	696	711	.98250	.98750	.98400	.98250	.98250	.98600	.98250
1138065	1542	1557	1561	1560	1588	1606	1620	.97100	.97350	.97200	.97150	.97150	.97250	.97100
1138378	610	622	627	628	655	673	688	.99050	.99200	.99050	.99200	.99050	.99400	.99050
1141380	555	567	572	573	600	616	633	.96900	.97100	.96900	.97100	.96900	.96900	.96900
1142021	659	672	677	675	704	721	737	.98250	.98600	.98450	.98100	.98250	.98450	.98250
1142337	611	623	629	630	656	673	690	.98900	.99100	.99100	.99250	.98900	.99100	.99100
1143208	630	643	648	647	674	692	708	.98700	.99050	.98850	.98700	.98500	.98850	.98700
114321	580	593	598	598	625	643	659	.98650	.99050	.98850	.98850	.98650	.99050	.98850
1143521	617	629	634	634	661	679	694	.98200	.98350	.98200	.98200	.98000	.98350	.98000
1143835	584	597	603	603	629	647	662	.98250	.98650	.98650	.98650	.98250	.98650	.98250
1144148	244	258	261	260	288	305	321	.98500	1.00000	.98500	.98000	.98000	.98500	.98000
1144461	4487	4500	4507	4508	4533	4550	4566	.98550	.98600	.98650	.98650	.98600	.98600	.98600
1144774	1381	1394	1399	1399	1426	1445	1459	.96850	.97000	.96900	.96900	.96850	.97050	.96850
1145087	681	695	698	698	725	742	343	.97900	.98350	.97900	.97900	.97700	.97900	.99100
114525	358	361	361	388	405	423	778	1.00400	.99400	.99400	.99100	.99400	.99750	.94550
1145400	786	790	793	822	835	850	776	.94200	.93900	.94300	.94450	.94050	.93800	.93750
1146690	783	786	789	821	831	849	345	.93200	.92850	.93200	.93750	.92950	.93100	.98900
114716	358	362	362	389	406	422	245	.99600	.98900	.98900	.98600	.98900	.98600	.99250
1147300	259	261	262	289	306	322	681	1.00750	.98750	.99250	.98750	.99250	.98750	.96150
1147500	695	699	700	728	743	760	282	.96600	.96300	.96450	.96450	.96300	.96300	.97400
1147716	295	298	299	326	342	359	305	.98250	.97000	.97400	.97000	.97000	.97000	.96800
1147932	319	322	323	350	366	383	771	.97950	.96800	.97200	.96800	.96800	.96800	.95850
1148129	784	788	789	816	832	803	816	.96150	.95850	.96000	.95850	.95850	.96050	.96300
1148323	820	821	848	864	882	609	619	.96050	.96150	.96050	.96050	.96150	.96500	.96350
1148533	626	626	653	669	686	817	830	.96500	.96500	.96350	.96350	.96350	.95350	.95600
1148707	832	834	862	878	894	839	852	.95100	.95350	.95350	.95350	.95250	.95950	.96200
1148880	857	857	884	900	918	819	833	.96050	.96050	.95950	.95950	.96050	.95850	.96250
1149089	838	839	867	881	900	764	776	.96100	.96250	.96250	.96000	.96250	.95050	.95200
114926	779	780	809	824	840	777	790	.94800	.94950	.95050	.94950	.94800	.95800	.96050
1149298	794	795	823	839	759	773	776	.95800	.95950	.95950	.95950	.96400	.96800	.96400
1149507	776	803	820	837	761	775	777	.96400	.96300	.96400	.96400	.95950	.96350	.95850
1149716	779	806	823	847	860	865	865	.96100	.95950	.96100	.96200	.96450	.96350	.96350
1149924	892	908	925	842	855	858	859	.96200	.96200	.96200	.95350	.95600	.95250	.95350
1150133	887	902	918	698	711	715	716	.95350	.95250	.95100	.96800	.97100	.96800	.96950
1150342	744	760	777	728	733	741	744	.96950	.96950	.96950	.92300	.91450	.91750	.92150
1150551	777	782	802	799	812	816	816	.92800	.91350	.91750	.96000	.96250	.96000	.96000
1150760	845	860	877	861	873	879	880	.96150	.96000	.96000	.95350	.95500	.95500	.95600
1150969	907	922	940	818	830	835	836	.95500	.95350	.95500	.95950	.96050	.95950	.96050
1151178	864	879	896	786	800	804	804	.96050	.95950	.95950	.96550	.96950	.96650	.96650
115124	832	847	865	742	756	760	760	.96650	.96550	.96650	.96550	.96950	.96650	.96650
1151389	788	805	821	793	807	811	812	.96650	.96800	.96650	.95800	.96200	.95900	.96050
1151598	839	854	871	856	870	874	873	.95900	.95800	.95800	.96050	.96400	.96150	.96050
1151807	900	918	934	853	866	871	871	.95950	.96150	.96050	.97250	.97450	.97350	.97350
1152016	898	914	933	808	823	826	825	.97250	.97250	.97450	.96800	.97350	.96950	.96800
1152223	853	870	887	850	864	867	866	.96800	.96950	.96950	.96950	.97300	.96950	.96850
1152434	894	912	929	825	840	843	843	.96850	.97050	.97050	.96100	.96600	.96250	.96250
1152643	871	887	905	778	790	796	795	.96250	.96250	.96350	.96700	.96850	.96850	.96700
1152852	823	839	857	799	810	816	818	.96700	.96700	.96850	.95300	.95300	.95300	.95550
1153061	845	858	877	801	814	819	817	.95450	.95050	.95300	.97500	.97750	.97650	.97400
1153270	845	862	880	841	854	858	859	.97400	.97500	.97650	.96000	.96250	.96000	.96150
115341	887	903	919	810	823	828	828	.96150	.96150	.96000	.96900	.97150	.97050	.97050
1153479	854	872	889	826	840	846	846	.96800	.97050	.97050	.96700	.97050	.97050	.97050
1153688	873	888	906	868	880	885	885	.96950	.96800	.96950	.96000	.96150	.96000	.96000
1153896	915	929	948	866	879	884	885	.96250	.96000	.96250	.96200	.96450	.96350	.96450
1154104	911	927	946	836	849	854	854	.96200	.96200	.96450	.95850	.96100	.96000	.96000
1154313	882	897	915	674	688	691	691	.96000	.95850	.96000	.96500	.96950	.96500	.96500
1154522	718	736	752	241	256	258	258	.96350	.96650	.96500	.98850	1.00900	.98850	.98850
1154731	286	302	319	851	864	868	869	.98850	.98850	.98850	.95550	.95800	.95550	.95650
1154940	896	913	929	789	802	805	806	.95550	.95650	.95550	.95250	.95500	.95100	.95250
1155149	835	849	866	791	803	808	808	.95400	.95100	.95100	.95300	.95400	.95300	.95300
1155358	837	852	867	778	792	794	795	.95400	.95300	.95050	.94850	.95250	.94700	.94850
115550	824	839	853	825	839	843	843	.94950	.94850	.94450	.95900	.96250	.96000	.96000
1155567	870	887	863	876	881	880	909	.95900	.96000	.95700	.95900	.95800	.95700	.95800
1155776	924	942	786	798	802	803	830	.95700	.95800	.95150	.95250	.95000	.95150	.95000
1155984	846	862	821	837	840	839	866	.95000	.94900	.96850	.97450	.97100	.96950	.96850
1156193	884	901	761	776	780	780	808	.97100	.97100	.95700	.96200	.95950	.95950	.95950
1156402	822	840	890	901	906	907	935	.95700	.95800	.96000	.96000	.95900	.96000	.96000
1156611	950	967	303	313	319	318	345	.95900	.95900	.95500	.95150	.95150	.94800	.94400
1156820	360	375	847	860	864	864	891	.94050	.93300	.97100	.97350	.97100	.97100	.97000
1157029	908	925	837	852	856	855	882	.97100	.97100	.96700	.97200	.96950	.96800	.96700
1157238	899	916	884	898	900	900	929	.96800	.96800	.96750	.97100	.96650	.96650	.96750
1157448	946	962	838	852	857	855	884	.96900	.96750	.97050	.97400	.97250	.97050	.97150
115745	901	918	878	892	896	895	923	.97250	.97250	.97000	.97350	.97100	.97000	.97000
1157657	939	957	870	885	888	888	915	.97000	.97100	.97350	.97800	.97450	.97450	.97350
1157866	932	950	830	844	848	848	875	.97450	.97600	.97300	.97650	.97400	.97400	.97300
1158075	892	910	837	851	855	854	881	.97400	.97550	.96850	.97200	.96950	.96850	.96700
1158284	898	916	873	886	891	889	917	.96850	.96950	.96850	.97050	.96950	.96700	.96700
1158494	933	952	824	838	841	840	869	.96700	.96950	.97450	.97850	.97450	.97350	.97450
1158704	886	902	947	960	964	964	991	.97600	.97450	.96300	.96500	.96300	.96300	.96200
1158914	1008	1026	853	865	868	869	897	.96300	.96400	.97350	.97500	.97150	.97250	.97250
1159124	913	932	833	847	849	850	878	.97250	.97500	.97150	.97550	.97050	.97150	.97150
1159333	895	911	898	912	916	916	943	.97300	.97150	.96450	.96750	.96550	.96550	.96450
1159544	959	977	855	868	874	872	900	.96450	.96550	.97000	.97250	.97250	.97000	.97000
115954	917	934	810	823	828	828	855	.97100	.97100	.96900	.97150	.97000	.97000	.96900
1159753	871	890	811	823	829	829	857	.96900	.97150	.97000	.97100	.97100	.97100	.97100
1159963	872	889	807	819	824	824	852	.97000	.97000	.96750	.96900	.96750	.96750	.96750
1160173	868	886	874	888	893	894	922	.96750	.96900	.95350	.95700	.95600	.95700	.95700
1160382	936	955	792	806	809	810	837	.95450	.95700	.96650	.97000	.96650	.96750	.96650
1160591	854	872	823	836	840	841	869	.96750	.96900	.95700	.95950	.95700	.95850	.95850
1160801	885	903	594	604	609	608	634	.95850	.95950	.94250	.94050	.93900	.93700	.93350
1161010	652	667	768	782	786	786	814	.93700	.93350	.95650	.96050	.95800	.95800	.95800
1161218	831	848	769	782	786	786	814	.95900	.95900	.97800	.98050	.97800	.97800	.97800
1161427	830	847	823	835	840	841	869	.97800	.97800	.96400	.96500	.96400	.96500	.96500
1161636	885	901	852	863	869	869	898	.96500	.96400	.95700	.95700	.95700	.95700	.95850
116165	913	931	841	853	858	858	886	.95700	.95850	.96500	.96650	.96500	.96500	.96500
1161845	902	920	799	812	816	816	844	.96500	.96650	.95550	.95800	.95550	.95550	.95550
1162054	861	877	814	826	830	830	859	.95700	.95550	.95650	.95800	.95550	.95550	.95650
1162262	874	892	794	807	811	813	841	.95550	.95650	.95600	.95850	.95600	.95850	.95850
1162470	856	810	825	829	829	856	873	.95700	.95900	.96400	.96150	.96150	.96000	.96150
1162679	890	729	741	746	747	773	790	.96150	.96200	.96350	.96200	.96350	.96050	.96200
1162888	806	650	661	663	662	691	707	.96050	.95600	.95600	.94950	.94800	.94950	.94950
1163097	723	759	772	777	778	804	820	.94800	.95650	.95900	.95750	.95900	.95650	.95650
1163306	836	819	831	836	838	866	880	.95500	.95750	.95900	.95750	.96000	.96000	.95750
1163515	899	731	745	749	750	778	793	.96000	.96850	.97250	.97000	.97150	.97150	.97000
1163724	815	827	833	834	862	876	894	.96100	.96200	.96200	.96350	.96350	.96100	.96200
116377	756	769	774	774	802	818	835	.97500	.97800	.97650	.97650	.97650	.97650	.97650
1163933	782	794	799	801	828	844	860	.96850	.97000	.96850	.97150	.97000	.97000	.96850
1164142	868	880	885	885	913	929	946	.95900	.96000	.95900	.95900	.95900	.95900	.95900
1164351	837	850	855	855	883	899	834	.96500	.96750	.96600	.96600	.96600	.96600	.96250
1164560	844	849	851	879	894	912	806	.96100	.96000	.96250	.96250	.96100	.96250	.95900
1164769	819	824	825	853	868	885	811	.96150	.96000	.96150	.96150	.96000	.96000	.96850
1164978	823	826	826	855	872	810	824	.96950	.96600	.96600	.96700	.96850	.97300	.97650
1165186	828	828	856	871	890	842	853	.97400	.97400	.97400	.97300	.97550	.95600	.95600
1165395	859	860	889	902	920	858	872	.95600	.95700	.95800	.95450	.95600	.95650	.96000
1165604	876	876	904	919	937	784	798	.95750	.95750	.95750	.95650	.95750	.95750	.96150
1165813	802	802	829	845	821	833	838	.95900	.95900	.95750	.95750	.95800	.95900	.95800
1166022	839	866	881	899	889	902	907	.95900	.95800	.95650	.95800	.96250	.96450	.96350
116615	907	934	951	968	792	805	810	.96350	.96250	.96350	.96350	.95250	.95500	.95400
1166231	811	839	853	870	787	798	802	.95500	.95500	.95250	.95250	.95300	.95300	.95050
1166440	803	832	847	863	789	802	806	.95150	.95300	.95150	.95050	.96500	.96750	.96500
1166649	807	834	851	867	682	696	700	.96600	.96500	.96600	.96500	.96550	.97000	.96700
1166858	701	727	744	760	800	814	818	.96850	.96550	.96700	.96550	.96150	.96500	.96250
1167067	819	846	861	879	815	827	833	.96400	.96250	.96150	.96250	.96250	.96350	.96350
1167277	833	862	877	810	822	825	827	.96350	.96500	.96350	.95650	.95800	.95400	.95650
1167486	855	870	784	798	800	801	828	.95650	.95550	.96650	.97050	.96500	.96650	.96500
1167695	846	862	779	790	794	795	825	.96800	.96650	.95300	.95300	.95050	.95200	.95450
1167904	838	854	811	824	827	827	856	.95050	.94900	.95700	.95950	.95600	.95600	.95700
1168113	872	888	739	753	756	757	783	.95700	.95600	.97050	.97500	.97050	.97200	.96900
116826	801	818	716	730	733	733	761	.97200	.97200	.96950	.97400	.96950	.96950	.96950
1168325	778	794	793	807	809	811	839	.97100	.96950	.95750	.96150	.95650	.95900	.95900
1168534	854	871	820	834	839	838	867	.95750	.95750	.96000	.96400	.96250	.96150	.96250
1168748	882	899	790	804	808	808	836	.96150	.96150	.96050	.96450	.96200	.96200	.96200
1168957	852	831	844	849	849	877	892	.96200	.95600	.95850	.95750	.95750	.95750	.95600
1169166	909	796	808	814	814	842	856	.95600	.95800	.95900	.95900	.95900	.95900	.95650
1169375	873	692	705	709	710	737	753	.95650	.97750	.98050	.97750	.97900	.97750	.97750
1169585	771	701	716	720	720	748	764	.97900	.96400	.97000	.96700	.96700	.96700	.96700
1169794	781	777	791	794	795	823	838	.96700	.95500	.95900	.95500	.95650	.95650	.95500
1170003	854	842	855	860	860	888	904	.95400	.96350	.96600	.96450	.96450	.96450	.96450
1170212	920	808	819	824	824	853	869	.96350	.96350	.96350	.96250	.96250	.96350	.96350
1170421	886	699	711	716	717	743	760	.96350	.96650	.96800	.96650	.96800	.96500	.96650
117044	777	768	782	786	787	813	830	.96650	.96750	.97150	.96900	.97000	.96750	.96900
1170630	859	871	876	876	903	920	938	.96850	.96950	.96850	.96850	.96700	.96850	.96950
1170844	786	798	805	803	830	847	863	.97550	.97700	.97800	.97550	.97450	.97550	.97450
