Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
10217483	5121	5139	5111	5165	5115	5112	5115	.93500	.93300	.92500	.93150	.93600	.93350	.93250
10219229	5132	5153	5117	5176	5130	5125	5127	.93600	.93450	.92500	.93250	.93700	.93400	.93350
10220975	5144	5161	5129	5187	5083	5078	5081	.93650	.93450	.92550	.93300	.93550	.93250	.93200
10222934	5092	5110	5081	5116	5115	5117	5134	.93400	.93200	.92400	.93700	.93500	.93400	.93750
10224911	5151	5119	5135	5131	5133	5150	5171	.93500	.92650	.93650	.93350	.93300	.93600	.93450
10226852	5138	5121	5120	5121	5134	5154	5123	.92550	.93500	.93300	.93200	.93450	.93300	.92400
10228779	5053	5048	5050	5064	5084	5054	5089	.93600	.93300	.93250	.93500	.93350	.92500	.93550
1022926	5087	5086	5104	5121	5089	5147	5139	.93300	.93200	.93500	.93300	.92400	.93200	.93700
10230701	5137	5138	5152	5172	5140	5199	5162	.93500	.93400	.93650	.93500	.92600	.93400	.93800
10232620	5158	5161	5176	5196	5163	5221	5078	.93500	.93450	.93700	.93550	.92700	.93450	.93700
10234545	5072	5074	5086	5101	5073	5103	5100	.93400	.93300	.93550	.93300	.92450	.93700	.93450
10236475	5100	5118	5136	5106	5122	5119	5120	.93350	.93650	.93500	.92650	.93700	.93400	.93350
10238401	5136	5156	5124	5103	5098	5102	5118	.93650	.93500	.92600	.93600	.93300	.93250	.93550
10240319	5136	5102	5129	5127	5130	5144	5164	.93350	.92450	.93600	.93350	.93300	.93550	.93400
10242256	5130	5127	5122	5124	5143	5161	5128	.92450	.93600	.93350	.93250	.93600	.93400	.92500
10244187	6610	6607	6612	6622	6651	6647	5145	.94950	.94750	.94750	.94900	.94900	.94600	.93600
10246116	5142	5143	5158	5178	5149	5205	5080	.93350	.93250	.93550	.93400	.92550	.93300	.93600
10248039	5078	5079	5097	5115	5084	5142	5100	.93350	.93250	.93600	.93400	.92500	.93300	.93700
10249977	5095	5096	5110	5131	5098	5156	5071	.93400	.93300	.93550	.93450	.92500	.93300	.93650
10251915	5069	5069	5084	5102	5074	5131	5089	.93400	.93250	.93550	.93350	.92550	.93300	.93750
10253847	5086	5086	5102	5124	5089	5140	5137	.93450	.93350	.93650	.93550	.92600	.93650	.93400
10255761	5138	5154	5173	5143	5107	5105	5106	.93300	.93600	.93450	.92600	.93700	.93500	.93400
10257693	5120	5140	5107	5090	5088	5089	5104	.93650	.93500	.92600	.93650	.93400	.93300	.93600
10259635	5125	5092	5150	5117	5112	5114	5128	.93450	.92550	.93300	.93650	.93350	.93300	.93550
10261565	5150	5116	5175	5112	5110	5112	5127	.93450	.92500	.93300	.93600	.93350	.93300	.93550
1026219	5146	5113	5171	5121	5120	5121	5137	.93400	.92500	.93250	.93550	.93300	.93200	.93500
10263495	5158	5128	5185	5006	5002	5005	5022	.93400	.92550	.93300	.93400	.93100	.93050	.93350
10265423	5040	5010	5070	5068	5067	5083	5105	.93150	.92300	.93700	.93450	.93300	.93600	.93500
10267336	5069	5126	12892	12895	12896	12909	12945	.92550	.93300	.97300	.97200	.97200	.97300	.97350
10269271	12922	12962	5125	5120	5122	5136	5157	.97050	.97200	.93700	.93400	.93300	.93550	.93450
10271200	5124	5182	5093	5089	5091	5105	5124	.92550	.93300	.93550	.93250	.93200	.93450	.93250
10273126	5093	5151	5112	5111	5111	5126	5145	.92400	.93150	.93600	.93350	.93250	.93500	.93350
10275067	5116	5078	5075	5076	5090	5110	5079	.92500	.93650	.93400	.93300	.93550	.93400	.92500
10277006	5099	5094	5094	5110	5132	5103	5120	.93600	.93300	.93200	.93500	.93400	.92550	.93550
10278935	5118	5119	5134	5153	5119	5179	5091	.93350	.93250	.93500	.93350	.92400	.93200	.93500
10280869	5088	5089	5106	5125	5093	5117	5110	.93250	.93150	.93450	.93300	.92400	.93650	.93300
10282803	5113	5129	5149	5117	5173	5142	5138	.93250	.93550	.93400	.92500	.93250	.93700	.93400
10284737	5141	5154	5174	5144	5201	5154	5151	.93350	.93600	.93450	.92600	.93350	.93650	.93400
10286660	5152	5167	5188	5157	5213	5137	5134	.93300	.93600	.93450	.92600	.93300	.93750	.93500
1028685	5134	5146	5167	5134	5123	5119	5120	.93400	.93600	.93500	.92600	.93700	.93450	.93350
10288583	5139	5155	5125	5181	5563	5561	5560	.93700	.93500	.92650	.93350	.92000	.91800	.91700
10290509	5582	5590	5544	5611	5378	5377	5375	.92050	.91700	.90700	.91500	.93650	.93400	.93300
10292448	5394	5411	5375	5436	5314	5311	5313	.93600	.93400	.92500	.93300	.93500	.93250	.93200
10294382	5326	5348	5310	5170	5170	5171	5183	.93450	.93300	.92350	.94100	.93900	.93800	.94000
10296309	5205	5173	5592	5588	5590	5604	5617	.93900	.93000	.93050	.92800	.92700	.92950	.92700
10298238	5584	5571	5570	5565	5589	5610	5568	.91900	.93300	.93100	.92900	.93300	.93200	.92250
10300182	5128	5123	5126	5138	5155	5124	5750	.93600	.93300	.93250	.93450	.93250	.92400	.92300
10302127	5750	5753	5767	5773	5729	5794	5319	.92100	.92050	.92300	.91950	.90950	.91750	.93300
10304064	5318	5318	5330	5344	5310	5373	4967	.93100	.93000	.93200	.92950	.92100	.92900	.95200
10306007	4968	4969	4978	5009	5004	5909	5911	.95000	.94900	.95100	.95150	.94750	.93450	.93300
10307943	5907	5921	5939	5910	5316	5322	5322	.93150	.93350	.93200	.92500	.94200	.94150	.94000
10309872	5331	5352	5320	5603	5606	5603	5621	.94200	.94050	.93200	.93800	.93700	.93550	.93850
10311806	5637	5600	5607	5608	5607	5624	5641	.93650	.92750	.93800	.93650	.93550	.93800	.93650
10313875	5603	3901	3916	3916	3916	3946	3963	.92750	.97100	.97200	.97050	.97050	.97100	.97100
10315830	3978	3936	3952	3950	3951	3981	3998	.97050	.97000	.97100	.96900	.96950	.97000	.97000
103171	4013	5336	5334	5333	5350	5365	5333	.96950	.93600	.93350	.93250	.93550	.93300	.92450
10317818	5393	5416	5416	5417	5433	5452	5416	.93250	.93700	.93500	.93400	.93700	.93550	.92650
10319782	5377	5377	5376	5393	5411	5376	5435	.93800	.93600	.93450	.93750	.93600	.92700	.93750
10321705	5432	5434	5453	5471	5432	5375	5371	.93500	.93450	.93750	.93600	.92650	.93800	.93550
10323576	5375	5395	5414	5375	5196	5196	5194	.93500	.93850	.93700	.92750	.92900	.92700	.92550
10325733	5213	5223	5184	5246	5194	5195	5194	.92900	.92550	.91550	.92400	.92550	.92350	.92250
1032674	5212	5220	5183	5243	5512	5510	5515	.92550	.92200	.91250	.92050	.93850	.93650	.93600
10327658	5533	5552	5517	5573	5867	5868	5869	.93950	.93750	.92900	.93550	.93450	.93300	.93200
10329678	5887	5904	5868	5928	5800	5803	5805	.93500	.93350	.92500	.93200	.93250	.93150	.93050
10331437	5825	5839	5799	5861	5674	5671	5668	.93400	.93150	.92250	.93000	.93600	.93400	.93250
10333440	5685	5704	5666	5726	5644	5640	5643	.93500	.93350	.92450	.93200	.93700	.93450	.93400
10335443	5658	5674	5641	5701	5331	5328	5332	.93650	.93450	.92600	.93350	.93300	.93050	.93000
10336973	5348	5367	5330	5388	5511	5507	5506	.93300	.93150	.92200	.92900	.93300	.93050	.92950
10338540	5524	5542	5506	5571	5460	5455	5454	.93250	.93050	.92200	.93000	.93200	.92900	.92800
10340476	5472	5489	5454	5518	5443	5440	5442	.93100	.92900	.92050	.92850	.93250	.93050	.92950
10342455	5453	5468	5438	5417	5413	5415	5431	.93150	.92900	.92150	.93200	.92950	.92900	.93150
10344407	5447	5415	5476	5457	5455	5454	5472	.92950	.92100	.92900	.93250	.93000	.92900	.93200
10346382	5486	5454	5518	5435	5431	5433	5445	.92950	.92150	.92950	.93250	.93000	.92900	.93150
10348361	5460	5432	5491	5511	5509	5512	5531	.92900	.92150	.92850	.93850	.93650	.93600	.93900
10350317	5549	5516	5572	5451	5446	5447	5463	.93750	.92900	.93550	.93200	.92950	.92850	.93100
1035218	5482	5445	5458	5454	5456	5470	5488	.92950	.92050	.93050	.92800	.92750	.92950	.92800
10352251	5455	5518	5459	5454	5453	5470	5486	.91950	.92750	.93300	.93050	.92900	.93200	.93000
10354260	5451	5516	5474	5467	5469	5487	5505	.92100	.92950	.92850	.92550	.92450	.92750	.92600
10356288	5468	5529	5300	5301	5300	5317	5335	.91700	.92450	.93350	.93200	.93050	.93350	.93200
10358212	5297	5423	5420	5419	5436	5453	5417	.92200	.93200	.92950	.92850	.93150	.92950	.92050
10360130	5436	5430	5435	5453	5463	5433	5496	.93400	.93150	.93100	.93400	.93100	.92300	.93100
10362030	5492	5489	5491	5504	5522	5487	5549	.93300	.93050	.93000	.93200	.93050	.92150	.92950
10363933	5833	5834	5834	5850	5864	5829	5897	.93700	.93550	.93450	.93700	.93450	.92650	.93450
10365830	5608	5605	5609	5623	5639	5601	5665	.93550	.93300	.93300	.93500	.93300	.92400	.93200
10367723	5523	5524	5523	5542	5559	5519	5582	.93550	.93350	.93250	.93550	.93400	.92400	.93200
10369618	5500	5499	5502	5521	5539	5506	5228	.93850	.93650	.93600	.93950	.93750	.92900	.93550
10371516	5231	5231	5242	5257	5223	5516	5512	.93450	.93300	.93500	.93300	.92400	.92800	.92550
1037253	5517	5532	5541	5505	5567	5454	5451	.92500	.92800	.92450	.91550	.92350	.93200	.92950
10373408	5450	5467	5481	5450	5514	5415	5413	.92850	.93100	.92900	.92050	.92900	.93250	.93050
10375292	5414	5429	5443	5408	5427	5425	5427	.92950	.93200	.92950	.92100	.93450	.93200	.93150
10377187	5442	5458	5421	5482	5432	5431	5431	.93400	.93200	.92250	.93050	.93400	.93150	.93050
10379081	5444	5459	5422	5488	5439	5436	5439	.93300	.93050	.92150	.93000	.93350	.93100	.93050
10380995	5450	5465	5428	5418	5412	5410	5426	.93250	.93050	.92100	.93250	.93000	.92850	.93100
10382965	5442	5408	5473	5957	5959	5961	5977	.92900	.92050	.92900	.93550	.93400	.93350	.93600
10384883	5984	5945	6013	5073	5074	5075	5088	.93250	.92400	.93200	.94000	.93800	.93700	.93950
10386792	5104	5069	5511	5509	5512	5532	5550	.93700	.92750	.93850	.93650	.93600	.93950	.93750
10388727	5517	5524	5528	5529	5553	5564	5530	.92900	.92700	.92600	.92500	.92900	.92600	.91800
10390728	5420	5414	5417	5432	5451	5421	5411	.93200	.92900	.92850	.93150	.92950	.92150	.93050
10392731	5409	5410	5425	5434	5402	5426	5424	.92800	.92700	.93000	.92650	.91800	.93150	.92900
1039289	5421	5436	5448	5419	5457	5455	5452	.92750	.93000	.92750	.91950	.92950	.92700	.92550
10394663	5470	5489	5459	5319	5316	5321	5335	.92850	.92700	.91900	.93350	.93100	.93100	.93350
10396671	5351	5315	5866	5860	5867	5881	5895	.93100	.92200	.93650	.93350	.93400	.93600	.93400
10398660	5851	5919	5035	5036	5035	5046	5069	.92400	.93250	.93300	.93100	.92950	.93150	.93050
10400550	5031	5444	5444	5441	5462	5478	5440	.92050	.93350	.93150	.93000	.93350	.93150	.92200
10402488	5503	5444	5440	5441	5456	5472	5438	.93000	.93100	.92850	.92800	.93050	.92850	.91950
10404428	5327	5324	5325	5341	5361	5326	5388	.93900	.93650	.93600	.93850	.93750	.92800	.93600
10406367	5666	5665	5669	5683	5695	5661	5725	.93300	.93100	.93050	.93300	.93000	.92200	.92950
10408313	5400	5397	5398	5415	5434	5396	5391	.93600	.93350	.93250	.93550	.93400	.92450	.93600
10410280	5390	5388	5405	5422	5386	5408	5406	.93400	.93250	.93550	.93350	.92450	.93600	.93350
10412282	5406	5424	5443	5407	5469	5391	5390	.93250	.93600	.93400	.92500	.93300	.93650	.93450
1041325	5390	5410	5428	5393	5428	5424	5421	.93350	.93700	.93500	.92600	.93300	.93050	.92900
10414141	5436	5454	5423	5485	5442	5438	5440	.93150	.93000	.92150	.92950	.93150	.92900	.92850
10416087	5457	5476	5440	5552	5550	5552	5566	.93100	.92950	.92050	.93650	.93400	.93350	.93600
10417988	5586	5546	5347	5348	5350	5366	5381	.93450	.92500	.93700	.93500	.93450	.93750	.93500
10419947	5344	5408	5419	5419	5421	5437	5445	.92550	.93400	.93250	.93050	.93000	.93250	.92900
10421848	5417	5478	5346	5342	5344	5360	5374	.92150	.92900	.93100	.92850	.92800	.93050	.92800
10423892	5340	5281	5281	5282	5296	5317	5279	.91950	.93400	.93200	.93100	.93350	.93250	.92300
10425765	5331	5329	5329	5341	5361	5327	5391	.93550	.93300	.93200	.93400	.93300	.92400	.93200
10427748	5705	5703	5705	5717	5732	5698	5763	.93750	.93550	.93450	.93650	.93450	.92600	.93400
10429724	5572	5569	5572	5585	5605	5567	5630	.93700	.93450	.93400	.93650	.93500	.92600	.93350
10431650	3230	3234	3236	3243	3273	3269	3304	.95500	.95300	.95200	.95400	.95450	.94850	.95400
10433580	5370	5371	5368	5388	5406	5368	5430	.93550	.93400	.93250	.93600	.93400	.92450	.93250
1043360	5404	5403	5404	5419	5434	5399	5462	.93600	.93400	.93300	.93550	.93350	.92450	.93250
10435440	5955	5953	5953	5973	5995	5956	6015	.93400	.93200	.93100	.93400	.93300	.92450	.93100
10437338	5314	5314	5312	5330	5349	5317	5373	.93750	.93550	.93450	.93750	.93600	.92750	.93450
10439236	5537	5533	5536	5552	5566	5531	5346	.93150	.92900	.92850	.93100	.92850	.92000	.93650
10441136	5345	5343	5361	5377	5344	5277	5274	.93400	.93250	.93600	.93400	.92500	.94050	.93800
10443034	5276	5294	5314	5283	5615	5616	5612	.93700	.94050	.93900	.93050	.93450	.93250	.93100
10445003	5629	5642	5607	5677	5351	5350	5350	.93400	.93150	.92250	.93150	.93250	.93050	.92950
10446938	5368	5385	5349	5409	5358	5352	5358	.93250	.93100	.92150	.92900	.93600	.93300	.93300
10448955	5371	5387	5354	5416	3745	3749	3752	.93500	.93300	.92450	.93250	.96350	.96150	.96100
