Identifier	Size1	Size2	Size3	Size4	Size7	Level1	Level2	Level3	Level4	Level7
GCF_000013445.1_ASM1344v1_genomic	834014	826233	821621	817195	814066	.94100	.93250	.92700	.92200	.91850
GCF_000013725.1_ASM1372v1_genomic	599219	596502	592264	588432	585756	.93050	.92650	.92000	.91400	.91000
GCF_000014945.1_ASM1494v1_genomic	445479	442364	440028	437775	436360	.94800	.94150	.93650	.93150	.92850
GCF_000015145.1_ASM1514v1_genomic	408415	403169	403068	401439	401134	.98000	.96700	.96700	.96300	.96200
GCF_000015205.1_ASM1520v1_genomic	440785	433986	431231	428470	426901	.96550	.95050	.94450	.93850	.93500
GCF_000015225.1_ASM1522v1_genomic	437635	430749	429339	426354	425313	.96500	.95000	.94700	.94050	.93800
GCF_000015765.1_ASM1576v1_genomic	436377	431473	429780	427741	426413	.96700	.95600	.95250	.94800	.94500
GCF_000015805.1_ASM1580v1_genomic	489179	477658	477132	473262	471749	.97350	.95100	.94950	.94200	.93900
GCF_000015825.1_ASM1582v1_genomic	584441	574120	572294	567569	564199	.94350	.92650	.92350	.91600	.91050
GCF_000015945.1_ASM1594v1_genomic	373718	369540	369155	366609	366149	.95150	.94100	.94000	.93350	.93250
GCF_000016125.1_ASM1612v1_genomic	414961	411303	410633	408145	406053	.92750	.91950	.91800	.91250	.90750
GCF_000016385.1_ASM1638v1_genomic	520030	510968	510367	507599	506679	.98050	.96350	.96250	.95700	.95550
GCF_000016525.1_ASM1652v1_genomic	422757	417995	416831	413724	411928	.91250	.90200	.89950	.89300	.88900
GCF_000017165.1_ASM1716v1_genomic	389666	386803	385608	383355	382105	.90600	.89950	.89650	.89150	.88850
GCF_000017185.1_ASM1718v1_genomic	354091	349525	349018	346667	345207	.90250	.89050	.88950	.88350	.87950
GCF_000017225.1_ASM1722v1_genomic	411735	408024	407206	404647	402142	.92900	.92050	.91850	.91300	.90700
GCF_000017625.1_ASM1762v1_genomic	622255	612002	610581	606957	604367	.97850	.96250	.96050	.95450	.95050
GCF_000017945.1_ASM1794v1_genomic	314591	307729	307497	304928	304274	.96950	.94850	.94750	.94000	.93750
GCF_000018305.1_ASM1830v1_genomic	498982	486800	486071	482243	480475	.96050	.93700	.93550	.92850	.92500
GCF_000018365.1_ASM1836v1_genomic	454070	447306	447120	444566	443561	.98300	.96850	.96800	.96250	.96000
GCF_000018465.1_ASM1846v1_genomic	382635	379195	378546	376592	375352	.93000	.92200	.92000	.91550	.91250
GCF_000018485.1_ASM1848v1_genomic	405295	401366	400682	398404	397159	.92950	.92050	.91850	.91350	.91050
GCF_000019605.1_ASM1960v1_genomic	383299	379756	379409	378005	377449	.96350	.95500	.95400	.95050	.94900
GCF_000019805.1_ASM1980v1_genomic	427085	415920	415253	411638	410360	.96500	.94000	.93850	.93000	.92750
GCF_000020905.1_ASM2090v1_genomic	332039	327461	326483	325042	324615	.97250	.95950	.95650	.95200	.95100
GCF_000021965.1_ASM2196v1_genomic	700453	691811	688064	681459	675006	.95850	.94650	.94150	.93250	.92350
GCF_000022205.1_ASM2220v1_genomic	828873	823848	818630	810296	802324	.89800	.89250	.88650	.87750	.86900
GCF_000022365.1_ASM2236v1_genomic	500397	491594	491245	487819	486534	.97850	.96100	.96050	.95400	.95150
GCF_000022385.1_ASM2238v1_genomic	632967	631987	628537	625755	623643	.92500	.92400	.91850	.91450	.91150
GCF_000022405.1_ASM2240v1_genomic	609819	608401	605607	603242	601648	.93500	.93250	.92850	.92500	.92250
GCF_000022425.1_ASM2242v1_genomic	625400	624043	621109	618492	616858	.92900	.92700	.92250	.91900	.91650
GCF_000022445.1_ASM2244v1_genomic	610274	608531	606399	604099	602621	.94350	.94100	.93750	.93400	.93200
GCF_000022465.1_ASM2246v1_genomic	613166	613322	608291	605058	602775	.90750	.90800	.90050	.89550	.89200
GCF_000022485.1_ASM2248v1_genomic	637354	637865	632622	629040	626154	.89300	.89400	.88650	.88150	.87750
GCF_000022545.1_ASM2254v1_genomic	444835	442492	442042	441056	440598	.96400	.95900	.95800	.95550	.95450
GCF_000023945.1_ASM2394v1_genomic	732306	723581	722503	717579	714001	.94000	.92850	.92700	.92100	.91600
GCF_000023965.1_ASM2396v1_genomic	758561	748865	746024	737835	732836	.91050	.89900	.89550	.88550	.87950
GCF_000023985.1_ASM2398v1_genomic	344915	341163	340692	338874	338078	.91500	.90500	.90400	.89900	.89700
GCF_000024185.1_ASM2418v1_genomic	671261	668612	666121	661454	657301	.91400	.91050	.90700	.90050	.89500
GCF_000024305.1_ASM2430v1_genomic	632353	632611	627911	624179	621168	.92000	.92050	.91350	.90850	.90400
GCF_000024625.1_ASM2462v1_genomic	401442	397404	396498	394237	393137	.91150	.90200	.90000	.89500	.89250
GCF_000024745.1_ASM2474v1_genomic	587953	589279	583013	578766	575542	.88100	.88300	.87350	.86750	.86250
GCF_000025285.1_ASM2528v1_genomic	378701	375505	375118	373573	372969	.96900	.96050	.95950	.95550	.95400
GCF_000025325.1_ASM2532v1_genomic	1247112	1234265	1229401	1220818	1206979	.91700	.90750	.90400	.89750	.88750
GCF_000025505.1_ASM2550v1_genomic	526194	520168	519342	516591	515581	.95850	.94750	.94550	.94050	.93900
GCF_000025525.1_ASM2552v1_genomic	403022	398847	397914	395172	393042	.90900	.89950	.89750	.89150	.88650
GCF_000025625.1_ASM2562v1_genomic	1041701	1033302	1029906	1021690	1014685	.93750	.93000	.92700	.91950	.91350
GCF_000025665.1_ASM2566v1_genomic	354401	351055	350530	349373	348951	.95350	.94450	.94300	.94000	.93850
GCF_000025685.1_ASM2568v1_genomic	895890	882717	878088	868604	861306	.89300	.88000	.87500	.86550	.85850
GCF_000025865.1_ASM2586v1_genomic	485917	481544	480117	478269	477201	.96550	.95700	.95400	.95050	.94850
GCF_000026045.1_ASM2604v1_genomic	643108	632702	629938	623352	619198	.93550	.92050	.91650	.90650	.90050
GCF_000063445.1_ASM6344v1_genomic	763941	753480	749393	743940	740690	.96100	.94750	.94250	.93550	.93150
GCF_000069025.1_ASM6902v1_genomic	587954	585290	577728	567870	561235	.88100	.87700	.86600	.85100	.84100
GCF_000091665.1_ASM9166v1_genomic	394715	390460	389704	387329	385579	.90750	.89750	.89600	.89050	.88600
GCF_000092185.1_ASM9218v1_genomic	324226	319852	319760	318497	318403	.98500	.97150	.97150	.96750	.96700
GCF_000092305.1_ASM9230v1_genomic	298818	294556	293611	291317	289885	.90000	.88700	.88400	.87700	.87250
GCF_000092465.1_ASM9246v1_genomic	378130	373669	373233	370590	370193	.95700	.94550	.94450	.93800	.93700
GCF_000144915.1_ASM14491v1_genomic	363035	354786	354410	351233	350154	.97050	.94800	.94700	.93850	.93550
GCF_000145295.1_ASM14529v1_genomic	397304	390802	390367	387349	386311	.96950	.95350	.95250	.94500	.94250
GCF_000147875.1_ASM14787v1_genomic	689174	681041	677972	673706	670717	.96950	.95800	.95350	.94750	.94350
GCF_000148385.1_ASM14838v1_genomic	579929	568586	568241	564274	563131	.97700	.95800	.95750	.95050	.94850
GCF_000151085.1_ASM15108v1_genomic	534691	586741	525969	484366	423760	.71950	.78950	.70750	.65150	.57000
GCF_000151105.2_ASM15110v2_genomic	498093	494284	493917	492526	491987	.96500	.95750	.95700	.95450	.95300
GCF_000151205.2_ASM15120v2_genomic	507513	497324	496882	492479	490577	.97300	.95350	.95250	.94400	.94050
GCF_000151225.1_ASM15122v1_genomic	399087	394211	393566	391011	389564	.92400	.91250	.91100	.90500	.90150
GCF_000151245.1_ASM15124v1_genomic	395331	390260	389998	387726	386548	.92750	.91550	.91500	.90950	.90650
GCF_000152265.2_ASM15226v2_genomic	452684	449726	447072	444189	441760	.93550	.92950	.92400	.91800	.91300
GCF_000166095.1_ASM16609v1_genomic	284741	283089	282391	280765	280174	.91600	.91050	.90850	.90300	.90100
GCF_000172995.2_ASM17299v2_genomic	934503	925448	923873	916639	913146	.94750	.93850	.93700	.92950	.92600
GCF_000175555.1_ASM17555v1_genomic	631803	630220	627459	624483	621050	.94300	.94050	.93600	.93200	.92650
GCF_000179575.2_ASM17957v2_genomic	374193	370049	369039	366143	364605	.89200	.88250	.88000	.87300	.86900
GCF_000186365.1_ASM18636v1_genomic	321921	314384	313941	311281	310644	.97950	.95650	.95500	.94700	.94500
GCF_000187225.1_ASM18722v1_genomic	1002385	987417	986320	978219	972042	.93550	.92150	.92050	.91300	.90750
GCF_000189555.1_ASM18955v1_genomic	577493	576382	573202	571041	569555	.91550	.91350	.90850	.90500	.90300
GCF_000189575.1_ASM18957v1_genomic	613438	612052	608989	606623	604908	.92400	.92200	.91750	.91400	.91100
GCF_000189795.1_ASM18979v2_genomic	412519	407301	406938	404490	403274	.92550	.91400	.91300	.90750	.90450
GCF_000189815.1_ASM18981v2_genomic	413352	408994	407846	404838	403211	.92000	.91000	.90750	.90100	.89700
GCF_000189835.1_ASM18983v2_genomic	414853	409709	409320	406847	405660	.92600	.91450	.91350	.90800	.90550
GCF_000189855.1_ASM18985v2_genomic	413633	408987	408082	405271	403802	.92200	.91150	.90950	.90300	.90000
GCF_000189895.1_ASM18989v2_genomic	396706	391703	391307	388833	387648	.92600	.91450	.91350	.90750	.90500
GCF_000189915.1_ASM18991v2_genomic	442960	438799	436730	432703	429997	.90750	.89900	.89450	.88650	.88100
GCF_000189935.1_ASM18993v2_genomic	447928	446099	441490	436101	432261	.89200	.88800	.87900	.86800	.86050
GCF_000189955.1_ASM18995v2_genomic	447884	443328	441614	437698	435034	.91150	.90250	.89900	.89100	.88550
GCF_000189975.1_ASM18997v2_genomic	447581	443943	441257	436740	433483	.90750	.90000	.89450	.88550	.87850
GCF_000189995.1_ASM18999v2_genomic	432422	427319	426138	422679	420174	.91550	.90450	.90200	.89450	.88950
GCF_000190015.1_ASM19001v2_genomic	432114	426850	425828	422643	420319	.91650	.90500	.90300	.89600	.89100
GCF_000190035.1_ASM19003v2_genomic	434084	429873	427735	423565	420534	.90900	.90000	.89550	.88700	.88050
GCF_000190055.1_ASM19005v2_genomic	454261	449267	447630	443922	441193	.91200	.90200	.89850	.89100	.88550
GCF_000190075.1_ASM19007v2_genomic	450425	445094	443765	440308	437961	.91350	.90250	.90000	.89300	.88800
GCF_000190095.1_ASM19009v2_genomic	452612	447105	445965	442649	440345	.91500	.90350	.90150	.89450	.89000
GCF_000190115.1_ASM19011v2_genomic	452197	449238	445620	440611	436775	.89900	.89300	.88600	.87600	.86850
GCF_000190135.1_ASM19013v2_genomic	449431	444619	442872	439250	436651	.91000	.90050	.89700	.88950	.88400
GCF_000190155.1_ASM19015v2_genomic	424032	420036	417989	414279	411825	.90750	.89850	.89450	.88650	.88100
GCF_000190175.1_ASM19017v2_genomic	417341	412875	411322	408193	406050	.91800	.90800	.90450	.89800	.89300
GCF_000190315.1_ASM19031v1_genomic	559589	550174	549815	546708	545769	.97350	.95700	.95650	.95100	.94950
GCF_000191585.1_ASM19158v1_genomic	611834	607655	607046	604657	603089	.94700	.94050	.93950	.93600	.93350
GCF_000193375.1_ASM19337v1_genomic	467974	455385	454963	450982	449812	.96700	.94050	.94000	.93150	.92900
GCF_000194625.1_ASM19462v1_genomic	460634	455955	455080	452982	452132	.96850	.95900	.95700	.95250	.95050
GCF_000195895.1_ASM19589v1_genomic	1133220	1135447	1122499	1108838	1090892	.93000	.93200	.92100	.91000	.89500
GCF_000195915.1_ASM19591v1_genomic	384494	379609	379415	378228	377979	.98250	.97000	.96950	.96650	.96600
GCF_000195935.2_ASM19593v2_genomic	430902	426048	425727	424070	423591	.97450	.96350	.96250	.95900	.95800
GCF_000196655.1_ASM19665v1_genomic	556574	553689	547619	541778	536617	.92500	.92050	.91000	.90050	.89200
GCF_000196895.1_ASM19689v1_genomic	835730	828277	824940	816453	809269	.93050	.92250	.91850	.90900	.90100
GCF_000204415.1_ASM20441v1_genomic	695058	694405	686568	680370	676249	.91850	.91750	.90750	.89900	.89350
GCF_000204925.1_ASM20492v1_genomic	447712	445173	445035	444359	444162	.97300	.96750	.96700	.96550	.96500
GCF_000211475.1_ASM21147v1_genomic	449913	446515	446024	444475	443897	.96700	.95950	.95850	.95500	.95350
GCF_000213215.1_ASM21321v1_genomic	502646	500097	498732	496727	495317	.94050	.93550	.93300	.92950	.92650
GCF_000214415.1_ASM21441v1_genomic	410748	409237	406545	403302	400346	.88600	.88250	.87700	.87000	.86350
GCF_000214725.1_ASM21472v1_genomic	597636	595161	593046	589942	587346	.93850	.93500	.93150	.92650	.92250
GCF_000215915.2_HLRTI_V2_genomic	734048	727299	724301	717780	712040	.93300	.92450	.92050	.91250	.90500
GCF_000215995.1_ASM21599v1_genomic	419255	412863	412276	410174	409300	.97650	.96200	.96050	.95550	.95350
GCF_000217715.1_ASM21771v1_genomic	995086	981669	978429	971965	965178	.91400	.90150	.89850	.89250	.88650
GCF_000217995.1_ASM21799v1_genomic	508325	503821	502014	499769	498476	.95050	.94250	.93900	.93450	.93200
GCF_000220175.1_ASM22017v1_genomic	374500	371861	371325	369883	369153	.93150	.92500	.92350	.92000	.91800
GCF_000220645.1_ASM22064v1_genomic	406744	402375	402145	399925	398868	.93150	.92150	.92100	.91550	.91300
GCF_000221185.1_ASM22118v1_genomic	490953	480448	480387	476255	474553	.97650	.95550	.95500	.94700	.94350
GCF_000223395.1_ASM22339v1_genomic	451487	444737	444558	442879	442441	.97950	.96500	.96450	.96100	.96000
GCF_000223905.1_ASM22390v1_genomic	917795	906515	903896	895946	889883	.94350	.93200	.92950	.92100	.91500
GCF_000226975.2_ASM22697v3_genomic	992035	980256	975203	968087	961298	.90550	.89500	.89000	.88350	.87750
GCF_000230715.2_ASM23071v3_genomic	860286	852938	847978	840503	835061	.90850	.90050	.89550	.88750	.88150
GCF_000230735.2_ASM23073v3_genomic	983400	974477	968157	958292	945944	.90350	.89500	.88950	.88050	.86900
GCF_000230955.2_ASM23095v3_genomic	720166	708253	705187	699338	693816	.91100	.89550	.89200	.88450	.87750
GCF_000231015.2_ASM23101v3_genomic	339370	334047	333769	332317	332068	.98050	.96500	.96450	.96000	.95950
GCF_000234805.1_ASM23480v1_genomic	597089	585702	583893	577926	573085	.96750	.94900	.94600	.93650	.92850
GCF_000235565.1_ASM23556v1_genomic	600289	587504	585390	580117	576301	.93400	.91400	.91050	.90250	.89650
GCF_000237865.1_ASM23786v1_genomic	781202	778270	773137	767632	764288	.95850	.95450	.94850	.94150	.93750
GCF_000241145.1_ASM24114v2_genomic	425740	424913	421171	416232	409567	.91750	.91600	.90800	.89700	.88250
GCF_000242875.2_ASM24287v3_genomic	369122	366789	366514	365410	364639	.93850	.93250	.93200	.92900	.92700
GCF_000243255.1_ASM24325v1_genomic	760264	748279	744030	738607	734880	.95000	.93500	.93000	.92300	.91850
GCF_000243315.1_ASM24331v1_genomic	616735	617511	607611	603140	599613	.87850	.87950	.86550	.85900	.85400
GCF_000243455.1_ASM24345v2_genomic	401961	398977	396976	394809	393122	.88400	.87750	.87300	.86800	.86450
GCF_000245095.1_ASM24509v2_genomic	620525	618868	616527	613900	612158	.93850	.93550	.93200	.92800	.92550
GCF_000245115.1_ASM24511v2_genomic	620499	619635	616455	613615	611556	.92600	.92450	.91950	.91550	.91250
GCF_000245135.1_ASM24513v2_genomic	614143	612871	610085	607566	605855	.93200	.93000	.92550	.92200	.91950
GCF_000245155.1_ASM24515v2_genomic	620819	620025	616779	613932	611751	.92600	.92500	.92000	.91600	.91250
GCF_000245175.1_ASM24517v2_genomic	607433	605788	603288	601039	599648	.93400	.93150	.92750	.92400	.92200
GCF_000245195.1_ASM24519v2_genomic	607641	606157	603780	601400	599901	.93200	.92950	.92600	.92200	.92000
GCF_000245215.1_ASM24521v2_genomic	628361	626928	624472	621711	619779	.94300	.94100	.93750	.93300	.93000
GCF_000245235.1_ASM24523v2_genomic	606002	604331	601965	599694	598218	.93600	.93350	.92950	.92600	.92400
GCF_000245255.1_ASM24525v2_genomic	626245	625038	622051	619491	617619	.92950	.92750	.92350	.91950	.91650
GCF_000245275.1_ASM24527v2_genomic	614220	612691	610069	607634	606100	.93150	.92900	.92500	.92150	.91900
GCF_000246985.2_ASM24698v3_genomic	532260	528716	527492	525659	524634	.96100	.95450	.95250	.94900	.94700
GCF_000251105.1_ASM25110v1_genomic	577578	568852	566939	563844	562692	.97150	.95650	.95350	.94800	.94600
GCF_000253055.1_ASM25305v1_genomic	449197	441891	440925	438647	437741	.97550	.95950	.95750	.95250	.95050
GCF_000258425.1_ASM25842v1_genomic	313793	312498	312115	311650	311492	.95150	.94750	.94600	.94500	.94400
GCF_000258515.1_TheZil1.0_genomic	429781	421835	421210	418324	417065	.97400	.95600	.95450	.94800	.94500
GCF_000259215.1_ASM25921v1_genomic	776622	765818	763888	757316	751448	.91800	.90500	.90300	.89500	.88800
GCF_000263735.1_ASM26373v1_genomic	420079	417588	417097	415810	415445	.96750	.96150	.96050	.95750	.95650
GCF_000264495.1_ASM26449v1_genomic	331670	326380	326277	324669	324267	.97800	.96250	.96200	.95750	.95600
GCF_000265525.1_ASM26552v1_genomic	475145	464531	464429	460437	458750	.97450	.95250	.95250	.94400	.94050
GCF_000275605.1_ASM27560v1_genomic	452335	449994	449131	447666	447062	.94750	.94250	.94050	.93750	.93600
GCF_000275865.1_ASM27586v1_genomic	587838	575046	573310	568136	564299	.95000	.92950	.92650	.91850	.91200
GCF_000281695.1_ASM28169v1_genomic	876005	867260	864879	858115	852358	.92350	.91450	.91200	.90450	.89850
GCF_000283335.1_162.HSB1.1_genomic	1044454	1030346	1027778	1020298	1009584	.93000	.91750	.91500	.90850	.89900
GCF_000296615.1_ASM29661v1_genomic	702461	692577	689633	683550	678960	.88700	.87450	.87050	.86300	.85700
GCF_000299365.1_ASM29936v1_genomic	384001	380911	380595	379166	378458	.93650	.92900	.92800	.92450	.92300
GCF_000299395.1_ASM29939v1_genomic	395235	392393	391963	390416	389489	.93500	.92800	.92700	.92350	.92100
GCF_000300255.2_ASM30025v2_genomic	402457	395071	394620	391046	389997	.96550	.94800	.94700	.93850	.93550
GCF_000302455.1_ASM30245v1_genomic	638767	633727	632868	630697	629487	.95200	.94450	.94300	.93950	.93800
GCF_000303155.1_ASM30315v1_genomic	684107	678795	676481	672853	670686	.96550	.95800	.95500	.94950	.94650
GCF_000304355.2_Mb_MS2_genomic	658775	649180	645746	640010	634314	.94450	.93050	.92600	.91750	.90950
GCF_000306765.2_ASM30676v2_genomic	923139	912824	910893	904845	900384	.94550	.93500	.93300	.92700	.92250
GCF_000308215.1_ASM30821v1_genomic	631609	619249	618378	612858	610224	.96400	.94500	.94400	.93550	.93150
GCF_000317795.1_ASM31779v1_genomic	353053	351549	350613	348993	347951	.91300	.90900	.90650	.90250	.89950
GCF_000320505.1_ASM32050v2_genomic	465916	462464	462199	459916	458540	.91100	.90400	.90350	.89900	.89650
GCF_000327485.1_ASM32748v1_genomic	686488	675939	674459	670218	667305	.97350	.95850	.95650	.95050	.94600
GCF_000327505.1_ASM32750v1_genomic	345477	341142	340727	339507	339277	.96150	.94950	.94800	.94500	.94400
GCF_000328285.1_Haloferax_sp._BAB2207_V.1_genomic	853088	838638	836232	828102	822241	.91100	.89600	.89300	.88450	.87800
GCF_000328525.1_ASM32852v1_genomic	746082	738359	736931	732788	729355	.92550	.91600	.91450	.90900	.90500
GCF_000328665.1_ASM32866v1_genomic	653338	649337	646494	643083	640811	.96300	.95700	.95250	.94750	.94450
GCF_000328685.1_ASM32868v1_genomic	985301	972851	968753	961998	954712	.91350	.90200	.89800	.89200	.88500
GCF_000328925.1_NAR_genomic	798646	795250	791861	781974	720720	.92800	.92400	.92050	.90900	.83750
GCF_000328945.1_NSJ_genomic	386574	383442	383095	381677	380697	.93650	.92900	.92800	.92450	.92200
GCF_000334895.1_ASM33489v1_genomic	793638	783624	782058	775500	770847	.91300	.90150	.89950	.89200	.88700
GCF_000336615.1_ASM33661v1_genomic	996009	985049	981651	972458	963526	.94300	.93250	.92950	.92050	.91200
GCF_000336635.1_ASM33663v1_genomic	1019930	1008144	1006651	999180	992635	.95300	.94200	.94050	.93350	.92750
GCF_000336655.1_ASM33665v1_genomic	990180	977392	973804	967106	961019	.91300	.90100	.89800	.89150	.88600
GCF_000336675.1_ASM33667v1_genomic	782679	771982	769850	762975	757135	.91550	.90300	.90050	.89250	.88550
GCF_000336695.1_ASM33669v1_genomic	685281	677796	674486	666577	657899	.91650	.90650	.90200	.89150	.87950
GCF_000336715.1_ASM33671v1_genomic	927736	922394	912709	898451	882298	.91600	.91050	.90100	.88700	.87100
GCF_000336735.1_ASM33673v1_genomic	827129	811936	809734	801903	796832	.90650	.89000	.88750	.87900	.87350
GCF_000336755.1_ASM33675v1_genomic	929992	918326	916508	910413	906043	.94100	.92950	.92750	.92150	.91700
GCF_000336775.1_ASM33677v1_genomic	919989	905163	901905	893745	886571	.90700	.89250	.88900	.88100	.87400
GCF_000336795.1_ASM33679v1_genomic	820190	805251	803240	795296	790172	.90650	.89000	.88750	.87900	.87350
GCF_000336815.1_ASM33681v1_genomic	910187	895280	892116	884332	877367	.91050	.89550	.89250	.88450	.87750
GCF_000336835.1_ASM33683v1_genomic	814455	799331	797229	789547	784263	.90550	.88850	.88600	.87750	.87150
GCF_000336855.1_ASM33685v1_genomic	817106	801987	799787	792123	786796	.90550	.88850	.88650	.87800	.87200
GCF_000336875.1_ASM33687v1_genomic	830429	821926	817555	809859	801211	.90200	.89250	.88800	.87950	.87000
GCF_000336915.1_ASM33691v1_genomic	801037	792118	791038	785085	780323	.92900	.91850	.91700	.91050	.90450
GCF_000336935.1_ASM33693v1_genomic	967356	960615	955527	944394	925535	.92150	.91500	.91000	.89950	.88150
GCF_000336955.1_ASM33695v1_genomic	864231	852344	850807	844619	840278	.93500	.92200	.92050	.91350	.90900
GCF_000336975.1_ASM33697v1_genomic	811854	796774	794778	786997	781698	.90550	.88850	.88600	.87750	.87150
GCF_000336995.1_ASM33699v1_genomic	702016	693446	691454	685963	682639	.90350	.89250	.88950	.88250	.87850
GCF_000337015.1_ASM33701v1_genomic	754404	745229	741276	734458	729617	.89200	.88100	.87650	.86850	.86250
GCF_000337035.1_ASM33703v1_genomic	819504	810002	806529	798889	791467	.89900	.88900	.88500	.87650	.86850
GCF_000337055.1_ASM33705v1_genomic	735854	726383	723158	716452	711728	.89000	.87850	.87450	.86650	.86050
GCF_000337075.1_ASM33707v1_genomic	672295	662347	659970	653570	650054	.88550	.87200	.86900	.86050	.85600
GCF_000337095.1_ASM33709v1_genomic	1001761	986529	983793	975388	965259	.91400	.90000	.89750	.89000	.88050
GCF_000337115.1_ASM33711v1_genomic	891940	880035	877133	870348	864090	.91600	.90350	.90050	.89350	.88750
GCF_000337135.1_ASM33713v1_genomic	1015481	1007875	1004911	996378	989294	.94250	.93550	.93300	.92500	.91850
GCF_000337155.1_ASM33715v1_genomic	868901	859226	856857	850670	846014	.92050	.91050	.90800	.90150	.89650
GCF_000337175.1_ASM33717v1_genomic	932633	923939	921697	914445	905805	.92700	.91850	.91600	.90900	.90050
GCF_000337195.1_ASM33719v1_genomic	968682	957479	955013	947089	939192	.92450	.91400	.91150	.90400	.89650
GCF_000337215.1_ASM33721v1_genomic	1048281	1036082	1032126	1025616	1017789	.91400	.90300	.89950	.89400	.88700
GCF_000337235.1_ASM33723v1_genomic	1147871	1136515	1133609	1126575	1118980	.93200	.92250	.92050	.91450	.90850
GCF_000337255.1_ASM33725v1_genomic	383129	380473	378640	375262	373076	.94800	.94150	.93700	.92850	.92300
GCF_000337275.1_ASM33727v1_genomic	1051685	1040383	1037866	1028731	1018254	.95500	.94450	.94250	.93400	.92450
GCF_000337295.1_ASM33729v1_genomic	922607	911882	910481	904484	900342	.94750	.93650	.93500	.92900	.92450
GCF_000337315.1_ASM33731v1_genomic	878088	863570	860764	852357	846173	.90850	.89350	.89050	.88150	.87550
GCF_000337335.1_ASM33733v1_genomic	735805	726311	723024	716316	711565	.89000	.87850	.87450	.86650	.86100
GCF_000337355.1_ASM33735v1_genomic	817093	808451	804625	797418	792571	.90300	.89350	.88900	.88100	.87600
GCF_000337375.1_ASM33737v1_genomic	765579	755801	752942	746833	742725	.89400	.88250	.87950	.87200	.86750
GCF_000337395.1_ASM33739v1_genomic	695566	685306	682742	676676	672908	.88650	.87350	.87050	.86250	.85750
GCF_000337415.1_ASM33741v1_genomic	741381	731635	728927	722025	716591	.89100	.87900	.87600	.86750	.86100
GCF_000337435.1_ASM33743v1_genomic	750129	741277	736693	729362	723274	.88850	.87800	.87300	.86400	.85700
GCF_000337455.1_ASM33745v1_genomic	1061327	1046157	1042172	1034666	1027804	.90400	.89150	.88800	.88150	.87550
GCF_000337475.1_ASM33747v1_genomic	823217	816094	812958	806129	798493	.93500	.92700	.92350	.91550	.90700
GCF_000337495.1_ASM33749v1_genomic	1104036	1091030	1086930	1079535	1070353	.91200	.90150	.89800	.89200	.88450
GCF_000337515.1_ASM33751v1_genomic	750854	742973	741904	738266	735738	.92750	.91750	.91650	.91200	.90850
GCF_000337535.1_ASM33753v1_genomic	1080002	1069078	1067018	1059194	1052670	.93550	.92600	.92400	.91750	.91150
