Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
GCF_000142905.1_TheTra_May2010_genomic	502834	494880	490281	491852	1127336	1125088	1122153	.86900	.85550	.84750	.85000	.98500	.98300	.98050
GCF_000142945.1_ASM14294v1_genomic	1119307	1117606	1118390	241746	239664	238577	237828	.97800	.97650	.97750	.96350	.95500	.95100	.94800
GCF_000149405.2_ASM14940v2_genomic	237519	237861	2450039	2508026	2432003	2370010	2314031	.94650	.94800	.85950	.88000	.85350	.83150	.81200
GCF_000149755.1_P.sojae_V3.0_genomic	2315796	200579	199858	199809	199688	199648	199758	.81250	.94800	.94450	.94400	.94350	.94350	.94400
GCF_000150955.2_ASM15095v2_genomic	229210	228728	228337	227974	227910	228056	680726	.96550	.96350	.96150	.96000	.96000	.96050	.95550
GCF_000151545.1_ASM15154v2_genomic	682161	676625	672855	670428	671770	429686	429105	.95750	.94950	.94450	.94100	.94250	.94050	.93950
GCF_000151665.1_ASM15166v1_genomic	428807	428497	428245	428479	437089	431970	429473	.93850	.93800	.93750	.93800	.94000	.92900	.92350
GCF_000165345.1_ASM16534v1_genomic	424882	422785	423607	416336	420562	413691	408093	.91400	.90950	.91100	.88500	.89400	.87900	.86750
GCF_000165365.1_ASM16536v1_genomic	402148	403269	634858	634571	626772	620065	613766	.85450	.85700	.90850	.90800	.89700	.88750	.87850
GCF_000165395.1_ASM16539v1_genomic	615059	121925	121746	121391	121210	121001	121058	.88000	.86300	.86200	.85950	.85800	.85650	.85650
GCF_000165425.1_ASM16542v1_genomic	183302	182003	180403	179690	179257	179724	996298	.94500	.93800	.93000	.92600	.92350	.92600	.96500
GCF_000186865.1_v_1.0_genomic	996721	991253	987362	985147	985897	212302	222623	.96550	.96050	.95650	.95450	.95500	.68400	.71750
GCF_000189635.1_JCVI-TTA1-2.2_genomic	209520	202355	196266	196950	265822	268304	259315	.67500	.65200	.63250	.63450	.87900	.88700	.85700
GCF_000190715.1_v1.0_genomic	255880	253803	255337	111279	114010	110624	109387	.84600	.83900	.84400	.55650	.57000	.55300	.54700
GCF_000194455.1_ASM19445v1_genomic	107574	107500	340668	341049	337853	336815	336351	.53750	.53700	.92100	.92200	.91350	.91050	.90950
GCF_000203815.1_DFas_2.0_genomic	336560	620155	619683	618062	615711	612997	613734	.91000	.90600	.90500	.90300	.89950	.89550	.89650
GCF_000208865.1_ASM20886v2_genomic	268263	268615	265797	265018	264545	265180	2027029	.95850	.96000	.94950	.94700	.94500	.94750	.95050
GCF_000208925.1_JCVI_ESG2_1.0_genomic	2030046	2016207	2002467	1994295	1995322	728248	727451	.95200	.94550	.93900	.93550	.93600	.95100	.95000
GCF_000209065.1_ASM20906v1_genomic	723709	720662	719501	719956	404098	402745	402810	.94500	.94100	.93950	.94000	.98800	.98450	.98450
GCF_000209125.1_JCVI_EDISG_1.0_genomic	402654	402660	402687	502210	502370	498568	496754	.98400	.98400	.98400	.97150	.97200	.96450	.96100
GCF_000210295.1_ASM21029v1_genomic	495969	496659	526050	522240	522250	520015	519266	.95950	.96050	.92200	.91550	.91550	.91150	.91000
GCF_000220395.1_JCVI-IMG1-V.1_genomic	519552	515877	511889	509920	507277	506257	507064	.91050	.97250	.96500	.96100	.95600	.95400	.95550
GCF_000223845.1_GNI3_genomic	438047	436879	434502	432309	431577	432008	1093705	.96050	.95800	.95250	.94750	.94600	.94700	.95900
GCF_000227135.1_ASM22713v2_genomic	1094536	1087881	1082946	1080832	1081678	426556	423484	.95950	.95350	.94950	.94750	.94800	.97200	.96500
GCF_000234665.1_ASM23466v4_genomic	420508	419032	418273	419286	282976	283080	280433	.95850	.95500	.95300	.95550	.93400	.93450	.92550
GCF_000240725.1_ASM24072v1_genomic	279200	278599	279042	470678	470560	468229	466177	.92150	.91950	.92100	.96150	.96150	.95650	.95250
GCF_000247585.1_PP_INRA-310_V2_genomic	464805	465709	607384	610979	603792	598553	595474	.94950	.95150	.92650	.93200	.92100	.91300	.90850
GCF_000257125.1_ENU1_v1_genomic	596382	635581	640826	621384	609164	602223	605617	.91000	.93500	.94250	.91400	.89600	.88550	.89050
GCF_000281045.1_Sap_diclina_VS20_V1_genomic	1660140	1655156	1651636	1647188	1644832	1645726	906516	.98250	.97950	.97750	.97500	.97350	.97400	.96150
GCF_000313135.1_Acastellanii.strNEFF_v1_genomic	907782	902071	898875	897229	897985	453558	451989	.96300	.95650	.95350	.95150	.95250	.98450	.98100
GCF_000315625.1_Guith1_genomic	451176	450646	450508	450827	250762	251862	246349	.97950	.97850	.97800	.97850	.94950	.95350	.93250
GCF_000321355.1_PcynB_1.0_genomic	244490	243626	244451	1168544	1166826	1158649	1149646	.92550	.92250	.92550	.96800	.96650	.96000	.95250
GCF_000330505.1_EIA2_v2_genomic	1144225	1146290	304321	303508	302023	301350	301128	.94800	.94950	.96500	.96250	.95800	.95550	.95500
GCF_000342415.1_JCVI-bewag-v1.1_genomic	301427	578487	574754	573891	573164	572806	573362	.95600	.98150	.97500	.97350	.97200	.97150	.97250
GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0_genomic	1018184	1013940	1012590	1010794	1010245	1010670	254905	.98250	.97850	.97700	.97550	.97500	.97550	.96700
GCF_000499385.1_ENH001_genomic	254341	254273	254100	254085	254234	873866	871517	.96500	.96450	.96400	.96350	.96400	.96500	.96250
GCF_000499425.1_EAH001_genomic	867975	862489	860915	861684	310720	309006	308886	.95850	.95250	.95100	.95150	.97250	.96700	.96650
GCF_000499545.2_ETH001_genomic	308665	308604	308770	5940892	5937810	5915754	5881836	.96600	.96550	.96600	.96900	.96850	.96500	.95950
GCF_000499605.1_EMW001_genomic	5847043	5849143	137615	137176	135568	135228	135020	.95400	.95400	.89400	.89150	.88100	.87850	.87700
GCF_000499745.2_EMH001_genomic	135240	1032067	1026779	1023508	1020652	1019312	1020298	.87850	.97150	.96650	.96350	.96050	.95950	.96050
GCF_000520075.1_Apha_asta_APO3_V1_genomic	1515005	1522378	1503903	1486549	1474534	1478064	629692	.95400	.95900	.94700	.93600	.92850	.93100	.94550
GCF_000520115.1_Apha_inva_NJM9701_V1_genomic	628302	625640	623504	622858	623249	761790	758795	.94350	.93950	.93600	.93500	.93550	.91650	.91250
GCF_000524495.1_Plas_inui_San_Antonio_1_V1_genomic	757075	754586	751981	752589	131945	131426	131072	.91050	.90750	.90450	.90500	.91650	.91250	.91000
GCF_000691245.1_Tgr_V1_genomic	130848	130730	130886	130840	242915	241348	240240	.90850	.90750	.90850	.90800	.97450	.96850	.96400
GCF_000691945.2_ASM69194v2_genomic	239603	239372	239823	331361	330339	330292	330088	.96150	.96050	.96200	.95050	.94750	.94750	.94700
GCF_000740895.1_ASM74089v1_genomic	329993	330143	731216	731807	720984	713190	709242	.94650	.94700	.94700	.94800	.93400	.92350	.91850
GCF_000743755.1_ASM74375v1_genomic	711261	676419	683218	673847	670094	668604	668987	.92100	.92650	.93550	.92300	.91750	.91550	.91600
GCF_000755165.1_ASM75516v1_genomic	378747	377904	375949	374913	374305	374766	200430	.94050	.93850	.93350	.93100	.92950	.93050	.97950
GCF_000787575.1_Asub_2.0_genomic	199556	199513	199536	199525	199586	490295	490968	.97550	.97500	.97500	.97500	.97550	.96650	.96800
GCF_000956335.1_Plas_frag_nilgiri_V1_genomic	485110	481170	478575	480746	834010	831687	830950	.95650	.94850	.94350	.94750	.98750	.98450	.98350
GCF_000981445.1_Bbig001_genomic	830296	829963	830317	797754	794413	792989	791912	.98300	.98250	.98300	.97900	.97500	.97350	.97200
GCF_001293395.1_ASM129339v1_genomic	791687	791982	430258	427811	427045	426143	426080	.97150	.97200	.97000	.96450	.96300	.96100	.96050
GCF_001601855.1_ASM160185v1_genomic	426260	2492472	2495439	2485952	2471950	2452444	2457771	.96100	.98100	.98200	.97850	.97300	.96500	.96700
GCF_001602025.1_ASM160202v1_genomic	1604626	1603478	1598469	1589799	1579545	1580941	486085	.92450	.92400	.92100	.91600	.91000	.91100	.89700
GCF_001680005.1_ASM168000v1_genomic	487713	483979	480669	478086	478617	766506	773755	.90000	.89300	.88700	.88200	.88300	.86700	.87550
GCF_001865345.1_ASM186534v1_genomic	762128	752811	742425	743810	179371	178736	178627	.86250	.85150	.84000	.84150	.90250	.89950	.89850
GCF_002087225.1_Tth_v3_genomic	178448	178357	178489	178445	2038584	2046574	2031745	.89800	.89700	.89800	.89750	.87550	.87900	.87250
GCF_002095265.1_B_xinjiang1.0_genomic	2012575	1976847	1974949	1836820	1835786	1825799	1814320	.86450	.84900	.84850	.92650	.92600	.92100	.91500
GCF_002157705.1_Pgonderi_assembly01_genomic	1799744	1800666	230009	229939	228284	227054	226185	.90750	.90800	.89900	.89900	.89250	.88750	.88400
GCF_002563875.1_Bbes1.0_genomic	226612	181745	181930	180348	179543	178868	179372	.88550	.91050	.91150	.90350	.89950	.89600	.89850
