Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
GCF_000247585.1_PP_INRA-310_V2_genomic.fna	683737	2614418	2594968	2592192	2593751	2592296	847824	0.954133	0.944213	0.937188	0.936186	0.936749	0.936223	0.959571
GCF_000257125.1_ENU1_v1_genomic.fna	844592	846202	844623	846317	24469180	24164314	24141287	0.955913	0.957735	0.955948	0.957865	0.919031	0.907581	0.906716
GCF_000281045.1_Sap_diclina_VS20_V1_genomic.fna	491473	483407	482686	483303	482669	3939946	3902795	0.886566	0.872016	0.870715	0.871828	0.870684	0.938421	0.929572
GCF_000313135.1_Acastellanii.strNEFF_v1_genomic.fna	3901644	3901107	3901973	4444080	4326126	4309196	4321826	0.929298	0.92917	0.929377	0.928871	0.904217	0.900678	0.903318
GCF_000315625.1_Guith1_genomic.fna	4307856	2617997	2579571	2577697	2578333	2577697	5913727	0.900398	0.900351	0.887136	0.886492	0.886711	0.886492	0.824989
GCF_000321355.1_PcynB_1.0_genomic.fna	5876697	5827205	5867095	5826253	1030637	1021784	1016586	0.819823	0.812918	0.818483	0.812786	0.826318	0.81922	0.815052
GCF_000330505.1_EIA2_v2_genomic.fna	1020568	1016564	1012429	999856	995851	999044	995908	0.818245	0.815035	0.933791	0.922194	0.9185	0.921445	0.918553
GCF_000342415.1_JCVI-bewag-v1.1_genomic.fna	956615	954621	956263	954641	956394	2999309	2899110	0.938793	0.936836	0.938448	0.936856	0.938576	0.893881	0.864019
GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0_genomic.fna	2862595	2892765	2861456	1697453	1667987	1670015	1667937	0.853136	0.862128	0.852797	0.914414	0.898541	0.899634	0.898514
GCF_000499385.1_ENH001_genomic.fna	1670031	1728880	1710300	1706697	1708832	1706792	806513	0.899642	0.908466	0.898703	0.89681	0.897932	0.89686	0.922464
GCF_000499425.1_EAH001_genomic.fna	803899	805141	803785	805247	1425569	1389679	1384799	0.919474	0.920894	0.919343	0.921016	0.94167	0.917962	0.914739
GCF_000499545.2_ETH001_genomic.fna	1388601	1384448	3022055	3009257	3008277	3008253	3008486	0.91725	0.914507	0.935298	0.931337	0.931033	0.931026	0.931098
GCF_000499605.1_EMW001_genomic.fna	2894800	2875740	2875528	2874910	2875933	1835286	1821018	0.941506	0.935307	0.935238	0.935037	0.93537	0.91367	0.906567
GCF_000499745.2_EMH001_genomic.fna	1818942	1819901	1819094	7840022	7450472	7302140	7428384	0.905533	0.906011	0.905609	0.936505	0.889973	0.872254	0.887334
GCF_000520075.1_Apha_asta_APO3_V1_genomic.fna	7299688	9955942	9847074	9791060	9834902	9788656	3259810	0.871961	0.899881	0.890041	0.884978	0.888941	0.884761	0.879684
GCF_000520115.1_Apha_inva_NJM9701_V1_genomic.fna	3196500	3180548	3192514	3179992	5109550	4831283	4710769	0.862599	0.858294	0.861523	0.858144	0.818373	0.773804	0.754502
GCF_000524495.1_Plas_inui_San_Antonio_1_V1_genomic.fna	4811586	4697708	1435346	1428922	1426906	1428080	1426890	0.77065	0.75241	0.84533	0.841546	0.840359	0.84105	0.840349
GCF_000691245.1_Tgr_V1_genomic.fna	15895206	15576399	15323236	15544113	10665694	10473724	10333672	0.830211	0.813559	0.800336	0.811873	0.883046	0.867152	0.855557
GCF_000691945.2_ASM69194v2_genomic.fna	10450885	1858696	1836216	1822950	1833512	1822580	1141188	0.865261	0.828718	0.818695	0.81278	0.81749	0.812616	0.885309
