Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
10089896	66	78	84	85	111	127	145	1.26650	1.33350	1.33350	1.40000	1.26650	1.26650	1.33350
10091599	58	71	77	77	104	120	137	1.51700	1.79300	1.79300	1.79300	1.65500	1.65500	1.65500
1009315	63	75	81	81	108	124	142	1.39150	1.47850	1.47850	1.47850	1.39150	1.39150	1.47850
10093638	64	76	83	83	110	126	143	1.30750	1.38450	1.46150	1.46150	1.38450	1.38450	1.38450
10095652	54	65	71	71	99	115	132	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000
10097516	67	79	86	86	113	129	146	1.23100	1.29250	1.35400	1.35400	1.29250	1.29250	1.29250
10099427	68	79	85	85	113	129	146	1.31250	1.31250	1.31250	1.31250	1.31250	1.31250	1.31250
10101421	66	79	85	85	112	127	145	1.24600	1.37700	1.37700	1.37700	1.31150	1.24600	1.31150
10103391	54	66	71	71	99	115	132	3.11100	3.55550	3.11100	3.11100	3.11100	3.11100	3.11100
10105459	70	82	87	88	115	131	148	1.26050	1.31500	1.26050	1.31500	1.26050	1.26050	1.26050
10107465	59	71	78	78	105	121	138	1.41200	1.52950	1.64700	1.64700	1.52950	1.52950	1.52950
1010812	68	80	87	87	113	129	147	1.23550	1.29400	1.35300	1.35300	1.23550	1.23550	1.29400
10109302	65	77	83	83	110	126	144	1.33350	1.40750	1.40750	1.40750	1.33350	1.33350	1.40750
10111193	60	72	79	79	106	121	139	1.44450	1.55550	1.66650	1.66650	1.55550	1.44450	1.55550
10113058	59	70	76	76	104	120	137	1.71450	1.71450	1.71450	1.71450	1.71450	1.71450	1.71450
10114951	58	70	76	76	103	119	136	1.76000	1.92000	1.92000	1.92000	1.76000	1.76000	1.76000
10116869	58	70	76	76	103	119	137	1.69250	1.84600	1.84600	1.84600	1.69250	1.69250	1.84600
101175	62	74	80	80	107	123	141	1.46350	1.56100	1.56100	1.56100	1.46350	1.46350	1.56100
10118758	71	83	89	89	116	132	149	1.23100	1.28200	1.28200	1.28200	1.23100	1.23100	1.23100
10120655	59	71	77	77	104	121	137	1.60000	1.73350	1.73350	1.73350	1.60000	1.73350	1.60000
10122559	59	71	77	77	104	120	137	1.65500	1.79300	1.79300	1.79300	1.65500	1.65500	1.65500
10124440	70	82	88	88	115	131	148	1.24300	1.29750	1.29750	1.29750	1.24300	1.24300	1.24300
10126318	62	73	79	79	106	122	139	1.57900	1.57900	1.57900	1.57900	1.47350	1.47350	1.47350
1012712	53	64	70	70	98	114	131	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000
10128236	68	81	86	86	113	128	146	1.29250	1.41550	1.35400	1.35400	1.29250	1.23100	1.29250
10130190	58	70	75	75	103	119	136	1.83350	2.00000	1.83350	1.83350	1.83350	1.83350	1.83350
10132141	69	81	87	87	114	130	147	1.23950	1.29600	1.29600	1.29600	1.23950	1.23950	1.23950
10134105	69	81	87	87	114	130	147	1.22200	1.27800	1.27800	1.27800	1.22200	1.22200	1.22200
10136062	67	79	86	86	113	129	147	1.19400	1.25350	1.31350	1.31350	1.25350	1.25350	1.31350
10138015	70	83	89	89	115	131	149	1.17950	1.28200	1.28200	1.28200	1.17950	1.17950	1.23100
10139968	53	64	70	70	98	114	131	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000
10141915	54	65	72	72	99	115	132	3.11100	3.11100	3.55550	3.55550	3.11100	3.11100	3.11100
10143929	65	78	84	84	111	127	144	1.18050	1.31150	1.31150	1.31150	1.24600	1.24600	1.24600
10145427	65	77	83	83	110	126	143	1.30900	1.38200	1.38200	1.38200	1.30900	1.30900	1.30900
1014610	61	73	78	78	106	122	139	1.51350	1.62150	1.51350	1.51350	1.51350	1.51350	1.51350
10147415	70	82	88	88	115	131	148	1.24300	1.29750	1.29750	1.29750	1.24300	1.24300	1.24300
10149380	56	68	74	74	101	117	135	1.89450	2.10550	2.10550	2.10550	1.89450	1.89450	2.10550
10151270	54	65	71	71	99	115	132	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000
10152482	67	79	85	85	112	128	146	1.27000	1.33350	1.33350	1.33350	1.27000	1.27000	1.33350
10154463	64	76	83	83	110	126	144	1.09700	1.16150	1.22600	1.22600	1.16150	1.16150	1.22600
10156434	60	72	78	78	105	121	139	1.52950	1.64700	1.64700	1.64700	1.52950	1.52950	1.64700
10158179	60	72	78	78	105	121	139	1.48550	1.60000	1.60000	1.60000	1.48550	1.48550	1.60000
10159923	67	79	86	86	112	128	146	1.27000	1.33350	1.39700	1.39700	1.27000	1.27000	1.33350
10161667	56	68	74	74	101	117	135	2.00000	2.22200	2.22200	2.22200	2.00000	2.00000	2.22200
10163412	65	78	84	84	111	126	144	1.26300	1.40350	1.40350	1.40350	1.33350	1.26300	1.33350
10165156	58	70	76	76	103	119	136	1.76000	1.92000	1.92000	1.92000	1.76000	1.76000	1.76000
1016533	60	72	78	78	105	121	139	1.57600	1.69700	1.69700	1.69700	1.57600	1.57600	1.69700
10166901	55	67	73	73	101	116	134	2.13350	2.40000	2.40000	2.40000	2.40000	2.13350	2.40000
10168647	72	84	90	90	117	133	150	1.25000	1.30000	1.30000	1.30000	1.25000	1.25000	1.25000
10170391	67	79	85	85	112	128	145	1.29050	1.35500	1.35500	1.35500	1.29050	1.29050	1.29050
10172136	67	79	86	86	112	128	146	1.27000	1.33350	1.39700	1.39700	1.27000	1.27000	1.33350
10173879	54	66	72	72	100	116	133	2.54550	2.90900	2.90900	2.90900	2.90900	2.90900	2.90900
10175624	63	75	81	81	108	124	142	1.36150	1.44700	1.44700	1.44700	1.36150	1.36150	1.44700
10177363	69	82	87	87	114	130	147	1.23950	1.35200	1.29600	1.29600	1.23950	1.23950	1.23950
10179108	55	67	73	73	101	116	134	2.13350	2.40000	2.40000	2.40000	2.40000	2.13350	2.40000
10180853	56	68	74	74	101	117	135	2.00000	2.22200	2.22200	2.22200	2.00000	2.00000	2.22200
10182598	70	83	88	89	115	131	149	1.21050	1.31600	1.26300	1.31600	1.21050	1.21050	1.26300
10184342	69	82	88	88	114	130	148	1.22200	1.33350	1.33350	1.33350	1.22200	1.22200	1.27800
1018459	54	64	71	71	99	115	132	4.00000	3.42850	4.00000	4.00000	4.00000	4.00000	4.00000
10186086	53	64	70	70	98	114	131	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000
10187832	67	79	85	85	112	128	145	1.29050	1.35500	1.35500	1.35500	1.29050	1.29050	1.29050
10189576	71	83	89	89	116	132	149	1.21500	1.26600	1.26600	1.26600	1.21500	1.21500	1.21500
10191320	65	78	84	84	111	126	144	1.26300	1.40350	1.40350	1.40350	1.33350	1.26300	1.33350
10193064	62	74	80	80	107	123	141	1.42850	1.52400	1.52400	1.52400	1.42850	1.42850	1.52400
10194809	62	73	80	80	107	123	140	1.50000	1.50000	1.60000	1.60000	1.50000	1.50000	1.50000
10196554	53	65	71	71	98	114	131	4.00000	4.66650	4.66650	4.66650	4.00000	4.00000	4.00000
1019749	70	83	89	89	115	131	149	1.19500	1.29850	1.29850	1.29850	1.19500	1.19500	1.24700
10198299	64	76	83	83	109	125	143	1.30750	1.38450	1.46150	1.46150	1.30750	1.30750	1.38450
10200040	60	72	78	78	105	121	139	1.52950	1.64700	1.64700	1.64700	1.52950	1.52950	1.64700
10201784	56	67	74	74	101	117	134	2.25000	2.25000	2.50000	2.50000	2.25000	2.25000	2.25000
10203528	61	73	79	79	106	122	140	1.47350	1.57900	1.57900	1.57900	1.47350	1.47350	1.57900
10205272	56	67	74	74	101	117	134	2.11750	2.11750	2.35300	2.35300	2.11750	2.11750	2.11750
10207016	70	82	88	88	115	131	148	1.22650	1.28000	1.28000	1.28000	1.22650	1.22650	1.22650
10208759	52	63	69	69	97	113	130	20.00000	20.00000	20.00000	20.00000	20.00000	20.00000	20.00000
10210503	61	73	80	80	107	122	140	1.27250	1.36350	1.45450	1.45450	1.36350	1.27250	1.36350
10212247	55	66	73	73	100	116	133	2.46150	2.46150	2.76900	2.76900	2.46150	2.46150	2.46150
10213993	57	69	75	75	102	118	136	1.81800	2.00000	2.00000	2.00000	1.81800	1.81800	2.00000
10215738	63	75	82	82	109	125	142	1.33350	1.41650	1.50000	1.50000	1.41650	1.41650	1.41650
10217483	54	65	71	71	99	115	132	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000
10219229	58	70	77	77	104	120	137	1.57150	1.71450	1.85700	1.85700	1.71450	1.71450	1.71450
10220975	61	72	79	79	106	122	139	1.51350	1.51350	1.62150	1.62150	1.51350	1.51350	1.51350
10222934	65	77	83	83	110	126	144	1.33350	1.40750	1.40750	1.40750	1.33350	1.33350	1.40750
10224911	66	79	85	85	112	128	145	1.24600	1.37700	1.37700	1.37700	1.31150	1.31150	1.31150
10226852	65	77	83	83	110	126	143	1.35850	1.43400	1.43400	1.43400	1.35850	1.35850	1.35850
10228779	66	79	85	85	112	127	145	1.26650	1.40000	1.40000	1.40000	1.33350	1.26650	1.33350
1022926	64	75	81	81	109	125	142	1.44700	1.44700	1.44700	1.44700	1.44700	1.44700	1.44700
10230701	53	64	70	70	98	114	131	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000
10232620	63	75	81	81	108	124	141	1.45450	1.54550	1.54550	1.54550	1.45450	1.45450	1.45450
10234545	55	66	72	72	100	116	133	2.90900	2.90900	2.90900	2.90900	2.90900	2.90900	2.90900
10236475	66	79	84	84	111	127	145	1.31050	1.44850	1.37950	1.37950	1.31050	1.31050	1.37950
10238401	56	67	72	72	101	117	134	2.40000	2.40000	2.13350	2.13350	2.40000	2.40000	2.40000
10240319	69	81	88	88	115	130	148	1.18900	1.24300	1.29750	1.29750	1.24300	1.18900	1.24300
10242256	61	73	79	79	106	122	139	1.55550	1.66650	1.66650	1.66650	1.55550	1.55550	1.55550
10244187	52	63	70	70	97	113	130	10.00000	10.00000	12.00000	12.00000	10.00000	10.00000	10.00000
10246116	70	83	89	89	115	131	149	1.21050	1.31600	1.31600	1.31600	1.21050	1.21050	1.26300
10248039	56	67	73	73	101	117	134	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000
10249977	59	70	76	76	104	120	137	1.77800	1.77800	1.77800	1.77800	1.77800	1.77800	1.77800
10251915	54	65	71	71	99	115	132	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000	4.00000
10253847	66	78	84	84	111	127	144	1.33350	1.40350	1.40350	1.40350	1.33350	1.33350	1.33350
10255761	56	67	72	72	100	116	133	2.57150	2.57150	2.28550	2.28550	2.28550	2.28550	2.28550
10257693	61	73	79	79	106	122	139	1.51350	1.62150	1.62150	1.62150	1.51350	1.51350	1.51350
10259635	53	65	70	70	98	114	131	4.00000	4.66650	4.00000	4.00000	4.00000	4.00000	4.00000
10261565	64	76	82	82	109	125	142	1.41650	1.50000	1.50000	1.50000	1.41650	1.41650	1.41650
1026219	67	79	84	84	112	128	145	1.33350	1.40000	1.33350	1.33350	1.33350	1.33350	1.33350
10263495	61	73	79	79	106	122	139	1.55550	1.66650	1.66650	1.66650	1.55550	1.55550	1.55550
10265423	69	82	88	88	114	130	148	1.22200	1.33350	1.33350	1.33350	1.22200	1.22200	1.27800
10267336	62	75	81	80	107	123	141	1.42850	1.61900	1.61900	1.52400	1.42850	1.42850	1.52400
10269271	62	74	80	80	107	123	140	1.46350	1.56100	1.56100	1.56100	1.46350	1.46350	1.46350
10271200	57	68	74	74	102	118	135	2.10550	2.10550	2.10550	2.10550	2.10550	2.10550	2.10550
10273126	65	78	84	84	111	126	144	1.30900	1.45450	1.45450	1.45450	1.38200	1.30900	1.38200
10275067	65	78	84	83	110	126	144	1.33350	1.48150	1.48150	1.40750	1.33350	1.33350	1.40750
10277006	53	64	70	70	98	114	131	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000
10278935	63	74	80	80	108	124	141	1.48850	1.48850	1.48850	1.48850	1.48850	1.48850	1.48850
10280869	57	69	74	74	102	118	135	1.90500	2.09500	1.90500	1.90500	1.90500	1.90500	1.90500
10282803	67	80	87	87	113	129	146	1.21200	1.33350	1.39400	1.39400	1.27250	1.27250	1.27250
10284737	53	64	70	70	98	114	131	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000
10286660	56	67	73	73	101	117	134	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000
1028685	54	64	71	71	99	115	132	4.00000	3.42850	4.00000	4.00000	4.00000	4.00000	4.00000
10288583	62	73	79	79	107	123	140	1.50000	1.50000	1.50000	1.50000	1.50000	1.50000	1.50000
10290509	58	69	75	75	103	119	136	1.76000	1.76000	1.76000	1.76000	1.76000	1.76000	1.76000
10292448	56	67	73	73	101	117	134	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000	2.25000
10294382	57	69	74	74	102	118	135	1.90500	2.09500	1.90500	1.90500	1.90500	1.90500	1.90500
10296309	65	77	83	83	110	126	143	1.38450	1.46150	1.46150	1.46150	1.38450	1.38450	1.38450
10298238	63	75	81	81	108	124	142	1.39150	1.47850	1.47850	1.47850	1.39150	1.39150	1.47850
10300182	66	79	85	85	111	127	145	1.28800	1.42350	1.42350	1.42350	1.28800	1.28800	1.35600
10302127	57	68	74	74	102	118	135	2.10550	2.10550	2.10550	2.10550	2.10550	2.10550	2.10550
10304064	59	71	77	77	104	120	137	1.65500	1.79300	1.79300	1.79300	1.65500	1.65500	1.65500
10306007	55	66	72	72	100	116	133	2.46150	2.46150	2.46150	2.46150	2.46150	2.46150	2.46150
10307943	53	64	70	70	98	114	131	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000
10309872	53	65	70	70	98	114	131	4.00000	4.66650	4.00000	4.00000	4.00000	4.00000	4.00000
10311806	65	80	84	84	111	126	144	1.14300	1.39700	1.27000	1.27000	1.20650	1.14300	1.20650
10313875	70	82	88	88	115	132	148	1.19500	1.24700	1.24700	1.24700	1.19500	1.24700	1.19500
10315830	66	79	85	85	111	127	145	1.20650	1.33350	1.33350	1.33350	1.20650	1.20650	1.27000
103171	61	74	80	80	107	122	140	1.36600	1.56100	1.56100	1.56100	1.46350	1.36600	1.46350
10317818	57	68	74	74	102	118	135	1.90500	1.90500	1.90500	1.90500	1.90500	1.90500	1.90500
10319782	63	75	80	80	108	124	141	1.45450	1.54550	1.45450	1.45450	1.45450	1.45450	1.45450
10321705	70	83	89	89	116	131	149	1.21050	1.31600	1.31600	1.31600	1.26300	1.21050	1.26300
10323576	63	75	81	81	108	124	142	1.39150	1.47850	1.47850	1.47850	1.39150	1.39150	1.47850
10325733	63	75	81	81	108	124	141	1.45450	1.54550	1.54550	1.54550	1.45450	1.45450	1.45450
1032674	54	65	71	71	99	115	132	3.11100	3.11100	3.11100	3.11100	3.11100	3.11100	3.11100
10327658	63	75	82	82	109	125	142	1.30600	1.38800	1.46950	1.46950	1.38800	1.38800	1.38800
10329678	60	72	78	78	105	121	139	1.48550	1.60000	1.60000	1.60000	1.48550	1.48550	1.60000
10331437	55	66	73	73	100	116	133	2.46150	2.46150	2.76900	2.76900	2.46150	2.46150	2.46150
10333440	60	71	78	78	105	121	138	1.52950	1.52950	1.64700	1.64700	1.52950	1.52950	1.52950
10335443	72	84	88	88	116	132	149	1.28200	1.33350	1.23100	1.23100	1.23100	1.23100	1.23100
10336973	70	83	87	87	114	131	147	1.29600	1.40850	1.29600	1.29600	1.23950	1.29600	1.23950
10338540	57	69	74	74	102	118	135	1.90500	2.09500	1.90500	1.90500	1.90500	1.90500	1.90500
10340476	69	81	87	87	114	130	147	1.27550	1.33350	1.33350	1.33350	1.27550	1.27550	1.27550
10342455	61	73	78	78	106	122	139	1.55550	1.66650	1.55550	1.55550	1.55550	1.55550	1.55550
10344407	71	84	89	89	116	132	149	1.23100	1.33350	1.28200	1.28200	1.23100	1.23100	1.23100
10346382	66	77	83	83	111	127	144	1.38200	1.38200	1.38200	1.38200	1.38200	1.38200	1.38200
10348361	54	66	72	72	99	115	132	3.11100	3.55550	3.55550	3.55550	3.11100	3.11100	3.11100
10350317	54	65	71	71	99	115	132	3.11100	3.11100	3.11100	3.11100	3.11100	3.11100	3.11100
1035218	68	81	87	87	114	130	147	1.12000	1.22650	1.22650	1.22650	1.17350	1.17350	1.17350
10352251	65	76	82	82	110	126	143	1.41200	1.41200	1.41200	1.41200	1.41200	1.41200	1.41200
10354260	53	64	70	70	98	114	131	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000
10356288	59	70	76	76	104	120	137	1.71450	1.71450	1.71450	1.71450	1.71450	1.71450	1.71450
10358212	52	63	69	69	97	113	130	20.00000	20.00000	20.00000	20.00000	20.00000	20.00000	20.00000
10360130	69	81	87	87	114	130	148	1.22200	1.27800	1.27800	1.27800	1.22200	1.22200	1.27800
10362030	70	82	89	89	116	131	149	1.16450	1.21500	1.26600	1.26600	1.21500	1.16450	1.21500
10363933	55	67	73	73	100	116	134	2.28550	2.57150	2.57150	2.57150	2.28550	2.28550	2.57150
10365830	53	65	71	71	98	114	132	4.00000	4.66650	4.66650	4.66650	4.00000	4.00000	4.66650
10367723	54	66	72	72	99	115	133	2.80000	3.20000	3.20000	3.20000	2.80000	2.80000	3.20000
10369618	54	65	71	71	99	115	132	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000	3.50000
10371516	68	80	86	86	113	129	147	1.23550	1.29400	1.29400	1.29400	1.23550	1.23550	1.29400
1037253	69	82	88	88	115	130	148	1.15800	1.26300	1.26300	1.26300	1.21050	1.15800	1.21050
10373408	62	74	80	80	107	123	141	1.36350	1.45450	1.45450	1.45450	1.36350	1.36350	1.45450
10375292	58	70	76	76	104	119	137	1.69250	1.84600	1.84600	1.84600	1.84600	1.69250	1.84600
10377187	65	77	83	83	110	126	143	1.35850	1.43400	1.43400	1.43400	1.35850	1.35850	1.35850
10379081	64	77	82	82	109	125	143	1.33350	1.49000	1.41200	1.41200	1.33350	1.33350	1.41200
10380995	71	83	89	89	116	132	149	1.23100	1.28200	1.28200	1.28200	1.23100	1.23100	1.23100
10382965	68	80	87	87	114	129	147	1.23550	1.29400	1.35300	1.35300	1.29400	1.23550	1.29400
10384883	64	76	83	83	110	126	143	1.33350	1.41200	1.49000	1.49000	1.41200	1.41200	1.41200
10386792	58	69	76	76	103	119	137	1.76000	1.76000	1.92000	1.92000	1.76000	1.76000	1.92000
10388727	65	78	83	83	110	126	143	1.33350	1.48150	1.40750	1.40750	1.33350	1.33350	1.33350
10390728	65	77	84	84	111	126	144	1.22050	1.28800	1.35600	1.35600	1.28800	1.22050	1.28800
10392731	69	81	87	87	114	130	147	1.29400	1.35300	1.35300	1.35300	1.29400	1.29400	1.29400
1039289	54	66	73	73	100	116	134	2.00000	2.28550	2.57150	2.57150	2.28550	2.28550	2.57150
10394663	70	82	89	89	115	131	149	1.21050	1.26300	1.31600	1.31600	1.21050	1.21050	1.26300
10396671	58	70	76	76	103	119	136	1.76000	1.92000	1.92000	1.92000	1.76000	1.76000	1.76000
10398660	57	69	75	75	102	118	136	1.81800	2.00000	2.00000	2.00000	1.81800	1.81800	2.00000
10400550	56	69	75	75	102	118	135	1.71450	2.09500	2.09500	2.09500	1.90500	1.90500	1.90500
10402488	53	64	70	70	98	114	131	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000	6.00000
10404428	67	79	85	85	112	128	145	1.31150	1.37700	1.37700	1.37700	1.31150	1.31150	1.31150
10406367	62	74	80	80	107	123	141	1.33350	1.42200	1.42200	1.42200	1.33350	1.33350	1.42200
10408313	56	68	73	73	101	117	134	2.00000	2.22200	2.00000	2.00000	2.00000	2.00000	2.00000
10410280	59	71	77	77	104	121	138	1.54850	1.67750	1.67750	1.67750	1.54850	1.67750	1.67750
10412282	61	72	78	78	106	122	139	1.55550	1.55550	1.55550	1.55550	1.55550	1.55550	1.55550
1041325	54	66	73	73	100	116	133	2.15400	2.46150	2.76900	2.76900	2.46150	2.46150	2.46150
10414141	68	80	86	86	113	129	146	1.31250	1.37500	1.37500	1.37500	1.31250	1.31250	1.31250
10416087	68	80	86	87	114	129	147	1.21750	1.27550	1.27550	1.33350	1.27550	1.21750	1.27550
10417988	65	77	83	83	110	126	143	1.33350	1.40750	1.40750	1.40750	1.33350	1.33350	1.33350
10419947	59	71	78	78	104	120	138	1.50000	1.62500	1.75000	1.75000	1.50000	1.50000	1.62500
10421848	60	71	78	78	105	121	139	1.48550	1.48550	1.60000	1.60000	1.48550	1.48550	1.60000
10423892	52	64	70	70	98	113	131	6.66500	8.00000	8.00000	8.00000	8.00000	6.66500	8.00000
10425765	66	78	84	84	111	127	144	1.33350	1.40350	1.40350	1.40350	1.33350	1.33350	1.33350
10427748	53	64	70	70	98	114	131	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000	8.00000
10429724	58	69	75	75	103	120	136	1.69250	1.69250	1.69250	1.69250	1.69250	1.84600	1.69250
10431650	55	66	72	72	100	116	133	2.46150	2.46150	2.46150	2.46150	2.46150	2.46150	2.46150
10433580	71	84	89	89	116	132	149	1.24700	1.35050	1.29850	1.29850	1.24700	1.24700	1.24700
1043360	53	64	71	71	98	114	132	4.00000	4.00000	4.66650	4.66650	4.00000	4.00000	4.66650
10435440	63	74	81	81	108	124	141	1.42200	1.42200	1.51100	1.51100	1.42200	1.42200	1.42200
10437338	67	79	85	85	112	129	146	1.29050	1.35500	1.35500	1.35500	1.29050	1.35500	1.35500
10439236	67	78	85	84	112	128	145	1.33350	1.33350	1.40000	1.33350	1.33350	1.33350	1.33350
10441136	61	72	78	78	106	122	139	1.60000	1.60000	1.60000	1.60000	1.60000	1.60000	1.60000
10443034	61	72	78	78	106	122	139	1.60000	1.60000	1.60000	1.60000	1.60000	1.60000	1.60000
10445003	70	82	88	88	116	131	149	1.19500	1.24700	1.24700	1.24700	1.24700	1.19500	1.24700
10446938	57	69	75	75	102	118	136	1.81800	2.00000	2.00000	2.00000	1.81800	1.81800	2.00000
10448955	54	66	72	72	99	115	133	2.80000	3.20000	3.20000	3.20000	2.80000	2.80000	3.20000
