Identifier	Size1	Size2	Size3	Size4	Size7	Level1	Level2	Level3	Level4	Level7
GCF_000210295.1_ASM21029v1_genomic	340668	341049	337853	336815	336351	.92100	.92200	.91350	.91050	.90950
GCF_000220395.1_JCVI-IMG1-V.1_genomic	620155	619683	618062	615711	612997	.90600	.90500	.90300	.89950	.89550
GCF_000223845.1_GNI3_genomic	268263	268615	265797	265018	264545	.95850	.96000	.94950	.94700	.94500
GCF_000227135.1_ASM22713v2_genomic	2027029	2030046	2016207	2002467	1994295	.95050	.95200	.94550	.93900	.93550
GCF_000234665.1_ASM23466v4_genomic	728248	727451	723709	720662	719501	.95100	.95000	.94500	.94100	.93950
GCF_000240725.1_ASM24072v1_genomic	404098	402745	402810	402654	402660	.98800	.98450	.98450	.98400	.98400
GCF_000247585.1_PP_INRA-310_V2_genomic	502210	502370	498568	496754	495969	.97150	.97200	.96450	.96100	.95950
GCF_000257125.1_ENU1_v1_genomic	526050	522240	522250	520015	519266	.92200	.91550	.91550	.91150	.91000
GCF_000281045.1_Sap_diclina_VS20_V1_genomic	515877	511889	509920	507277	506257	.97250	.96500	.96100	.95600	.95400
GCF_000313135.1_Acastellanii.strNEFF_v1_genomic	438047	436879	434502	432309	431577	.96050	.95800	.95250	.94750	.94600
GCF_000315625.1_Guith1_genomic	1093705	1094536	1087881	1082946	1080832	.95900	.95950	.95350	.94950	.94750
GCF_000321355.1_PcynB_1.0_genomic	426556	423484	420508	419032	418273	.97200	.96500	.95850	.95500	.95300
GCF_000330505.1_EIA2_v2_genomic	282976	283080	280433	279200	278599	.93400	.93450	.92550	.92150	.91950
GCF_000342415.1_JCVI-bewag-v1.1_genomic	470678	470560	468229	466177	464805	.96150	.96150	.95650	.95250	.94950
GCF_000372725.1_Emiliana_huxleyi_CCMP1516_main_genome_assembly_v1.0_genomic	607384	610979	603792	598553	595474	.92650	.93200	.92100	.91300	.90850
GCF_000499385.1_ENH001_genomic	635581	640826	621384	609164	602223	.93500	.94250	.91400	.89600	.88550
GCF_000499425.1_EAH001_genomic	1660140	1655156	1651636	1647188	1644832	.98250	.97950	.97750	.97500	.97350
GCF_000499545.2_ETH001_genomic	906516	907782	902071	898875	897229	.96150	.96300	.95650	.95350	.95150
GCF_000499605.1_EMW001_genomic	453558	451989	451176	450646	450508	.98450	.98100	.97950	.97850	.97800
GCF_000499745.2_EMH001_genomic	250762	251862	246349	244490	243626	.94950	.95350	.93250	.92550	.92250
GCF_000520075.1_Apha_asta_APO3_V1_genomic	1168544	1166826	1158649	1149646	1144225	.96800	.96650	.96000	.95250	.94800
GCF_000520115.1_Apha_inva_NJM9701_V1_genomic	304321	303508	302023	301350	301128	.96500	.96250	.95800	.95550	.95500
GCF_000524495.1_Plas_inui_San_Antonio_1_V1_genomic	578487	574754	573891	573164	572806	.98150	.97500	.97350	.97200	.97150
GCF_000691245.1_Tgr_V1_genomic	1018184	1013940	1012590	1010794	1010245	.98250	.97850	.97700	.97550	.97500
GCF_000691945.2_ASM69194v2_genomic	254905	254341	254273	254100	254085	.96700	.96500	.96450	.96400	.96350
GCF_000740895.1_ASM74089v1_genomic	873866	871517	867975	862489	860915	.96500	.96250	.95850	.95250	.95100
GCF_000743755.1_ASM74375v1_genomic	310720	309006	308886	308665	308604	.97250	.96700	.96650	.96600	.96550
GCF_000755165.1_ASM75516v1_genomic	5940892	5937810	5915754	5881836	5847043	.96900	.96850	.96500	.95950	.95400
GCF_000787575.1_Asub_2.0_genomic	137615	137176	135568	135228	135020	.89400	.89150	.88100	.87850	.87700
GCF_000956335.1_Plas_frag_nilgiri_V1_genomic	1032067	1026779	1023508	1020652	1019312	.97150	.96650	.96350	.96050	.95950
GCF_000981445.1_Bbig001_genomic	1515005	1522378	1503903	1486549	1474534	.95400	.95900	.94700	.93600	.92850
GCF_001293395.1_ASM129339v1_genomic	629692	628302	625640	623504	622858	.94550	.94350	.93950	.93600	.93500
GCF_001601855.1_ASM160185v1_genomic	761790	758795	757075	754586	751981	.91650	.91250	.91050	.90750	.90450
GCF_001602025.1_ASM160202v1_genomic	131945	131426	131072	130848	130730	.91650	.91250	.91000	.90850	.90750
GCF_001680005.1_ASM168000v1_genomic	242915	241348	240240	239603	239372	.97450	.96850	.96400	.96150	.96050
GCF_001865345.1_ASM186534v1_genomic	331361	330339	330292	330088	329993	.95050	.94750	.94750	.94700	.94650
GCF_002087225.1_Tth_v3_genomic	731216	731807	720984	713190	709242	.94700	.94800	.93400	.92350	.91850
GCF_002095265.1_B_xinjiang1.0_genomic	676419	683218	673847	670094	668604	.92650	.93550	.92300	.91750	.91550
GCF_002157705.1_Pgonderi_assembly01_genomic	378747	377904	375949	374913	374305	.94050	.93850	.93350	.93100	.92950
GCF_002563875.1_Bbes1.0_genomic	200430	199556	199513	199536	199525	.97950	.97550	.97500	.97500	.97500
GCF_002897235.1_Bovata_7.1_genomic	490295	490968	485110	481170	478575	.96650	.96800	.95650	.94850	.94350
GCF_002999335.1_CcayRef3_genomic	834010	831687	830950	830296	829963	.98750	.98450	.98350	.98300	.98250
GCF_003719475.1_ASM371947v1_genomic	797754	794413	792989	791912	791687	.97900	.97500	.97350	.97200	.97150
GCF_003719485.1_ASM371948v1_genomic	430258	427811	427045	426143	426080	.97000	.96450	.96300	.96100	.96050
GCF_900000015.1_Plasmopara_halstedii_genome_genomic	2492472	2495439	2485952	2471950	2452444	.98100	.98200	.97850	.97300	.96500
GCF_900002335.2_PCHAS01_genomic	1604626	1603478	1598469	1589799	1579545	.92450	.92400	.92100	.91600	.91000
GCF_900002375.2_GCA_900002375_genomic	486085	487713	483979	480669	478086	.89700	.90000	.89300	.88700	.88200
GCF_900002385.2_GCA_900002385_genomic	766506	773755	762128	752811	742425	.86700	.87550	.86250	.85150	.84000
GCF_900005765.1_PRELSG_genomic	179371	178736	178627	178448	178357	.90250	.89950	.89850	.89800	.89700
GCF_900005855.1_PGAL8A_genomic	2038584	2046574	2031745	2012575	1976847	.87550	.87900	.87250	.86450	.84900
GCF_900090045.1_PmUG01_genomic	1836820	1835786	1825799	1814320	1799744	.92650	.92600	.92100	.91500	.90750
GCF_900097015.1_PADLG01_genomic	230009	229939	228284	227054	226185	.89900	.89900	.89250	.88750	.88400
GCF_900681995.1_PVVCY_v1_genomic	181745	181930	180348	179543	178868	.91050	.91150	.90350	.89950	.89600
