Identifier	Size1	Size2	Size3	Size4	Size7	Size12	Size14	Level1	Level2	Level3	Level4	Level7	Level12	Level14
GCF_000004155.1_SCY4_genomic.fna	47288	47334	47293	47312	113266	113257	113146	.94600	.94600	.94500	.94500	.95850	.95850	.95750
GCF_000006335.3_ASM633v3_genomic.fna	113162	113233	113190	83980	83911	83882	83900	.95750	.95800	.95750	.96700	.96600	.96550	.96600
GCF_000006445.2_ASM644v2_genomic.fna	83966	83954	74182	74070	74027	74078	74145	.96600	.96600	.94700	.94550	.94450	.94550	.94600
GCF_000026365.1_ASM2636v1_genomic.fna	74076	125841	125793	125778	125789	125857	125840	.94500	.96950	.96900	.96850	.96900	.96900	.96900
GCF_000026945.1_ASM2694v1_genomic.fna	171812	171821	171789	171781	171845	171824	110279	.94600	.94600	.94600	.94600	.94600	.94600	.96400
GCF_000027005.1_ASM2700v1_genomic.fna	110227	110167	110212	110266	110225	152566	153141	.96350	.96300	.96300	.96350	.96300	.91800	.92100
GCF_000091025.4_ASM9102v4_genomic.fna	152472	152406	152282	151955	134314	134278	134269	.91700	.91650	.91600	.91400	.96600	.96550	.96550
GCF_000091045.1_ASM9104v1_genomic.fna	134283	134342	134330	77159	77087	77089	77112	.96550	.96600	.96550	.94450	.94350	.94350	.94400
GCF_000091225.1_ASM9122v1_genomic.fna	77143	77128	77141	344184	344304	343964	343855	.94400	.94350	.94350	.94150	.94150	.94050	.94050
GCF_000142805.1_ASM14280v1_genomic.fna	343876	343817	169291	169242	169039	169098	169101	.94050	.94000	.92150	.92100	.92000	.92050	.92000
GCF_000143105.1_Sanger-454-IlluminaPA_2.0_genomic.fna	168907	168936	216459	216224	216224	216273	216361	.91900	.91900	.96850	.96750	.96750	.96750	.96800
GCF_000143185.1_v1.0_genomic.fna	216292	101212	101413	101127	101264	101208	100724	.96750	.93400	.93550	.93300	.93400	.93350	.92900
GCF_000143365.1_ASM14336v1_genomic.fna	200864	200742	200686	200714	200803	200749	200734	.93300	.93200	.93200	.93200	.93250	.93200	.93200
GCF_000143535.2_ASM14353v4_genomic.fna	49431	49415	49398	49427	49471	49425	49449	.96600	.96550	.96500	.96550	.96550	.96450	.96450
GCF_000143565.1_V1.0_genomic.fna	108927	108868	108855	108889	108940	108895	108894	.97400	.97350	.97300	.97350	.97350	.97300	.97300
GCF_000145635.1_Gae_graminis_V2_genomic.fna	278588	278473	278489	278505	278561	278500	234159	.95400	.95350	.95350	.95350	.95400	.95350	.95700
GCF_000146045.2_R64_genomic.fna	234047	233891	233901	233809	233568	315031	314851	.95650	.95600	.95600	.95550	.95450	.94850	.94800
GCF_000146465.1_ASM14646v1_genomic.fna	314855	314899	314960	314910	136348	136342	136293	.94800	.94850	.94850	.94800	.96600	.96600	.96550
GCF_000146915.1_ASM14691v2_genomic.fna	136311	136386	136359	70305	70249	70238	70274	.96550	.96600	.96550	.96750	.96650	.96650	.96700
GCF_000146945.2_ASM14694v2_genomic.fna	70314	70300	70307	111045	110999	110994	111013	.96700	.96650	.96650	.96950	.96900	.96900	.96900
GCF_000149035.1_C_graminicola_M1_001_V1_genomic.fna	111053	111044	192228	192065	192044	192093	192143	.96900	.96900	.96350	.96250	.96250	.96300	.96300
GCF_000149205.2_ASM14920v2_genomic.fna	192130	110387	110306	110306	110353	110405	110356	.96300	.96750	.96650	.96650	.96700	.96700	.96650
GCF_000149245.1_CNA3_genomic.fna	100561	100502	100497	100526	100566	100572	127352	.97000	.96950	.96900	.96950	.96950	.96950	.87000
GCF_000149335.2_ASM14933v2_genomic.fna	127508	127234	127384	127006	126309	187771	187656	.87100	.86900	.87000	.86700	.86200	.95550	.95450
GCF_000149385.1_ASM14938v1_genomic.fna	187649	187687	187745	187737	333086	333100	332948	.95450	.95450	.95500	.95500	.96200	.96200	.96150
GCF_000149425.1_ASM14942v1_genomic.fna	332930	333000	332960	127790	127501	127455	127530	.96150	.96150	.96150	.93800	.93550	.93500	.93600
GCF_000149555.1_ASM14955v1_genomic.fna	127553	127419	127410	209306	209308	209204	209229	.93600	.93450	.93450	.97050	.97050	.97000	.97000
GCF_000149585.1_ASM14958v1_genomic.fna	209316	209270	209286	288224	289396	288038	287821	.97050	.97000	.97000	.93400	.93800	.93350	.93300
GCF_000149615.1_ASM14961v1_genomic.fna	287534	286791	154238	154137	154130	154174	154240	.93200	.92950	.96750	.96700	.96700	.96700	.96750
GCF_000149645.2_ASM14964v3_genomic.fna	154214	174621	176669	174482	174044	173181	171965	.96700	.80050	.80950	.79950	.79750	.79350	.78800
GCF_000149685.1_ASM14968v1_genomic.fna	68506	68575	68380	68334	68177	67881	247550	.78750	.78800	.78600	.78550	.78300	.77950	.96850
GCF_000149845.2_SJ5_genomic.fna	247624	247452	247416	247500	247469	260325	260202	.96850	.96800	.96800	.96800	.96800	.94400	.94350
GCF_000149925.1_ASM14992v1_genomic.fna	260166	260178	260242	260209	160407	160288	160269	.94300	.94300	.94350	.94300	.96450	.96400	.96350
GCF_000149955.1_ASM14995v2_genomic.fna	160298	160374	160290	358353	358282	358128	358114	.96400	.96400	.96350	.96800	.96800	.96750	.96750
GCF_000149985.1_ASM14998v1_genomic.fna	358169	358100	145582	145540	145510	145528	145587	.96750	.96700	.95450	.95400	.95400	.95400	.95450
GCF_000150035.1_ASM15003v1_genomic.fna	145572	68337	68309	68299	68324	68370	68356	.95400	.96700	.96650	.96600	.96650	.96700	.96650
GCF_000150505.1_SO6_genomic.fna	68357	292986	292744	292752	292794	292864	292803	.96600	.96350	.96250	.96250	.96250	.96300	.96250
GCF_000150675.1_ASM15067v2_genomic.fna	226689	226654	226590	226609	226651	226566	117418	.96000	.96000	.95950	.96000	.96000	.95950	.97050
GCF_000150705.2_Paracocci_br_Pb01_V2_genomic.fna	117378	117383	117409	117450	117433	117440	236225	.97000	.97000	.97050	.97050	.97050	.97000	.95600
GCF_000150735.1_Paracocci_br_Pb18_V2_genomic.fna	236089	236097	236139	236201	236138	81734	81701	.95550	.95550	.95550	.95550	.95550	.96350	.96300
GCF_000150825.1_ASM15082v1_genomic.fna	81698	81717	81757	81745	81749	152572	152477	.96300	.96300	.96300	.96300	.96250	.96050	.96000
GCF_000150975.2_MS_CBS118893_genomic.fna	152458	152500	152543	152523	287716	287916	287459	.96000	.96000	.96000	.96000	.95650	.95750	.95600
GCF_000151125.1_ASM15112v2_genomic.fna	287416	287143	286677	461849	461484	461521	461571	.95550	.95450	.95300	.95150	.95050	.95050	.95050
GCF_000151145.1_ASM15114v1_genomic.fna	461633	461545	267222	267116	267111	267147	267205	.95100	.95050	.96350	.96300	.96300	.96300	.96300
GCF_000151335.2_JCVI-cpa1-1.0_genomic.fna	267185	203109	203029	203025	203046	203104	203084	.96300	.96100	.96050	.96050	.96050	.96050	.96050
GCF_000151355.1_v2.0_genomic.fna	411811	411702	411682	411721	411777	411669	329375	.96400	.96350	.96350	.96350	.96350	.96350	.97600
GCF_000151425.1_ASM15142v1_genomic.fna	329304	329185	329197	329260	329252	54719	54664	.97600	.97550	.97550	.97550	.97550	.96850	.96700
GCF_000151505.1_ASM15150v1_genomic.fna	54640	54674	54732	54714	54706	260147	260101	.96650	.96700	.96750	.96700	.96650	.95250	.95200
GCF_000151645.1_ASM15164v1_genomic.fna	259916	259940	260007	259891	333981	333800	333729	.95150	.95150	.95150	.95100	.95950	.95900	.95850
GCF_000167675.1_v2.0_genomic.fna	333792	333860	333769	237547	237318	237330	237359	.95900	.95900	.95850	.95450	.95350	.95350	.95350
GCF_000170995.1_TRIVI_v2.0_genomic.fna	237438	237370	268034	267801	267646	267673	267767	.95400	.95350	.94450	.94400	.94350	.94350	.94350
GCF_000171015.1_TRIAT_v2.0_genomic.fna	267655	239126	239104	239007	239016	239095	239044	.94300	.96650	.96650	.96600	.96600	.96650	.96600
GCF_000181695.1_ASM18169v1_genomic.fna	320803	320905	320630	320631	320591	320527	194320	.86350	.86400	.86300	.86300	.86300	.86250	.96600
GCF_000182565.1_S_punctatus_V1_genomic.fna	194235	194205	194224	194279	194290	231463	231400	.96550	.96500	.96550	.96550	.96550	.96550	.96500
GCF_000182765.1_ASM18276v2_genomic.fna	231378	231397	231458	231429	121891	121860	121845	.96500	.96500	.96500	.96500	.96350	.96350	.96300
GCF_000182805.2_ASM18280v2_genomic.fna	121866	121907	121901	122579	122546	122526	122541	.96350	.96350	.96350	.98000	.97950	.97900	.97950
GCF_000182895.1_CC3_genomic.fna	122593	122596	165903	166001	165792	165795	165822	.97950	.97950	.96800	.96850	.96700	.96700	.96700
GCF_000182925.2_NC12_genomic.fna	165714	165763	113334	113345	113271	113296	113385	.96650	.96650	.97100	.97100	.97000	.97050	.97100
GCF_000182965.3_ASM18296v3_genomic.fna	113341	138859	138868	138735	138723	138756	138674	.97050	.95550	.95550	.95450	.95450	.95450	.95350
GCF_000184455.2_ASM18445v3_genomic.fna	158253	158113	158094	158131	158194	158144	97300	.95600	.95500	.95500	.95500	.95550	.95500	.94150
GCF_000185945.1_ASM18594v1_genomic.fna	97334	97171	97329	97113	96632	209946	209830	.94200	.94000	.94150	.93950	.93450	.95850	.95800
GCF_000187245.1_Hansenula_2_genomic.fna	209818	209862	209870	209778	438440	438066	438085	.95750	.95800	.95800	.95750	.95600	.95500	.95500
GCF_000187405.1_MetAcr_May2010_genomic.fna	438128	438212	438118	206187	206049	206024	206055	.95500	.95500	.95500	.95950	.95900	.95900	.95900
GCF_000187425.2_MAA_2.0_genomic.fna	206114	206091	84147	84082	84069	84093	84142	.95900	.95900	.96250	.96200	.96150	.96200	.96200
GCF_000192795.1_Vavr_culi_floridensis_V1_genomic.fna	84119	267975	267773	267786	267835	267903	267843	.96150	.96800	.96700	.96700	.96750	.96750	.96700
GCF_000203795.1_v1.0_genomic.fna	168169	168120	168117	168145	168173	168163	118981	.93650	.93600	.93600	.93600	.93600	.93600	.93100
GCF_000204055.1_v1.0_genomic.fna	118926	118868	118888	118926	118801	278349	278214	.93050	.93000	.93000	.93000	.92900	.92850	.92800
GCF_000209165.1_ASM20916v1_genomic.fna	278193	278213	278272	278232	308753	308630	308640	.92750	.92800	.92800	.92750	.96750	.96700	.96700
GCF_000213175.1_v2.0_genomic.fna	308675	308730	308688	308302	308021	308048	308090	.96700	.96700	.96700	.95150	.95050	.95100	.95100
GCF_000218685.1_v1.0_genomic.fna	308193	308086	139154	139082	138996	139019	139123	.95100	.95100	.95700	.95650	.95600	.95600	.95650
GCF_000219625.1_MYCGR_v2.0_genomic.fna	139050	175395	175357	175081	175172	174757	174078	.95600	.93650	.93600	.93450	.93500	.93250	.92900
GCF_000221225.1_CTHT_3.0_genomic.fna	540328	540190	540194	540265	540336	540234	123482	.96800	.96750	.96750	.96750	.96800	.96750	.98300
GCF_000223465.1_Candida_tenuis_v1.0_genomic.fna	123474	123439	123456	123528	123527	123524	123845	.98300	.98250	.98300	.98300	.98300	.98300	.97150
GCF_000223485.1_Spathaspora_passalidarum_v2.0_genomic.fna	123744	123735	123767	123842	123815	116624	116566	.97050	.97050	.97050	.97100	.97050	.95900	.95850
GCF_000225545.1_AOL24927_1.0_genomic.fna	116518	116536	116607	116586	76662	76626	76606	.95800	.95850	.95850	.95850	.96450	.96350	.96350
GCF_000225605.1_CmilitarisCM01_v01_genomic.fna	76629	76688	76662	324028	323881	323883	323918	.96350	.96400	.96350	.97000	.96950	.96950	.97000
GCF_000226095.1_ASM22609v1_genomic.fna	323993	323966	199119	199055	199030	199036	199125	.97000	.97000	.97050	.97000	.97000	.97000	.97050
GCF_000226115.1_ASM22611v1_genomic.fna	199095	199112	183804	183867	183710	183700	183779	.97000	.97000	.97000	.97050	.96950	.96950	.96950
GCF_000226395.1_PenChr_Nov2007_genomic.fna	183707	183744	299871	299738	299728	299754	299830	.96950	.96950	.96800	.96750	.96750	.96750	.96800
GCF_000226545.1_ASM22654v1_genomic.fna	299801	112476	112414	112381	112403	112482	112473	.96750	.96200	.96150	.96100	.96150	.96200	.96150
GCF_000227115.2_ASM22711v2_genomic.fna	166402	166281	166264	166308	166364	166325	237525	.96400	.96300	.96300	.96300	.96350	.96300	.95200
GCF_000230375.1_ASM23037v1_genomic.fna	237526	237413	237420	237485	237457	442439	442933	.95200	.95150	.95150	.95150	.95150	.94500	.94600
GCF_000230625.1_Exop_derm_V1_genomic.fna	442219	441945	441878	441817	153572	153574	153475	.94450	.94350	.94350	.94350	.95750	.95750	.95700
GCF_000231115.1_Vitt_corn_V1_genomic.fna	153495	153529	153422	471271	480483	470938	466499	.95700	.95700	.95650	.90800	.92550	.90750	.89850
GCF_000235365.1_ASM23536v1_genomic.fna	464177	463765	352231	353433	351797	351399	350644	.89400	.89350	.89000	.89300	.88850	.88750	.88550
GCF_000236905.1_ASM23690v1_genomic.fna	349793	149236	149175	149177	149197	149255	149244	.88350	.97200	.97150	.97150	.97150	.97150	.97150
GCF_000237345.1_ASM23734v1_genomic.fna	409663	409875	409504	409454	409503	409474	117211	.95600	.95650	.95550	.95550	.95550	.95550	.96850
GCF_000240135.3_ASM24013v3_genomic.fna	117210	117142	117157	117200	117128	98464	98443	.96850	.96800	.96800	.96800	.96750	.98300	.98250
GCF_000243375.1_ASM24337v1_genomic.fna	98420	98432	98496	98494	260738	260597	260591	.98200	.98250	.98250	.98250	.95300	.95250	.95250
GCF_000250985.1_Nema_parisii_ERTm1_V3_genomic.fna	260636	260699	260675	536031	535799	535854	535897	.95250	.95300	.95250	.94800	.94750	.94750	.94800
GCF_000260195.1_FO_II5_V1_genomic.fna	535931	535900	391427	391475	391233	391205	391199	.94800	.94750	.96400	.96400	.96350	.96350	.96300
GCF_000263375.1_Wallemia_sebi_v1.0_genomic.fna	391097	604674	604574	604333	604273	604309	604304	.96300	.94000	.94000	.93950	.93950	.93950	.93950
GCF_000264905.1_Stehi1_genomic.fna	131513	131376	131365	131374	131411	131342	131333	.92650	.92550	.92500	.92500	.92550	.92450	.97150
GCF_000264995.1_Punctularia_strigosozonata_v1.0_genomic.fna	131286	131258	131288	131342	131322	250698	251057	.97100	.97100	.97100	.97100	.97100	.95850	.96000
GCF_000271585.1_Trametes_versicolor_v1.0_genomic.fna	250529	250470	250454	250281	153747	153987	153654	.95800	.95750	.95750	.95700	.96200	.96350	.96150
GCF_000271605.1_Fomme1_genomic.fna	153654	153703	153590	292976	292851	292855	292879	.96150	.96150	.96100	.97050	.97000	.97000	.97000
GCF_000271625.1_Conpu1_genomic.fna	292958	292934	158466	158449	158410	158414	158495	.97000	.97000	.96900	.96900	.96850	.96850	.96900
GCF_000271645.1_Treme1_genomic.fna	158466	52753	52699	52682	52711	52768	52753	.96850	.94550	.94450	.94400	.94450	.94500	.94450
GCF_000271745.1_FO_FOSC_3_a_V1_genomic.fna	52763	214488	214448	214404	214430	214461	214378	.94450	.97200	.97150	.97150	.97150	.97150	.97100
GCF_000275845.1_Dichomitus_squalens_v1.0_genomic.fna	514448	514322	514301	514323	514411	514373	74415	.97000	.96950	.96950	.96950	.96950	.96950	.96700
GCF_000277815.2_ASM27781v3_genomic.fna	74360	74341	74365	74423	74416	74421	91488	.96650	.96600	.96600	.96650	.96650	.96600	.95600
GCF_000280035.1_ASM28003v2_genomic.fna	91407	91369	91395	91449	91390	422708	422430	.95500	.95450	.95500	.95500	.95450	.95800	.95700
GCF_000280675.1_ASM28067v1_genomic.fna	422305	422276	422317	422165	625552	653033	624681	.95700	.95700	.95700	.95650	.84100	.87800	.83950
GCF_000281105.1_Coni_apol_CBS100218_V1_genomic.fna	610162	600008	598864	450374	449932	449900	449913	.82000	.80650	.80500	.92250	.92200	.92150	.92150
GCF_000292625.1_Dacryopinax_sp._DJM_731_SSP1_v1.0_genomic.fna	449990	449926	347598	347503	347516	347543	347643	.92200	.92150	.95800	.95750	.95800	.95800	.95800
GCF_000293215.1_Trichosporon_asahii_1_genomic.fna	347578	344990	344926	344934	344973	345000	344994	.95800	.95850	.95850	.95850	.95850	.95850	.95850
GCF_000298775.1_ASM29877v1_genomic.fna	335543	335480	335317	335338	335399	335346	238336	.96250	.96250	.96200	.96200	.96200	.96200	.93750
GCF_000300555.1_Agabi_varbur_1_genomic.fna	238530	238149	238138	237750	237223	219607	219659	.93800	.93650	.93650	.93500	.93300	.96000	.96000
GCF_000300575.1_Agabi_varbisH97_2_genomic.fna	219508	219510	219581	219533	196349	196318	196202	.95950	.95950	.95950	.95950	.96850	.96800	.96750
GCF_000300595.1_Phanerochaete_carnosa_HHB-10118-Sp_v1.0_genomic.fna	196181	196265	196241	214223	214215	214045	214048	.96750	.96750	.96750	.96100	.96100	.96050	.96050
GCF_000303195.2_FP7_genomic.fna	214069	214008	182501	182503	182495	182506	182549	.96000	.96000	.94100	.94100	.94050	.94100	.94100
GCF_000304475.1_Ka_CBS2517_genomic.fna	182563	161091	160968	160969	161000	161058	161033	.94100	.96750	.96650	.96650	.96650	.96700	.96650
GCF_000313485.1_ASM31348v1_genomic.fna	391905	392004	391552	391451	391476	391317	324761	.95200	.95200	.95100	.95100	.95100	.95050	.95950
GCF_000313525.1_ASM31352v1_genomic.fna	324631	324642	324674	324711	324698	391796	391669	.95950	.95950	.95950	.95950	.95950	.96500	.96450
GCF_000315645.1_PdigPd1_v1_genomic.fna	391687	391731	391791	391754	257914	257852	257813	.96450	.96500	.96500	.96500	.97100	.97100	.97100
GCF_000315875.1_ASM31587v1_genomic.fna	257829	257885	257861	546763	547060	546352	546102	.97100	.97100	.97100	.95600	.95650	.95550	.95500
GCF_000315915.1_ASM31591v1_genomic.fna	546007	545958	288152	288045	288068	288106	288167	.95500	.95450	.95200	.95150	.95150	.95150	.95150
GCF_000320565.1_Septoria_musiva_SO2202_v1.0_genomic.fna	288119	273528	273340	273327	273371	273466	273387	.95150	.96300	.96250	.96250	.96250	.96300	.96250
GCF_000320585.1_Heterobasidion_irregulare_v2.0_genomic.fna	827841	827123	827288	827271	827401	827234	106646	.89750	.89650	.89650	.89650	.89700	.89650	.95050
GCF_000320785.1_RHOziaDV1.0_genomic.fna	106670	106578	106585	106643	106619	273897	273888	.95050	.95000	.95000	.95000	.94950	.96650	.96650
GCF_000328475.2_Umaydis521_2.0_genomic.fna	273787	273791	273836	273792	245609	245561	245594	.96600	.96600	.96600	.96600	.94450	.94450	.94450
GCF_000338955.1_Bauco1_genomic.fna	245618	245670	245637	278898	278619	278622	278679	.94450	.94450	.94450	.96000	.95900	.95900	.95900
GCF_000338995.1_Cocsa1_genomic.fna	278734	278703	169257	169131	169119	169166	169221	.95900	.95900	.96950	.96850	.96850	.96850	.96900
GCF_000340215.1_Mycfi2_genomic.fna	169188	169185	308306	307971	307980	308031	308110	.96850	.96850	.95750	.95650	.95650	.95650	.95650
GCF_000344685.1_Glotr1_1_genomic.fna	308037	203636	203439	203436	203464	203522	203494	.95650	.96450	.96350	.96350	.96350	.96350	.96350
GCF_000348985.1_ASM34898v1_genomic.fna	203495	91118	91101	91093	91108	91140	91155	.96350	.97150	.97150	.97100	.97150	.97150	.97150
GCF_000349005.2_Pneumo_murina_B123_V4_genomic.fna	206450	206274	206284	206329	206394	206351	173760	.96450	.96350	.96350	.96400	.96400	.96350	.96500
GCF_000349305.1_ASM34930v2_genomic.fna	173590	173598	173629	173677	173661	287007	286803	.96400	.96400	.96450	.96450	.96400	.96500	.96450
GCF_000354255.1_CocheC4_1_genomic.fna	286818	286866	286923	286876	115045	114981	114974	.96450	.96450	.96450	.96450	.97250	.97200	.97150
GCF_000359705.1_Setospaeria_trucica_Et28A_v1.0_genomic.fna	114992	115051	115037	625652	625559	625562	625589	.97200	.97200	.97200	.96600	.96600	.96600	.96600
GCF_000365145.1_Phia_euro_CBS_101466_V1_genomic.fna	625673	625612	293313	293258	293231	293291	293338	.96600	.96600	.96600	.96600	.96600	.96600	.96600
GCF_000365165.1_Clad_carr_CBS_160_54_V1_genomic.fna	293293	295481	295298	295284	295326	295391	295337	.96600	.96450	.96400	.96350	.96400	.96400	.96350
GCF_000392275.1_UCRPA7V03_genomic.fna	283139	283050	283058	283087	283138	283104	288093	.96850	.96850	.96850	.96850	.96850	.96850	.96800
GCF_000400465.1_Wallemia_ichthyophaga_version_1.0_genomic.fna	287942	287929	287945	288020	287978	192961	192935	.96750	.96700	.96750	.96750	.96700	.95250	.95250
GCF_000403515.1_ASM40351v1_genomic.fna	192932	192954	193005	193012	143056	143025	143020	.95250	.95250	.95250	.95250	.97300	.97300	.97300
GCF_000409485.1_GLAREA_genomic.fna	143041	143088	143083	216224	216164	216178	216211	.97300	.97300	.97300	.95300	.95300	.95300	.95300
GCF_000417875.1_Pflocc_1.0_genomic.fna	216277	216253	297551	297373	297380	297408	297481	.95300	.95300	.96900	.96850	.96850	.96850	.96900
GCF_000439145.1_ASM43914v3_genomic.fna	297450	327180	327002	327016	327047	327127	327067	.96850	.96900	.96800	.96850	.96850	.96850	.96850
GCF_000464535.1_EPUS_genomic.fna	122901	122828	122824	122850	122904	122893	263110	.97150	.97100	.97050	.97100	.97100	.97100	.96850
GCF_000497045.1_PSEUBRA1_genomic.fna	262934	262929	262962	263033	262989	178325	178215	.96800	.96800	.96800	.96800	.96800	.95150	.95050
GCF_000507465.1_Kwon_mang_CBS8507_V2_genomic.fna	178209	178248	178295	178265	155395	155337	155351	.95050	.95100	.95100	.95050	.92700	.92650	.92650
GCF_000512565.1_Cryp_deje_CBS10117_V1_genomic.fna	155363	155418	155398	176321	176321	176269	176268	.92650	.92700	.92650	.97750	.97750	.97750	.97750
GCF_000512585.1_Cryp_best_CBS10118_V1_genomic.fna	176339	176322	176328	121097	121066	121060	121083	.97750	.97750	.97750	.96750	.96700	.96700	.96700
GCF_000512605.1_Cryp_pinu_CBS10737_V1_genomic.fna	121129	121117	105945	105908	105898	105902	105959	.96750	.96700	.97250	.97200	.97200	.97200	.97250
GCF_000516985.1_PFICI_genomic.fna	105985	230202	230156	230090	230094	230131	230115	.97250	.95550	.95500	.95500	.95500	.95500	.95500
GCF_000523435.1_Cochliobolus_carbonum_v1.0_genomic.fna	173616	173569	173556	173574	173621	173613	173623	.96700	.96700	.96700	.96700	.96700	.96700	.96700
GCF_000523455.1_Cochliobolus_miyabeanus_v1.0_genomic.fna	575364	574950	574986	575018	575080	574959	629191	.94250	.94200	.94200	.94200	.94200	.94200	.96750
GCF_000527765.1_Cochliobolus_victoriae_v1.0_genomic.fna	629033	629061	629113	629186	629097	289047	288967	.96700	.96700	.96700	.96700	.96700	.96850	.96850
GCF_000576695.1_AUH_PRJEB4427_v1_genomic.fna	288963	289002	289055	289027	117623	117600	117597	.96850	.96850	.96850	.96850	.96600	.96600	.96550
GCF_000585515.1_Clad_yegr_CBS_114405_V1_genomic.fna	117615	117650	117649	203962	203896	203902	203930	.96600	.96600	.96600	.97200	.97200	.97200	.97200
GCF_000585535.1_Clad_psam_CBS_110553_V1_genomic.fna	203977	203957	124190	124147	124147	124170	124219	.97200	.97200	.97150	.97100	.97100	.97100	.97150
GCF_000585565.1_Capr_epim_CBS_606_96_V1_genomic.fna	124208	451959	451929	451868	451881	451975	451927	.97100	.96950	.96900	.96900	.96900	.96900	.96900
GCF_000585585.1_Capr_coro_CBS_617_96_V1_genomic.fna	308181	308065	308074	308106	308181	308137	231704	.97050	.97000	.97000	.97000	.97000	.97000	.97150
GCF_000600275.1_Eurhe1_genomic.fna	231606	231610	231641	231694	231667	231678	67771	.97100	.97100	.97150	.97150	.97150	.97150	.97000
GCF_000708205.1_Mixia_osmundae_v1.0_genomic.fna	67756	67759	67775	67809	67820	67822	146279	.96950	.96950	.96950	.97000	.96950	.96950	.96800
GCF_000709125.1_Exop_aqua_CBS_119918_V1_genomic.fna	146232	146233	146268	146309	146287	284034	283967	.96750	.96750	.96750	.96750	.96750	.97300	.97250
GCF_000711695.1_Tilletiaria_anomala_UBC_951_v1.0_genomic.fna	283914	283900	283981	283960	539356	539031	539063	.97250	.97200	.97250	.97250	.94600	.94550	.94550
GCF_000721755.1_Aureobasidium_pullulans_var._subglaciale_EXF-2481_v1.0_genomic.fna	539097	539169	539073	188949	188865	188868	188898	.94550	.94600	.94550	.96450	.96400	.96400	.96400
GCF_000721765.1_Aureobasidium_pullulans_var._namibiae_CBS_147.97_v1.0_genomic.fna	188962	188935	63210	63212	63200	63208	63262	.96400	.96400	.95350	.95300	.95300	.95300	.95350
GCF_000721775.1_Aureobasidium_pullulans_var._melanogenum_CBS_110374_v1.0_genomic.fna	63262	395820	395610	395599	395604	395650	395613	.95300	.92900	.92850	.92800	.92850	.92850	.92800
GCF_000721785.1_Aureobasidium_pullulans_var._pullulans_EXF-150_assembly_version_1.0_genomic.fna	211269	211224	211213	211235	211285	211287	200604	.97200	.97200	.97200	.97200	.97200	.97200	.95750
GCF_000732125.1_ScApio1.0_genomic.fna	200577	200582	200598	200655	200633	204315	204244	.95750	.95750	.95750	.95750	.95750	.96750	.96750
GCF_000747765.1_ASM74776v1_genomic.fna	204134	204125	204195	204179	323862	323762	323767	.96700	.96700	.96700	.96700	.96650	.96600	.96600
GCF_000760515.2_UGP1.1_genomic.fna	323806	323844	323815	195297	195200	195096	195114	.96600	.96600	.96600	.87750	.87750	.87700	.87700
GCF_000769745.1_ASM76974v1_genomic.fna	195151	195022	529760	530111	529328	529032	528901	.87700	.87600	.95600	.95650	.95550	.95500	.95450
GCF_000803265.1_ASM80326v1_genomic.fna	528847	62015	61989	61970	61989	62041	62047	.95450	.96850	.96800	.96750	.96800	.96850	.96800
GCF_000804445.1_MAM_1.0_for_version_1_of_the_Metarhizium_album_genome_genomic.fna	62052	289006	289601	288759	288454	288263	288139	.96800	.94200	.94400	.94100	.94000	.93950	.93900
