Domain,DNA,AA,GC,L_DNA,L_AA
plant,0.9235,0.833261,0.38834411,0.29585508,0.21511706
plant,0.941,1,0.3898015,16.03709266,19.35851524
plant,0.9345,0.783942,0.37841623,6.87676001,7.72503535
plant,0.917,0.742035,0.40259175,4.17077064,3.833052
plant,0.893,0.832628,0.38579666,4.91287076,2.60174407
plant,0.9265,0.743312,0.3687287,13.09323928,15.1717039
plant,0.953,1,0.40282001,15.06502978,20.30572121
plant,0.9475,0.791115,0.41084571,11.80444886,12.8995881
plant,0.9515,0.8881,0.54524808,0.37886967,0.3589679
plant,0.9415,0.765147,0.38841023,6.55099936,7.59945853
plant,0.9245,0.708881,0.39823279,4.2978879,4.830723
plant,0.9305,0.556159,0.41244708,11.01545533,14.86155617
viral,0.9175,0.948336,0.30485754,0.00388302,0.00191219
viral,1.0175,1.05487,0.51344974,5.303e-05,3.997e-05
viral,0.983,0.995818,0.48003145,0.00015916,0.00010948
viral,0.974,0.955858,0.52940081,0.00134361,0.00102988
viral,0.948,0.982074,0.31246721,0.00028624,0.00012742
viral,0.911,0.88438,0.68065918,0.00175095,0.00166374
viral,0.9925,1.01803,0.45286576,0.00013274,7.943e-05
viral,0.9495,0.917497,0.61802045,0.0013168,0.0012095
viral,0.9845,0.98256,0.56728232,9.485e-05,7.277e-05
viral,1.0045,1.06091,0.44604317,6.957e-05,3.942e-05
viral,1.003,0.993817,0.48631785,0.00028076,0.00018951
viral,1.0205,1.11158,0.50687285,2.913e-05,2.141e-05
viral,0.977,0.981835,0.39215351,0.0004395,0.00021701
viral,1.0145,1.04998,0.53519856,5.546e-05,4.278e-05
viral,1.0115,1.04915,0.48001415,7.075e-05,4.463e-05
viral,0.9575,0.976044,0.35621574,0.0009679,0.00048401
viral,0.985,0.974289,0.45685279,0.00125717,0.00074962
viral,0.9725,1.00271,0.38919335,0.00026029,0.00014763
viral,1.01,1.04722,0.52117135,6.324e-05,4.523e-05
viral,1.0,1.06304,0.4011976,8.359e-05,3.675e-05
bacteria,0.906,0.919627,0.51423216,0.05486365,0.04398477
bacteria,0.935,0.908861,0.62341237,0.16917443,0.15557586
bacteria,0.9605,0.957161,0.38959886,0.09802182,0.04766929
bacteria,0.896,0.856033,0.68579466,0.11571447,0.11314773
bacteria,0.933,0.907903,0.62428912,0.17251266,0.15949236
bacteria,0.9505,0.926207,0.5711655,0.14163544,0.11087668
bacteria,0.94,0.955716,0.35986367,0.08061559,0.04404358
bacteria,0.9405,0.950088,0.4276683,0.07154711,0.04836345
bacteria,0.9315,0.892444,0.65445187,0.10888718,0.10228957
bacteria,0.9375,0.949584,0.32141062,0.06054769,0.02436122
bacteria,0.908,0.91359,0.33043209,0.05064533,0.02176585
bacteria,0.946,0.935731,0.50594258,0.11276487,0.07819673
bacteria,0.954,0.938968,0.50705216,0.12476919,0.08691879
bacteria,0.9355,0.946705,0.32962436,0.07045366,0.02995759
bacteria,0.963,0.948538,0.50713405,0.12099731,0.08451768
bacteria,0.889,0.901231,0.32039853,0.07118436,0.02873971
bacteria,0.956,0.938401,0.50623912,0.12841552,0.08943101
bacteria,0.88,0.853838,0.67927032,0.18005697,0.17730074
bacteria,0.924,0.934455,0.33053446,0.06817204,0.02902059
bacteria,0.8745,0.846766,0.67812815,0.18364829,0.18076591
protozoa,0.966,0.922091,0.47023488,0.71378333,0.6034551
protozoa,0.9655,0.952326,0.39275757,0.13805981,0.09558474
protozoa,0.9615,0.936499,0.44648175,0.19577745,0.15378514
protozoa,0.9295,0.890676,0.38740435,0.5987448,0.50668066
protozoa,0.9425,0.870018,0.56271736,0.59789478,0.69881698
protozoa,0.9165,0.817734,0.29539372,0.19255138,0.4230685
protozoa,0.9425,0.872863,0.61421493,0.53687495,0.68319707
protozoa,0.9775,0.836418,0.49522598,0.62183991,1.03863463
protozoa,0.9055,0.865873,0.30100123,0.22236915,0.37996592
protozoa,0.9695,0.899834,0.49224823,0.63216947,0.52639363
protozoa,0.9225,0.838824,0.32909346,0.42350802,0.6827409
protozoa,0.954,0.895162,0.49342965,0.47235004,0.4317852
protozoa,0.924,0.886779,0.31676933,0.23351725,0.37945484
protozoa,0.973,0.834835,0.48626603,0.67085407,1.00859918
protozoa,0.882,0.791452,0.32627136,0.40507808,0.68786613
protozoa,0.936,0.897155,0.38997597,0.63012727,0.52564504
protozoa,0.941,0.912725,0.36910978,0.16720485,0.12843298
protozoa,0.969,0.909238,0.56915988,0.61341264,0.68093457
protozoa,0.9425,0.834773,0.53030468,0.65216031,0.64025069
protozoa,0.9345,0.830302,0.49224077,0.27209499,0.20361015
