Domain,DNA,AA,GC,L_DNA,L_AA
viral,0.983,0.995115,0.47777427,0.00015876,0.00011096
viral,0.978,0.957748,0.52899768,0.00134028,0.00102949
viral,0.9495,0.984221,0.31424067,0.00028574,0.00012408
viral,0.9145,0.886455,0.67912094,0.00174685,0.00165574
viral,0.9935,1.02131,0.45356535,0.00013231,7.698e-05
viral,0.952,0.917932,0.6178947,0.00131375,0.00120069
viral,0.9855,0.981827,0.56590789,9.455e-05,7.212e-05
viral,1.006,1.062,0.44648649,6.945e-05,3.967e-05
viral,1.004,0.993311,0.48659517,0.00028004,0.00018636
viral,1.0225,1.11796,0.50604491,2.898e-05,2.037e-05
viral,0.978,0.983271,0.39259006,0.00043838,0.00021451
viral,1.0125,1.05253,0.53759058,5.526e-05,4.111e-05
viral,1.013,1.04776,0.47995743,7.055e-05,4.693e-05
viral,0.959,0.975656,0.35816485,0.00096549,0.00047953
viral,0.9865,0.974007,0.4577854,0.00125412,0.00073936
viral,0.974,1.00201,0.3908977,0.00025954,0.00014967
viral,1.01,1.04823,0.5208416,6.304e-05,4.423e-05
viral,1.0,1.06037,0.40396158,8.339e-05,3.767e-05
bacteria,0.9155,0.926277,0.51419018,0.05472528,0.04361496
bacteria,0.939,0.911543,0.62219126,0.16875442,0.15408603
bacteria,0.963,0.960392,0.39070929,0.09777987,0.04760137
bacteria,0.903,0.862467,0.68390911,0.11543108,0.11218493
bacteria,0.937,0.910683,0.62301333,0.17208199,0.15810345
bacteria,0.9545,0.929667,0.57041657,0.14128756,0.11013257
bacteria,0.9425,0.958192,0.3612661,0.08041521,0.04394728
bacteria,0.945,0.953227,0.42851116,0.07136602,0.04800597
bacteria,0.9355,0.895666,0.65280457,0.1086175,0.10132685
bacteria,0.94,0.952227,0.3231575,0.06039952,0.02441913
bacteria,0.9145,0.92246,0.33205065,0.0505189,0.02173744
bacteria,0.952,0.941444,0.50578697,0.11248458,0.07783794
bacteria,0.9595,0.944897,0.50697534,0.12445539,0.08647381
bacteria,0.9385,0.950554,0.33135622,0.0702756,0.02994556
bacteria,0.967,0.952052,0.50704501,0.12069527,0.0840139
bacteria,0.899,0.914147,0.32220644,0.07100708,0.02876137
bacteria,0.962,0.944869,0.50620346,0.12808863,0.08900893
bacteria,0.8865,0.858863,0.67746143,0.17962062,0.17560134
bacteria,0.929,0.940707,0.3321297,0.06800306,0.0290346
bacteria,0.8835,0.854133,0.6763136,0.18318627,0.17907389
protozoa,0.9715,0.931835,0.47055139,0.71277968,0.59989724
protozoa,0.9685,0.955496,0.39400107,0.13790223,0.09544064
protozoa,0.966,0.941303,0.4471632,0.1955139,0.15296673
protozoa,0.94,0.907818,0.38881813,0.59836449,0.50480577
protozoa,0.9515,0.882602,0.56194115,0.59770263,0.69312125
protozoa,0.922,0.824481,0.30013044,0.19469265,0.42113146
protozoa,0.948,0.879389,0.61272298,0.53701164,0.6773633
protozoa,0.981,0.843893,0.49527307,0.62448774,1.03205151
protozoa,0.9145,0.875192,0.30474436,0.22379222,0.37858754
protozoa,0.9755,0.913997,0.49229762,0.6310371,0.52243229
protozoa,0.93,0.855932,0.33214056,0.42581206,0.67980421
protozoa,0.963,0.907531,0.49350451,0.47182387,0.42926721
protozoa,0.93,0.893432,0.32010471,0.23485658,0.37808092
protozoa,0.9785,0.843471,0.48644749,0.67301451,1.00234564
protozoa,0.897,0.807229,0.32954196,0.40769292,0.68509546
protozoa,0.945,0.913932,0.3913068,0.62966787,0.52384742
protozoa,0.948,0.920822,0.37067201,0.16712081,0.12815221
protozoa,0.972,0.913856,0.56830782,0.61315646,0.67567074
protozoa,0.9595,0.867462,0.52991665,0.6523195,0.63537877
protozoa,0.949,0.85682,0.49225481,0.27166552,0.20253809
