Domain,DNA,AA,GC,L_DNA,L_AA
fungi,0.986,0.93535,0.5392321,0.665424,0.60706308
fungi,0.992,0.95761,0.50024117,0.78033283,0.57997318
fungi,0.992,0.944488,0.48462101,0.65219134,0.55470728
fungi,0.973,0.899965,0.42590225,0.38106878,0.38575338
fungi,0.9825,0.928894,0.54423267,0.7661637,0.69090362
fungi,0.99,0.950675,0.53052981,0.65387004,0.56456118
fungi,0.9875,0.957323,0.4741541,0.54262011,0.41964703
fungi,0.982,0.939184,0.53838852,0.7024315,0.67880836
fungi,0.9855,0.935712,0.51571226,0.72955786,0.65416847
fungi,0.989,0.956266,0.50726982,0.73881116,0.59041699
plant,0.9625,0.855407,0.3902121,9.69128291,12.21022709
plant,0.958,0.779395,0.39578766,14.55363254,25.55380481
plant,0.982,0.941969,0.51559362,1.04403763,0.95807906
plant,0.961,0.887178,0.39721821,8.17165102,8.65570102
plant,0.9725,0.914307,0.41105719,6.66352728,6.47342218
plant,0.972,0.905202,0.41208951,9.06780831,9.22862348
plant,0.9765,0.888453,0.54073343,2.38270989,2.65275873
plant,0.968,0.918397,0.40698558,4.51308207,4.69309666
plant,0.9605,0.917326,0.39462867,0.29414049,0.21079926
plant,0.966,0.903059,0.39846158,16.31189321,19.07690942
plant,0.963,0.896189,0.38788876,6.98829726,7.61187705
plant,0.963,0.891796,0.40894161,4.18061903,3.77476908
plant,0.943,0.929375,0.39207589,4.87238503,2.59453162
plant,0.96,0.878203,0.37936021,13.35163357,14.99986645
plant,0.9725,0.874388,0.41388412,15.93432295,19.93487204
plant,0.972,0.903757,0.4179072,12.01491389,12.69081897
plant,0.98,0.932864,0.5427418,0.37553671,0.34382501
plant,0.968,0.883828,0.39658165,6.62439011,7.48229908
plant,0.9645,0.854353,0.40566326,4.34536292,4.74944957
plant,0.9655,0.780371,0.41938375,11.21160375,14.57414981
viral,0.9325,0.957567,0.31487413,0.00383627,0.00188718
viral,1.0175,1.06238,0.51487524,5.215e-05,3.721e-05
viral,0.9875,0.996963,0.4776999,0.00015711,0.00010809
viral,0.9845,0.959846,0.52875535,0.00132764,0.00101316
viral,0.9545,0.986885,0.32013785,0.00028322,0.00012562
viral,0.93,0.894664,0.67189624,0.00173073,0.00159735
viral,0.997,1.02096,0.45658797,0.00013144,7.834e-05
viral,0.962,0.923927,0.61192394,0.00130166,0.00114646
viral,0.99,0.990826,0.56413683,9.365e-05,6.949e-05
viral,1.0065,1.0696,0.4452954,6.862e-05,3.722e-05
viral,1.0045,0.993664,0.4864013,0.00027789,0.00018124
viral,1.023,1.13003,0.49648506,2.848e-05,1.992e-05
viral,0.9815,0.983738,0.39588733,0.00043447,0.00021368
viral,1.0125,1.04997,0.53226545,5.468e-05,4.226e-05
viral,1.011,1.04899,0.48258528,6.97e-05,4.469e-05
viral,0.9645,0.9789,0.36487228,0.00095721,0.00049024
viral,0.9915,0.975781,0.4584634,0.00124265,0.00072507
viral,0.977,1.00336,0.39546869,0.00025736,0.0001479
viral,1.013,1.04966,0.51926164,6.236e-05,4.289e-05
viral,1.001,1.05416,0.40199939,8.261e-05,3.919e-05
bacteria,0.943,0.942831,0.51351185,0.05418322,0.04221045
bacteria,0.951,0.918665,0.617125,0.16707114,0.14841008
bacteria,0.9705,0.966128,0.3951288,0.09680059,0.04790158
bacteria,0.923,0.877977,0.67624248,0.11427499,0.10805642
bacteria,0.95,0.91794,0.61784574,0.17036885,0.15226816
bacteria,0.966,0.937266,0.56747784,0.139872,0.10727105
bacteria,0.952,0.963219,0.3670974,0.07961148,0.0434974
bacteria,0.9585,0.960899,0.43136278,0.07065794,0.0468726
bacteria,0.947,0.905488,0.64646745,0.10753929,0.09765502
bacteria,0.948,0.957799,0.33063137,0.05979579,0.02455431
bacteria,0.934,0.943101,0.33917329,0.05002046,0.02177914
bacteria,0.9695,0.954589,0.50553405,0.11136222,0.07613065
bacteria,0.974,0.956674,0.50660676,0.12320911,0.08458263
bacteria,0.9485,0.958416,0.33837839,0.06957861,0.02998009
bacteria,0.9765,0.958596,0.5066763,0.11948918,0.08227947
bacteria,0.93,0.944409,0.32950299,0.07029672,0.02887291
bacteria,0.976,0.957165,0.50590656,0.12680959,0.08716729
bacteria,0.9075,0.872414,0.67019402,0.17782558,0.1691416
bacteria,0.945,0.955256,0.33902904,0.06733187,0.02913574
bacteria,0.9075,0.871749,0.66902195,0.18137475,0.17243907
protozoa,0.982,0.951156,0.47190475,0.70875283,0.58591425
protozoa,0.975,0.962131,0.39886367,0.13725799,0.09483985
protozoa,0.9765,0.952381,0.44950725,0.19451935,0.15033204
protozoa,0.9615,0.943496,0.39421695,0.5968725,0.49717371
protozoa,0.9715,0.911764,0.55888625,0.59692443,0.67118189
protozoa,0.9395,0.845206,0.31828376,0.2031927,0.41302833
protozoa,0.962,0.895325,0.60682514,0.53759086,0.65421834
protozoa,0.9875,0.865323,0.49555282,0.63510904,1.00677462
protozoa,0.9375,0.898235,0.31919254,0.22949954,0.37259024
protozoa,0.988,0.944877,0.49264955,0.626538,0.50728807
protozoa,0.948,0.891497,0.34409655,0.43496893,0.66765365
protozoa,0.9815,0.936744,0.49377055,0.46970219,0.41881065
protozoa,0.9465,0.909924,0.33281225,0.24014764,0.37194767
protozoa,0.9885,0.867425,0.4873277,0.68167658,0.97833144
protozoa,0.9325,0.844543,0.34229457,0.41812107,0.67413604
protozoa,0.964,0.948864,0.39652131,0.62787475,0.51593605
protozoa,0.964,0.938503,0.37693626,0.1667942,0.12679593
protozoa,0.979,0.924671,0.56495561,0.61206341,0.65464608
protozoa,0.9845,0.923658,0.52836981,0.65284158,0.61687049
protozoa,0.979,0.918343,0.49259282,0.27000101,0.19890853
