Domain,DNA,AA,GC,L_DNA,L_AA
archaea,0.965,0.957207,0.42163118,0.05917255,0.03465725
archaea,0.951,0.949492,0.36308314,0.0389075,0.01778141
archaea,0.931,0.885689,0.63237744,0.08267343,0.07583962
archaea,0.9135,0.937257,0.31560571,0.03983105,0.01770424
archaea,0.968,0.963547,0.42203233,0.06724366,0.04064458
archaea,0.9505,0.910762,0.59719406,0.1199709,0.1075783
archaea,0.961,0.955073,0.41920055,0.10120072,0.06134382
archaea,0.925,0.872114,0.61319439,0.10464984,0.09343681
mitochondrion,0.9665,0.972545,0.47550271,0.00040199,0.00022314
mitochondrion,0.9415,0.95297,0.46687731,0.00046731,0.00025497
mitochondrion,0.909,0.967589,0.33432311,0.00041297,0.00016914
mitochondrion,0.851,0.939161,0.2000393,0.00038207,0.00010203
mitochondrion,0.8315,0.871711,0.29539268,0.00049646,0.00016822
mitochondrion,0.951,0.976062,0.38957971,0.00040251,0.00021935
mitochondrion,0.967,0.974163,0.45979542,0.00038655,0.00019929
mitochondrion,0.9185,0.972236,0.28596265,0.00038865,0.00013245
mitochondrion,0.974,0.97393,0.39876283,0.00039243,0.00019838
mitochondrion,0.9915,0.985979,0.43632377,0.0004109,0.00019915
mitochondrion,0.9665,0.981066,0.36112018,0.00038337,0.00015967
mitochondrion,0.9,0.960706,0.260856,0.00048122,0.00014507
mitochondrion,0.9545,0.980767,0.38762357,0.0004582,0.00022213
mitochondrion,0.9835,0.975989,0.47477092,0.00040967,0.00022988
mitochondrion,0.955,0.981229,0.38180971,0.00042952,0.00019646
mitochondrion,0.9005,0.964835,0.25801241,0.0003873,0.00011607
mitochondrion,0.8825,0.944227,0.25109836,0.00041012,0.00013917
mitochondrion,0.88,0.881754,0.32640335,0.00270481,0.00125484
mitochondrion,0.899,0.956607,0.26284256,0.00045111,0.00014098
mitochondrion,0.967,0.975964,0.39112377,0.00042178,0.00017786
fungi,0.981,0.960919,0.42030602,0.22021824,0.14447235
fungi,0.9815,0.955675,0.45883863,0.30038071,0.22758481
fungi,0.9525,0.720661,0.44104364,0.94444905,1.53005494
fungi,0.991,0.962569,0.47235671,0.79929311,0.56102606
fungi,0.9685,0.903667,0.5262909,0.8818756,0.77906827
fungi,0.9705,0.945334,0.39321528,0.26546239,0.1893208
fungi,0.981,0.949296,0.43884848,0.94229721,0.75465022
fungi,0.9905,0.950823,0.48496307,0.52040453,0.40659582
fungi,0.9835,0.884901,0.52165903,0.88590191,0.80994365
fungi,0.9865,0.963365,0.46283264,0.2634085,0.19527583
fungi,0.984,0.927992,0.540134,0.66724233,0.61681005
fungi,0.991,0.95605,0.50026311,0.78350997,0.58669773
fungi,0.991,0.935212,0.48418271,0.65362902,0.56052781
fungi,0.9675,0.884099,0.42381288,0.38057472,0.38943702
fungi,0.9765,0.920383,0.54526896,0.76836011,0.70186883
fungi,0.9885,0.949293,0.53126072,0.65615582,0.57353246
fungi,0.986,0.9566,0.47352374,0.54435184,0.42395375
fungi,0.98,0.937749,0.53930038,0.70431892,0.69052751
fungi,0.984,0.925016,0.51608379,0.73117245,0.66352409
fungi,0.988,0.955356,0.5074498,0.74121405,0.59832289
plant,0.952,0.805615,0.38612176,9.59255068,12.29863239
plant,0.9455,0.70736,0.39106197,14.29460302,25.78289337
plant,0.9785,0.935935,0.51598238,1.0465599,0.97158541
plant,0.951,0.847614,0.39406472,8.14113052,8.70716897
plant,0.9655,0.882046,0.40813586,6.62544527,6.51604717
plant,0.966,0.874726,0.40951956,9.0454206,9.29075022
plant,0.966,0.861459,0.54190227,2.37611618,2.69019835
plant,0.959,0.89782,0.40399434,4.49038444,4.72479381
plant,0.95,0.892918,0.3921604,0.2948004,0.21253474
plant,0.959,0.874223,0.39506075,16.202755,19.1917995
plant,0.955,0.865095,0.38415763,6.94396565,7.65652187
plant,0.951,0.851398,0.40640455,4.17671426,3.79676822
plant,0.9285,0.904583,0.38958709,4.88858785,2.59781905
plant,0.9505,0.838961,0.37517563,13.24887703,15.06959407
plant,0.967,0.830719,0.40962309,15.5879271,20.08248426
plant,0.965,0.8718,0.41512831,11.93131896,12.77448277
plant,0.973,0.921552,0.54375744,0.37685199,0.34962195
plant,0.9605,0.850912,0.39335283,6.5953136,7.52851638
plant,0.9535,0.811358,0.40272789,4.32655389,4.78216257
plant,0.956,0.710844,0.41664351,11.13351687,14.68792329
viral,0.9275,0.953752,0.31122896,0.00385539,0.00191117
viral,1.018,1.05477,0.51661918,5.27e-05,3.98e-05
viral,0.985,1.00015,0.47490103,0.00015804,0.00010243
viral,0.981,0.959181,0.52904883,0.00133447,0.00101669
viral,0.9515,0.986877,0.31608589,0.00028439,0.0001227
viral,0.9225,0.890712,0.67483488,0.00173921,0.00162418
viral,0.9965,1.01803,0.45490716,0.00013209,7.971e-05
viral,0.957,0.921409,0.61524327,0.0013075,0.00118138
viral,0.9865,0.985933,0.56266596,9.425e-05,6.978e-05
viral,1.007,1.058,0.44862518,6.917e-05,4.038e-05
viral,1.0045,0.994834,0.49031216,0.00027899,0.00018543
viral,1.019,1.11788,0.50863558,2.898e-05,2.058e-05
viral,0.98,0.98379,0.39541416,0.00043657,0.00021438
viral,1.014,1.05344,0.53015873,5.518e-05,4.122e-05
viral,1.013,1.04819,0.4791295,7.015e-05,4.403e-05
viral,0.961,0.976958,0.3601717,0.00096199,0.00049145
viral,0.9885,0.975204,0.45721957,0.00124893,0.00072986
viral,0.975,1.00294,0.39231665,0.00025797,0.00014837
viral,1.0105,1.04601,0.51792829,6.281e-05,4.526e-05
viral,1.001,1.06333,0.40108401,8.311e-05,3.686e-05
bacteria,0.931,0.936186,0.51381943,0.05445135,0.04285668
bacteria,0.9455,0.915691,0.61961479,0.16790942,0.15123283
bacteria,0.967,0.964206,0.39290571,0.09727893,0.04788028
bacteria,0.9145,0.871573,0.68004792,0.11484581,0.11010123
bacteria,0.944,0.915005,0.62039372,0.17121362,0.15508505
bacteria,0.961,0.934456,0.56902793,0.14056712,0.10861857
bacteria,0.9475,0.961192,0.36409571,0.08000841,0.04368511
bacteria,0.952,0.957717,0.42994415,0.07100896,0.04742723
bacteria,0.9415,0.901595,0.64965849,0.10807299,0.09943833
bacteria,0.9445,0.95553,0.32686943,0.0600926,0.02451575
bacteria,0.9255,0.934978,0.33568259,0.05025911,0.02176318
bacteria,0.962,0.949483,0.50574253,0.11192352,0.07696457
bacteria,0.968,0.952199,0.50680502,0.12382842,0.08561291
bacteria,0.944,0.955354,0.33480338,0.06991643,0.03005079
bacteria,0.972,0.956222,0.50685201,0.120092,0.08300378
bacteria,0.9175,0.933785,0.32596435,0.07064666,0.02887737
bacteria,0.9705,0.952942,0.50607153,0.1274487,0.08807282
bacteria,0.8985,0.866733,0.67373075,0.17871264,0.17238795
bacteria,0.9375,0.949371,0.33568983,0.06765923,0.02911183
bacteria,0.897,0.86463,0.6726156,0.18227768,0.17568999
protozoa,0.978,0.94432,0.47123852,0.71078129,0.59303074
protozoa,0.972,0.959439,0.39634048,0.13756668,0.09518779
protozoa,0.9725,0.947936,0.44824929,0.19500473,0.15153539
protozoa,0.9535,0.930415,0.39140531,0.59763091,0.50065683
protozoa,0.964,0.900649,0.56042899,0.59730355,0.68208671
protozoa,0.9315,0.835873,0.30943342,0.19899798,0.41727335
protozoa,0.956,0.889215,0.60970691,0.53728287,0.66576791
protozoa,0.985,0.855854,0.49542609,0.62983927,1.01929476
protozoa,0.928,0.888742,0.3121016,0.22669811,0.3756715
protozoa,0.9835,0.933026,0.49250241,0.62876406,0.51469758
protozoa,0.9405,0.878283,0.33816013,0.43039465,0.67366923
protozoa,0.9745,0.9255,0.49360575,0.4707601,0.42393071
protozoa,0.9395,0.903322,0.32661141,0.23752014,0.37509347
protozoa,0.985,0.857339,0.4868438,0.67736146,0.99032603
protozoa,0.918,0.830133,0.33597982,0.41291454,0.67936002
protozoa,0.9565,0.936271,0.39395334,0.62879993,0.51988249
protozoa,0.9575,0.931727,0.37384974,0.16695442,0.12731296
protozoa,0.976,0.92053,0.56662131,0.61259338,0.66507904
protozoa,0.977,0.905137,0.52911178,0.65257286,0.62588219
protozoa,0.968,0.894843,0.49245793,0.27083617,0.2008132
