Identifier	GC	ATGC	Percentage
GCF_000189835.1_ASM18983v2_genomic	559988	1791997	.31249382
GCF_000189855.1_ASM18985v2_genomic	558835	1794702	.31138038
GCF_000189895.1_ASM18989v2_genomic	533314	1713264	.31128535
GCF_000189915.1_ASM18991v2_genomic	593910	1952171	.30423052
GCF_000189935.1_ASM18993v2_genomic	612411	2008979	.30483693
GCF_000189955.1_ASM18995v2_genomic	597909	1965064	.30426947
GCF_000189975.1_ASM18997v2_genomic	600732	1973030	.30447180
GCF_000189995.1_ASM18999v2_genomic	571891	1889378	.30268744
GCF_000190015.1_ASM19001v2_genomic	570853	1886020	.30267600
GCF_000190035.1_ASM19003v2_genomic	578488	1910054	.30286473
GCF_000190055.1_ASM19005v2_genomic	602122	1992157	.30224625
GCF_000190075.1_ASM19007v2_genomic	596975	1972498	.30264922
GCF_000190095.1_ASM19009v2_genomic	598441	1978848	.30241888
GCF_000190115.1_ASM19011v2_genomic	608830	2011683	.30264708
GCF_000190135.1_ASM19013v2_genomic	598000	1975004	.30278419
GCF_000190155.1_ASM19015v2_genomic	565946	1869210	.30277282
GCF_000190175.1_ASM19017v2_genomic	566396	1818239	.31150800
GCF_000190315.1_ASM19031v1_genomic	974470	2298983	.42387003
GCF_000191585.1_ASM19158v1_genomic	925724	2583753	.35828656
GCF_000193375.1_ASM19337v1_genomic	1154960	1936063	.59655083
GCF_000194625.1_ASM19462v1_genomic	894845	1901943	.47048991
GCF_000195895.1_ASM19589v1_genomic	1912156	4873766	.39233643
GCF_000195915.1_ASM19591v1_genomic	719769	1564906	.45994391
GCF_000195935.2_ASM19593v2_genomic	790749	1768562	.44711409
GCF_000196655.1_ASM19665v1_genomic	876469	2406232	.36424958
GCF_000196895.1_ASM19689v1_genomic	2254097	3592063	.62752156
GCF_000204415.1_ASM20441v1_genomic	1543220	3026645	.50987809
GCF_000204925.1_ASM20492v1_genomic	772846	1840348	.41994557
GCF_000211475.1_ASM21147v1_genomic	795533	1861320	.42740259
GCF_000213215.1_ASM21321v1_genomic	729969	2137654	.34148136
GCF_000214415.1_ASM21441v1_genomic	598904	1854197	.32299912
GCF_000214725.1_ASM21472v1_genomic	909924	2546541	.35731763
GCF_000215915.2_HLRTI_V2_genomic	1966935	3146564	.62510567
GCF_000215995.1_ASM21599v1_genomic	886522	1716818	.51637506
GCF_000217715.1_ASM21771v1_genomic	2838921	4355268	.65183612
GCF_000217995.1_ASM21799v1_genomic	837330	2138444	.39156040
GCF_000220175.1_ASM22017v1_genomic	525284	1607695	.32673112
GCF_000220645.1_ASM22064v1_genomic	575374	1746693	.32940762
GCF_000221185.1_ASM22118v1_genomic	1127924	2011320	.56078794
GCF_000223395.1_ASM22339v1_genomic	1012030	1843267	.54904145
GCF_000223905.1_ASM22390v1_genomic	2429489	3890005	.62454649
GCF_000226975.2_ASM22697v3_genomic	2859749	4381543	.65268080
GCF_000230715.2_ASM23071v3_genomic	2357703	3788356	.62235518
GCF_000230735.2_ASM23073v3_genomic	2786238	4354100	.63991134
GCF_000230955.2_ASM23095v3_genomic	2100957	3162560	.66432162
GCF_000231015.2_ASM23101v3_genomic	620482	1384116	.44828757
GCF_000234805.1_ASM23480v1_genomic	1405925	2467972	.56966813
GCF_000235565.1_ASM23556v1_genomic	1557953	2571034	.60596359
GCF_000237865.1_ASM23786v1_genomic	1554462	3260476	.47675922
GCF_000241145.1_ASM24114v2_genomic	602861	1855557	.32489489
GCF_000242875.2_ASM24287v3_genomic	531564	1572953	.33794016
GCF_000243255.1_ASM24325v1_genomic	1350606	3200246	.42203193
GCF_000243315.1_ASM24331v1_genomic	1340444	2807550	.47744261
GCF_000243455.1_ASM24345v2_genomic	590069	1818779	.32443139
GCF_000245095.1_ASM24509v2_genomic	925887	2645252	.35001844
GCF_000245115.1_ASM24511v2_genomic	944532	2680814	.35233029
GCF_000245135.1_ASM24513v2_genomic	923888	2635808	.35051414
GCF_000245155.1_ASM24515v2_genomic	944342	2680985	.35223695
GCF_000245175.1_ASM24517v2_genomic	912394	2601131	.35076818
GCF_000245195.1_ASM24519v2_genomic	914680	2608310	.35067917
GCF_000245215.1_ASM24521v2_genomic	932175	2664783	.34981272
GCF_000245235.1_ASM24523v2_genomic	907074	2589840	.35024325
GCF_000245255.1_ASM24525v2_genomic	943735	2694762	.35021089
GCF_000245275.1_ASM24527v2_genomic	924517	2637559	.35051993
GCF_000246985.2_ASM24698v3_genomic	954455	2215128	.43088029
GCF_000251105.1_ASM25110v1_genomic	1254393	2378438	.52740201
GCF_000253055.1_ASM25305v1_genomic	1015210	1841542	.55128256
GCF_000258425.1_ASM25842v1_genomic	494362	1319206	.37474207
GCF_000258515.1_TheZil1.0_genomic	961270	1764559	.54476500
GCF_000259215.1_ASM25921v1_genomic	2215383	3383677	.65472650
GCF_000263735.1_ASM26373v1_genomic	734586	1736885	.42293300
GCF_000264495.1_ASM26449v1_genomic	754671	1356318	.55641154
GCF_000265525.1_ASM26552v1_genomic	1088616	1950313	.55817502
GCF_000275605.1_ASM27560v1_genomic	778959	1909817	.40787101
GCF_000275865.1_ASM27586v1_genomic	1508700	2474500	.60969892
GCF_000281695.1_ASM28169v1_genomic	2431940	3793611	.64106203
GCF_000283335.1_162.HSB1.1_genomic	2794244	4492306	.62200660
GCF_000296615.1_ASM29661v1_genomic	2169355	3167951	.68478174
GCF_000299365.1_ASM29936v1_genomic	560592	1639964	.34183189
GCF_000299395.1_ASM29939v1_genomic	567953	1690905	.33588699
GCF_000300255.2_ASM30025v2_genomic	926650	1666792	.55594819
GCF_000302455.1_ASM30245v1_genomic	1020577	2684267	.38020696
GCF_000303155.1_ASM30315v1_genomic	1370096	2833868	.48347206
GCF_000304355.2_Mb_MS2_genomic	1691720	2789774	.60640037
GCF_000306765.2_ASM30676v2_genomic	2353403	3904707	.60270924
GCF_000308215.1_ASM30821v1_genomic	1584687	2620233	.60478858
GCF_000317795.1_ASM31779v1_genomic	464580	1546846	.30034017
GCF_000320505.1_ASM32050v2_genomic	592974	2045800	.28984944
GCF_000327485.1_ASM32748v1_genomic	1556999	2820858	.55195936
GCF_000327505.1_ASM32750v1_genomic	634180	1437090	.44129456
GCF_000328285.1_Haloferax_sp._BAB2207_V.1_genomic	2463695	3744644	.65792502
GCF_000328525.1_ASM32852v1_genomic	2074114	3223876	.64336035
GCF_000328665.1_ASM32866v1_genomic	1136277	2714013	.41867043
GCF_000328685.1_ASM32868v1_genomic	2789666	4314118	.64663646
GCF_000328925.1_NAR_genomic	1160948	3441569	.33733102
GCF_000328945.1_NSJ_genomic	564500	1650825	.34195023
GCF_000334895.1_ASM33489v1_genomic	2295464	3476727	.66023705
GCF_000336615.1_ASM33661v1_genomic	2625037	4225259	.62127244
GCF_000336635.1_ASM33663v1_genomic	2618537	4280272	.61176883
GCF_000336655.1_ASM33665v1_genomic	2834345	4338467	.65330564
GCF_000336675.1_ASM33667v1_genomic	2235939	3418958	.65398258
GCF_000336695.1_ASM33669v1_genomic	1909782	2991279	.63844997
GCF_000336715.1_ASM33671v1_genomic	2505042	4052020	.61822054
GCF_000336735.1_ASM33673v1_genomic	2419446	3649177	.66301141
GCF_000336755.1_ASM33675v1_genomic	2416876	3952083	.61154484
GCF_000336775.1_ASM33677v1_genomic	2671865	4057202	.65854867
GCF_000336795.1_ASM33679v1_genomic	2402665	3619007	.66390172
GCF_000336815.1_ASM33681v1_genomic	2626728	3998686	.65689779
GCF_000336835.1_ASM33683v1_genomic	2398017	3598159	.66645665
GCF_000336855.1_ASM33685v1_genomic	2405025	3609421	.66631878
GCF_000336875.1_ASM33687v1_genomic	2437501	3682666	.66188489
GCF_000336915.1_ASM33691v1_genomic	2208759	3449645	.64028588
GCF_000336935.1_ASM33693v1_genomic	2664401	4199493	.63445777
GCF_000336955.1_ASM33695v1_genomic	2294005	3697838	.62036384
GCF_000336975.1_ASM33697v1_genomic	2391220	3586955	.66664343
GCF_000336995.1_ASM33699v1_genomic	2088593	3108461	.67190580
GCF_000337015.1_ASM33701v1_genomic	2277628	3382448	.67336674
GCF_000337035.1_ASM33703v1_genomic	2442022	3645186	.66993069
GCF_000337055.1_ASM33705v1_genomic	2251398	3307230	.68075035
GCF_000337075.1_ASM33707v1_genomic	2099820	3037471	.69130536
GCF_000337095.1_ASM33709v1_genomic	2878173	4384402	.65645736
GCF_000337115.1_ASM33711v1_genomic	2546994	3895148	.65388888
GCF_000337135.1_ASM33713v1_genomic	2603431	4309063	.60417566
GCF_000337155.1_ASM33715v1_genomic	2436647	3774867	.64549214
GCF_000337175.1_ASM33717v1_genomic	2563909	4023548	.63722590
GCF_000337195.1_ASM33719v1_genomic	2680246	4190707	.63956893
GCF_000337215.1_ASM33721v1_genomic	2949984	4588520	.64290533
GCF_000337235.1_ASM33723v1_genomic	3066978	4926733	.62251759
GCF_000337255.1_ASM33725v1_genomic	967344	1615991	.59860729
GCF_000337275.1_ASM33727v1_genomic	2677050	4405164	.60770722
GCF_000337295.1_ASM33729v1_genomic	2347087	3894540	.60266090
GCF_000337315.1_ASM33731v1_genomic	2542974	3866639	.65767039
GCF_000337335.1_ASM33733v1_genomic	2250802	3306010	.68082129
GCF_000337355.1_ASM33735v1_genomic	2420140	3619596	.66862158
GCF_000337375.1_ASM33737v1_genomic	2329410	3424955	.68012864
GCF_000337395.1_ASM33739v1_genomic	2161954	3137642	.68903781
GCF_000337415.1_ASM33741v1_genomic	2264681	3328771	.68033547
GCF_000337435.1_ASM33743v1_genomic	2296701	3376034	.68029557
GCF_000337455.1_ASM33745v1_genomic	3177201	4694809	.67674765
GCF_000337475.1_ASM33747v1_genomic	2176373	3521868	.61795984
GCF_000337495.1_ASM33749v1_genomic	3155120	4841406	.65169498
GCF_000337515.1_ASM33751v1_genomic	2087307	3238424	.64454407
GCF_000337535.1_ASM33753v1_genomic	2862601	4618250	.61984539
GCF_000337555.1_ASM33755v1_genomic	2747662	4404084	.62388955
GCF_000337575.1_ASM33757v1_genomic	2567575	4159515	.61727749
GCF_000337595.1_ASM33759v1_genomic	2851466	4634931	.61521217
GCF_000337615.1_ASM33761v1_genomic	2495000	3915591	.63719627
GCF_000337635.1_ASM33763v1_genomic	2734449	4264273	.64124623
GCF_000337655.1_ASM33765v1_genomic	2301247	3693819	.62299939
GCF_000337675.1_ASM33767v1_genomic	2842509	4416382	.64362842
GCF_000337695.1_ASM33769v1_genomic	2895809	4495822	.64411113
GCF_000337715.1_ASM33771v1_genomic	2482750	4111115	.60391159
GCF_000337735.1_ASM33773v1_genomic	2137699	3460192	.61779779
GCF_000337755.1_ASM33775v1_genomic	2679173	4404932	.60822119
GCF_000337775.1_ASM33777v1_genomic	2424446	3923205	.61797586
GCF_000337795.1_ASM33779v1_genomic	2536114	3825973	.66286772
GCF_000337815.1_ASM33781v1_genomic	2083638	3368982	.61847703
GCF_000337835.1_ASM33783v1_genomic	2527683	3812428	.66301134
GCF_000337855.1_ASM33785v1_genomic	2354936	3928440	.59945830
GCF_000337875.1_ASM33787v1_genomic	2696286	4416189	.61054588
GCF_000337895.1_ASM33789v1_genomic	2350543	3688595	.63724616
GCF_000337915.1_ASM33791v1_genomic	2289857	3423570	.66885064
GCF_000338775.1_ASM33877v1_genomic	816352	2223983	.36706755
GCF_000340315.1_ASM34031v1_genomic	798022	2176362	.36667705
GCF_000363885.1_MethanoVillo1.0_genomic	354422	1207361	.29355097
GCF_000364745.1_ASM36474v1_genomic	866316	2465177	.35142141
GCF_000371805.1_ASM37180v1_genomic	368545	1249385	.29498113
GCF_000376445.1_ASM37644v1_genomic	2666785	4317535	.61766378
GCF_000376965.1_ASM37696v1_genomic	553330	1686930	.32801005
GCF_000379085.1_ASM37908v1_genomic	2344938	3605828	.65031887
GCF_000383975.1_ASM38397v1_genomic	3071826	4934340	.62254040
GCF_000385565.1_ASM38556v1_genomic	898044	2076931	.43238990
GCF_000400975.1_ASM40097v1_genomic	1625879	2431759	.66860202
GCF_000403645.1_ASM40364v1_genomic	2167547	3255260	.66585986
GCF_000404165.1_ASM40416v1_genomic	580246	1998189	.29038594
GCF_000404225.1_ASM40422v1_genomic	796911	1931651	.41255433
GCF_000421805.1_ASM42180v1_genomic	2392038	3591480	.66603127
GCF_000427685.1_ASM42768v1_genomic	2468816	3797735	.65007590
GCF_000430485.1_ASM43048v1_genomic	953359	2164073	.44053920
GCF_000430905.1_ASM43090v1_genomic	875633	1702614	.51428744
GCF_000446015.1_ASM44601v1_genomic	813980	1750259	.46506259
GCF_000455345.1_Halgo_genomic	2580576	3906156	.66064335
GCF_000455365.1_HdjelfamassiliensisIIH2_genomic	2414977	3755243	.64309473
GCF_000470655.1_HATI1_genomic	1973989	3146160	.62742803
GCF_000474235.1_ASM47423v1_genomic	1771501	2628974	.67383739
GCF_000485535.1_ASM48553v1_genomic	2278221	3637488	.62631711
GCF_000493245.1_Nat_J71_genomic	2361051	3667624	.64375492
GCF_000495475.1_Htyrrel1.0_genomic	2576896	3675087	.70117959
GCF_000504205.1_ASM50420v1_genomic	1254128	3151879	.39789852
GCF_000504565.1_ASM50456v2_genomic	2435555	3901495	.62426198
GCF_000513315.1_ANOR1_genomic	566977	2221071	.25527189
GCF_000513435.1_HRSP_AJ67_genomic	1781771	2796819	.63707054
GCF_000513855.1_ASM51385v1_genomic	590311	1306998	.45165409
GCF_000517445.1_ASM51744v1_genomic	788902	1957742	.40296525
GCF_000517625.1_ASM51762v1_genomic	2515796	4131176	.60897816
GCF_000529525.1_Methanobrevibacter_oralis_JMR01_genomic	578651	2083509	.27772906
GCF_000585495.1_ASM58549v1_genomic	1083867	1976356	.54841688
GCF_000591035.1_ASM59103v1_genomic	905440	1595994	.56732042
GCF_000591055.1_ASM59105v1_genomic	1879362	2912573	.64525833
GCF_000621965.1_ASM62196v1_genomic	493524	2038673	.24208100
GCF_000632495.1_AciCop1.0_genomic	874569	2454023	.35638174
GCF_000685155.1_ANME2D_V10_genomic	1381785	3197373	.43216259
GCF_000685395.1_NKMY2_genomic	736222	1762967	.41760395
GCF_000685635.1_ASM68563v1_genomic	2347455	3895364	.60262789
GCF_000691505.1_ASM69150v2_genomic	1931795	3178450	.60777894
GCF_000691865.1_MethMaris1.0_genomic	1562101	2542424	.61441403
GCF_000698785.1_ASM69878v1_genomic	1332614	2527938	.52715454
GCF_000700025.1_ASM70002v2_genomic	2182232	3282373	.66483364
GCF_000710605.1_HTGA29.1_genomic	2682192	4131614	.64918746
GCF_000710615.1_HAPD43.1_genomic	2267915	3926724	.57755905
GCF_000711215.1_ASM71121v1_genomic	846727	1711791	.49464391
GCF_000711905.1_ASM71190v1_genomic	826016	1511083	.54663840
GCF_000723185.1_APF_1883_PRJEB4650_genomic	691198	1636125	.42246038
GCF_000723845.1_PRJEB5511_assembly_1_genomic	2569934	3893566	.66004634
GCF_000725425.1_ASM72542v1_genomic	800352	1859370	.43044256
GCF_000730175.1_ASM73017v1_genomic	2609989	4223701	.61793886
GCF_000730285.1_ASM73028v1_genomic	1481336	2954373	.50140452
GCF_000731985.1_ASM73198v1_genomic	2436518	3774135	.64558316
GCF_000734035.1_ASM73403v1_genomic	1113590	2316287	.48076512
GCF_000739065.1_ASM73906v1_genomic	494936	1607556	.30788103
GCF_000739555.1_ASM73955v1_genomic	2040370	2955001	.69048030
GCF_000739575.1_ASM73957v1_genomic	2469969	3852219	.64118083
GCF_000739595.1_ASM73959v1_genomic	2395793	3677971	.65138985
GCF_000744315.1_ASM74431v1_genomic	1686838	4064496	.41501775
GCF_000744455.1_ASM74445v1_genomic	811261	2490725	.32571279
GCF_000745485.1_ASM74548v1_genomic	1117755	3365236	.33214758
GCF_000746075.1_ASM74607v1_genomic	1125199	3392252	.33169676
GCF_000746205.1_ASM74620v1_genomic	1826716	2767343	.66009742
GCF_000747605.1_ASM74760v1_genomic	1012015	2189588	.46219425
GCF_000755225.1_ASM75522v1_genomic	2199685	3451492	.63731423
GCF_000755245.1_ASM75524v1_genomic	2344949	3764367	.62293315
GCF_000762265.1_ASM76226v1_genomic	1012813	2449987	.41339525
GCF_000765475.1_Mmet_Version1_genomic	1066067	2508511	.42497999
GCF_000769655.1_ASM76965v1_genomic	1136521	2126164	.53454060
GCF_000784335.1_ASM78433v1_genomic	2845951	4350698	.65413664
GCF_000784355.1_Metpay_genomic	1324222	2785552	.47538943
GCF_000800805.1_ASM80080v1_genomic	732510	1488669	.49205699
GCF_000802205.1_ASM80220v2_genomic	1171202	3430706	.34138804
GCF_000812185.1_ASM81218v1_genomic	408546	1232128	.33157756
GCF_000813245.1_ASM81324v1_genomic	814013	1754190	.46403924
GCF_000816105.1_ASM81610v1_genomic	1015439	1920914	.52862283
GCF_000824705.1_Methanobrevibacter_smithii_genomic	541423	1718384	.31507683
GCF_000827835.1_ASM82783v1_genomic	2617408	4225046	.61949810
GCF_000828535.1_ASM82853v1_genomic	610794	1858414	.32866411
GCF_000828555.1_ASM82855v1_genomic	576248	1749749	.32933180
GCF_000828575.1_ASM82857v1_genomic	854217	1731018	.49347667
GCF_000875775.1_ASM87577v1_genomic	579370	1713078	.33820409
GCF_000949015.1_ASM94901v1_genomic	594518	1747364	.34023706
GCF_000955905.1_ASM95590v3_genomic	664214	1620156	.40996916
GCF_000956175.1_ASM95617v1_genomic	602356	1803090	.33406873
GCF_000966265.1_ASM96626v1_genomic	1198229	2206431	.54306207
GCF_000968355.2_ASM96835v2_genomic	977989	2727312	.35859080
GCF_000968395.2_ASM96839v2_genomic	977989	2727312	.35859080
GCF_000968435.2_ASM96843v2_genomic	977990	2727312	.35859116
GCF_000969885.1_ASM96988v1_genomic	1286916	3127377	.41150011
GCF_000969905.1_ASM96990v1_genomic	1812448	4563885	.39712832
GCF_000969925.1_ASM96992v1_genomic	1290799	3130228	.41236580
GCF_000969945.1_ASM96994v1_genomic	1814400	4553495	.39846315
GCF_000969965.1_ASM96996v1_genomic	1724959	4137337	.41692494
GCF_000969985.1_ASM96998v1_genomic	1926040	4907164	.39249554
GCF_000970005.1_ASM97000v1_genomic	1636842	3914034	.41819820
GCF_000970025.1_ASM97002v1_genomic	1793104	4574907	.39194326
GCF_000970045.1_ASM97004v1_genomic	1934337	4211468	.45930231
GCF_000970065.1_ASM97006v1_genomic	1760142	4487561	.39222686
GCF_000970085.1_ASM97008v1_genomic	2154560	5017558	.42940410
GCF_000970125.1_ASM97012v1_genomic	2127844	4941114	.43064053
GCF_000970145.1_ASM97014v1_genomic	2312330	5427890	.42600900
GCF_000970165.1_ASM97016v1_genomic	1698296	4096482	.41457426
GCF_000970185.1_ASM97018v1_genomic	1687092	4066551	.41487048
GCF_000970205.1_ASM97020v1_genomic	1715984	4142816	.41420714
GCF_000970225.1_ASM97022v1_genomic	1719507	4154344	.41390578
GCF_000970245.1_ASM97024v1_genomic	1728474	4166241	.41487614
GCF_000970265.1_ASM97026v1_genomic	1731383	4139808	.41822785
GCF_000970285.1_ASM97028v1_genomic	2073239	5018607	.41311045
GCF_000970305.1_ASM97030v1_genomic	1782250	4560446	.39080607
GCF_000970325.1_ASM97032v1_genomic	1054196	2394636	.44023225
GCF_000978935.1_gtlEnvA5udCFS_genomic	1693720	4067732	.41637944
GCF_000978945.1_gtlEnvA5udCFS_genomic	1695885	4072655	.41640772
GCF_000978955.1_gtlEnvA5udCFS_genomic	1689937	4061783	.41605792
GCF_000978965.1_gtlEnvA5udCFS_genomic	1726575	4164309	.41461260
GCF_000979015.1_gtlEnvA5udCFS_genomic	1656873	3981512	.41614165
GCF_000979025.1_gtlEnvA5udCFS_genomic	1673387	4013698	.41691901
GCF_000979035.1_gtlEnvA5udCFS_genomic	1712122	4129439	.41461370
GCF_000979045.1_gtlEnvA5udCFS_genomic	1709095	4121851	.41464259
GCF_000979095.1_gtlEnvA5udCFS_genomic	1668676	4003367	.41681814
GCF_000979105.1_gtlEnvA5udCFS_genomic	1682021	4048935	.41542306
GCF_000979115.1_gtlEnvA5udCFS_genomic	1657804	3971272	.41744911
GCF_000979125.1_gtlEnvA5udCFS_genomic	1694671	4072340	.41614182
GCF_000979175.1_gtlEnvA5udCFS_genomic	1698341	4084784	.41577253
GCF_000979185.1_gtlEnvA5udCFS_genomic	1658182	3988142	.41577807
GCF_000979195.1_gtlEnvA5udCFS_genomic	1702372	4091047	.41612134
GCF_000979205.1_gtlEnvA5udCFS_genomic	1750394	4232359	.41357408
GCF_000979255.1_gtlEnvA5udCFS_genomic	1696433	4080746	.41571639
GCF_000979265.1_gtlEnvA5udCFS_genomic	1743005	4187444	.41624556
GCF_000979275.1_gtlEnvA5udCFS_genomic	1696944	4081675	.41574696
GCF_000979295.1_gtlEnvA5udCFS_genomic	1657737	3841888	.43149019
GCF_000979335.1_gtlEnvA5udCFS_genomic	1695356	4077722	.41576056
GCF_000979345.1_gtlEnvA5udCFS_genomic	1744770	4198417	.41557806
GCF_000979375.1_gtlEnvA5udCFS_genomic	1699349	4091453	.41534120
GCF_000979385.1_gtlEnvA5udCFS_genomic	1677383	3906951	.42933300
