Identifier	GC	ATGC	Percentage
1144774	7447	24934	.29866848
1145087	7002	24929	.28087769
114525	3055	15123	.20201018
1145400	40604	103099	.39383505
1146690	15136	48655	.31108827
114716	6746	16688	.40424256
1147300	3880	15921	.24370328
1147500	7811	17178	.45470951
1147716	7684	17143	.44822959
1147932	4055	15643	.25922137
1148129	3045	15369	.19812609
1148323	6832	16718	.40866132
1148533	3144	13796	.22789214
1148707	3282	13703	.23950959
1148880	6943	16603	.41817743
1149089	7137	16596	.43004338
114926	5702	15723	.36265343
1149298	7094	16590	.42760699
1149507	7340	16611	.44187586
1149716	7226	16552	.43656355
1149924	6916	16583	.41705360
1150133	7071	16574	.42663207
1150342	6804	16573	.41054727
1150551	6818	16595	.41084664
1150760	7323	16600	.44114457
1150969	7296	16599	.43954455
1151178	6289	16777	.37485843
115124	7214	17235	.41856686
1151389	7127	16583	.42977748
1151598	7361	16610	.44316676
1151807	7044	16595	.42446520
1152016	6941	16467	.42150968
1152223	6746	16764	.40240992
1152434	7086	16604	.42676463
1152643	7397	16591	.44584413
1152852	7372	16609	.44385574
1153061	7270	16606	.43779356
1153270	7469	16614	.44956061
115341	7311	16625	.43975939
1153479	6813	16616	.41002648
1153688	6940	16541	.41956350
1153896	7102	16556	.42896834
1154104	7350	16614	.44239797
1154313	7435	16584	.44832368
1154522	7052	16569	.42561409
1154731	7735	16569	.46683565
1154940	7602	16568	.45883631
1155149	7243	16604	.43622018
1155358	6024	16568	.36359246
115550	3172	15465	.20510830
1155567	7314	16599	.44062895
1155776	6847	16525	.41434190
1155984	7067	16586	.42608223
1156193	6927	16589	.41756585
1156402	7202	16586	.43422163
1156611	7451	16584	.44928847
1156820	6946	16595	.41855980
1157029	7232	16605	.43553146
1157238	6837	16652	.41058131
1157448	7367	16580	.44433051
115745	3957	16613	.23818696
1157657	7462	16608	.44930154
1157866	7348	16616	.44222436
1158075	7630	16610	.45936183
1158284	7368	16699	.44122402
1158494	7522	16722	.44982657
1158704	7356	16717	.44003110
1158914	7294	16714	.43640062
1159124	7478	16603	.45040053
1159333	7560	16723	.45207199
1159544	7336	16600	.44192771
115954	7971	16774	.47519971
1159753	7335	16655	.44040828
1159963	7297	16639	.43854798
1160173	7720	16607	.46486421
1160382	7468	16608	.44966281
1160591	7367	16696	.44124341
1160801	7174	16564	.43310794
1161010	7253	16531	.43875143
1161218	7665	16568	.46263882
1161427	7135	16582	.43028585
1161636	7398	16577	.44628099
116165	6016	16817	.35773324
1161845	7086	16584	.42727930
1162054	6708	16547	.40539070
1162262	7304	16562	.44100953
1162470	7504	16592	.45226615
1162679	7445	16570	.44930597
1162888	6965	16589	.41985653
1163097	7183	16604	.43260660
1163306	6897	16588	.41578249
1163515	7182	16594	.43280703
1163724	6557	16568	.39576291
116377	6783	18911	.35868013
1163933	6647	16573	.40107403
1164142	7393	16601	.44533461
1164351	7116	16568	.42950265
1164560	7420	16598	.44704181
1164769	7017	16610	.42245635
1164978	7207	16558	.43525788
1165186	7604	16590	.45834840
1165395	7476	16600	.45036144
1165604	7408	16603	.44618442
1165813	7163	16569	.43231335
1166022	7002	16593	.42198517
116615	7452	16787	.44391493
1166231	7372	16597	.44417665
1166440	7388	16597	.44514068
1166649	7162	16596	.43154977
1166858	7079	16594	.42659997
1167067	7401	16709	.44293494
1167277	7113	16606	.42833915
1167486	7060	16581	.42578855
1167695	6924	16592	.41730954
1167904	6550	16599	.39460208
1168113	7003	16846	.41570699
116826	7217	17290	.41740890
1168325	7053	16595	.42500753
1168534	7184	17020	.42209165
1168748	6946	16612	.41813147
1168957	7029	16589	.42371450
1169166	6532	16568	.39425398
1169375	6393	16680	.38327338
1169585	6873	16576	.41463561
1169794	6998	16564	.42248249
1170003	7055	16590	.42525617
1170212	7225	16592	.43545081
1170421	7114	16615	.42816731
117044	6828	16567	.41214462
1170630	6670	17012	.39207618
1170844	6858	16591	.41335663
1171053	7161	16565	.43229701
1171262	7222	16578	.43563759
1171471	6301	16573	.38019670
1171680	6811	16981	.40109534
1171894	7551	16596	.45498915
1172103	6913	16993	.40681457
1172317	6465	16558	.39044570
1172525	7699	16505	.46646470
117253	7574	16759	.45193627
1172733	7240	16629	.43538396
1172942	7372	16579	.44465890
1173151	7239	16577	.43668938
1173360	7501	16558	.45301364
1173568	7494	16575	.45212669
1173777	7412	16578	.44709856
1173986	7348	16540	.44425634
1174194	7271	16574	.43869916
1174403	7658	16526	.46339102
1174611	15861	48705	.32565445
117464	7231	16514	.43787089
1175243	17730	58511	.30301994
1175988	5231	25359	.20627785
1176306	5982	25338	.23608808
1176624	4018	13761	.29198459
117672	4792	15123	.31686834
1176797	9146	20414	.44802586
1177054	6501	16248	.40011078
1177259	7447	16592	.44883076
1177468	7187	16585	.43334338
1177677	7191	16584	.43361070
1177886	6287	16274	.38632174
1178091	6238	16730	.37286312
1178302	7427	19101	.38882781
1178542	6477	16728	.38719512
117863	5357	15269	.35084157
1178753	7405	16673	.44413123
1178963	3864	15639	.24707462
1179160	6466	16736	.38635277
1179371	7707	16831	.45790505
1179583	5090	15646	.32532276
1179780	3864	16082	.24026862
1179983	3873	16095	.24063373
1180186	4333	15963	.27144020
1180387	7076	16613	.42593149
118055	6390	15747	.40579157
1180596	7727	16953	.45578953
1180809	2861	15457	.18509413
1181004	6186	16438	.37632315
1181211	7955	16800	.47351190
1181422	6255	16585	.37714802
1181631	4431	17486	.25340272
1181851	5775	17191	.33593159
1182067	5385	16312	.33012506
1182272	6979	19556	.35687257
1182518	5581	17152	.32538479
118253	4779	14361	.33277626
1182734	7982	17133	.46588455
1182950	7505	17091	.43912000
1183165	7904	17081	.46273637
1183380	7713	17071	.45181887
1183595	7864	17161	.45824835
1183812	7682	17092	.44945003
1184027	7748	17037	.45477490
1184241	3892	14986	.25970906
118434	2407	15785	.15248653
1184430	6999	16496	.42428467
1184638	8076	17075	.47297218
1184853	16474	61880	.26622495
1185628	5975	21874	.27315534
1185903	12433	37815	.32878487
118633	8478	24371	.34787247
1186377	11165	49492	.22559201
1186997	10704	49063	.21816847
1187612	22818	84631	.26961751
1188671	24426	88746	.27523494
118939	4386	14428	.30399223
1189782	7507	17330	.43317945
1190000	10170	37766	.26928983
1190474	12995	35662	.36439347
1190921	7267	28086	.25874100
119121	6453	19622	.32886555
1191274	3891	15325	.25389885
1191467	4026	15613	.25786203
1191664	5593	14819	.37742087
1191851	7363	16515	.44583711
1192059	4394	14009	.31365550
1192236	7435	16511	.45030585
1192444	7822	16521	.47345802
1192652	4706	17033	.27628720
1192866	3841	15185	.25294698
1193057	4031	15090	.26713055
1193247	4018	15177	.26474270
1193438	3833	15164	.25276971
1193629	8091	17706	.45696374
119368	3034	14906	.20354219
1193853	8200	17930	.45733407
1194079	5743	16524	.34755507
1194287	3453	15969	.21623144
1194488	6179	16692	.37017733
1194698	3403	13413	.25370908
1194867	4266	20343	.20970358
1195123	3565	18473	.19298435
1195356	4069	13811	.29462023
1195530	7486	16819	.44509186
119556	7304	16608	.43978805
1195742	5107	16088	.31744157
1195945	3911	15484	.25258331
1196140	3644	15765	.23114494
1196339	4532	14154	.32019217
1196517	7313	16550	.44187311
1196725	7243	16589	.43661462
1196934	6981	16245	.42973222
1197139	7609	17167	.44323411
1197355	7402	17341	.42684966
1197573	7481	16895	.44279372
119765	5432	16190	.33551575
1197786	4325	15729	.27496980
1197984	2940	15124	.19439301
1198175	7249	16616	.43626624
1198384	7204	16610	.43371462
1198593	6974	16611	.41984227
1198802	7229	16608	.43527215
1199011	7180	16607	.43234780
1199220	7281	16607	.43842957
1199429	3946	13889	.28410972
1199604	6238	16582	.37619105
119970	6909	16514	.41837229
1199813	4255	15938	.26697201
1200014	3499	13848	.25267186
1200189	6895	16464	.41879251
1200396	6309	16333	.38627318
1200602	3795	15628	.24283337
1200799	8158	16781	.48614504
1201010	5749	15541	.36992471
1201206	8426	19061	.44205445
1201446	8589	19674	.43656602
1201693	6470	15762	.41048090
120179	7072	18951	.37317291
1201891	3533	14782	.23900690
1202077	5286	15446	.34222452
1202272	7357	17449	.42162874
1202492	1987	13087	.15183006
1202657	3010	15577	.19323361
1202853	7178	16570	.43319251
1203062	7138	16588	.43031106
1203271	2536	16049	.15801607
1203473	7484	17488	.42795059
1203693	7620	16470	.46265938
1203900	7040	18065	.38970384
1204127	7506	16834	.44588333
120417	7956	20248	.39292769
1204339	7273	16446	.44223519
1204546	3533	14207	.24868022
1204725	5349	15013	.35629121
1204914	12567	34728	.36186938
1205350	12583	34730	.36230924
1205786	12569	34762	.36157298
1206222	19097	72651	.26285942
120672	6567	16531	.39725364
1207132	5901	26054	.22649113
1207459	215645	495501	.43520598
120880	6332	16302	.38841859
121085	2994	14891	.20106104
121273	2936	14949	.19640109
1213654	12021	39583	.30369097
1214150	60278	152093	.39632330
121461	7479	16484	.45371269
1216053	45819	107732	.42530538
121669	6548	16704	.39200191
1217401	2926	15292	.19134187
1217594	7926	22899	.34612865
1217882	3007	15397	.19529778
1218076	4499	16254	.27679340
1218281	7264	16571	.43835616
1218490	3416	15739	.21704047
1218688	7241	16562	.43720565
121879	3009	15962	.18851021
1218897	7597	16682	.45540103
1219107	3787	15629	.24230596
1219304	6982	16542	.42207713
1219512	7017	16540	.42424425
1219720	7519	16956	.44344184
1219933	8668	18855	.45971890
1220170	7968	16753	.47561630
1220381	4521	15637	.28912195
1220578	3317	16049	.20667954
1220780	6184	16722	.36981222
122080	3023	15985	.18911479
1220991	4155	15368	.27036699
1221185	3640	15879	.22923357
1221385	7160	16608	.43111753
1221594	2387	15641	.15261172
1221791	6661	16571	.40196729
1222000	6152	16285	.37777095
1222205	4658	14371	.32412497
1222386	5816	15760	.36903553
1222584	6506	16576	.39249517
1222793	6569	17911	.36675785
122281	5224	15433	.33849543
1223018	6627	18643	.35546854
1223253	6737	16857	.39965592
1223465	8436	17253	.48895844
1223682	4481	15297	.29293325
1223875	7620	16557	.46022830
1224083	7434	16727	.44443115
1224294	7641	16822	.45422660
1224506	7641	16823	.45419960
1224718	7670	16801	.45652044
122475	7410	16583	.44684315
1224930	7909	16614	.47604429
1225139	6569	15709	.41816792
1225337	5994	15724	.38120071
1225535	5917	15712	.37659114
1225733	7655	16700	.45838323
1225943	3176	15730	.20190718
1226141	7872	16802	.46851565
1226353	5662	15817	.35796927
1226552	5478	15381	.35615369
1226746	7669	16543	.46357976
122684	7424	16576	.44787644
1226954	7644	16568	.46137131
1227163	7699	16540	.46547762
1227371	7124	16515	.43136542
1227579	7530	16530	.45553539
1227787	7802	16530	.47199032
1227995	7535	16550	.45528700
1228203	7570	16618	.45553014
1228412	7777	16530	.47047791
1228620	5511	15500	.35554838
1228815	6184	18116	.34135570
122893	6791	16565	.40996076
1229043	6434	17462	.36845722
1229263	7842	16961	.46235481
1229476	3301	14395	.22931573
1229657	7112	16962	.41929017
1229870	6966	16595	.41976498
1230079	7860	16498	.47642138
1230287	2362	15200	.15539473
1230478	7566	16817	.44990188
1230690	7540	16500	.45696969
1230898	7961	17390	.45779183
123102	3962	14480	.27361878
1231117	4729	15332	.30843986
1231310	4484	16311	.27490650
1231515	4577	16260	.28148831
1231720	4912	15799	.31090575
1231919	4887	16212	.30144337
1232123	4390	16333	.26878099
1232329	4395	15748	.27908305
1232527	7310	16735	.43680908
1232738	6662	15713	.42398014
123284	3630	14431	.25154181
1232936	6009	15763	.38120916
1233135	3430	15663	.21898742
1233332	2789	15220	.18324572
1233524	7183	16528	.43459583
1233732	6882	16577	.41515352
1233941	6792	16507	.41146180
1234149	26473	89086	.29716229
123466	3726	14418	.25842696
1235264	57763	190836	.30268397
123648	3909	14453	.27046287
1237651	37303	124414	.29982960
123830	3890	14490	.26846100
1239208	13102	72962	.17957292
1240122	5155	15060	.34229747
124013	3290	15022	.21901211
1240312	7977	26506	.30095072
1240645	12580	30877	.40742300
1241032	2134	6225	.34281124
1241111	10102	37697	.26797888
1241584	9182	32182	.28531477
1241988	4370	14519	.30098491
124202	7348	16591	.44289072
1242171	3343	14309	.23362918
1242351	4402	14436	.30493211
1242533	6256	16561	.37775496
1242741	7280	16576	.43918918
1242950	7312	16630	.43968731
1243159	2993	14944	.20028104
1243347	5020	16247	.30898011
1243552	3815	15708	.24286987
1243750	4914	13521	.36343465
1243920	4608	12764	.36101535
1244081	3931	12626	.31134167
124411	8049	20094	.40056733
1244240	3904	12462	.31327234
1244398	3898	15414	.25288698
1244592	6419	16328	.39312836
1244798	3899	15635	.24937639
1244995	7298	16489	.44259809
1245203	7311	16517	.44263486
1245411	7283	16439	.44303181
1245619	7325	16495	.44407396
1245827	7629	16660	.45792316
1246037	3023	15149	.19955112
1246228	3099	15156	.20447347
1246419	2948	15194	.19402395
1246610	2865	15160	.18898416
124664	9110	21421	.42528360
1246801	3904	14417	.27079142
1246983	7322	16789	.43611888
1247194	6558	16619	.39460858
1247403	3740	15819	.23642455
1247602	3734	15873	.23524223
1247802	7501	16590	.45213984
1247	20280	90842	.22324475
1248011	7010	16697	.41983589
1248221	7106	16935	.41960436
1248434	6670	16894	.39481472
1248647	7036	16800	.41880952
1248858	7155	16603	.43094621
1249067	7528	16667	.45167096
1249277	7451	16990	.43855208
124933	3768	16065	.23454715
1249491	7133	16604	.42959527
1249700	7404	16711	.44306145
1249910	7567	16810	.45014872
1250122	7484	16720	.44760765
1250332	7100	16651	.42640081
1250542	7643	16712	.45733604
1250752	6980	16698	.41801413
1250962	7311	16595	.44055438
1251171	7544	16717	.45127714
125135	6972	16917	.41212981
1251381	7359	16977	.43346881
1251595	7192	16604	.43314863
1251804	7512	16719	.44930916
1252014	7410	16703	.44363288
1252224	7406	16705	.44334031
1252434	7494	16707	.44855449
1252644	7413	16698	.44394538
1252854	7000	16928	.41351606
1253067	7098	16657	.42612715
1253277	7198	16806	.42829941
1253489	7040	16712	.42125418
125348	7577	16590	.45672091
1253699	7535	16842	.44739342
1253911	7154	16713	.42805002
1254121	7466	16651	.44838147
1254331	7625	16653	.45787545
1254541	7584	16657	.45530407
1254751	7455	16648	.44780153
1254961	7261	16625	.43675187
1255170	7474	16720	.44700956
1255380	7511	16618	.45197978
125557	7511	16890	.44470100
1255589	7525	16608	.45309489
1255798	7055	16570	.42576946
1256007	7052	16514	.42703160
1256215	7053	16567	.42572584
1256424	7386	16579	.44550334
1256633	6745	16542	.40774996
1256841	7260	16566	.43824701
1257050	6994	16563	.42226649
1257259	6876	16561	.41519231
1257467	7079	16663	.42483346
1257677	7253	16645	.43574647
125770	4719	14556	.32419620
1257887	7378	16576	.44510135
1258096	7049	16591	.42486890
1258305	6689	16459	.40640379
1258512	7185	16607	.43264888
1258721	7220	16591	.43517569
1258930	7277	16601	.43834708
1259139	7607	16855	.45132008
1259351	7645	16207	.47170975
125953	4629	14478	.31972648
1259555	3775	14778	.25544728
1259741	7214	16574	.43526004
1259950	7474	16818	.44440480
1260162	7246	16908	.42855453
1260375	5243	15782	.33221391
1260574	5789	16608	.34856695
1260783	4053	16123	.25138001
1260986	4956	16121	.30742509
1261189	4418	15646	.28237249
126135	4893	14615	.33479302
1261386	4120	15397	.26758459
1261580	5237	16257	.32213815
1261785	4066	15820	.25701643
1261984	4514	15854	.28472309
1262184	3822	15310	.24964075
1262377	4634	16111	.28762956
1262580	4440	15950	.27836990
1262781	4418	15693	.28152679
1262979	4732	15753	.30038722
1263177	7828	16669	.46961425
126319	7506	16505	.45477128
1263387	7332	16684	.43946295
1263597	3068	16102	.19053533
1263800	7288	16450	.44303951
1264007	5335	14602	.36536090
1264191	3281	14144	.23197115
1264369	3833	14621	.26215717
1264553	3561	15132	.23532910
1264744	5608	15045	.37274842
1264934	5149	14951	.34439167
1265122	5057	14950	.33826086
126527	6532	16446	.39717864
1265310	5015	14951	.33542906
1265498	4819	14937	.32262167
1265686	4813	14951	.32191826
1265874	4996	14935	.33451623
1266062	5001	14952	.33447030
1266250	5249	14950	.35110367
1266438	5484	14951	.36679820
1266626	5460	14951	.36519296
1266814	4921	14951	.32914186
1267002	5069	14936	.33938136
1267190	4720	14912	.31652360
126734	7870	16546	.47564366
1267378	4867	14951	.32553006
1267566	4800	14952	.32102728
1267754	5401	14951	.36124673
1267942	5377	14951	.35964149
1268130	5119	14951	.34238512
1268318	5466	14951	.36559427
1268506	4799	14952	.32096040
1268694	4991	14951	.33382382
1268882	5232	14943	.35013049
1269070	4935	14952	.33005617
1269258	5130	14951	.34312086
126942	6867	16684	.41159194
1269446	5105	14952	.34142589
1269634	5066	14952	.33881754
1269822	5321	14935	.35627720
1270010	5100	14854	.34334186
1270197	4780	14951	.31971105
1270385	4422	14951	.29576616
1270573	5120	14952	.34242910
1270761	5086	14951	.34017791
1270949	5020	14952	.33574103
1271137	5038	14932	.33739619
1271325	4740	14951	.31703564
1271513	5188	14951	.34700020
127152	7798	16578	.47038243
1271701	4806	14952	.32142857
1271889	4859	14952	.32497324
1272077	4822	14952	.32249866
1272265	5249	14938	.35138572
1272453	4689	14898	.31474023
1272641	5173	14890	.34741437
1272829	5392	14951	.36064477
1273017	4883	14952	.32657838
1273205	5347	14951	.35763494
1273393	5175	14919	.34687311
1273581	5078	14951	.33964283
127361	2724	15355	.17740149
1273769	4717	14951	.31549729
1273957	5335	14951	.35683231
1274145	5442	14951	.36398903
1274333	4923	14869	.33109153
1274521	4854	14951	.32466055
1274709	5036	14950	.33685618
1274897	5388	14908	.36141668
1275085	5018	14952	.33560727
1275273	5238	14951	.35034445
1275461	4901	14952	.32778223
127554	7190	16574	.43381199
1275649	5391	14951	.36057788
1275837	5160	14951	.34512741
1276025	5070	14951	.33910775
1276213	5449	14934	.36487210
1276401	4840	14951	.32372416
1276589	5220	14951	.34914052
1276777	5317	14937	.35596170
1276965	5138	14951	.34365594
1277153	5100	14951	.34111430
1277341	4815	14951	.32205203
1277529	4766	14952	.31875334
127763	5300	16114	.32890654
1277717	4760	14931	.31879981
1277905	5008	14932	.33538708
1278093	4673	14952	.31253344
1278281	4826	14903	.32382741
1278469	5273	14951	.35268543
1278657	4888	14952	.32691278
1278845	5314	14951	.35542773
1279033	5122	14931	.34304467
1279221	5122	14952	.34256286
1279409	5020	14952	.33574103
1279597	5117	14952	.34222846
127966	7498	16606	.45152354
1279785	5177	14952	.34624130
1279973	4957	14952	.33152755
1280161	5025	14895	.33736153
1280349	5076	14951	.33950906
1280537	4894	14952	.32731407
1280725	5103	14951	.34131496
1280913	5022	14946	.33600963
1281101	5090	14931	.34090148
1281289	5518	14951	.36907230
1281477	4935	14952	.33005617
1281665	5091	14951	.34051234
128175	3661	15755	.23237067
1281853	4755	14940	.31827309
1282041	5093	14951	.34064611
1282229	4793	14899	.32169944
1282417	4721	14951	.31576483
1282605	4780	14913	.32052571
1282793	4794	14885	.32206919
1282981	5234	14951	.35007691
1283169	5307	14947	.35505452
1283357	5280	14931	.35362668
1283545	5023	14951	.33596414
1283733	4477	14951	.29944485
128373	6982	17099	.40832797
1283921	5072	14760	.34363143
1284107	5112	14952	.34189406
1284295	5083	14915	.34079785
1284483	5206	14916	.34902118
1284671	4780	14931	.32013930
1284859	5038	14950	.33698996
1285047	5251	14950	.35123745
1285235	5301	14951	.35455822
1285423	5291	14943	.35407883
1285611	5053	14903	.33905924
1285799	5436	14951	.36358771
128588	4022	15612	.25762234
1285987	5254	14950	.35143812
1286175	4817	14952	.32216425
1286363	5237	14931	.35074676
1286551	4810	14951	.32171761
1286739	5075	14952	.33941947
1286927	5016	14951	.33549595
1287115	4939	14951	.33034579
1287303	4872	14951	.32586449
1287491	5221	14952	.34918405
1287679	5086	14830	.34295347
128785	7549	16728	.45127929
1287866	4802	14952	.32116104
1288054	4905	14951	.32807170
1288242	4823	14952	.32256554
1288430	4747	14952	.31748261
1288618	5011	14951	.33516152
1288806	5312	14951	.35529396
1288994	5129	14951	.34305397
1289182	4818	14906	.32322554
1289370	5071	14951	.33917463
1289558	3682	13647	.26980288
1289730	6242	17152	.36392257
1289946	7764	16960	.45778301
128996	5182	15557	.33309764
1290160	2869	15449	.18570781
1290355	2875	15234	.18872259
1290547	2861	15201	.18821130
1290738	2913	15179	.19190987
1290929	2887	15166	.19036001
1291120	6649	16387	.40574845
1291326	7575	16799	.45091969
1291537	3604	14095	.25569350
1291715	6625	16356	.40505013
1291921	18721	73994	.25300700
129192	7597	16578	.45825793
1292847	15246	63481	.24016634
1293642	12626	34892	.36185945
129401	5317	15705	.33855460
1294080	124677	277720	.44893057
129599	5526	15812	.34948140
1297553	7766	16786	.46264744
1297764	5990	16300	.36748466
1297969	5921	16311	.36300655
129798	5593	15677	.35676468
1298174	6628	16597	.39934927
1298383	6294	16315	.38577995
1298588	7196	16303	.44139115
1298797	7993	16944	.47173040
1299010	5527	15751	.35089835
1299209	5154	15635	.32964502
1299406	5717	16291	.35092996
1299611	7007	16392	.42746461
1299817	7047	16446	.42849325
129995	5154	15585	.33070259
1300024	8133	16860	.48238434
1300236	2965	15443	.19199637
1300431	2800	15233	.18381146
1300623	7216	16775	.43016393
1300834	4189	16617	.25209123
1301043	4344	17000	.25552941
1301257	4108	16309	.25188546
1301462	5317	15966	.33302016
1301663	3053	13732	.22232741
1301836	5990	16360	.36613691
130191	5385	15812	.34056412
1302042	5827	13980	.41680972
1302218	3852	16854	.22855108
1302430	7425	16665	.44554455
1302640	8240	17394	.47372657
1302859	5919	16341	.36221773
1303065	4544	15273	.29751849
1303257	13023	31970	.40735064
1303658	4480	15044	.29779314
1303848	7242	14674	.49352596
130390	8048	16824	.47836424
1304033	6252	19293	.32405535
1304276	5236	16832	.31107414
1304488	6424	16364	.39256905
1304694	7334	16900	.43396449
1304907	6614	16339	.40479833
1305113	6583	16342	.40282707
1305319	6028	16390	.36778523
1305525	7255	16768	.43266937
1305736	2979	15269	.19510118
1305928	6711	18723	.35843614
130602	7688	16736	.45936902
1306164	6229	16528	.37687560
1306372	4011	14004	.28641816
1306549	6327	16029	.39472206
1306751	7510	16417	.45745264
1306958	7694	16516	.46585129
1307166	7806	16804	.46453225
1307378	7253	16528	.43883107
1307586	6796	16530	.41113127
1307794	7374	16505	.44677370
1308002	7765	16591	.46802483
130813	7626	16732	.45577336
1308211	8105	17879	.45332513
1308436	7098	16962	.41846480
1308650	8136	16851	.48282001
1308862	6929	16521	.41940560
1309070	7125	16622	.42864877
1309279	7979	16597	.48074953
1309488	6496	16342	.39750336
1309694	7889	16499	.47815019
1309902	7639	16904	.45190487
1310115	6561	16498	.39768456
131024	6982	16643	.41951571
1310323	8203	17871	.45901180
1310548	3140	15326	.20488059
1310741	3121	15240	.20479002
1310933	3149	14684	.21445110
1311119	8348	17875	.46702097
1311344	7139	25733	.27742587
1311667	25475	84296	.30220888
131233	6499	16444	.39522014
1312722	8068	28373	.28435484
1313078	47584	157540	.30204392
131440	5998	17690	.33906161
1315049	12497	36402	.34330531
1315505	11244	39592	.28399676
