Identifier	DNA_Length	AA_Length
GCF_000393655.1_Nsyl_genomic	2689265	9009726
GCF_000414095.1_ASM41409v2_genomic	4993478	10595086
GCF_000442705.1_EG5_genomic	3933079	6130659
GCF_000463585.1_ASM46358v1_genomic	4812801	7699794
GCF_000471905.2_AMTR1.0_genomic	9880597	19530859
GCF_000478725.1_Eutsalg1_0_genomic	6380657	8257777
GCF_000493195.1_Citrus_clementina_v1.0_genomic	4803643	8215831
GCF_000495115.1_PopEup_1.0_genomic	3878701	6455899
GCF_000499845.1_PhaVulg1_0_genomic	1791136	3148328
GCF_000504015.1_Mimgu1_0_genomic	2383369	4073393
GCF_000511025.2_RefBeet-1.2.2_genomic	812378	1293466
GCF_000512975.1_S_indicum_v1.0_genomic	3614796	6923508
GCF_000611645.1_mono_v1_genomic	3366403	8059033
GCF_000612285.1_Gossypium_arboreum_v1.0_genomic	2391963	7090810
GCF_000633955.1_Cs_genomic	5777413	8342060
GCF_000686985.2_Bra_napus_v2.0_genomic	1444610	2329321
GCF_000695525.1_BOL_genomic	3510123	2986988
GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0_genomic	3310634	7319786
GCF_000715135.1_Ntab-TN90_genomic	4701047	15434613
GCF_000733215.1_ASM73321v1_genomic	1944426	4322860
GCF_000741045.1_Vradiata_ver6_genomic	3781723	7056062
GCF_000801105.1_Rs1.0_genomic	3140020	4956833
GCF_000816755.2_Araip1.1_genomic	2353612	3648704
GCF_000817695.2_Aradu1.1_genomic	2505658	4427846
GCF_000826755.1_ZizJuj_1.1_genomic	14459783	31386856
GCF_000987745.1_ASM98774v1_genomic	521030	2393354
GCF_001190045.1_Vigan1.1_genomic	2803040	4733251
GCF_001263595.1_ASM126359v1_genomic	3865817	7049225
GCF_001406875.1_SPENNV200_genomic	3925562	7223578
GCF_001411555.2_Walnut_2.0_genomic	4662558	7896386
GCF_001433935.1_IRGSP-1.0_genomic	5384646	9575105
GCF_001531365.1_CcrdV1_genomic	3723034	6777118
GCF_001540865.1_ASM154086v1_genomic	2541393	4341943
GCF_001605985.2_ASM160598v2_genomic	2411344	5029375
GCF_001625215.1_ASM162521v1_genomic	6434527	11314185
GCF_001633185.1_ValleyOak3.0_genomic	2097933	3817284
GCF_001654055.1_ASM165405v1_genomic	1112171	6746018
GCF_001659605.1_Manihot_esculenta_v6_genomic	2850929	6980356
GCF_001683475.1_ASM168347v1_genomic	2870346	9881611
GCF_001865875.1_LupAngTanjil_v1.0_genomic	958037	1396332
GCF_001876935.1_Aspof.V1_genomic	8764573	17748196
GCF_001879085.1_NIATTr2_genomic	11499132	34180585
GCF_001879475.1_Asagao_1.1_genomic	2598130	9650729
GCF_001995035.1_ASM199503v1_genomic	2153512	3879019
GCF_002007265.1_ASM200726v1_genomic	1348332	1756879
GCF_002114115.1_ASM211411v1_genomic	1944361	6939591
GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic	3298946	9258630
GCF_002162155.1_WEW_v2.0_genomic	2640345	11429255
GCF_002168275.1_ASM216827v2_genomic	4776913	7148069
GCF_002207925.1_PAV_r1.0_genomic	11426246	20794278
GCF_002211085.1_PHallii_v3.1_genomic	15275042	44971521
GCF_002220235.1_ASM222023v1_genomic	2396923	4812553
GCF_002303985.1_Duzib1.0_genomic	4172127	8431897
GCF_002575655.1_Aet_v4.0_genomic	3142301	10226983
GCF_002738345.1_Cmax_1.0_genomic	791296	1195682
GCF_002738365.1_Cmos_1.0_genomic	1583451	2617093
GCF_002742605.1_O_europaea_v1_genomic	4206095	8908767
GCF_002806865.1_ASM280686v2_genomic	7939113	13154648
GCF_002870075.1_Lsat_Salinas_v7_genomic	3058927	9525321
GCF_002906115.1_CorkOak1.0_genomic	3352578	7277414
GCF_002994745.2_RchiOBHm-V2_genomic	2387387	4577550
GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3_genomic	2095232	3955085
GCF_003473485.1_MtrunA17r5.0-ANR_genomic	3152916	5207924
GCF_003573695.1_ASM357369v1_genomic	3452606	9042789
GCF_003576645.1_ASM357664v1_genomic	3039808	5346884
GCF_003713205.1_Ceug_1.0_genomic	3941953	6145310
GCF_003713225.1_Cara_1.0_genomic	543334	1590295
GCF_003935025.1_Abrus_2018_genomic	2169393	7593228
GCF_004118075.1_ASM411807v1_genomic	1977047	3736968
GCF_004153795.1_AHAU_CSS_1_genomic	5212188	16300778
GCF_004193775.1_ASM419377v2_genomic	2703161	4557434
GCF_004353265.1_EGFV_Vit.rip_1.0_genomic	9498533	16420424
GCF_004799145.1_ASM479914v1_genomic	13829483	39080411
GCF_005239225.1_ASM523922v1_genomic	3941057	7699389
GCF_005286985.1_Setaria_viridis_v2.0_genomic	4199181	6663726
GCF_006381635.1_ASM638163v2_genomic	2583415	7596664
GCF_007655135.1_ASM765513v2_genomic	4462130	6451505
GCF_007990345.1_Gossypium_hirsutum_v2.1_genomic	1802823	3773331
GCF_008641045.1_PisVer_v2_genomic	2575822	5214384
GCF_008831285.1_ASM883128v1_genomic	5259565	8954798
GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_genomic	2431800	5788680
GCF_009727055.1_ASM972705v1_genomic	3071005	7794279
GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta_genomic	3965979	7290720
GCF_013401445.1_ASM1340144v1_genomic	5753074	10602161
GCF_014843425.1_RJC1_Hi-C_genomic	3080862	5746972
GCF_016545825.1_ASM1654582v1_genomic	39958847	71785238
GCF_016808335.1_P.virgatum_v5_genomic	8375373	17259144
GCF_900626175.2_cs10_genomic	466259	1193057
GCF_900635035.1_Rarg10x-PRISCAF_genomic	5247723	7746902
GCF_900635055.1_Sole10x-PRISCAF_genomic	5670042	8872912
GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic	6355446	26036648
GCF_902201215.1_ALMONDv2_genomic	2600732	4339782
GCF_000001735.4_TAIR10.1_genomic.fna		
GCF_000002425.4_Phypa_V3_genomic.fna		
GCF_000002595.1_v3.0_genomic.fna		
GCF_000002775.4_Pop_tri_v3_genomic.fna		
GCF_000003195.3_Sorghum_bicolor_NCBIv3_genomic.fna		
GCF_000003745.3_12X_genomic.fna		
GCF_000004075.3_Cucumber_9930_V3_genomic.fna		
GCF_000004255.2_v.1.0_genomic.fna		
GCF_000004515.6_Glycine_max_v4.0_genomic.fna		
GCF_000005505.3_Brachypodium_distachyon_v3.0_genomic.fna		
GCF_000090985.2_ASM9098v2_genomic.fna		
GCF_000091205.1_ASM9120v1_genomic.fna		
GCF_000092065.1_ASM9206v1_genomic.fna		
GCF_000143415.4_v1.0_genomic.fna		
GCF_000143455.1_v1.0_genomic.fna		
GCF_000147415.1_v_1.0_genomic.fna		
GCF_000150535.2_Papaya1.0_genomic.fna		
GCF_000151265.2_Micromonas_pusilla_CCMP1545_v2.0_genomic.fna		
GCF_000151685.1_JCVI_RCG_1.1_genomic.fna		
GCF_000184155.1_FraVesHawaii_1.0_genomic.fna		
GCF_000188115.4_SL3.0_genomic.fna		
GCF_000208745.1_Criollo_cocoa_genome_V2_genomic.fna		
GCF_000214015.3_version_140606_genomic.fna		
GCF_000226075.1_SolTub_3.0_genomic.fna		
GCF_000231095.2_ObraRS2_genomic.fna		
GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna		
GCF_000263155.2_Setaria_italica_v2.0_genomic.fna		
GCF_000309985.2_CAAS_Brap_v3.01_genomic.fna		
GCF_000313045.1_ASM31304v1_genomic.fna		
GCF_000313855.2_ASM31385v2_genomic.fna		
GCF_000315295.1_Pbr_v1.0_genomic.fna		
GCF_000317415.1_Csi_valencia_1.0_genomic.fna		
GCF_000327365.1_Graimondii2_0_genomic.fna		
GCF_000331145.1_ASM33114v1_genomic.fna		
GCF_000340665.1_C.cajan_V1.0_genomic.fna		
GCF_000341285.1_ASM34128v1_genomic.fna		
GCF_000346465.2_Prunus_persica_NCBIv2_genomic.fna		
GCF_000346735.1_P.mume_V1.0_genomic.fna		
GCF_000350225.1_ASM35022v2_genomic.fna		
GCF_000365185.1_Chinese_Lotus_1.1_genomic.fna		
GCF_000375325.1_Caprub1_0_genomic.fna		
GCF_000390325.2_Ntom_v01_genomic.fna		
GCF_000393655.1_Nsyl_genomic.fna		
GCF_000414095.1_ASM41409v2_genomic.fna		
GCF_000442705.1_EG5_genomic.fna		
GCF_000463585.1_ASM46358v1_genomic.fna		
GCF_000471905.2_AMTR1.0_genomic.fna		
GCF_000478725.1_Eutsalg1_0_genomic.fna		
GCF_000493195.1_Citrus_clementina_v1.0_genomic.fna		
GCF_000495115.1_PopEup_1.0_genomic.fna		
GCF_000499845.1_PhaVulg1_0_genomic.fna		
GCF_000504015.1_Mimgu1_0_genomic.fna		
GCF_000511025.2_RefBeet-1.2.2_genomic.fna		
GCF_000512975.1_S_indicum_v1.0_genomic.fna		
GCF_000611645.1_mono_v1_genomic.fna		
GCF_000612285.1_Gossypium_arboreum_v1.0_genomic.fna		
GCF_000633955.1_Cs_genomic.fna		
GCF_000686985.2_Bra_napus_v2.0_genomic.fna		
GCF_000695525.1_BOL_genomic.fna		
GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0_genomic.fna		
GCF_000715135.1_Ntab-TN90_genomic.fna		
GCF_000733215.1_ASM73321v1_genomic.fna		
GCF_000741045.1_Vradiata_ver6_genomic.fna		
GCF_000801105.1_Rs1.0_genomic.fna		
GCF_000816755.2_Araip1.1_genomic.fna		
GCF_000817695.2_Aradu1.1_genomic.fna		
GCF_000826755.1_ZizJuj_1.1_genomic.fna		
GCF_000987745.1_ASM98774v1_genomic.fna		
GCF_001190045.1_Vigan1.1_genomic.fna		
GCF_001263595.1_ASM126359v1_genomic.fna		
GCF_001406875.1_SPENNV200_genomic.fna		
GCF_001411555.2_Walnut_2.0_genomic.fna		
GCF_001433935.1_IRGSP-1.0_genomic.fna		
GCF_001531365.1_CcrdV1_genomic.fna		
GCF_001540865.1_ASM154086v1_genomic.fna		
GCF_001605985.2_ASM160598v2_genomic.fna		
GCF_001625215.1_ASM162521v1_genomic.fna		
GCF_001633185.1_ValleyOak3.0_genomic.fna		
GCF_001654055.1_ASM165405v1_genomic.fna		
GCF_001659605.1_Manihot_esculenta_v6_genomic.fna		
GCF_001683475.1_ASM168347v1_genomic.fna		
GCF_001865875.1_LupAngTanjil_v1.0_genomic.fna		
GCF_001876935.1_Aspof.V1_genomic.fna		
GCF_001879085.1_NIATTr2_genomic.fna		
GCF_001879475.1_Asagao_1.1_genomic.fna		
GCF_001995035.1_ASM199503v1_genomic.fna		
GCF_002007265.1_ASM200726v1_genomic.fna		
GCF_002114115.1_ASM211411v1_genomic.fna		
GCF_002127325.2_HanXRQr2.0-SUNRISE_genomic.fna		
GCF_002162155.1_WEW_v2.0_genomic.fna		
GCF_002168275.1_ASM216827v2_genomic.fna		
GCF_002207925.1_PAV_r1.0_genomic.fna		
GCF_002211085.1_PHallii_v3.1_genomic.fna		
GCF_002220235.1_ASM222023v1_genomic.fna		
GCF_002303985.1_Duzib1.0_genomic.fna		
GCF_002575655.1_Aet_v4.0_genomic.fna		
GCF_002738345.1_Cmax_1.0_genomic.fna		
GCF_002738365.1_Cmos_1.0_genomic.fna		
GCF_002742605.1_O_europaea_v1_genomic.fna		
GCF_002806865.1_ASM280686v2_genomic.fna		
GCF_002870075.1_Lsat_Salinas_v7_genomic.fna		
GCF_002906115.1_CorkOak1.0_genomic.fna		
GCF_002994745.2_RchiOBHm-V2_genomic.fna		
GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3_genomic.fna		
GCF_003473485.1_MtrunA17r5.0-ANR_genomic.fna		
GCF_003573695.1_ASM357369v1_genomic.fna		
GCF_003576645.1_ASM357664v1_genomic.fna		
GCF_003713205.1_Ceug_1.0_genomic.fna		
GCF_003713225.1_Cara_1.0_genomic.fna		
GCF_003935025.1_Abrus_2018_genomic.fna		
GCF_004118075.1_ASM411807v1_genomic.fna		
GCF_004153795.1_AHAU_CSS_1_genomic.fna		
GCF_004193775.1_ASM419377v2_genomic.fna		
GCF_004353265.1_EGFV_Vit.rip_1.0_genomic.fna		
GCF_004799145.1_ASM479914v1_genomic.fna		
GCF_005239225.1_ASM523922v1_genomic.fna		
GCF_005286985.1_Setaria_viridis_v2.0_genomic.fna		
GCF_006381635.1_ASM638163v2_genomic.fna		
GCF_007655135.1_ASM765513v2_genomic.fna		
GCF_007990345.1_Gossypium_hirsutum_v2.1_genomic.fna		
GCF_008641045.1_PisVer_v2_genomic.fna		
GCF_008831285.1_ASM883128v1_genomic.fna		
GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p_genomic.fna		
GCF_009727055.1_ASM972705v1_genomic.fna		
GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta_genomic.fna		
GCF_013401445.1_ASM1340144v1_genomic.fna		
GCF_014843425.1_RJC1_Hi-C_genomic.fna		
GCF_016545825.1_ASM1654582v1_genomic.fna		
GCF_016808335.1_P.virgatum_v5_genomic.fna		
GCF_900626175.2_cs10_genomic.fna		
GCF_900635035.1_Rarg10x-PRISCAF_genomic.fna		
GCF_900635055.1_Sole10x-PRISCAF_genomic.fna		
GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0_genomic.fna		
GCF_902201215.1_ALMONDv2_genomic.fna		
