Identifier	GC	ATGC	Percentage
10198299	54077	139173	.38855956
10200040	54250	139383	.38921532
10201784	54234	139377	.38911728
10203528	54241	139392	.38912563
10205272	54245	139378	.38919341
10207016	54240	139352	.38923015
10208759	54232	139362	.38914481
10210503	54261	139405	.38923281
10212247	54317	139535	.38927150
10213993	54281	139464	.38921155
10215738	54282	139490	.38914617
10217483	54311	139529	.38924524
10219229	54318	139549	.38923962
10220975	59215	156598	.37813382
10222934	59776	158056	.37819507
10224911	56049	155181	.36118468
10226852	55753	154056	.36190086
10228779	55677	153662	.36233421
1022926	99186	263328	.37666332
10230701	55586	153368	.36243544
10232620	55723	153886	.36210571
10234545	55935	154254	.36261620
10236475	55712	153981	.36181087
10238401	55632	153298	.36290101
10240319	56073	154877	.36204859
10242256	55933	154358	.36235893
10244187	55340	154161	.35897535
10246116	55706	153758	.36229659
10248039	55945	154898	.36117315
10249977	55971	154909	.36131535
10251915	55686	154409	.36063960
10253847	55528	153019	.36288304
10255761	56060	154416	.36304528
10257693	55764	155236	.35922079
10259635	55855	154248	.36211166
10261565	55891	154290	.36224641
1026219	73381	197184	.37214479
10263495	55830	154118	.36225489
10265423	55476	152954	.36269728
10267336	55942	154681	.36166044
10269271	55608	154203	.36061555
10271200	55605	153920	.36125909
10273126	56064	155177	.36129065
10275067	55959	155016	.36098854
10277006	55721	154166	.36143507
10278935	55778	154605	.36077746
10280869	55908	154580	.36167680
10282803	55855	154628	.36122177
10284737	55259	153674	.35958587
10286660	55485	153698	.36100014
1028685	121561	318969	.38110600
10288583	55617	153962	.36123848
10290509	55732	154987	.35959144
10292448	55853	154578	.36132567
10294382	55485	154023	.36023840
10296309	55852	154214	.36217204
10298238	55941	155408	.35996216
10300182	55894	155498	.35945156
10302127	56049	154821	.36202453
10304064	56270	155311	.36230530
10306007	55995	154735	.36187675
10307943	55893	154165	.36255310
10309872	55875	154569	.36148904
10311806	60675	165424	.36678474
10313875	57435	156319	.36742174
10315830	57496	158944	.36173746
103171	53172	137562	.38653116
10317818	59578	156982	.37952121
10319782	58191	153725	.37853959
10321705	54346	149597	.36328268
10323576	63190	172447	.36643142
10325733	57189	153885	.37163466
1032674	66382	203372	.32640678
10327658	62132	161490	.38474208
10329678	54299	140596	.38620586
10331437	59787	160095	.37344701
10333440	59859	160115	.37385004
10335443	41876	122319	.34235073
10336973	42591	125272	.33998818
10338540	56987	154743	.36826867
10340476	58511	158230	.36978449
10342455	57577	156038	.36899345
10344407	58185	157921	.36844371
10346382	58094	158218	.36717693
10348361	56330	156316	.36035978
10350317	56056	154570	.36265769
1035218	59354	162717	.36476827
10352251	61107	160613	.38046110
10354260	61011	162086	.37641128
10356288	59277	153789	.38544369
10358212	59006	153282	.38495061
10360130	57277	151913	.37703817
10362030	57878	152160	.38037592
10363933	57609	151615	.37996900
10365830	57403	151287	.37943114
10367723	57539	151451	.37991825
10369618	57647	151689	.38003414
10371516	57402	151269	.37946968
1037253	59408	162798	.36491848
10373408	57285	150605	.38036585
10375292	57636	151467	.38051852
10377187	57561	151414	.38015639
10379081	58452	153013	.38200675
10380995	56386	157520	.35796089
10382965	58302	153349	.38019158
10384883	57886	152612	.37930175
10386792	58592	154666	.37882921
10388727	60397	159975	.37754024
10390728	59941	160141	.37430139
10392731	58325	154464	.37759607
1039289	59386	162736	.36492232
10394663	57614	160557	.35883829
10396671	59465	158986	.37402664
10398660	57425	151063	.38013941
10400550	57503	154903	.37121940
10402488	57674	155045	.37198232
10404428	57662	155022	.37196010
10406367	57714	155567	.37099127
10408313	58711	157219	.37343450
10410280	61524	160033	.38444570
10412282	54558	148598	.36715164
1041325	59372	162655	.36501798
10414141	59782	155585	.38424012
10416087	57514	151991	.37840398
10417988	58195	156616	.37157761
10419947	57561	151953	.37880792
10421848	58902	163396	.36048618
10423892	55332	149684	.36965874
10425765	60803	158538	.38352319
10427748	54694	157925	.34632895
10429724	58006	153829	.37708104
10431650	58323	154254	.37809716
10433580	56264	148695	.37838528
1043360	59363	154088	.38525388
10435440	57396	151726	.37828717
10437338	57426	151743	.37844249
10439236	57444	151899	.37817233
10441136	57410	151716	.37840438
10443034	57858	157396	.36759511
10445003	58163	154718	.37592910
10446938	59413	161223	.36851441
10448955	56498	150491	.37542444
10450838	57505	154488	.37222955
10452771	57058	153492	.37173272
1045288	57972	160539	.36110851
10454691	55446	149574	.37069276
10456562	59659	162963	.36608923
10458601	59350	161222	.36812593
10460618	36046	124479	.28957494
10462175	57098	152956	.37329689
10464088	57383	152103	.37726409
10465991	62778	159828	.39278474
10467990	56490	153224	.36867592
10469907	58575	155141	.37755976
10471848	57153	155449	.36766399
1047296	55287	147284	.37537682
10473793	58693	152732	.38428751
10475704	58180	156337	.37214478
10477660	58110	156515	.37127431
10479618	40079	118027	.33957484
10481095	40293	118798	.33917237
10482581	46631	121797	.38285836
10484105	62339	160428	.38857930
10486112	59077	154371	.38269493
10488043	62745	161677	.38808859
104892	59560	156335	.38097674
10490065	4002	29443	.13592364
10490436	58072	156915	.37008571
1049139	39917	130384	.30614952
10492399	49087	171421	.28635348
10494543	59108	156377	.37798397
10496499	57499	154561	.37201493
10498432	57542	151435	.37997820
10500327	60109	158963	.37813201
10502318	57226	154962	.36929053
10504257	58496	158638	.36873888
10506241	57485	155525	.36961903
1050770	7495	34144	.21951148
10508187	58992	158478	.37224094
10510169	59046	157079	.37590002
1051198	64313	164167	.39175351
10512134	58559	156924	.37316790
10514097	62095	187403	.33134474
10516441	51790	135052	.38348191
10518131	62799	159840	.39288663
10520130	60251	158625	.37983293
10522114	60294	158757	.37978797
10524100	63787	162087	.39353557
10526128	58417	153109	.38153864
10528043	56207	151011	.37220467
10529932	57610	160358	.35925865
10531938	58407	153619	.38020687
1053252	22382	54376	.41161541
10533860	54320	139690	.38886104
10535608	56364	154681	.36438864
10537543	59124	167609	.35274955
10539640	59442	156975	.37867176
10541604	58479	157215	.37196832
1054162	52888	136378	.38780448
10543571	57666	152340	.37853485
10545477	58690	154430	.38004273
10547409	58308	156608	.37231814
10549368	45538	122194	.37266968
10550897	58947	153927	.38295425
10552823	60255	158212	.38084974
10554802	59400	162805	.36485365
10556839	58615	157205	.37285709
1055868	59459	156189	.38068621
10558806	57377	154963	.37026257
10560745	63076	156660	.40262989
10562705	59152	155912	.37939350
10564655	59049	155686	.37928265
10566603	59235	156387	.37877189
10568559	78251	196040	.39915833
10571011	59218	157149	.37682708
10572977	57345	152621	.37573466
10574886	42761	125088	.34184733
10576451	58136	158101	.36771430
1057822	59362	155994	.38054027
10578429	55253	147161	.37545953
10580270	57166	153429	.37258927
10582189	57068	152563	.37406186
10584098	58306	156730	.37201556
10586059	36200	124960	.28969270
10587622	57183	152621	.37467321
10589531	57321	152262	.37646293
10591436	61855	158672	.38982933
10593421	61939	158599	.39053840
10595405	61910	158598	.39035801
10597389	57321	152264	.37645799
1059773	64185	151631	.42329734
10599294	57626	156972	.36711005
10601262	58486	157341	.37171493
10603230	58335	156847	.37192295
10605192	58351	156875	.37195856
10607154	58196	156233	.37249492
10609108	59247	156315	.37902312
10611063	56319	151444	.37188003
10612958	59433	156892	.37881472
10614921	59050	155935	.37868342
1061670	54025	139858	.38628466
10616872	59090	155628	.37968745
10618819	64926	168586	.38512094
10620928	55848	152190	.36696234
10622832	42447	120801	.35137954
10624343	52396	147006	.35642082
10626182	58724	162501	.36137623
10628215	60561	169979	.35628518
10630341	56640	151960	.37272966
10632242	79868	201908	.39556629
1063420	54250	141333	.38384524
10634767	57285	152200	.37637976
10636671	57318	152328	.37628013
10638577	57336	152349	.37634641
10640483	57332	152291	.37646348
10642388	60330	168220	.35863749
10644492	58922	164419	.35836490
10646549	58287	162730	.35818226
10648585	53426	151988	.35151459
10650486	59966	160932	.37261700
1065188	54273	141373	.38389933
10652499	53231	136878	.38889375
10654211	58435	152740	.38257823
10656122	57290	155950	.36736133
10658073	57489	152463	.37706853
10659980	52729	149829	.35192786
10661854	60986	158474	.38483284
10663836	61922	158646	.39031554
10665821	41249	114231	.36110162
10667250	61539	157424	.39091244
10669219	41987	119508	.35133212
1066957	55990	153980	.36361865
10670714	61855	158563	.39009731
10672698	61834	158554	.38998700
10674681	61870	158599	.39010334
10676665	61833	158640	.38976928
10678649	61826	158519	.39002264
10680632	61784	158567	.38963971
10682616	61770	158417	.38992027
10684598	61790	158497	.38984965
106848	59358	156414	.37949288
10686581	61768	158444	.38984120
10688563	59087	163118	.36223470
1068883	56049	153949	.36407511
10690603	53270	139977	.38056252
10692354	41820	119270	.35063301
10693846	57019	155279	.36720354
10695788	57110	151220	.37766168
10697680	61848	158234	.39086416
10699659	55749	152116	.36649004
10701562	61851	158547	.39011144
10703545	61802	158415	.39012719
10705527	59915	160114	.37420213
10707530	42587	120597	.35313482
1070809	55980	153877	.36379705
10709039	58500	159994	.36563871
10711040	58969	159879	.36883518
10713040	56894	158944	.35794996
10715028	55666	152064	.36606954
10716930	60763	161281	.37675237
10718947	58612	147976	.39609125
10720798	42031	119721	.35107458
10722296	61802	158476	.38997703
10724278	61783	158324	.39023142
10726259	61774	158439	.38989137
1072734	58234	160480	.36287387
10728241	61835	158432	.39029362
10730223	61866	158577	.39013223
10732207	61885	158655	.39006019
10734192	58097	158085	.36750482
10736170	57321	152264	.37645799
10738075	59880	160766	.37246681
10740086	42022	119301	.35223510
10741579	41999	119107	.35261571
10743069	50197	145894	.34406486
10744894	53277	151260	.35222134
10746786	51925	148617	.34938802
1074741	62305	175490	.35503447
10748647	4298	30639	.14027872
10749031	53672	139144	.38572989
10750772	61432	161184	.38112964
10752788	58499	160109	.36536984
10754791	50601	149712	.33798893
10756664	61621	160142	.38478974
10758667	61878	160281	.38605948
10760672	59585	156752	.38012274
10762633	56269	149042	.37753787
10764497	57887	155842	.37144672
10766447	36663	108696	.33729852
10767807	64176	174832	.36707238
1076936	58647	164691	.35610324
10769994	41595	122443	.33970908
10771526	59201	158551	.37338774
10773509	56363	152317	.37003748
10775414	56593	153083	.36968833
10777329	56622	153130	.36976425
10779245	56629	153108	.36986310
10781160	56262	152043	.37004005
10783062	37007	109578	.33772290
10784433	37538	124609	.30124629
10785992	58441	158856	.36788663
10787979	56561	149258	.37894786
10789846	32717	86729	.37723252
1078996	23873	96006	.24866154
10790932	57449	152501	.37671228
10792840	54344	153669	.35364322
10794762	62039	159851	.38810517
10796762	34463	98354	.35039754
10797993	56621	151186	.37451219
10799884	34318	97058	.35358239
10801099	42639	113757	.37482528
1080198	56960	153832	.37027406
10802523	60209	164924	.36507118
10804586	57187	151399	.37772376
10806480	57018	150942	.37774774
10808368	56989	150906	.37764568
10810256	58776	154435	.38058730
10812188	59962	160607	.37334611
10814197	59320	161652	.36696112
10816219	58243	163739	.35570633
10818267	57628	162686	.35422839
10820302	56402	151018	.37347865
1082122	61635	174235	.35374637
10822191	58774	158955	.36975244
10824179	64074	174586	.36700537
10826363	59962	158083	.37930707
10828341	61739	160702	.38418314
10830351	62226	161314	.38574457
10832369	59248	159283	.37196687
10834362	56349	157293	.35824226
10836330	56805	156470	.36304083
10838287	56873	153438	.37065785
10840206	58640	158542	.36987044
10842189	59325	161669	.36695346
1084301	56428	153874	.36671562
10844211	60862	158764	.38334887
10846197	58187	152805	.38079251
10848109	39449	105068	.37546160
10849424	58925	155690	.37847645
10851372	56321	152198	.37005085
10853276	57858	163091	.35475899
10855316	57480	152405	.37715298
10857223	58389	152367	.38321290
10859129	64186	174821	.36715268
10861316	60705	165440	.36693060
1086226	37881	124593	.30403794
10863385	58527	158917	.36828658
10865373	58713	154212	.38072912
10867302	59453	159342	.37311568
10869295	64161	174761	.36713568
10871481	64165	174830	.36701367
10873668	57468	155619	.36928652
10875615	60407	159908	.37776096
10877615	56932	152433	.37348868
1087785	65082	166546	.39077492
10879522	55603	151746	.36642152
108805	58566	156973	.37309601
10881420	56240	151975	.37006086
10883321	41908	122845	.34114534
10884858	59451	160053	.37144570
10886860	61863	158574	.39012070
10888844	57179	151606	.37715525
10890741	53377	144990	.36814263
10892555	60735	164688	.36878825
10894615	59631	159582	.37366996
10896611	64197	174695	.36748046
1089868	63868	163576	.39044847
10898796	64576	176549	.36576814
10901004	57897	158756	.36469172
10902990	56632	151408	.37403571
10904884	54217	152964	.35444287
10906798	74225	181337	.40932076
10909066	60679	163861	.37030776
10911116	59532	159207	.37392828
10913108	59614	159541	.37365943
10915104	59516	159469	.37321360
10917099	59402	159851	.37160856
10919099	59038	155872	.37875949
1091914	57478	153778	.37377258
10921049	62826	160054	.39253002
10923051	48440	184935	.26192986
10925364	61481	151934	.40465596
10927265	10084	37455	.26922974
10927735	51399	165373	.31080647
10929804	51034	157090	.32487109
10931769	61678	195868	.31489574
10934219	52454	134498	.38999836
10935902	57504	156506	.36742361
10937860	28592	71667	.39895628
1093838	54269	141182	.38439036
10938757	62608	159887	.39157655
10940757	58710	155912	.37655857
10942707	61623	160131	.38482867
10944710	61533	161792	.38032164
10946734	60017	156600	.38325031
10948693	53983	164923	.32732244
10950756	63013	191029	.32986091
10953145	35687	118361	.30150978
10954626	52448	134527	.38986969
1095604	52483	135407	.38759443
10956309	25210	70029	.35999371
10957186	41316	135601	.30468801
10958882	38086	119705	.31816549
10960380	40070	121526	.32972368
10961901	84625	200800	.42143924
10964412	57648	158485	.36374420
10966395	7499	34998	.21426938
10966834	55492	150726	.36816474
10968720	64640	223903	.28869644
10971520	62720	165122	.37984036
1097298	2751	11349	.24240021
10973586	20865	69067	.30209796
1097441	3439	15168	.22672732
10974452	86325	217943	.39608980
1097632	58085	155054	.37461142
10977178	62301	160605	.38791444
10979187	61540	160625	.38312840
10981196	58091	155190	.37432179
10982	58566	156895	.37328149
10983137	38216	117370	.32560279
10984606	39500	128816	.30663892
10986218	52520	136586	.38451964
10987927	52292	136463	.38319544
10989634	54179	140755	.38491705
10991395	59687	160319	.37230147
10993400	53996	140385	.38462798
10995156	62933	160867	.39121137
1099572	57985	152409	.38045653
10997168	58769	155130	.37883710
10999109	55131	152256	.36209410
11001014	54606	153903	.35480789
11002939	16441	73346	.22415673
11003857	57593	157034	.36675497
11005821	54234	150520	.36031092
11007704	56475	154492	.36555290
11009637	53265	150286	.35442423
11011517	56303	154533	.36434289
11013450	56436	154744	.36470557
1101479	59212	159567	.37107923
11015386	56413	155106	.36370611
11017326	56784	154245	.36814159
11019256	56451	154738	.36481665
11021192	55938	153691	.36396405
11023115	56529	155201	.36423090
11025056	55908	153290	.36472046
11026974	55740	152660	.36512511
11028884	56455	154169	.36618905
11030813	51551	134547	.38314492
11032496	45465	117191	.38795641
11033962	47225	135745	.34789495
1103475	55833	154574	.36120563
11035662	61356	157774	.38888536
11037636	56698	152610	.37152218
11039545	58007	148554	.39047753
11041403	60533	159011	.38068435
11043392	64464	163393	.39453342
11045436	53173	195082	.27256743
11047876	46448	121523	.38221571
11049397	32719	86746	.37718165
11050483	60740	162047	.37482952
11052510	32270	85288	.37836506
11053578	51743	135283	.38247969
1105409	55763	154341	.36129738
11055271	59725	156254	.38223021
11057226	47789	125375	.38116849
11058795	59365	153821	.38593560
11060719	59275	165956	.35717298
11062795	64754	165729	.39072220
11064868	59064	160102	.36891481
11066871	43877	108009	.40623466
11068223	64393	164808	.39071525
11070285	63806	163366	.39057086
11072329	57919	161454	.35873375
1107343	55814	154512	.36122760
11074349	62214	162316	.38328938
11076380	46636	131812	.35380693
110769	56788	150448	.37745932
11078029	57099	151764	.37623547
11079928	43971	119727	.36726051
11081426	50023	138830	.36031837
11083163	48520	159371	.30444685
11085157	60621	159597	.37983796
11087153	52147	135198	.38570836
11088844	58021	196548	.29520015
11091302	42493	125321	.33907325
1109277	55804	153838	.36274522
11092870	7730	35109	.22017146
11093310	32235	115341	.27947564
11094753	45383	117721	.38551320
11096226	43879	114914	.38184207
11097664	40124	109519	.36636565
11099034	34757	122502	.28372597
11100568	35263	101606	.34705627
11101840	31688	80212	.39505310
11102844	44627	114529	.38965676
11104277	57937	163857	.35358269
11106327	28199	72588	.38848018
11107236	38864	131185	.29625338
11108877	60852	159925	.38050336
11110878	43561	112529	.38710910
1111203	56331	154875	.36371912
11112382	32245	89601	.35987321
11113503	31738	94348	.33639292
11114684	63346	156663	.40434563
11116644	54238	139351	.38921859
11118387	37198	123995	.29999596
11119938	52233	136049	.38392784
11121640	73335	143781	.51004652
11123439	54253	139395	.38920334
11125183	54133	140747	.38461210
11126944	50811	153410	.33121048
11128863	42920	139955	.30667000
11130614	57467	152804	.37608308
1113140	59349	157081	.37782417
11132526	53027	161164	.32902509
11134542	58859	156689	.37564219
11136502	29643	77716	.38142724
11137475	59146	161574	.36606137
11139496	53301	151272	.35235205
11141388	58833	155297	.37884183
11143331	53511	138414	.38660106
11145063	42494	121021	.35112914
11146577	42550	122170	.34828517
11148106	54668	146486	.37319607
11149939	45497	140427	.32399040
1115105	60040	159891	.37550581
11151696	59001	158463	.37233297
11153678	63271	152363	.41526486
11155584	40839	85539	.47743134
11156655	63250	150570	.42007039
11158539	37406	143172	.26126616
11160330	179951	521169	.34528339
11166846	56441	149989	.37630092
11168722	66554	155772	.42725265
11170671	51724	130813	.39540412
1117105	40164	109583	.36651670
11172308	60876	155796	.39074173
11174257	52058	128788	.40421467
11175868	46701	119301	.39145522
11177361	41547	107124	.38784025
11178702	59069	160138	.36886310
11180705	58004	157791	.36760017
11182679	44475	133310	.33362088
11184347	59118	160801	.36764696
1118476	57675	153242	.37636548
11186358	55133	145303	.37943469
11188176	7171	34748	.20637158
11188612	43100	141794	.30396208
11190386	58202	159204	.36558126
11192378	20250	59191	.34211282
11193119	45556	116936	.38958062
11194582	89122	175634	.50743022
11196780	55808	153483	.36361030
11198700	60215	153339	.39269200
11200618	44321	115268	.38450393
11202125	44665	115467	.38682047
11203597	44380	114563	.38738510
1120393	57354	154350	.37158406
11205061	44703	115527	.38694850
11206528	43917	113832	.38580539
11207985	43780	113383	.38612490
11209447	57938	155692	.37213215
11211395	59649	160266	.37218748
11213400	57617	161191	.35744551
11215416	39541	119004	.33226614
11216905	58938	155876	.37810823
11218855	42268	124317	.34000176
11220414	62037	163207	.38011237
11222456	58933	155863	.37810769
1122324	56354	152694	.36906492
11224406	58938	155943	.37794578
11226357	56455	150700	.37461844
11228242	58938	155897	.37805730
11230192	56237	150689	.37319910
11232077	49785	182760	.27240643
11234363	54340	139669	.38906271
11236110	54313	139680	.38883877
11237857	54339	139699	.38897200
11239605	54405	139840	.38905177
11241354	54277	139494	.38909917
1124234	58371	153449	.38039348
11243099	54204	139468	.38864829
11244844	62692	159668	.39263972
11246841	60693	169338	.35841335
11248959	60506	168705	.35864971
11251069	62370	162688	.38337185
11253104	53890	139620	.38597622
11254851	57604	156019	.36921144
11256803	58495	159923	.36576977
11258804	59039	155864	.37878535
11260754	47492	122475	.38776893
1126154	59451	157200	.37818702
11262286	57706	153494	.37594954
11264206	31669	92060	.34400391
112651	58409	156687	.37277502
11265358	53090	136552	.38878961
11267066	54312	139705	.38876203
11268814	53159	136304	.39000322
11270519	54952	151584	.36251847
11272415	55358	151640	.36506198
11274312	53176	147209	.36122791
11276154	55276	151737	.36428820
11278052	34262	98341	.34839995
11279283	36169	124975	.28940988
11280847	52490	134559	.39008910
1128120	48117	124146	.38758397
11282530	62109	156990	.39562392
11284494	86323	269045	.32084967
11287859	55525	152861	.36323849
11289771	55523	146222	.37971714
11291600	58716	156974	.37404920
11293564	54598	148960	.36652792
11295427	52477	134545	.39003307
1129673	55709	153302	.36339382
11297110	53714	152416	.35241706
11299017	70231	203830	.34455673
11301566	54269	141183	.38438763
11303332	52465	134495	.39008885
11305015	62615	159931	.39151258
11307016	54274	141184	.38442033
11308782	53608	183885	.29153003
11311082	59570	156314	.38109190
11313037	55956	154374	.36247036
11314968	57583	155295	.37079751
1131591	55714	153280	.36347860
11316911	38764	105310	.36809419
11318229	47535	150615	.31560601
11320113	59374	153823	.38598909
11322037	59019	155942	.37846763
11323988	54597	148964	.36651137
11325852	57363	152766	.37549585
11327763	59020	155944	.37846919
11329714	58858	155746	.37791018
11331662	7711	39579	.19482553
11332158	63572	191951	.33118868
11334559	59706	160303	.37245715
1133508	53290	137371	.38792758
11336564	58857	155372	.37881342
11338508	53846	152220	.35373801
11340412	59148	156783	.37726028
11342373	56370	154895	.36392394
11344311	59717	160380	.37234692
11346317	59668	160317	.37218760
11348322	59672	160315	.37221719
11350327	59690	160435	.37205098
1135227	55204	147076	.37534335
11352334	59655	160232	.37230390
11354338	59686	159961	.37312845
11356339	46820	129583	.36131282
11357963	46803	129557	.36125411
11359587	23209	67624	.34320655
11360434	64790	176046	.36802881
11362636	37890	114990	.32950691
11364075	58611	157104	.37307134
11366040	21984	74748	.29410820
11366976	56609	151022	.37483942
11368865	59356	161305	.36797371
1137067	55131	146921	.37524247
11370883	58338	153955	.37892890
11372809	53274	152969	.34826664
11374723	58733	162426	.36159851
11376755	43269	120545	.35894479
11378263	44456	131761	.33739877
11379911	58288	138271	.42154898
11381641	62740	159624	.39304866
11383638	63989	162491	.39380027
11385671	56584	150974	.37479301
11387560	44326	127667	.34720013
1138905	55182	146918	.37559727
11389157	54092	138937	.38932753
11390895	49521	133258	.37161746
11392562	60468	161908	.37347135
11394587	56569	155891	.36287534
11396537	58905	157830	.37321801
11398511	59281	158211	.37469581
11400490	58666	157859	.37163544
11402465	33897	95247	.35588522
11403658	58764	157272	.37364565
11405625	65429	165381	.39562585
1140743	59611	158501	.37609226
11407694	57537	151329	.38021132
11409587	66425	222584	.29842666
11412371	62730	159877	.39236412
11414374	53648	153206	.35016905
11416291	56618	151078	.37476005
11418181	51739	180090	.28729524
11420434	52011	135273	.38448914
11422126	51100	133166	.38373158
11423792	51774	135292	.38268338
11425485	51712	135176	.38255311
11427176	56285	154499	.36430656
1142726	53215	136462	.38996204
11429109	94303	269858	.34945415
11432484	44111	120430	.36627916
11433991	58018	156508	.37070309
11435949	53372	151685	.35186076
11437847	47357	134339	.35251862
11439528	37763	102659	.36784889
11440813	57922	155604	.37223978
11442760	57932	155621	.37226338
1144433	44909	130562	.34396685
11444707	52188	178983	.29158076
11446946	47778	136199	.35079552
11448650	59208	157313	.37637067
11450618	64516	195598	.32983977
11453064	54523	142078	.38375399
11454841	62729	164469	.38140318
11456898	63089	165938	.38019621
11458974	57608	155550	.37035036
1146067	51707	134567	.38424725
11460920	57517	156288	.36801929
114611	60875	160411	.37949392
11462875	57626	155629	.37027803
11464822	47371	135336	.35002512
11466515	43889	115021	.38157379
11467954	46155	119740	.38546016
11469452	46791	121531	.38501287
11470973	45631	131415	.34722824
11472617	57119	152045	.37567167
11474520	57851	156905	.36870080
11476483	53957	152732	.35327894
1147751	51637	135027	.38241981
11478394	57918	156579	.36989634
11480354	86328	149710	.57663482
11482227	57368	155310	.36937737
11484170	45910	132591	.34625276
11485829	59024	154952	.38091796
11487767	58446	191272	.30556485
11490159	59758	156363	.38217481
11492115	63915	157261	.40642625
11494082	53810	152385	.35311874
1149440	51508	134438	.38313572
11495988	54063	153027	.35329059
11497902	53886	152522	.35329985
11499810	53963	152808	.35314250
11501722	53903	152622	.35317975
11503631	53974	152787	.35326303
11505542	64014	151629	.42217517
11507439	39188	117466	.33361142
11508909	37996	114885	.33073073
11510347	39518	117560	.33615175
1151122	51175	133866	.38228527
11511818	58584	156977	.37320116
11513782	39510	117808	.33537620
11515256	58859	155464	.37860212
1152797	52137	135620	.38443444
1154494	51821	135098	.38358080
1156184	52134	135849	.38376432
1157884	60388	160544	.37614610
1159892	61200	158339	.38651248
1161873	61492	158274	.38851611
1163853	62515	161835	.38628850
1165877	61564	160358	.38391598
116618	56811	151046	.37611720
1167883	62562	162081	.38599218
1169910	60301	157720	.38232944
1171883	61507	160623	.38292772
1173892	59423	152932	.38855831
1175805	60189	160914	.37404452
1177818	57620	153661	.37498128
1179740	60899	161243	.37768461
1181757	60728	160842	.37756307
1183769	57445	152491	.37671075
118508	56795	151049	.37600381
1185677	57840	153629	.37649141
1187599	57743	153358	.37652421
1189517	58712	157432	.37293561
1191486	58736	159210	.36892155
1193478	58042	152961	.37945620
1195391	59287	161073	.36807534
1197406	51673	134828	.38325125
1199093	6377	27234	.23415583
