Identifier	Size1	Size2	Size3	Size4	Size7	Level1	Level2	Level3	Level4	Level7
GCF_000008585.1_ASM858v1_genomic	1031980	1019747	1016693	1010049	1002982	.93750	.92600	.92350	.91750	.91100
GCF_000008605.1_ASM860v1_genomic	276457	273789	273479	273189	273118	.97150	.96200	.96100	.96000	.95950
GCF_000008625.1_ASM862v1_genomic	381193	374517	373951	371677	370989	.95850	.94150	.94000	.93450	.93250
GCF_000008685.2_ASM868v2_genomic	307696	312606	305729	299310	291521	.80900	.82200	.80400	.78700	.76650
GCF_000008725.1_ASM872v1_genomic	252988	251546	251388	251181	251145	.97050	.96500	.96450	.96350	.96350
GCF_000008745.1_ASM874v1_genomic	298523	296983	296454	295907	295690	.97050	.96550	.96350	.96200	.96100
GCF_000008765.1_ASM876v1_genomic	943391	938556	937283	933471	929390	.91300	.90850	.90700	.90350	.89950
GCF_000008785.1_ASM878v1_genomic	385234	377141	376021	372590	370730	.93750	.91750	.91500	.90650	.90200
GCF_000008805.1_ASM880v1_genomic	503019	495970	490123	482985	479606	.88550	.87300	.86250	.85000	.84400
GCF_000008865.2_ASM886v2_genomic	1310168	1303101	1289237	1274723	1264844	.93650	.93150	.92150	.91150	.90450
GCF_000008925.1_ASM892v1_genomic	486885	484215	482416	479533	477544	.91250	.90750	.90400	.89850	.89500
GCF_000008945.1_ASM894v1_genomic	564960	557439	555436	550801	548452	.94550	.93300	.92950	.92200	.91800
GCF_000008985.1_ASM898v1_genomic	425228	424095	421844	419142	417815	.89850	.89600	.89150	.88550	.88300
GCF_000009005.1_ASM900v1_genomic	637682	634706	632985	629749	627859	.93000	.92550	.92300	.91850	.91550
GCF_000009025.1_ASM902v1_genomic	342265	334939	334475	333105	332662	.98100	.96000	.95850	.95450	.95350
GCF_000009045.1_ASM904v1_genomic	1014670	1005438	1004556	1002107	1000607	.96250	.95400	.95300	.95100	.94950
GCF_000009065.1_ASM906v1_genomic	1133593	1124167	1119644	1114538	1111404	.93900	.93100	.92700	.92300	.92050
GCF_000009085.1_ASM908v1_genomic	370860	366770	366163	363574	362417	.90350	.89350	.89200	.88600	.88300
GCF_000009105.1_ASM910v1_genomic	492321	482632	479495	474041	471677	.90150	.88350	.87800	.86800	.86350
GCF_000009125.1_ASM912v1_genomic	1313596	1296812	1289197	1273471	1253585	.90400	.89250	.88750	.87650	.86300
GCF_000009145.1_ASM914v1_genomic	665275	657776	654175	651044	649266	.94600	.93550	.93050	.92600	.92350
GCF_000009165.1_ASM916v1_genomic	1253034	1234470	1231530	1220627	1209862	.92450	.91100	.90900	.90100	.89300
GCF_000009205.2_ASM920v2_genomic	956915	953382	949661	941951	931859	.89050	.88700	.88350	.87650	.86700
GCF_000009225.2_ASM922v1_genomic	1597197	1571891	1570083	1557839	1545765	.95050	.93550	.93400	.92700	.91950
GCF_000009245.1_ASM924v1_genomic	418324	417128	415082	412771	411709	.88250	.88000	.87550	.87050	.86850
GCF_000009265.1_ASM926v1_genomic	1829760	1806692	1800619	1787060	1770361	.94400	.93250	.92900	.92200	.91350
GCF_000009285.1_ASM928v2_genomic	1710099	1680661	1679618	1664531	1645616	.92250	.90650	.90600	.89750	.88750
GCF_000009305.1_ASM930v1_genomic	362304	355055	353848	351081	349909	.93050	.91150	.90850	.90150	.89850
GCF_000009325.1_ASM932v1_genomic	425227	424094	421841	419143	417813	.89850	.89600	.89150	.88550	.88300
GCF_000009345.1_ASM934v1_genomic	1125350	1114850	1110508	1105567	1103062	.96100	.95200	.94850	.94400	.94200
GCF_000009365.1_ASM936v1_genomic	764121	756714	756070	753341	752471	.97950	.97000	.96900	.96550	.96450
GCF_000009385.1_ASM938v1_genomic	434002	431464	430238	428871	428226	.94250	.93700	.93450	.93150	.93000
GCF_000009405.1_ASM940v1_genomic	606510	601601	601192	598407	597261	.94500	.93750	.93700	.93250	.93050
GCF_000009425.1_ASM942v1_genomic	577521	574831	572394	568954	566375	.91300	.90900	.90500	.89950	.89550
GCF_000009445.1_ASM944v1_genomic	1015641	1006132	1000432	991670	982732	.92850	.92000	.91450	.90650	.89850
GCF_000009465.1_ASM946v1_genomic	490464	481476	477658	471867	469365	.89350	.87750	.87050	.86000	.85500
GCF_000009485.1_ASM948v1_genomic	1786201	1763589	1757937	1740208	1720202	.88700	.87550	.87300	.86400	.85400
GCF_000009505.1_ASM950v1_genomic	1137584	1120820	1118560	1112033	1108633	.97100	.95650	.95500	.94900	.94650
GCF_000009525.1_ASM952v1_genomic	1130333	1113681	1111464	1105241	1102099	.97050	.95600	.95450	.94900	.94600
GCF_000009545.1_ASM954v1_genomic	438658	435799	435397	434143	433878	.94700	.94100	.94000	.93750	.93650
GCF_000009565.1_ASM956v1_genomic	1097843	1083559	1080512	1073899	1070458	.96300	.95050	.94800	.94200	.93900
GCF_000009585.1_ASM958v1_genomic	662614	662433	657526	652119	648058	.91850	.91850	.91150	.90400	.89850
GCF_000009605.1_ASM960v1_genomic	147891	146777	146662	146322	146200	.90200	.89500	.89450	.89200	.89150
GCF_000009625.1_ASM962v1_genomic	1790021	1762730	1759540	1746744	1727817	.94250	.92800	.92650	.92000	.91000
GCF_000009645.1_ASM964v1_genomic	653890	651502	648856	645142	642828	.92100	.91750	.91400	.90850	.90550
GCF_000009665.1_ASM966v1_genomic	672156	669771	667091	663102	660451	.92600	.92250	.91900	.91350	.90950
GCF_000009685.1_ASM968v1_genomic	684389	679892	679449	675836	673602	.88700	.88150	.88050	.87600	.87300
GCF_000009705.1_ASM970v1_genomic	1727362	1717036	1710487	1694362	1681637	.95800	.95250	.94850	.93950	.93250
GCF_000009725.1_ASM972v1_genomic	939676	931467	926597	917985	913496	.95200	.94400	.93900	.93000	.92550
GCF_000009745.1_ASM974v1_genomic	1267058	1259384	1255148	1250236	1247353	.96350	.95750	.95450	.95050	.94850
GCF_000009765.2_ASM976v2_genomic	2055288	2029111	2023768	2006299	1987073	.90150	.89000	.88750	.88000	.87150
GCF_000009785.1_ASM978v1_genomic	831170	824318	818450	811917	807809	.92550	.91750	.91100	.90400	.89950
GCF_000009805.1_ASM980v1_genomic	1412347	1383864	1382442	1369974	1359132	.89800	.87950	.87900	.87100	.86400
GCF_000009825.1_ASM982v1_genomic	1038779	1031920	1030143	1026864	1025588	.96550	.95900	.95750	.95450	.95300
GCF_000009865.1_ASM986v1_genomic	604683	602404	599749	596694	594740	.89650	.89300	.88900	.88450	.88150
GCF_000009885.1_ASM988v1_genomic	1312231	1287612	1285877	1276599	1269070	.95900	.94100	.94000	.93300	.92750
GCF_000009905.1_ASM990v1_genomic	795186	781959	777188	768055	762441	.89200	.87700	.87150	.86150	.85500
GCF_000009925.1_ASM992v1_genomic	1288375	1277573	1273915	1268349	1263917	.97050	.96200	.95950	.95500	.95200
GCF_000009945.1_ASM994v1_genomic	285132	283539	283277	282785	282658	.97150	.96600	.96500	.96350	.96300
GCF_000009985.1_ASM998v1_genomic	1142521	1120238	1116943	1101150	1086677	.92000	.90200	.89950	.88650	.87500
GCF_000010005.1_ASM1000v1_genomic	471659	469590	465905	463334	462181	.92500	.92100	.91350	.90850	.90650
GCF_000010025.1_ASM1002v1_genomic	1019425	1012003	999378	987389	978509	.82550	.81950	.80900	.79950	.79200
GCF_000010045.1_ASM1004v1_genomic	1378457	1369858	1365208	1358328	1350541	.96250	.95650	.95350	.94850	.94300
GCF_000010065.1_ASM1006v1_genomic	657184	646433	646068	642947	642165	.97500	.95900	.95850	.95350	.95250
GCF_000010105.1_ASM1010v1_genomic	1631121	1616411	1613188	1604107	1596124	.94600	.93750	.93550	.93050	.92600
GCF_000010125.1_ASM1012v1_genomic	602080	599244	598080	595609	594254	.93400	.92950	.92800	.92400	.92200
GCF_000010145.1_ASM1014v1_genomic	480527	474161	470675	467117	465887	.91600	.90350	.89700	.89000	.88800
GCF_000010165.1_ASM1016v1_genomic	1516474	1510894	1504593	1497192	1491726	.96350	.96000	.95600	.95100	.94750
GCF_000010185.1_ASM1018v1_genomic	456532	453920	452853	450673	449158	.91900	.91400	.91150	.90700	.90400
GCF_000010205.1_ASM1020v1_genomic	315843	328177	306231	294872	285520	.62900	.65350	.60950	.58700	.56850
GCF_000010225.1_ASM1022v1_genomic	817216	810191	808938	805375	803638	.97200	.96350	.96200	.95800	.95550
GCF_000010245.2_ASM1024v1_genomic	1117039	1102785	1099565	1092791	1088797	.96150	.94950	.94650	.94050	.93750
GCF_000010265.1_ASM1026v1_genomic	904164	900211	897370	892918	886537	.91450	.91050	.90750	.90300	.89650
GCF_000010285.1_ASM1028v1_genomic	609388	595174	594931	588565	585324	.90350	.88250	.88200	.87250	.86800
GCF_000010305.1_ASM1030v1_genomic	1097638	1084615	1084589	1079403	1076732	.94700	.93550	.93550	.93100	.92850
GCF_000010325.1_ASM1032v1_genomic	448044	441679	441162	439835	439488	.95400	.94050	.93950	.93650	.93600
GCF_000010345.1_ASM1034v1_genomic	620666	612682	611138	608388	607223	.96900	.95650	.95400	.94950	.94800
GCF_000010365.1_ASM1036v1_genomic	32184	32016	31978	31984	32003	.80500	.80050	.79950	.79950	.79950
GCF_000010385.1_ASM1038v1_genomic	1239493	1227194	1220428	1210333	1203761	.96150	.95200	.94700	.93900	.93400
GCF_000010405.1_ASM1040v1_genomic	239958	238180	238139	237521	237423	.93900	.93200	.93150	.92900	.92850
GCF_000010425.1_ASM1042v1_genomic	496667	489283	488305	484535	482936	.95050	.93650	.93450	.92750	.92450
GCF_000010445.1_ASM1044v1_genomic	667185	664702	662138	658249	655618	.92650	.92300	.91950	.91400	.91050
GCF_000010465.1_ASM1046v1_genomic	659901	659647	654547	649016	645177	.91700	.91650	.90950	.90150	.89650
GCF_000010485.1_ASM1048v1_genomic	1171017	1156127	1153232	1146495	1142714	.96800	.95550	.95300	.94750	.94450
GCF_000010505.1_ASM1050v1_genomic	541692	537944	533087	529894	528382	.92000	.91350	.90550	.90000	.89750
GCF_000010525.1_ASM1052v1_genomic	1240061	1216117	1216075	1203951	1194442	.92350	.90600	.90600	.89700	.88950
GCF_000010545.1_ASM1054v1_genomic	1552533	1533313	1529615	1515451	1498751	.88600	.87500	.87300	.86500	.85550
GCF_000010585.1_ASM1058v1_genomic	528432	524959	523808	521853	521065	.95200	.94600	.94400	.94050	.93900
GCF_000010605.1_ASM1060v1_genomic	1891150	1867328	1858747	1837083	1812831	.88500	.87400	.87000	.86000	.84850
GCF_000010625.1_ASM1062v1_genomic	1209491	1217427	1191474	1170094	1154069	.82800	.83350	.81550	.80100	.79000
GCF_000010665.1_ASM1066v1_genomic	1221842	1201430	1195578	1177600	1164301	.91950	.90400	.89950	.88600	.87600
GCF_000010685.1_ASM1068v1_genomic	1018456	1008533	1003297	995320	987207	.93200	.92250	.91800	.91050	.90300
GCF_000010705.1_ASM1070v1_genomic	494926	491885	490265	488626	488104	.94000	.93400	.93100	.92800	.92650
GCF_000010725.1_ASM1072v1_genomic	1672447	1650883	1637441	1611022	1586098	.88000	.86900	.86200	.84800	.83500
GCF_000010745.1_ASM1074v1_genomic	1286837	1283190	1266316	1249770	1239236	.93150	.92900	.91700	.90500	.89700
GCF_000010765.1_ASM1076v1_genomic	1341862	1336220	1320919	1305578	1295572	.93100	.92700	.91650	.90550	.89850
GCF_000010785.1_ASM1078v1_genomic	420563	411950	411388	409485	408947	.96500	.94500	.94400	.93950	.93800
GCF_000010805.1_ASM1080v1_genomic	2022237	2001210	1993393	1976803	1952727	.91550	.90600	.90250	.89500	.88400
GCF_000010825.1_ASM1082v1_genomic	748817	743246	736933	730080	726749	.89650	.89000	.88250	.87400	.87000
GCF_000010845.1_ASM1084v1_genomic	748811	743236	736930	730089	726759	.89700	.89000	.88250	.87450	.87050
GCF_000010865.1_ASM1086v1_genomic	748804	743232	736918	730066	726736	.89700	.89050	.88300	.87450	.87050
GCF_000010885.1_ASM1088v1_genomic	748810	743235	736929	730089	726759	.89700	.89000	.88250	.87450	.87050
GCF_000010905.1_ASM1090v1_genomic	748810	743236	736930	730090	726760	.89700	.89000	.88250	.87450	.87050
GCF_000010925.1_ASM1092v1_genomic	748796	743223	736908	730060	726730	.89750	.89100	.88300	.87500	.87100
GCF_000010945.1_ASM1094v1_genomic	731721	725998	720029	713437	710507	.90100	.89400	.88650	.87850	.87500
GCF_000010965.1_ASM1096v1_genomic	748796	743223	736909	730059	726730	.89750	.89100	.88300	.87500	.87100
GCF_000010985.1_ASM1098v1_genomic	575252	571391	570214	567924	566480	.90500	.89850	.89700	.89300	.89100
GCF_000011025.1_ASM1102v1_genomic	546378	537984	537182	532214	529884	.96500	.95000	.94850	.94000	.93600
GCF_000011045.1_ASM1104v1_genomic	713773	708210	705676	703605	702270	.95000	.94250	.93900	.93650	.93450
GCF_000011065.1_ASM1106v1_genomic	1522481	1508496	1503584	1495332	1487673	.96750	.95850	.95550	.95050	.94550
GCF_000011145.1_ASM1114v1_genomic	992418	987919	985446	982700	981476	.94450	.94050	.93800	.93550	.93400
GCF_000011165.1_ASM1116v1_genomic	298172	296550	296137	295640	295487	.97200	.96700	.96550	.96400	.96350
GCF_000011225.1_ASM1122v1_genomic	294640	293434	291425	287915	283232	.86750	.86350	.85800	.84750	.83350
GCF_000011245.1_ASM1124v1_genomic	857376	852911	851416	848698	847370	.94450	.93950	.93800	.93500	.93350
GCF_000011265.1_ASM1126v1_genomic	655337	652045	650252	646861	644518	.92950	.92450	.92200	.91750	.91400
GCF_000011285.1_ASM1128v1_genomic	448023	445790	443804	441959	441094	.94600	.94100	.93700	.93300	.93100
GCF_000011305.1_ASM1130v1_genomic	744972	732763	730306	722903	718425	.92550	.91050	.90750	.89800	.89250
GCF_000011325.1_ASM1132v1_genomic	800715	795182	792540	787848	785603	.96750	.96100	.95800	.95200	.94950
GCF_000011345.1_ASM1134v1_genomic	614128	605939	603498	599111	597724	.94700	.93450	.93050	.92400	.92150
GCF_000011365.1_ASM1136v1_genomic	2108130	2083390	2077825	2060656	2039236	.92600	.91500	.91250	.90500	.89600
GCF_000011385.1_ASM1138v1_genomic	1111711	1095220	1092642	1081905	1073688	.95450	.94050	.93800	.92900	.92150
GCF_000011405.1_ASM1140v1_genomic	418634	417295	415350	413133	412137	.88300	.88050	.87650	.87150	.86950
GCF_000011465.1_ASM1146v1_genomic	384281	382806	382718	381593	381212	.92700	.92350	.92300	.92050	.91950
GCF_000011485.1_ASM1148v1_genomic	583090	580445	578071	575835	574933	.96750	.96300	.95900	.95550	.95350
GCF_000011505.1_ASM1150v1_genomic	669663	667271	664594	660836	658286	.92300	.91950	.91600	.91050	.90700
GCF_000011525.1_ASM1152v1_genomic	655888	652552	650934	647562	645338	.93000	.92550	.92300	.91850	.91500
GCF_000011545.1_ASM1154v1_genomic	1592916	1575046	1571744	1556974	1540433	.87900	.86950	.86750	.85950	.85000
GCF_000011565.2_ASM1156v2_genomic	560352	561978	555039	549312	541875	.91900	.92150	.91000	.90100	.88850
GCF_000011605.1_ASM1160v1_genomic	1227078	1214849	1210935	1202857	1196006	.96900	.95950	.95650	.95000	.94450
GCF_000011625.1_ASM1162v1_genomic	1369584	1362616	1359436	1351705	1339013	.93750	.93250	.93050	.92550	.91650
GCF_000011645.1_ASM1164v1_genomic	1015449	1003867	1003105	1000807	999719	.96200	.95100	.95000	.94800	.94700
GCF_000011665.1_ASM1166v1_genomic	448042	445611	444167	442445	441636	.94300	.93800	.93500	.93150	.92950
GCF_000011685.1_ASM1168v1_genomic	682296	673112	670258	665217	662774	.93400	.92100	.91750	.91050	.90700
GCF_000011705.1_ASM1170v1_genomic	1238380	1221246	1219732	1209327	1200506	.84900	.83700	.83600	.82900	.82300
GCF_000011725.1_ASM1172v1_genomic	373026	364680	363938	361005	359705	.93850	.91750	.91550	.90800	.90450
GCF_000011745.1_ASM1174v1_genomic	183929	182993	182950	182773	182792	.92900	.92450	.92400	.92300	.92300
GCF_000011765.3_ASM1176v2_genomic	435280	432280	431686	430509	430131	.94700	.94050	.93900	.93650	.93550
GCF_000011785.1_ASM1178v1_genomic	472196	469261	466912	463734	462186	.93850	.93250	.92750	.92150	.91850
GCF_000011805.1_ASM1180v1_genomic	1018161	1010910	1009405	1004698	1001400	.95300	.94600	.94450	.94050	.93700
GCF_000011825.1_ASM1182v1_genomic	420709	418658	416442	414696	414187	.93650	.93200	.92700	.92300	.92200
GCF_000011845.1_ASM1184v1_genomic	421251	419026	417048	415401	414930	.93800	.93300	.92850	.92500	.92400
GCF_000011865.1_ASM1186v1_genomic	400778	396506	395790	392914	391556	.90150	.89200	.89050	.88400	.88100
GCF_000011885.1_ASM1188v1_genomic	1111437	1095102	1092760	1086735	1083712	.96950	.95550	.95300	.94800	.94550
GCF_000011905.1_ASM1190v1_genomic	344170	336994	335164	332997	332222	.93650	.91700	.91200	.90600	.90400
GCF_000011925.1_ASM1192v1_genomic	604900	603579	601065	597801	595499	.91500	.91300	.90950	.90450	.90100
GCF_000011945.1_ASM1194v1_genomic	286424	285881	284394	283894	283556	.95650	.95450	.94950	.94800	.94650
GCF_000011965.2_ASM1196v2_genomic	1078918	1056771	1056267	1044763	1038208	.93800	.91850	.91800	.90800	.90250
GCF_000011985.1_ASM1198v1_genomic	468894	465067	464022	461773	460641	.94050	.93300	.93100	.92650	.92400
GCF_000012005.1_ASM1200v1_genomic	980494	970841	964552	958715	954210	.86000	.85150	.84600	.84100	.83700
GCF_000012025.1_ASM1202v1_genomic	1027747	1017250	1011275	1005137	1001344	.88450	.87550	.87050	.86500	.86200
GCF_000012045.1_ASM1204v1_genomic	652546	649622	647405	643767	641287	.92750	.92350	.92000	.91500	.91150
GCF_000012085.2_ASM1208v2_genomic	255322	256276	253767	251241	248846	.87600	.87950	.87100	.86200	.85400
