Identifier	GC	ATGC	Percentage
GCF_000837885.1_ViralProj14078_genomic	12944	32355	.40006181
GCF_000837905.1_ViralMultiSegProj14083_genomic	2440	5227	.46680696
GCF_000837925.1_ViralProj14088_genomic	3852	8651	.44526644
GCF_000837945.1_ViralProj14092_genomic	72706	178733	.40678554
GCF_000837965.1_ViralProj14096_genomic	9819	28451	.34511967
GCF_000837985.1_ViralProj14100_genomic	1267	3080	.41136363
GCF_000838005.1_ViralProj14104_genomic	41092	100999	.40685551
GCF_000838025.1_ViralProj14108_genomic	51268	131405	.39015258
GCF_000838045.1_ViralProj14112_genomic	5366	14957	.35876178
GCF_000838065.1_ViralProj14116_genomic	13326	37667	.35378447
GCF_000838085.1_ViralProj14120_genomic	1172	2748	.42649199
GCF_000838105.1_ViralProj14124_genomic	60825	212482	.28625954
GCF_000838125.1_ViralProj14128_genomic	55067	108252	.50869268
GCF_000838145.1_ViralProj14132_genomic	13641	40900	.33352078
GCF_000838165.1_ViralProj14136_genomic	3124	11660	.26792452
GCF_000838185.1_ViralMultiSegProj14140_genomic	2782	7610	.36557161
GCF_000838205.2_ViralProj14145_genomic	16657	43106	.38641952
GCF_000838225.1_ViralProj14149_genomic	1172	2737	.42820606
GCF_000838245.1_ViralProj14153_genomic	3297	7559	.43616880
GCF_000838265.1_ViralProj14158_genomic	74171	137969	.53759177
GCF_000838285.1_ViralProj14163_genomic	3731	5804	.64283252
GCF_000838325.1_ViralProj14171_genomic	1185	2766	.42841648
GCF_000838345.1_ViralMultiSegProj14175_genomic	2136	5195	.41116458
GCF_000838365.1_ViralMultiSegProj14179_genomic	2497	5560	.44910071
GCF_000838385.1_ViralMultiSegProj14183_genomic	2349	5213	.45060425
GCF_000838405.1_ViralMultiSegProj14187_genomic	2179	5096	.42759026
GCF_000838425.1_ViralProj14191_genomic	1207	2766	.43637020
GCF_000838445.1_ViralProj14014_genomic	6139	15465	.39696087
GCF_000838465.1_ViralProj14019_genomic	2169	5149	.42124684
GCF_000838485.1_ViralProj14023_genomic	54498	133894	.40702346
GCF_000838505.1_ViralProj14028_genomic	2703	7313	.36961575
GCF_000838525.1_ViralProj14032_genomic	1546	6825	.22652014
GCF_000838545.1_ViralMultiSegProj14037_genomic	2313	5191	.44557888
GCF_000838565.1_ViralProj14042_genomic	43139	236120	.18269947
GCF_000838585.1_ViralProj14046_genomic	1195	2744	.43549562
GCF_000838605.1_ViralProj14052_genomic	89123	288539	.30887678
GCF_000838625.1_ViralProj14056_genomic	2034	8159	.24929525
GCF_000838645.1_ViralProj14060_genomic	2517	4679	.53793545
GCF_000838665.1_ViralMultiSegProj14065_genomic	2226	5140	.43307392
GCF_000838685.1_ViralProj14069_genomic	1342	2701	.49685301
GCF_000838705.1_ViralProj14073_genomic	3979	8374	.47516121
GCF_000838725.1_ViralProj14077_genomic	1855	4801	.38637783
GCF_000838745.1_ViralMultiSegProj14082_genomic	2274	5156	.44103956
GCF_000838765.1_ViralProj14087_genomic	10906	31754	.34345279
GCF_000838785.1_ViralProj14091_genomic	2079	5454	.38118811
GCF_000838805.1_ViralProj14095_genomic	1228	2764	.44428364
GCF_000838825.1_ViralProj14099_genomic	60306	130608	.46173281
GCF_000838845.1_ViralProj14103_genomic	88065	164270	.53609910
GCF_000838865.1_ViralProj14107_genomic	2118	4594	.46103613
GCF_000838885.1_ViralProj14111_genomic	12505	35538	.35187686
GCF_000838905.1_ViralProj14115_genomic	17880	38297	.46687730
GCF_000838925.1_ViralProj14119_genomic	1200	2767	.43368268
GCF_000838945.1_ViralProj14123_genomic	3310	7687	.43059711
GCF_000838965.1_ViralProj14127_genomic	48243	118584	.40682554
GCF_000838985.1_ViralProj14131_genomic	13890	38347	.36221868
GCF_000839005.1_ViralProj14135_genomic	15277	45636	.33475764
GCF_000839025.1_ViralProj14139_genomic	4968	14510	.34238456
GCF_000839045.1_ViralProj14144_genomic	16188	33106	.48897480
GCF_000839085.1_ViralProj14152_genomic	140	220	.63636363
GCF_000839105.1_ViralProj14156_genomic	68244	205719	.33173406
GCF_000839125.1_ViralProj14162_genomic	18822	37074	.50768732
GCF_000839145.1_ViralProj14166_genomic	9510	33507	.28382129
GCF_000839165.1_ViralProj14170_genomic	221	399	.55388471
GCF_000839185.1_ViralProj14174_genomic	74990	224499	.33403266
GCF_000839205.1_ViralProj14178_genomic	1799	7768	.23159114
GCF_000839225.1_ViralMultiSegProj14182_genomic	2164	5172	.41840680
GCF_000839245.1_ViralMultiSegProj14186_genomic	2291	5325	.43023474
GCF_000839265.1_ViralProj14190_genomic	1163	2749	.42306293
GCF_000839285.1_ViralProj14194_genomic	204	366	.55737704
GCF_000839305.1_ViralMultiSegProj14013_genomic	2193	5126	.42781896
GCF_000839325.1_ViralProj14018_genomic	75474	134226	.56229046
GCF_000839345.1_ViralProj14022_genomic	3856	7687	.50162612
GCF_000839365.1_ViralProj14027_genomic	2610	7100	.36760563
GCF_000839385.1_ViralProj14031_genomic	2755	7206	.38232028
GCF_000839405.1_ViralProj14036_genomic	2107	5941	.35465409
GCF_000839425.1_ViralProj14040_genomic	39630	108409	.36556005
GCF_000839445.1_ViralProj14045_genomic	14303	37370	.38274016
GCF_000839465.1_ViralProj14051_genomic	13735	35466	.38727231
GCF_000839485.1_ViralProj14055_genomic	1921	5075	.37852216
GCF_000839505.1_ViralMultiSegProj14059_genomic	2175	5220	.41666666
GCF_000839525.1_ViralProj14064_genomic	1780	4877	.36497847
GCF_000839545.1_ViralProj14068_genomic	1474	2750	.53600000
GCF_000839565.1_ViralMultiSegProj14072_genomic	2126	5096	.41718995
GCF_000839585.1_ViralProj14076_genomic	1444	2705	.53382624
GCF_000839605.1_ViralProj14081_genomic	29842	102653	.29070752
GCF_000839625.1_ViralProj14086_genomic	23731	46375	.51171967
GCF_000839645.1_ViralProj14090_genomic	2452	5596	.43817012
GCF_000839665.1_ViralProj14094_genomic	3255	6891	.47235524
GCF_000839685.1_ViralProj14098_genomic	2395	5106	.46905601
GCF_000839705.1_ViralMultiSegProj14102_genomic	9141	25120	.36389331
GCF_000839725.1_ViralProj14106_genomic	75694	159160	.47558431
GCF_000839745.1_ViralProj14110_genomic	45057	108873	.41384916
GCF_000839765.1_ViralProj14114_genomic	173617	335593	.51734392
GCF_000839785.1_ViralProj14118_genomic	55905	123500	.45267206
GCF_000839805.1_ViralProj14122_genomic	39069	150773	.25912464
GCF_000839825.1_ViralProj14126_genomic	3877	8072	.48030227
GCF_000839845.1_ViralProj14130_genomic	1186	2754	.43064633
GCF_000839865.1_ViralProj14134_genomic	59415	135611	.43812817
GCF_000839885.1_ViralProj14138_genomic	59595	139342	.42768870
GCF_000839905.1_ViralProj14142_genomic	13063	37618	.34725397
GCF_000839925.2_ViralProj14147_genomic	43379	77672	.55848954
GCF_000839945.1_ViralProj14151_genomic	1355	2672	.50711077
GCF_000839965.1_ViralProj14155_genomic	40131	146454	.27401778
GCF_000839985.1_ViralProj14161_genomic	1417	4421	.32051572
GCF_000840005.1_ViralMultiSegProj14165_genomic	2129	5175	.41140096
GCF_000840025.1_ViralProj14169_genomic	161	322	.50000000
GCF_000840045.1_ViralMultiSegProj14173_genomic	3126	7911	.39514599
GCF_000840065.1_ViralProj14177_genomic	1399	2758	.50725163
GCF_000840085.1_ViralProj14181_genomic	1120	2580	.43410852
GCF_000840105.1_ViralMultiSegProj14185_genomic	2074	5204	.39853958
GCF_000840125.1_ViralProj14189_genomic	197	359	.54874651
GCF_000840145.1_ViralProj14193_genomic	1149	2739	.41949616
GCF_000840165.1_ViralProj14197_genomic	37858	149599	.25306318
GCF_000840185.1_ViralProj14192_genomic	1173	2759	.42515404
GCF_000840205.1_ViralProj14196_genomic	37501	149955	.25008169
GCF_000840225.1_ViralMultiSegProj14200_genomic	2064	5232	.39449541
GCF_000840245.1_ViralProj14204_genomic	24182	48502	.49857737
GCF_000840265.1_ViralProj14208_genomic	290	741	.39136302
GCF_000840285.1_ViralProj14212_genomic	1478	3323	.44477881
GCF_000840305.1_ViralProj14216_genomic	7016	18630	.37659688
GCF_000840325.1_ViralProj14221_genomic	2197	6039	.36380195
GCF_000840345.1_ViralProj14225_genomic	11826	33350	.35460269
GCF_000840385.1_ViralProj14233_genomic	2929	7458	.39273263
GCF_000840405.1_ViralProj14237_genomic	4250	10079	.42166881
GCF_000840425.1_ViralProj14241_genomic	1184	2748	.43085880
GCF_000840445.1_ViralProj14245_genomic	1184	2761	.42883013
GCF_000840465.1_ViralProj14249_genomic	1119	2734	.40929041
GCF_000840485.1_ViralMultiSegProj14253_genomic	2274	5150	.44155339
GCF_000840505.1_ViralMultiSegProj14258_genomic	2193	5155	.42541222
GCF_000840525.1_ViralMultiSegProj14262_genomic	2354	5192	.45338983
GCF_000840545.1_ViralProj14266_genomic	1191	2739	.43483023
GCF_000840565.1_ViralProj14270_genomic	47924	75931	.63115196
GCF_000840585.1_ViralProj14274_genomic	40576	70797	.57313162
GCF_000840605.1_ViralProj14279_genomic	3271	7542	.43370458
GCF_000840625.2_ViralProj14285_genomic	20167	39672	.50834341
GCF_000840645.2_ViralProj14289_genomic	14184	31007	.45744509
GCF_000840685.1_ViralProj14297_genomic	1139	2755	.41343012
GCF_000840705.1_ViralProj14301_genomic	66332	164018	.40441902
GCF_000840725.1_ViralProj14305_genomic	34840	57455	.60638760
GCF_000840765.1_ViralProj14314_genomic	99357	163025	.60945867
GCF_000840785.1_ViralProj14318_genomic	2548	5577	.45687645
GCF_000840805.1_ViralProj14322_genomic	23765	45503	.52227325
GCF_000840825.1_ViralProj14326_genomic	3579	8607	.41582432
GCF_000840845.1_ViralProj14330_genomic	32660	53373	.61191988
GCF_000840865.2_ViralProj14335_genomic	41721	63882	.65309476
GCF_000840885.2_ViralProj14339_genomic	34272	56275	.60900932
GCF_000840905.1_ViralMultiSegProj14343_genomic	2485	5331	.46614143
GCF_000840925.1_ViralProj14348_genomic	1229	2786	.44113424
GCF_000840945.1_ViralProj14352_genomic	13986	41708	.33533135
GCF_000840965.1_ViralMultiSegProj14356_genomic	2279	5405	.42164662
GCF_000840985.1_ViralMultiSegProj14360_genomic	2166	5504	.39353197
GCF_000841005.1_ViralProj14364_genomic	57442	106332	.54021367
GCF_000841025.1_ViralProj14201_genomic	239	497	.48088531
GCF_000841045.1_ViralProj14205_genomic	3688	7729	.47716392
GCF_000841065.1_ViralProj14209_genomic	489	1305	.37471264
GCF_000841085.1_ViralProj14213_genomic	1123	2746	.40895848
GCF_000841105.1_ViralProj14217_genomic	16788	39325	.42690400
GCF_000841125.1_ViralProj14222_genomic	1893	5002	.37844862
GCF_000841145.1_ViralProj14226_genomic	16481	43075	.38261172
GCF_000841165.1_ViralProj14230_genomic	19332	40679	.47523292
GCF_000841185.1_ViralProj14234_genomic	21866	43186	.50632149
GCF_000841205.1_ViralMultiSegProj14238_genomic	2291	5445	.42075298
GCF_000841225.1_ViralProj14242_genomic	1197	2751	.43511450
GCF_000841245.1_ViralProj14246_genomic	15042	43604	.34496835
GCF_000841265.1_ViralProj14250_genomic	1208	2754	.43863471
GCF_000841285.1_ViralProj14255_genomic	1249	2668	.46814092
GCF_000841305.1_ViralProj14259_genomic	1157	2756	.41981132
GCF_000841325.1_ViralMultiSegProj14263_genomic	2385	5192	.45936055
GCF_000841345.1_ViralProj14267_genomic	1224	2766	.44251626
GCF_000841365.1_ViralProj14271_genomic	37298	57050	.65377738
GCF_000841385.2_ViralProj14275_genomic	32678	50913	.64184000
GCF_000841405.1_ViralProj14280_genomic	16011	30728	.52105571
GCF_000841425.1_ViralProj14286_genomic	2526	5256	.48059360
GCF_000841445.1_ViralMultiSegProj14290_genomic	2289	5455	.41961503
GCF_000841465.2_ViralProj14294_genomic	42346	75898	.55793301
GCF_000841485.1_ViralProj14298_genomic	34373	99657	.34491305
GCF_000841505.1_ViralProj14302_genomic	35980	110907	.32441595
GCF_000841525.1_ViralProj14307_genomic	4054	7118	.56954200
GCF_000841545.1_ViralProj14311_genomic	5932	14935	.39718781
GCF_000841565.1_ViralProj14315_genomic	18197	42259	.43060649
GCF_000841585.1_ViralProj14319_genomic	2546	4726	.53872196
GCF_000841605.1_ViralProj14323_genomic	33606	86155	.39006441
GCF_000841625.1_ViralProj14327_genomic	2646	7184	.36831848
GCF_000841645.1_ViralProj14331_genomic	13187	36798	.35836186
GCF_000841665.1_ViralProj14336_genomic	19066	38208	.49900544
GCF_000841685.1_ViralProj14340_genomic	109281	359853	.30368233
GCF_000841705.1_ViralProj14349_genomic	1163	2773	.41940137
GCF_000841725.1_ViralProj14353_genomic	27794	42493	.65408420
GCF_000841765.1_ViralProj14365_genomic	1412	2706	.52180339
GCF_000841785.1_ViralMultiSegProj14370_genomic	2176	5085	.42792527
GCF_000841805.1_ViralProj14376_genomic	23100	36748	.62860563
GCF_000841825.1_ViralProj14195_genomic	3603	7304	.49329134
GCF_000841845.1_ViralMultiSegProj14199_genomic	2054	5197	.39522801
GCF_000841865.1_ViralProj14203_genomic	31216	49136	.63529794
GCF_000841885.1_ViralProj14207_genomic	36203	58498	.61887585
GCF_000841905.1_ViralProj14211_genomic	69609	209771	.33183328
GCF_000841925.1_ViralProj14215_genomic	97019	231621	.41886961
GCF_000841945.1_ViralProj14220_genomic	3465	7841	.44190791
GCF_000841965.1_ViralProj14224_genomic	2117	5028	.42104216
GCF_000841985.1_ViralProj14228_genomic	20482	40149	.51014969
GCF_000842005.1_ViralProj14232_genomic	544	1360	.40000000
GCF_000842025.1_ViralProj14236_genomic	3585	7591	.47226979
GCF_000842045.1_ViralProj14240_genomic	1173	2744	.42747813
GCF_000842065.1_ViralProj14244_genomic	1189	2748	.43267831
GCF_000842085.1_ViralProj14248_genomic	14300	42722	.33472215
GCF_000842105.1_ViralProj14252_genomic	1203	2731	.44049798
GCF_000842125.1_ViralProj14257_genomic	1222	2773	.44067796
GCF_000842145.1_ViralProj14261_genomic	1181	2761	.42774357
GCF_000842165.1_ViralProj14265_genomic	21450	37359	.57415883
GCF_000842185.1_ViralProj14269_genomic	5345	18227	.29324628
GCF_000842205.1_ViralProj14273_genomic	68043	110865	.61374644
GCF_000842245.1_ViralProj14284_genomic	2418	4981	.48544468
GCF_000842265.1_ViralProj14288_genomic	5778	16687	.34625756
GCF_000842285.1_ViralProj14292_genomic	23091	44373	.52038401
GCF_000842305.1_ViralProj14296_genomic	1169	2752	.42478197
GCF_000842345.1_ViralProj14304_genomic	46532	67480	.68956727
GCF_000842365.1_ViralProj14309_genomic	101107	156102	.64769829
GCF_000842385.2_ViralProj14313_genomic	103585	138390	.74850061
GCF_000842405.1_ViralProj14317_genomic	5696	14796	.38496891
GCF_000842425.1_ViralProj14321_genomic	76173	173591	.43880731
GCF_000842465.1_ViralProj14329_genomic	4244	7308	.58073344
GCF_000842485.1_ViralProj14334_genomic	24199	37611	.64340219
GCF_000842505.1_ViralProj14338_genomic	13183	36949	.35678908
GCF_000842525.1_ViralProj14342_genomic	1175	2738	.42914536
GCF_000842545.1_ViralProj14346_genomic	2288	6034	.37918462
GCF_000842565.1_ViralProj14351_genomic	14123	40190	.35140582
GCF_000842585.1_ViralProj14355_genomic	6736	17385	.38746045
GCF_000842625.1_ViralProj14363_genomic	7709	20869	.36939958
GCF_000842645.1_ViralProj14368_genomic	1151	2606	.44167306
GCF_000842665.1_ViralProj14372_genomic	1147	2779	.41273839
GCF_000842685.1_ViralProj14378_genomic	41274	58638	.70387803
GCF_000842705.1_ViralProj14198_genomic	9938	29576	.33601568
GCF_000842725.1_ViralProj14202_genomic	42558	119217	.35697928
GCF_000842745.1_ViralProj14206_genomic	1184	2755	.42976406
GCF_000842765.1_ViralMultiSegProj14210_genomic	2286	5203	.43936190
GCF_000842785.1_ViralProj14214_genomic	1171	2745	.42659380
GCF_000842805.1_ViralProj14218_genomic	1226	2753	.44533236
GCF_000842825.1_ViralProj14223_genomic	2022	5380	.37583643
GCF_000842845.1_ViralProj14227_genomic	2753	6340	.43422712
GCF_000842865.1_ViralProj14231_genomic	12583	31508	.39935889
GCF_000842885.1_ViralProj14235_genomic	12926	19604	.65935523
GCF_000842905.1_ViralProj14239_genomic	1140	2782	.40977713
GCF_000842925.1_ViralMultiSegProj14243_genomic	2311	5435	.42520699
GCF_000842945.1_ViralProj14247_genomic	14996	44969	.33347417
GCF_000842965.1_ViralProj14251_genomic	103256	280334	.36833206
GCF_000842985.1_ViralMultiSegProj14256_genomic	2234	5116	.43666927
GCF_000843005.1_ViralProj14260_genomic	1189	2754	.43173565
GCF_000843025.1_ViralMultiSegProj14264_genomic	2411	5205	.46320845
GCF_000843045.1_ViralProj14268_genomic	4972	16784	.29623450
GCF_000843065.1_ViralProj14272_genomic	45623	69777	.65384009
GCF_000843085.1_ViralProj14276_genomic	26254	41830	.62763566
GCF_000843105.1_ViralProj14281_genomic	12943	36596	.35367253
GCF_000843125.1_ViralProj14287_genomic	29317	57930	.50607629
GCF_000843145.1_ViralProj14291_genomic	20671	43769	.47227489
GCF_000843165.1_ViralProj14295_genomic	13582	34692	.39150236
GCF_000843185.1_ViralProj14299_genomic	2312	5499	.42044008
GCF_000843205.1_ViralProj14303_genomic	1421	2735	.51956124
GCF_000843225.1_ViralProj14308_genomic	18417	39892	.46167151
GCF_000843245.1_ViralProj14312_genomic	99775	233234	.42778925
GCF_000843265.1_ViralProj14316_genomic	22785	46012	.49519690
GCF_000843285.1_ViralProj14320_genomic	2113	5335	.39606373
GCF_000843305.1_ViralProj14324_genomic	73731	149696	.49253821
GCF_000843325.1_ViralProj14328_genomic	120565	190289	.63358890
GCF_000843345.1_ViralProj14332_genomic	18145	37555	.48315803
GCF_000843365.1_ViralProj14337_genomic	3009	6882	.43722755
GCF_000843385.1_ViralProj14341_genomic	1202	2746	.43772760
GCF_000843405.1_ViralProj14345_genomic	16184	30636	.52826739
GCF_000843425.1_ViralProj14350_genomic	13318	38384	.34696748
GCF_000843445.1_ViralProj14354_genomic	6183	16473	.37534146
GCF_000843485.1_ViralProj14362_genomic	11424	32172	.35509138
GCF_000843505.1_ViralProj14366_genomic	1180	2993	.39425325
GCF_000843525.4_ViralMultiSegProj14371_genomic	2095	5118	.40933958
GCF_000843545.1_ViralProj14377_genomic	19862	43783	.45364639
GCF_000843565.1_ViralMultiSegProj14369_genomic	2299	5444	.42229977
GCF_000843585.1_ViralProj14374_genomic	13715	28332	.48408160
GCF_000843605.1_ViralProj14379_genomic	27652	42415	.65193917
GCF_000843625.1_ViralProj14383_genomic	29189	86462	.33759339
GCF_000843645.2_ViralProj14387_genomic	4681	18855	.24826306
GCF_000843665.1_ViralProj14392_genomic	13892	41401	.33554745
GCF_000843685.1_ViralProj14396_genomic	70466	161766	.43560451
GCF_000843705.1_ViralProj14400_genomic	1175	2760	.42572463
GCF_000843725.1_ViralProj14404_genomic	148753	241087	.61700962
GCF_000843745.1_ViralProj14408_genomic	40353	113220	.35641229
GCF_000843765.1_ViralProj14412_genomic	1158	2749	.42124408
GCF_000843785.1_ViralProj14416_genomic	104298	244834	.42599475
GCF_000843805.1_ViralProj14420_genomic	55203	129908	.42493918
GCF_000843825.1_ViralProj14424_genomic	105534	143461	.73562849
GCF_000843845.1_ViralProj14428_genomic	286	682	.41935483
GCF_000843865.1_ViralProj14433_genomic	122	230	.53043478
GCF_000843885.1_ViralProj14437_genomic	1133	2037	.55621011
GCF_000843905.1_ViralProj14441_genomic	555	1387	.40014419
GCF_000843925.1_ViralProj14445_genomic	491	1353	.36289726
GCF_000843945.1_ViralProj14449_genomic	490	1342	.36512667
GCF_000843965.1_ViralProj14453_genomic	1058	1993	.53085800
GCF_000843985.2_ViralProj14457_genomic	106051	184439	.57499227
GCF_000844005.1_ViralProj14461_genomic	2232	5372	.41548771
GCF_000844025.1_ViralProj14465_genomic	85126	150224	.56666045
GCF_000844045.1_ViralProj14469_genomic	86702	134431	.64495540
GCF_000844065.1_ViralProj14473_genomic	20149	39853	.50558301
GCF_000844085.1_ViralProj14477_genomic	1997	4432	.45058664
GCF_000844125.1_ViralProj14485_genomic	35014	49220	.71137748
GCF_000844145.1_ViralProj14489_genomic	116739	156789	.74456116
GCF_000844165.1_ViralProj14493_genomic	44851	94800	.47311181
GCF_000844185.1_ViralProj14497_genomic	14406	33034	.43609614
GCF_000844205.1_ViralProj14501_genomic	184	324	.56790123
GCF_000844225.1_ViralProj14511_genomic	455	781	.58258642
GCF_000844245.1_ViralProj14515_genomic	18617	34446	.54046914
GCF_000844265.1_ViralProj14519_genomic	14784	30944	.47776628
GCF_000844285.1_ViralProj14523_genomic	24236	45063	.53782482
GCF_000844305.1_ViralProj14534_genomic	3157	7161	.44086021
GCF_000844325.1_ViralProj14538_genomic	535	1354	.39512555
GCF_000844345.1_ViralProj14542_genomic	24278	38439	.63159811
GCF_000844365.1_ViralProj14546_genomic	1893	5039	.37566977
GCF_000844385.1_ViralProj14551_genomic	3736	8101	.46117763
GCF_000844405.1_ViralMultiSegProj14556_genomic	190618	567669	.33579075
GCF_000844425.1_ViralProj14560_genomic	58303	105903	.55053209
GCF_000844445.1_ViralProj14382_genomic	20086	39786	.50485095
GCF_000844465.1_ViralProj14386_genomic	564	1377	.40958605
GCF_000844485.1_ViralProj14391_genomic	33557	49534	.67745387
GCF_000844505.1_ViralProj14395_genomic	4542	15644	.29033495
GCF_000844525.1_ViralMultiSegProj14399_genomic	2172	5247	.41395082
GCF_000844545.1_ViralProj14403_genomic	1295	3024	.42824074
GCF_000844565.1_ViralMultiSegProj14407_genomic	2253	5190	.43410404
GCF_000844585.1_ViralProj14411_genomic	30464	48024	.63434949
GCF_000844605.1_ViralProj14415_genomic	22281	35580	.62622259
GCF_000844625.1_ViralProj14419_genomic	140398	230138	.61006005
GCF_000844645.1_ViralProj14423_genomic	70169	133719	.52474966
GCF_000844665.1_ViralMultiSegProj14427_genomic	3072	7993	.38433629
GCF_000844685.1_ViralProj14432_genomic	392	717	.54672245
GCF_000844705.1_ViralProj14436_genomic	1680	3909	.42977743
GCF_000844745.1_ViralProj14444_genomic	466	1347	.34595397
GCF_000844765.1_ViralProj14448_genomic	514	1372	.37463556
GCF_000844785.1_ViralProj14452_genomic	482	1360	.35441176
GCF_000844805.1_ViralProj14456_genomic	2541	4694	.54132935
GCF_000844825.1_ViralProj14460_genomic	19329	39937	.48398727
GCF_000844845.1_ViralProj14464_genomic	88798	139962	.63444363
GCF_000844865.1_ViralProj14468_genomic	108829	221454	.49142937
GCF_000844885.1_ViralProj14472_genomic	50722	186250	.27233288
GCF_000844905.1_ViralProj14476_genomic	25810	47399	.54452625
GCF_000844925.1_ViralProj14480_genomic	30418	60942	.49913032
GCF_000844945.1_ViralProj14484_genomic	1128	2773	.40677966
GCF_000844965.1_ViralProj14488_genomic	9903	26163	.37851163
GCF_000844985.1_ViralProj14492_genomic	1156	2735	.42266910
GCF_000845005.1_ViralProj14496_genomic	22246	48836	.45552461
GCF_000845025.2_ViralProj14500_genomic	32617	56426	.57804912
GCF_000845045.1_ViralProj14506_genomic	197	355	.55492957
GCF_000845065.1_ViralProj14514_genomic	8164	32292	.25281803
GCF_000845085.1_ViralProj14518_genomic	19838	35937	.55202159
GCF_000845105.1_ViralProj14522_genomic	23786	43804	.54300977
GCF_000845125.1_ViralMultiSegProj14526_genomic	2447	5548	.44105984
GCF_000845145.1_ViralProj14537_genomic	1204	2741	.43925574
GCF_000845165.1_ViralMultiSegProj14541_genomic	2238	5180	.43204633
GCF_000845185.1_ViralProj14545_genomic	3484	7722	.45117845
GCF_000845205.1_ViralProj14549_genomic	2610	6407	.40736694
GCF_000845225.1_ViralMultiSegProj14555_genomic	2237	5398	.41441274
