Identifier	DNA_Length	AA_Length
1222793	18190	13309
122281	15694	10970
1223018	18943	13483
1223253	17131	13942
1223465	17535	17608
1223682	15549	10218
1223875	16834	15789
1224083	17025	16528
1224294	17094	15456
1224506	17094	15585
1224718	17088	15714
122475	16856	15734
1224930	16886	16692
1225139	15965	13648
1225337	15989	14462
1225535	15973	13785
1225733	16975	15276
1225943	15994	7600
1226141	17074	15474
1226353	16076	12061
1226552	15634	11861
1226746	16808	16162
122684	16850	15697
1226954	16870	16097
1227163	16816	15946
1227371	16784	14576
1227579	16809	15465
1227787	16809	16669
1227995	16822	15584
1228203	16888	15075
1228412	16799	15638
1228620	15766	11824
1228815	18407	11736
122893	16837	14120
1229043	17762	13596
1229263	17249	16740
1229476	14637	7874
1229657	17233	15617
1229870	16866	14836
1230079	16773	16056
1230287	15458	6891
1230478	17087	15808
1230690	16771	15806
1230898	17673	16539
123102	14723	10024
1231117	15606	9744
1231310	16590	10352
1231515	16540	10546
1231720	16068	10266
1231919	16492	10768
1232123	16618	10045
1232329	16018	9337
1232527	17013	14745
1232738	15973	13998
123284	14671	9641
1232936	16025	14749
1233135	15919	7883
1233332	15477	7522
1233524	16805	14675
1233732	16892	13442
1233941	16809	13548
1234149	90264	53100
123466	14656	9670
1235264	193292	115446
123648	14700	9501
1237651	126041	74190
123830	14741	8922
1239208	73955	35314
1240122	15313	10083
124013	15272	7216
1240312	26902	16547
1240645	31346	25518
1241032	6384	4908
1241111	38239	21601
1241584	32673	17766
1241988	14783	10016
124202	16866	16033
1242171	14570	7435
1242351	14695	10820
1242533	16843	14537
1242741	16857	15550
1242950	16901	14782
1243159	15214	7717
1243347	16510	10584
1243552	15969	8735
1243750	13766	9350
1243920	13004	9427
1244081	12856	9237
124411	20408	17089
1244240	12723	8589
1244398	15667	8233
1244592	16607	13755
1244798	15898	8172
1244995	16802	14985
1245203	16818	14993
1245411	16791	14963
1245619	16775	15082
1245827	16973	15546
1246037	15394	8147
1246228	15402	7959
1246419	15443	7708
1246610	15409	7649
124664	21777	18112
1246801	14665	9760
1246983	17065	15442
1247194	16894	12890
1247403	16081	8426
1247602	16143	8192
1247802	16878	14986
1247	92042	49851
1248011	16962	13819
1248221	17210	15823
1248434	17178	13917
1248647	17078	14950
1248858	16880	15730
1249067	16950	15568
1249277	17272	15156
124933	16332	8423
1249491	16877	14359
1249700	16983	15499
1249910	17083	15125
1250122	16998	15979
1250332	16926	14123
1250542	16989	15821
1250752	16973	14244
1250962	16870	14821
1251171	16992	15359
125135	17190	13314
1251381	17259	15369
1251595	16877	14346
1251804	16991	15870
1252014	16975	15359
1252224	16977	14992
1252434	16978	15319
1252644	16974	15452
1252854	17205	13940
1253067	16926	14256
1253277	17083	15091
1253489	16995	14346
125348	16861	15490
1253699	17119	16071
1253911	16987	14322
1254121	16934	15519
1254331	16930	16327
1254541	16935	16319
1254751	16927	15760
1254961	16903	14945
1255170	16994	15191
1255380	16894	16367
125557	17175	15196
1255589	16890	16121
1255798	16842	15393
1256007	16791	15109
1256215	16864	14639
1256424	16871	15770
1256633	16831	14339
1256841	16860	14583
1257050	16859	14428
1257259	16854	14162
1257467	16955	14728
1257677	16944	15376
125770	14800	11511
1257887	16874	15149
1258096	16890	15045
1258305	16753	14255
1258512	16891	15686
1258721	16881	15595
1258930	16881	15342
1259139	17125	16466
1259351	16467	16386
125953	14724	11244
1259555	15023	8466
1259741	16848	14241
1259950	17087	15614
1260162	17178	14928
1260375	16061	11593
1260574	16897	12983
1260783	16380	8991
1260986	16388	10495
1261189	15901	9218
126135	14861	11083
1261386	15654	9221
1261580	16524	11199
1261785	16078	9132
1261984	16117	9299
1262184	15568	9454
1262377	16373	9249
1262580	16213	9579
1262781	15953	8973
1262979	16014	9967
1263177	16992	16505
126319	16772	14854
1263387	16968	15187
1263597	16364	8074
1263800	16754	14857
1264007	14849	10950
1264191	14383	8921
1264369	14868	7991
1264553	15388	8401
1264744	15287	10630
1264934	15204	12261
1265122	15202	12478
126527	16721	14351
1265310	15205	11334
1265498	15195	11442
1265686	15207	11500
1265874	15209	12661
1266062	15207	11376
1266250	15200	12349
1266438	15201	14362
1266626	15206	13719
1266814	15205	11954
1267002	15204	13102
1267190	15163	12066
126734	16817	16666
1267378	15209	11326
1267566	15199	11136
1267754	15206	12710
1267942	15202	14128
1268130	15205	11998
1268318	15204	13913
1268506	15198	11471
1268694	15205	12317
1268882	15204	12656
1269070	15208	11372
1269258	15200	12337
126942	16949	14632
1269446	15198	12696
1269634	15211	12497
1269822	15188	12591
1270010	15107	13509
1270197	15203	11279
1270385	15204	10530
1270573	15196	12104
1270761	15202	13356
1270949	15203	12254
1271137	15208	12412
1271325	15208	11489
1271513	15205	13722
127152	16855	16421
1271701	15200	11350
1271889	15203	11329
1272077	15204	11605
1272265	15194	13421
1272453	15153	11016
1272641	15206	12405
1272829	15202	14245
1273017	15204	12039
1273205	15206	12384
1273393	15170	12535
1273581	15213	12305
127361	15616	6998
1273769	15204	11251
1273957	15211	13425
1274145	15202	13031
1274333	15141	11711
1274521	15211	11699
1274709	15207	12277
1274897	15156	13352
1275085	15200	12495
1275273	15208	12557
1275461	15200	11796
127554	16856	15225
1275649	15206	13460
1275837	15210	13087
1276025	15204	12930
1276213	15187	13658
1276401	15204	11769
1276589	15204	12782
1276777	15202	12658
1276965	15207	13003
1277153	15207	12050
1277341	15208	12260
1277529	15202	11276
127763	16372	11005
1277717	15206	11655
1277905	15202	12204
1278093	15206	11134
1278281	15160	11946
1278469	15205	12422
1278657	15206	12150
1278845	15202	12512
1279033	15202	12738
1279221	15202	12586
1279409	15209	12386
1279597	15202	12061
127966	16885	16588
1279785	15205	12353
1279973	15207	11863
1280161	15147	12195
1280349	15205	13175
1280537	15203	11665
1280725	15209	12440
1280913	15201	11522
1281101	15209	12168
1281289	15204	14182
1281477	15207	11983
1281665	15202	12427
128175	16022	8531
1281853	15203	10894
1282041	15200	13366
1282229	15150	11034
1282417	15213	11130
1282605	15167	11209
1282793	15149	11982
1282981	15204	12183
1283169	15203	13394
1283357	15204	12570
1283545	15208	12230
1283733	15204	10925
128373	17373	14176
1283921	15026	12742
1284107	15194	11903
1284295	15163	11853
1284483	15165	13059
1284671	15199	11679
1284859	15206	11886
1285047	15200	13397
1285235	15202	13897
1285423	15207	12387
1285611	15153	11561
1285799	15207	13769
128588	15872	9152
1285987	15204	12020
1286175	15201	11345
1286363	15209	12794
1286551	15206	11671
1286739	15203	12257
1286927	15208	12557
1287115	15204	11111
1287303	15204	11211
1287491	15204	13209
1287679	15097	12737
128785	17005	15499
1287866	15206	11599
1288054	15205	11911
1288242	15207	11740
1288430	15202	11906
1288618	15204	11972
1288806	15208	12503
1288994	15208	12439
1289182	15163	11773
1289370	15202	12057
1289558	13886	9576
1289730	17429	13662
1289946	17255	16922
128996	15835	10615
1290160	15731	7475
1290355	15507	7390
1290547	15469	7111
1290738	15452	7348
1290929	15436	7051
1291120	16682	13859
1291326	17074	15829
1291537	14337	8760
1291715	16629	14509
1291921	75000	42401
129192	16880	15268
1292847	64364	39274
1293642	35395	28829
129401	15960	11170
1294080	281281	280878
129599	16076	11250
1297553	17070	15603
1297764	16560	12476
1297969	16573	12093
129798	15929	11768
1298174	16860	14074
1298383	16599	12776
1298588	16841	14618
1298797	17217	16053
1299010	16036	12159
1299209	15895	11017
1299406	16580	14400
1299611	16695	14347
1299817	16730	14127
129995	15858	10954
1300024	17136	17086
1300236	15698	7623
1300431	15492	7176
1300623	17048	15103
1300834	16890	9037
1301043	17278	9684
1301257	16574	9891
1301462	16245	13437
1301663	13969	7400
1301836	16627	12122
130191	16079	11754
1302042	14216	13180
1302218	17123	10156
1302430	16956	14548
1302640	17676	17171
1302859	16608	11044
1303065	15530	10658
1303257	32448	27179
1303658	15335	9668
1303848	14947	16344
130390	17111	16256
1304033	19618	13286
1304276	17135	11740
1304488	16658	13358
1304694	17175	15172
1304907	16609	12545
1305113	16616	12601
1305319	16660	12165
1305525	17039	15600
1305736	15520	6811
1305928	19040	13548
130602	17010	15500
1306164	16805	12913
1306372	14241	9644
1306549	16300	12968
1306751	16693	14826
1306958	16788	15137
1307166	17078	15521
1307378	16792	14903
1307586	16799	14517
1307794	16776	14747
1308002	16858	15532
130813	17012	15465
1308211	18168	15704
1308436	17237	15241
1308650	17126	17027
1308862	16792	14063
1309070	16895	13873
1309279	16867	16203
1309488	16631	12935
1309694	16766	16570
1309902	17180	15704
1310115	16769	13554
131024	16922	14965
1310323	18167	17074
1310548	15602	7042
1310741	15506	7762
1310933	15070	7651
1311119	18159	17452
1311344	26126	15433
1311667	85422	55140
131233	16711	14035
1312722	28819	16596
1313078	159577	100806
131440	17971	11640
1315049	36933	27899
1315505	40166	24353
1316001	76743	52777
131663	15845	10197
1316949	15793	7940
1317145	16398	10041
1317348	10759	6428
1317481	15795	7370
1317677	18583	18752
1317907	16634	12822
1318113	16812	14892
1318321	16862	17387
1318530	16916	17334
131859	16539	14905
1318739	16970	17002
1318949	17186	16856
1319162	15169	8656
1319350	16778	17125
1319558	16782	16005
1319766	16576	11376
1319971	15429	7722
1320162	15475	7467
1320354	16719	14421
1320561	17158	14628
132064	17382	16326
1320773	16925	15026
1320982	17094	14793
1321193	16805	15728
1321401	15976	9310
1321599	16032	8991
1321797	16802	15124
1322005	15595	7814
1322198	15744	9028
1322393	14054	9517
1322567	17453	14803
1322783	17169	14691
132279	16755	15482
1322995	17040	14309
1323206	17212	14896
1323419	17370	14099
1323634	17291	14379
1323848	17077	14422
1324059	17054	14249
1324270	17349	14444
1324485	17206	14594
1324698	17233	13881
132487	18035	13582
1324911	17373	14082
1325126	17345	14936
1325341	17230	14214
1325554	17057	14187
1325765	17232	14548
1325978	17473	14217
1326194	17069	13432
1326405	17074	13812
1326616	17131	14366
1326828	17331	14533
1327042	17313	14661
132710	19212	13739
1327256	17343	14821
1327471	15714	7404
1327666	17173	14235
1327879	16882	15361
1328088	16855	15500
1328297	17009	13395
1328508	18982	13589
1328743	19248	13765
1328981	16758	16983
1329189	15762	8405
1329384	16976	14951
132948	37991	28446
1329594	15450	7256
1329785	16844	15951
1329994	18550	10120
1330224	17115	9616
1330436	15960	13886
1330634	15998	14123
1330832	15978	14871
1331030	15982	14662
1331228	17275	12702
1331442	17247	12765
1331656	16948	14456
1331866	16832	14813
1332074	17551	15577
1332291	16905	8889
1332500	14297	10442
1332677	15089	12743
1332864	16983	15723
1333074	14926	8630
1333259	16874	14477
1333468	16836	12910
1333676	13991	11156
1333849	16585	8679
1334054	17428	13263
133418	15972	13742
1334270	18866	18506
1334504	15663	7699
1334698	105712	100595
1336004	122509	70824
133616	15996	13483
1337517	17147	15311
1337729	38873	21209
133814	15968	14245
1338209	15117	9562
1338396	868017	847047
134012	14573	11157
134193	16963	15415
134403	16830	12738
134612	16869	15682
134821	16883	15170
1349113	16449	8573
1349317	696139	697283
135030	16686	12536
135237	15857	7871
135433	16811	15055
135641	15699	9179
1357912	652430	651980
135835	16882	15053
136044	16870	15567
136253	16846	14547
136462	16711	15690
1365967	652579	650767
136669	16179	12140
136869	25654	16613
137186	15423	10725
137377	17119	14187
1374024	17021	13435
1374235	13634	8312
1374404	789166	774296
137589	14649	8042
137771	17005	15640
137982	16871	14767
138191	16886	15801
138400	17141	15386
1384148	25757	14883
1384467	130543	79989
1386079	17074	7927
138612	16884	15593
1386290	16094	7506
1386489	15870	8837
1386686	15977	9836
1386884	17032	13811
1387095	16442	12687
1387299	16311	14508
1387501	16382	15138
1387704	16032	11354
1387903	16826	11742
1388111	16293	10430
138821	16848	15393
1388313	16286	13844
1388515	17036	8986
1388726	18294	15848
1388953	16890	15602
1389162	16867	15828
1389371	16871	16395
1389580	14651	10801
1389761	16799	14672
1389969	16433	9031
1390173	16559	8693
139030	16880	15619
1390378	16699	8811
1390585	17132	8846
1390797	16218	11809
1390998	16135	13176
1391198	16251	10475
1391399	16886	16190
1391608	16960	14726
1391818	15203	8926
1392006	16893	10529
1392215	19024	15290
139239	16888	16453
1392451	17153	16589
1392663	18551	16158
1392893	18276	15750
1393119	15548	8051
1393312	18346	11199
1393539	16623	11178
1393745	16658	10879
1393951	16938	14343
1394161	16817	15958
1394369	16817	17103
139448	17939	14794
1394577	14093	7673
1394751	14082	7436
1394925	14078	8128
1395099	16635	13681
1395305	16185	9396
1395506	16975	12314
1395716	17690	16691
1395935	16767	16079
1396143	17106	9853
1396355	17136	15125
1396567	17097	16322
139670	16451	9142
1396779	17330	16935
1396994	29977	16301
1397364	106819	50058
1398683	32640	9565
139874	17014	16322
1399086	8941	3006
1399196	4472	2345
1399251	1156	626
1399265	1218	681
1399280	7147	3918
1399368	18556	9889
1399597	14853	8584
1399780	47169	26114
1400363	353513	376651
140084	16970	16223
140294	16976	16387
1404728	193948	203821
140504	14069	9961
140678	16754	15135
1407123	25461	16304
1407438	27209	16135
1407775	17201	16358
1407988	16772	15727
1408196	13898	7146
1408368	16862	14972
1408577	16849	15509
1408786	16878	16155
140886	16717	16015
1408995	19281	12978
1409234	17275	16208
1409448	17953	16959
1409670	17111	16793
1409882	17893	16599
1410104	34442	21229
1410530	49653	29730
141093	16868	15787
1411144	577103	571912
141302	16829	15818
141510	16493	13532
141714	17055	15257
1418269	32508	20153
1418671	333796	325468
141925	17153	14316
142137	16663	12901
1422793	338188	353815
142343	16877	16296
142552	17000	13726
1426969	69853	41026
142762	16838	14808
1427832	17278	14336
1428046	70257	54702
1428914	38099	22522
1429385	39438	24836
142971	17942	14459
1429873	43082	25272
1430405	15861	9086
1430601	16382	13127
1430804	15971	8790
1431002	15534	7317
1431194	13848	6953
1431366	14458	7539
1431545	14494	7777
1431725	13833	7064
1431896	13961	7044
143193	16819	15910
1432069	13899	7145
1432241	13945	7184
1432414	14031	7154
1432588	13875	6913
1432760	14488	7580
1432940	13894	7175
1433112	14435	9656
1433291	17220	11243
1433504	15784	10342
1433700	15642	7102
1433894	15872	6590
143401	17025	12888
1434091	18053	14345
1434315	16816	14344
1434523	16823	14410
1434731	16546	11069
1434936	16436	10674
1435140	15560	7101
1435333	16316	7160
1435535	16420	7681
1435738	16120	6936
1435938	15862	7170
143612	19159	16053
1436135	16461	7266
1436339	15559	7046
1436532	16048	10361
1436731	16058	9839
1436930	16188	10791
1437131	16703	9921
1437338	16076	13066
1437537	16051	10729
1437736	16268	11896
1437938	16087	11593
1438137	16020	11278
1438335	16157	12916
143849	15312	7152
1438535	15572	13351
1438728	16147	10960
1438928	16076	10303
1439127	16245	11304
1439328	16949	14337
1439538	16197	9066
1439739	17722	12977
1439958	16661	12816
1440164	17662	15831
1440383	16858	11209
144039	49138	40904
1440592	16864	10954
1440801	16686	13081
1441007	17498	16001
1441223	16771	14838
1441431	14214	8669
1441607	14775	11214
1441790	15541	7561
1441983	14356	9692
1442161	14323	9712
1442339	17004	12871
1442549	16889	16044
1442758	17031	12944
1442969	14290	8684
1443146	16285	7966
1443348	16806	13258
1443556	16597	13342
1443762	16065	8254
1443961	16024	10245
1444160	16616	9120
1444366	15143	9594
1444554	17581	10652
1444772	16390	9394
1444975	16369	9264
1445178	17123	12595
1445390	16935	12584
1445600	16943	12741
1445810	17134	12982
1446022	17011	12723
1446232	16952	12878
1446442	16935	12032
144646	17009	16071
1446652	16965	12305
1446862	17108	12328
1447074	16977	12510
1447284	17083	12874
1447495	14734	9821
1447678	16946	15052
1447888	16685	12318
1448095	16661	12665
1448301	16841	13445
1448510	21301	22419
144857	16958	15730
1448774	21167	21808
1449036	17362	10344
1449251	16866	12193
1449460	16923	12980
1449670	16756	12381
1449878	16928	12564
1450088	16884	11962
1450297	16967	12780
1450507	16783	12990
145067	14552	11460
1450715	17099	12648
1450927	17027	12370
1451138	17121	12973
1451350	17117	12235
1451562	16913	13328
1451771	16728	13371
1451978	17059	12540
1452189	17207	13632
1452402	16863	13720
145247	16566	13315
1452611	16911	13288
1452820	15445	9363
1453011	17016	12760
1453222	16783	12472
1453430	17096	12689
1453642	16945	12518
1453852	17049	13205
1454063	16596	12505
1454268	18203	17529
1454493	15900	7594
145452	16474	14425
1454690	16832	16971
1454898	17195	13088
1455111	16912	12512
1455320	17154	13662
1455532	14254	14003
1455709	15393	13042
1455900	16540	15049
1456105	16883	12592
1456314	17355	12970
1456529	17503	15833
145656	17502	13443
1456746	16934	15770
1456956	16861	16176
1457165	19026	13533
1457401	19991	14327
1457649	19460	14089
1457890	19478	14244
1458131	19622	14222
1458374	19461	14174
1458615	19145	13652
145873	16365	12603
1458852	19024	13507
1459088	17079	15344
1459300	16423	8619
1459503	16043	9551
1459701	16545	10765
1459906	16238	7819
1460107	15916	8257
1460304	16708	9600
1460511	15953	13886
1460709	16981	17041
146076	16370	13060
1460919	16942	17239
1461128	16060	10535
1461327	15224	13456
1461515	16707	12821
1461722	16681	11082
1461928	17318	10709
1462142	17315	9590
1462356	16967	15052
1462566	16929	15893
1462775	17300	11106
146279	16443	13026
1462989	16119	9523
1463189	18179	16742
1463414	17129	15922
1463626	16750	14122
1463833	17047	14502
1464044	16901	8764
1464253	17007	9520
1464463	17368	11556
1464678	19298	14487
146483	16548	14820
1464917	39500	27870
1465405	83456	56247
1466436	72498	52412
146688	16358	12466
1467332	25331	14608
1467645	17635	16500
1467863	13997	10957
1468036	64917	26771
1468837	1265281	1178421
146891	16275	13223
147093	17313	14969
147307	16457	13388
147511	16307	10824
147713	16366	13630
147916	17045	13629
148127	16980	13318
148337	16977	12857
1484458	469653	464374
148547	16654	15034
148753	19120	15073
148990	16854	15415
1490257	451926	465207
149199	15174	8521
149387	16924	16178
1495837	16913	15411
149596	15944	8768
1496046	165166	185106
149793	17120	13951
1498086	161112	181258
150005	17281	15434
1500076	164048	184523
1502102	164266	183931
150219	16737	13842
1504131	19068	14611
150426	16944	16679
1504367	17133	16561
1504579	16860	16020
1504788	16855	16046
1504997	16859	16099
1505206	16857	15710
1505415	16216	9731
1505616	15602	10217
1505809	15517	8754
1506001	15435	7514
1506192	16874	14417
150636	16303	8004
1506401	16479	11906
