Identifier	DNA_Length	AA_Length
GCF_000839505.1_ViralMultiSegProj14059_genomic	5220	4864
GCF_000839525.1_ViralProj14064_genomic	4877	3885
GCF_000839545.1_ViralProj14068_genomic	2750	3864
GCF_000839565.1_ViralMultiSegProj14072_genomic	5096	4811
GCF_000839585.1_ViralProj14076_genomic	2705	3565
GCF_000839605.1_ViralProj14081_genomic	102653	68781
GCF_000839625.1_ViralProj14086_genomic	46375	60172
GCF_000839645.1_ViralProj14090_genomic	5596	5405
GCF_000839665.1_ViralProj14094_genomic	6891	7699
GCF_000839685.1_ViralProj14098_genomic	5106	5804
GCF_000839705.1_ViralMultiSegProj14102_genomic	25120	19210
GCF_000839725.1_ViralProj14106_genomic	159160	195446
GCF_000839745.1_ViralProj14110_genomic	108873	111181
GCF_000839765.1_ViralProj14114_genomic	335593	492206
GCF_000839785.1_ViralProj14118_genomic	123500	151692
GCF_000839805.1_ViralProj14122_genomic	150773	111521
GCF_000839825.1_ViralProj14126_genomic	8072	9826
GCF_000839845.1_ViralProj14130_genomic	2754	2970
GCF_000839865.1_ViralProj14134_genomic	135611	166790
GCF_000839885.1_ViralProj14138_genomic	139342	163567
GCF_000839905.1_ViralProj14142_genomic	37618	32973
GCF_000839925.2_ViralProj14147_genomic	77672	112532
GCF_000839945.1_ViralProj14151_genomic	2672	3674
GCF_000839965.1_ViralProj14155_genomic	146454	108320
GCF_000839985.1_ViralProj14161_genomic	4421	3272
GCF_000840005.1_ViralMultiSegProj14165_genomic	5175	5164
GCF_000840025.1_ViralProj14169_genomic	322	436
GCF_000840045.1_ViralMultiSegProj14173_genomic	7911	6649
GCF_000840065.1_ViralProj14177_genomic	2758	3553
GCF_000840085.1_ViralProj14181_genomic	2580	2679
GCF_000840105.1_ViralMultiSegProj14185_genomic	5204	4950
GCF_000840125.1_ViralProj14189_genomic	359	357
GCF_000840145.1_ViralProj14193_genomic	2739	2736
GCF_000840165.1_ViralProj14197_genomic	149599	108445
GCF_000840185.1_ViralProj14192_genomic	2759	2377
GCF_000840205.1_ViralProj14196_genomic	149955	107063
GCF_000840225.1_ViralMultiSegProj14200_genomic	5232	5205
GCF_000840245.1_ViralProj14204_genomic	48502	59986
GCF_000840265.1_ViralProj14208_genomic	741	633
GCF_000840285.1_ViralProj14212_genomic	3323	3842
GCF_000840305.1_ViralProj14216_genomic	18630	17318
GCF_000840325.1_ViralProj14221_genomic	6039	5640
GCF_000840345.1_ViralProj14225_genomic	33350	29598
GCF_000840385.1_ViralProj14233_genomic	7458	7527
GCF_000840405.1_ViralProj14237_genomic	10079	9193
GCF_000840425.1_ViralProj14241_genomic	2748	2649
GCF_000840445.1_ViralProj14245_genomic	2761	2586
GCF_000840465.1_ViralProj14249_genomic	2734	2759
GCF_000840485.1_ViralMultiSegProj14253_genomic	5150	5390
GCF_000840505.1_ViralMultiSegProj14258_genomic	5155	5244
GCF_000840525.1_ViralMultiSegProj14262_genomic	5192	5538
GCF_000840545.1_ViralProj14266_genomic	2739	3064
GCF_000840565.1_ViralProj14270_genomic	75931	122934
GCF_000840585.1_ViralProj14274_genomic	70797	111226
GCF_000840605.1_ViralProj14279_genomic	7542	7898
GCF_000840625.2_ViralProj14285_genomic	39672	49341
GCF_000840645.2_ViralProj14289_genomic	31007	33648
GCF_000840685.1_ViralProj14297_genomic	2755	2844
GCF_000840705.1_ViralProj14301_genomic	164018	159591
GCF_000840725.1_ViralProj14305_genomic	57455	94805
GCF_000840765.1_ViralProj14314_genomic	163025	254906
GCF_000840785.1_ViralProj14318_genomic	5577	5762
GCF_000840805.1_ViralProj14322_genomic	45503	56576
GCF_000840825.1_ViralProj14326_genomic	8607	9134
GCF_000840845.1_ViralProj14330_genomic	53373	87694
GCF_000840865.2_ViralProj14335_genomic	63882	109579
GCF_000840885.2_ViralProj14339_genomic	56275	92502
GCF_000840905.1_ViralMultiSegProj14343_genomic	5331	5651
GCF_000840925.1_ViralProj14348_genomic	2786	2920
GCF_000840945.1_ViralProj14352_genomic	41708	34367
GCF_000840965.1_ViralMultiSegProj14356_genomic	5405	5648
GCF_000840985.1_ViralMultiSegProj14360_genomic	5504	5320
GCF_000841005.1_ViralProj14364_genomic	106332	142965
GCF_000841025.1_ViralProj14201_genomic	497	473
GCF_000841045.1_ViralProj14205_genomic	7729	8872
GCF_000841065.1_ViralProj14209_genomic	1305	915
GCF_000841085.1_ViralProj14213_genomic	2746	2515
GCF_000841105.1_ViralProj14217_genomic	39325	42599
GCF_000841125.1_ViralProj14222_genomic	5002	4770
GCF_000841145.1_ViralProj14226_genomic	43075	38261
GCF_000841165.1_ViralProj14230_genomic	40679	47471
GCF_000841185.1_ViralProj14234_genomic	43186	54192
GCF_000841205.1_ViralMultiSegProj14238_genomic	5445	5209
GCF_000841225.1_ViralProj14242_genomic	2751	3012
GCF_000841245.1_ViralProj14246_genomic	43604	36075
GCF_000841265.1_ViralProj14250_genomic	2754	2811
GCF_000841285.1_ViralProj14255_genomic	2668	2914
GCF_000841305.1_ViralProj14259_genomic	2756	2741
GCF_000841325.1_ViralMultiSegProj14263_genomic	5192	5657
GCF_000841345.1_ViralProj14267_genomic	2766	3289
GCF_000841365.1_ViralProj14271_genomic	57050	97861
GCF_000841385.2_ViralProj14275_genomic	50913	85337
GCF_000841405.1_ViralProj14280_genomic	30728	37852
GCF_000841425.1_ViralProj14286_genomic	5256	6327
GCF_000841445.1_ViralMultiSegProj14290_genomic	5455	5427
GCF_000841465.2_ViralProj14294_genomic	75898	109794
GCF_000841485.1_ViralProj14298_genomic	99657	92726
GCF_000841505.1_ViralProj14302_genomic	110907	95468
GCF_000841525.1_ViralProj14307_genomic	7118	10475
GCF_000841545.1_ViralProj14311_genomic	14935	15778
GCF_000841565.1_ViralProj14315_genomic	42259	40064
GCF_000841585.1_ViralProj14319_genomic	4726	6493
GCF_000841605.1_ViralProj14323_genomic	86155	75929
GCF_000841625.1_ViralProj14327_genomic	7184	6592
GCF_000841645.1_ViralProj14331_genomic	36798	33626
GCF_000841665.1_ViralProj14336_genomic	38208	41177
GCF_000841685.1_ViralProj14340_genomic	359853	260725
GCF_000841705.1_ViralProj14349_genomic	2773	2902
GCF_000841725.1_ViralProj14353_genomic	42493	72741
GCF_000841765.1_ViralProj14365_genomic	2706	3670
GCF_000841785.1_ViralMultiSegProj14370_genomic	5085	4912
GCF_000841805.1_ViralProj14376_genomic	36748	61265
GCF_000841825.1_ViralProj14195_genomic	7304	9042
GCF_000841845.1_ViralMultiSegProj14199_genomic	5197	4674
GCF_000841865.1_ViralProj14203_genomic	49136	81679
GCF_000841885.1_ViralProj14207_genomic	58498	98613
GCF_000841905.1_ViralProj14211_genomic	209771	170525
GCF_000841925.1_ViralProj14215_genomic	231621	249183
GCF_000841945.1_ViralProj14220_genomic	7841	8355
GCF_000841965.1_ViralProj14224_genomic	5028	5005
GCF_000841985.1_ViralProj14228_genomic	40149	50729
GCF_000842005.1_ViralProj14232_genomic	1360	1627
GCF_000842025.1_ViralProj14236_genomic	7591	8309
GCF_000842045.1_ViralProj14240_genomic	2744	2967
GCF_000842065.1_ViralProj14244_genomic	2748	3091
GCF_000842085.1_ViralProj14248_genomic	42722	34137
GCF_000842105.1_ViralProj14252_genomic	2731	2951
GCF_000842125.1_ViralProj14257_genomic	2773	3165
GCF_000842145.1_ViralProj14261_genomic	2761	2760
GCF_000842165.1_ViralProj14265_genomic	37359	53545
GCF_000842185.1_ViralProj14269_genomic	18227	13905
GCF_000842205.1_ViralProj14273_genomic	110865	177552
GCF_000842245.1_ViralProj14284_genomic	4981	5858
GCF_000842265.1_ViralProj14288_genomic	16687	12243
GCF_000842285.1_ViralProj14292_genomic	44373	58773
GCF_000842305.1_ViralProj14296_genomic	2752	2807
GCF_000842345.1_ViralProj14304_genomic	67480	120895
GCF_000842365.1_ViralProj14309_genomic	156102	261406
GCF_000842385.2_ViralProj14313_genomic	138390	258668
GCF_000842405.1_ViralProj14317_genomic	14796	12691
GCF_000842425.1_ViralProj14321_genomic	173591	199145
GCF_000842465.1_ViralProj14329_genomic	7308	11161
GCF_000842485.1_ViralProj14334_genomic	37611	62327
GCF_000842505.1_ViralProj14338_genomic	36949	31665
GCF_000842525.1_ViralProj14342_genomic	2738	2794
GCF_000842545.1_ViralProj14346_genomic	6034	5770
GCF_000842565.1_ViralProj14351_genomic	40190	31683
GCF_000842585.1_ViralProj14355_genomic	17385	14406
GCF_000842625.1_ViralProj14363_genomic	20869	19223
GCF_000842645.1_ViralProj14368_genomic	2606	2558
GCF_000842665.1_ViralProj14372_genomic	2779	2938
GCF_000842685.1_ViralProj14378_genomic	58638	105504
GCF_000842705.1_ViralProj14198_genomic	29576	25332
GCF_000842725.1_ViralProj14202_genomic	119217	121226
GCF_000842745.1_ViralProj14206_genomic	2755	3211
GCF_000842765.1_ViralMultiSegProj14210_genomic	5203	5536
GCF_000842785.1_ViralProj14214_genomic	2745	2889
GCF_000842805.1_ViralProj14218_genomic	2753	2808
GCF_000842825.1_ViralProj14223_genomic	5380	5521
GCF_000842845.1_ViralProj14227_genomic	6340	6646
GCF_000842865.1_ViralProj14231_genomic	31508	30706
GCF_000842885.1_ViralProj14235_genomic	19604	32741
GCF_000842905.1_ViralProj14239_genomic	2782	2790
GCF_000842925.1_ViralMultiSegProj14243_genomic	5435	5855
GCF_000842945.1_ViralProj14247_genomic	44969	36368
GCF_000842965.1_ViralProj14251_genomic	280334	222923
GCF_000842985.1_ViralMultiSegProj14256_genomic	5116	5129
GCF_000843005.1_ViralProj14260_genomic	2754	2864
GCF_000843025.1_ViralMultiSegProj14264_genomic	5205	5422
GCF_000843045.1_ViralProj14268_genomic	16784	12835
GCF_000843065.1_ViralProj14272_genomic	69777	118943
GCF_000843085.1_ViralProj14276_genomic	41830	63805
GCF_000843105.1_ViralProj14281_genomic	36596	31659
GCF_000843125.1_ViralProj14287_genomic	57930	74469
GCF_000843145.1_ViralProj14291_genomic	43769	45142
GCF_000843165.1_ViralProj14295_genomic	34692	33881
GCF_000843185.1_ViralProj14299_genomic	5499	5547
GCF_000843205.1_ViralProj14303_genomic	2735	3476
GCF_000843225.1_ViralProj14308_genomic	39892	40896
GCF_000843245.1_ViralProj14312_genomic	233234	253678
GCF_000843265.1_ViralProj14316_genomic	46012	49690
GCF_000843285.1_ViralProj14320_genomic	5335	5462
GCF_000843305.1_ViralProj14324_genomic	149696	172253
GCF_000843325.1_ViralProj14328_genomic	190289	328423
GCF_000843345.1_ViralProj14332_genomic	37555	39485
GCF_000843365.1_ViralProj14337_genomic	6882	7413
GCF_000843385.1_ViralProj14341_genomic	2746	2824
GCF_000843405.1_ViralProj14345_genomic	30636	38919
GCF_000843425.1_ViralProj14350_genomic	38384	28959
GCF_000843445.1_ViralProj14354_genomic	16473	13026
GCF_000843485.1_ViralProj14362_genomic	32172	28367
GCF_000843505.1_ViralProj14366_genomic	2993	3101
GCF_000843525.4_ViralMultiSegProj14371_genomic	5118	4588
GCF_000843545.1_ViralProj14377_genomic	43783	40283
GCF_000843565.1_ViralMultiSegProj14369_genomic	5444	6137
GCF_000843585.1_ViralProj14374_genomic	28332	27960
GCF_000843605.1_ViralProj14379_genomic	42415	73326
GCF_000843625.1_ViralProj14383_genomic	86462	81716
GCF_000843645.2_ViralProj14387_genomic	18855	11638
GCF_000843665.1_ViralProj14392_genomic	41401	33721
GCF_000843685.1_ViralProj14396_genomic	161766	181707
GCF_000843705.1_ViralProj14400_genomic	2760	2878
GCF_000843725.1_ViralProj14404_genomic	241087	383622
GCF_000843745.1_ViralProj14408_genomic	113220	105921
GCF_000843765.1_ViralProj14412_genomic	2749	2882
GCF_000843785.1_ViralProj14416_genomic	244834	245348
GCF_000843805.1_ViralProj14420_genomic	129908	149221
GCF_000843825.1_ViralProj14424_genomic	143461	268489
GCF_000843845.1_ViralProj14428_genomic	682	682
GCF_000843865.1_ViralProj14433_genomic	230	223
GCF_000843885.1_ViralProj14437_genomic	2037	2866
GCF_000843905.1_ViralProj14441_genomic	1387	1345
GCF_000843925.1_ViralProj14445_genomic	1353	1111
GCF_000843945.1_ViralProj14449_genomic	1342	1217
GCF_000843965.1_ViralProj14453_genomic	1993	2518
GCF_000843985.2_ViralProj14457_genomic	184439	261020
GCF_000844005.1_ViralProj14461_genomic	5372	5365
GCF_000844025.1_ViralProj14465_genomic	150224	211822
GCF_000844045.1_ViralProj14469_genomic	134431	227445
GCF_000844065.1_ViralProj14473_genomic	39853	50953
GCF_000844085.1_ViralProj14477_genomic	4432	5251
GCF_000844125.1_ViralProj14485_genomic	49220	90170
GCF_000844145.1_ViralProj14489_genomic	156789	293837
GCF_000844165.1_ViralProj14493_genomic	94800	109600
GCF_000844185.1_ViralProj14497_genomic	33034	31992
GCF_000844205.1_ViralProj14501_genomic	324	294
GCF_000844225.1_ViralProj14511_genomic	781	1007
GCF_000844245.1_ViralProj14515_genomic	34446	43715
GCF_000844265.1_ViralProj14519_genomic	30944	37424
GCF_000844285.1_ViralProj14523_genomic	45063	61367
GCF_000844305.1_ViralProj14534_genomic	7161	7477
GCF_000844325.1_ViralProj14538_genomic	1354	1480
GCF_000844345.1_ViralProj14542_genomic	38439	62930
GCF_000844365.1_ViralProj14546_genomic	5039	5175
GCF_000844385.1_ViralProj14551_genomic	8101	9331
GCF_000844405.1_ViralMultiSegProj14556_genomic	567669	412162
GCF_000844425.1_ViralProj14560_genomic	105903	149548
GCF_000844445.1_ViralProj14382_genomic	39786	51492
GCF_000844465.1_ViralProj14386_genomic	1377	1332
GCF_000844485.1_ViralProj14391_genomic	49534	87924
GCF_000844505.1_ViralProj14395_genomic	15644	11737
GCF_000844525.1_ViralMultiSegProj14399_genomic	5247	5121
GCF_000844545.1_ViralProj14403_genomic	3024	3236
GCF_000844565.1_ViralMultiSegProj14407_genomic	5190	4931
GCF_000844585.1_ViralProj14411_genomic	48024	79614
GCF_000844605.1_ViralProj14415_genomic	35580	56680
GCF_000844625.1_ViralProj14419_genomic	230138	366790
GCF_000844645.1_ViralProj14423_genomic	133719	173269
GCF_000844665.1_ViralMultiSegProj14427_genomic	7993	6452
GCF_000844685.1_ViralProj14432_genomic	717	765
GCF_000844705.1_ViralProj14436_genomic	3909	4420
GCF_000844745.1_ViralProj14444_genomic	1347	1227
GCF_000844765.1_ViralProj14448_genomic	1372	1171
GCF_000844785.1_ViralProj14452_genomic	1360	1277
GCF_000844805.1_ViralProj14456_genomic	4694	6652
GCF_000844825.1_ViralProj14460_genomic	39937	42663
GCF_000844845.1_ViralProj14464_genomic	139962	230765
GCF_000844865.1_ViralProj14468_genomic	221454	277245
GCF_000844885.1_ViralProj14472_genomic	186250	102244
GCF_000844905.1_ViralProj14476_genomic	47399	69334
GCF_000844925.1_ViralProj14480_genomic	60942	79185
GCF_000844945.1_ViralProj14484_genomic	2773	2702
GCF_000844965.1_ViralProj14488_genomic	26163	23679
GCF_000844985.1_ViralProj14492_genomic	2735	2958
GCF_000845005.1_ViralProj14496_genomic	48836	52185
GCF_000845025.2_ViralProj14500_genomic	56426	85007
GCF_000845045.1_ViralProj14506_genomic	355	408
GCF_000845065.1_ViralProj14514_genomic	32292	22566
GCF_000845085.1_ViralProj14518_genomic	35937	49546
GCF_000845105.1_ViralProj14522_genomic	43804	60133
GCF_000845125.1_ViralMultiSegProj14526_genomic	5548	6193
GCF_000845145.1_ViralProj14537_genomic	2741	2936
GCF_000845165.1_ViralMultiSegProj14541_genomic	5180	5023
GCF_000845185.1_ViralProj14545_genomic	7722	8277
GCF_000845205.1_ViralProj14549_genomic	6407	6151
GCF_000845225.1_ViralMultiSegProj14555_genomic	5398	5492
GCF_000845245.1_ViralProj14559_genomic	235646	348783
GCF_000845265.1_ViralMultiSegProj14563_genomic	5415	5615
GCF_000845285.1_ViralProj14567_genomic	1350	1151
GCF_000845305.1_ViralProj14380_genomic	3018	3176
GCF_000845325.1_ViralProj14384_genomic	7965	8854
GCF_000845345.1_ViralProj14388_genomic	8174	6662
GCF_000845365.1_ViralProj14393_genomic	7857	7206
GCF_000845385.1_ViralProj14397_genomic	41834	35249
GCF_000845405.1_ViralProj14401_genomic	17663	15328
GCF_000845425.1_ViralProj14405_genomic	48247	80030
GCF_000845445.1_ViralProj14409_genomic	48177	79875
GCF_000845465.1_ViralProj14417_genomic	112930	88709
GCF_000845485.1_ViralProj14421_genomic	8300	9631
GCF_000845505.1_ViralProj14425_genomic	5132	6002
GCF_000845525.1_ViralProj14429_genomic	893	1179
GCF_000845545.1_ViralProj14434_genomic	14900	12093
GCF_000845565.1_ViralProj14438_genomic	1351	1403
GCF_000845585.1_ViralProj14442_genomic	1356	1162
GCF_000845605.1_ViralProj14446_genomic	1354	991
GCF_000845625.1_ViralProj14450_genomic	1337	937
GCF_000845645.1_ViralProj14454_genomic	4721	6997
GCF_000845665.1_ViralProj14458_genomic	119451	138057
GCF_000845685.2_ViralProj14462_genomic	159378	172647
GCF_000845705.1_ViralProj14466_genomic	134721	101659
GCF_000845725.1_ViralProj14470_genomic	8253	8514
GCF_000845745.1_ViralProj14474_genomic	2763	2619
GCF_000845765.1_ViralProj14478_genomic	41724	47514
GCF_000845785.1_ViralProj14482_genomic	2593	2821
GCF_000845805.1_ViralProj14486_genomic	31301	27466
GCF_000845825.1_ViralProj14490_genomic	2768	2746
GCF_000845845.1_ViralProj14494_genomic	7932	6451
GCF_000845865.1_ViralProj14498_genomic	39043	46994
GCF_000845885.1_ViralProj14502_genomic	393	532
GCF_000845905.1_ViralProj14512_genomic	7743	6762
GCF_000845925.1_ViralProj14516_genomic	30536	33625
GCF_000845945.1_ViralProj14520_genomic	33213	34377
GCF_000845965.1_ViralProj14524_genomic	26263	23125
GCF_000845985.1_ViralProj14535_genomic	35083	50759
GCF_000846005.2_ViralProj14539_genomic	1349	1167
GCF_000846025.1_ViralProj14543_genomic	1988	2407
GCF_000846045.1_ViralProj14547_genomic	131514	99789
GCF_000846065.1_ViralProj14552_genomic	207439	211469
GCF_000846085.1_ViralProj14557_genomic	647	566
GCF_000846105.1_ViralProj14561_genomic	75294	61778
GCF_000846125.1_ViralProj14565_genomic	36012	24221
GCF_000846145.1_ViralProj14570_genomic	6087	6839
GCF_000846165.1_ViralProj14381_genomic	4693	6867
GCF_000846205.1_ViralProj14390_genomic	161046	248020
GCF_000846225.1_ViralProj14394_genomic	59471	96545
GCF_000846245.1_ViralMultiSegProj14398_genomic	5186	4782
GCF_000846265.1_ViralProj14402_genomic	177874	200724
GCF_000846285.1_ViralProj14406_genomic	7461	7528
GCF_000846305.1_ViralProj14410_genomic	54865	89725
GCF_000846325.1_ViralProj14414_genomic	11624	14323
GCF_000846345.1_ViralProj14418_genomic	145597	178934
GCF_000846365.1_ViralProj14422_genomic	162114	176855
GCF_000846385.1_ViralProj14426_genomic	4642	7064
GCF_000846405.1_ViralProj14430_genomic	821	611
GCF_000846425.1_ViralProj14435_genomic	8805	9406
GCF_000846445.1_ViralProj14439_genomic	1351	1003
GCF_000846465.1_ViralProj14443_genomic	1307	871
GCF_000846485.1_ViralProj14447_genomic	1356	1355
GCF_000846505.1_ViralProj14451_genomic	1012	1102
GCF_000846525.1_ViralProj14455_genomic	4393	6497
GCF_000846545.1_ViralProj14459_genomic	52297	85770
GCF_000846565.1_ViralProj14463_genomic	4682	6891
GCF_000846585.1_ViralProj14467_genomic	171096	263348
GCF_000846625.1_ViralProj14475_genomic	39166	42065
GCF_000846645.1_ViralProj14479_genomic	148317	103062
GCF_000846665.1_ViralMultiSegProj14483_genomic	5460	5804
GCF_000846685.1_ViralProj14487_genomic	34214	43402
GCF_000846705.1_ViralProj14491_genomic	34246	48760
GCF_000846725.1_ViralProj14495_genomic	51601	65695
GCF_000846745.1_ViralProj14499_genomic	41391	47512
